year,en_ADP arbres_NOUN,en_ADP marbre_NOUN
1917,1.2501723745117488e-07,2.6396182875032537e-06
1918,1.1141784739265859e-07,2.9784173420921434e-06
1919,1.4640478696037462e-07,5.1619199439301156e-06
1920,1.1282624967634547e-07,3.076597749895882e-06
1921,1.4161037142912392e-07,4.138506483286619e-06
1922,1.4977209161770588e-07,3.694132374221226e-06
1923,1.6030081440021604e-07,3.51069411408389e-06
1924,1.405187077807568e-07,4.299356533010723e-06
1925,1.2867867549282153e-07,4.143013484281255e-06
1926,2.2292276469215722e-07,3.7083202641952084e-06
1927,1.6166376326509635e-07,5.332674390956527e-06
1928,1.5882197601513326e-07,3.183295120834373e-06
1929,1.3368488227527564e-07,3.600579248086433e-06
1930,1.6805766078764606e-07,3.6384483337315032e-06
1931,1.2089678591564734e-07,3.7090219393576263e-06
1932,1.720647287983823e-07,2.880166221075342e-06
1933,1.1126542642792003e-07,2.852753596016555e-06
1934,1.1981579994824187e-07,2.8815700261475286e-06
1935,1.4960355088078359e-07,3.043534661628655e-06
1936,1.3094691553305893e-07,1.9520789464877453e-06
1937,1.1583829007122404e-07,2.574883637862513e-06
1938,1.8669908530277723e-07,2.219644784418051e-06
1939,1.3611705185212486e-07,2.772811285467469e-06
1940,1.3186071612381056e-07,2.6067848466482246e-06
1941,1.8004165269758232e-07,3.107932343482389e-06
1942,1.517105943094066e-07,2.5639089926698944e-06
1943,2.0903293318497163e-07,2.5287179141741944e-06
1944,1.8636480092482088e-07,2.570548986113863e-06
1945,1.7863733603462606e-07,2.2438591713580536e-06
1946,1.3364260098569503e-07,2.060323367913952e-06
1947,1.1801662225252585e-07,1.9514466202963376e-06
1948,1.0654450077751676e-07,2.1819878384121694e-06
1949,1.668891387307525e-07,1.835780608416826e-06
1950,1.6803870583892433e-07,2.3046827664074954e-06
1951,1.1194471971620601e-07,2.0491213490458904e-06
1952,1.1072044259208269e-07,1.9845319911837578e-06
1953,1.292859224122367e-07,2.4338075945706805e-06
1954,1.3290649603092675e-07,2.1548441964114318e-06
1955,1.4923116031795303e-07,2.1455498426803388e-06
1956,1.177354118642171e-07,2.0189443148410646e-06
1957,1.387100945215991e-07,2.5648114387877285e-06
1958,1.4393703562376459e-07,2.4030866825341946e-06
1959,1.147110664234674e-07,2.1508324152819114e-06
1960,1.2180666481009794e-07,2.070021309918957e-06
1961,1.5285949928056652e-07,1.8878148466683342e-06
1962,1.1732619498161512e-07,2.142312951036729e-06
1963,1.4742600740191847e-07,2.2734643607691396e-06
1964,1.5149080923038127e-07,3.4100642096746014e-06
1965,1.3734828385736364e-07,2.8503873181762174e-06
1966,1.0911977454952648e-07,2.315333176738932e-06
1967,1.1389075360579426e-07,2.456293259456288e-06
1968,1.2531050097575047e-07,2.8974122869840357e-06
1969,1.5759900093281765e-07,2.769563934634789e-06
1970,1.379617480257167e-07,1.042806889017811e-05
1971,1.0944786787980831e-07,2.7341413897374878e-06
1972,1.3748793603607368e-07,3.1991596642910736e-06
1973,1.2514972130839297e-07,4.476721642276971e-06
1974,1.473899749471208e-07,2.1343419120967155e-06
1975,8.967023701345056e-08,2.4724997729208553e-06
1976,1.2569758739422454e-07,2.273412292197463e-06
1977,1.0695743207778108e-07,2.298997060279362e-06
1978,1.2712866059860772e-07,2.693464011827018e-06
1979,1.1586907078253716e-07,2.278173269587569e-06
1980,1.3871767651219002e-07,2.4758830932114506e-06
1981,9.172046588901139e-08,2.3600625809194753e-06
1982,1.3284054622975106e-07,2.047855105047347e-06
1983,1.206225330729893e-07,2.2766714664612664e-06
1984,1.4207570436797212e-07,2.537066166041768e-06
1985,1.4557650729329907e-07,2.6119553240278037e-06
1986,1.1629302154592125e-07,2.526076286812895e-06
1987,1.5277042564321164e-07,2.381996409894782e-06
1988,1.1693279577951188e-07,2.8579574973264243e-06
1989,1.476304873904155e-07,2.652958301041508e-06
1990,1.49293036211251e-07,2.4197458969865693e-06
1991,1.3246911684250406e-07,2.263697751914151e-06
1992,9.807700657171736e-08,2.885557705667452e-06
1993,1.1355375306720816e-07,2.6837460609385744e-06
1994,1.0233357261579812e-07,2.69021256826818e-06
1995,1.5779332329657336e-07,2.5469250886089867e-06
1996,1.1049851145195078e-07,2.6952027383231325e-06
1997,1.0644665693337885e-07,2.2823696781415492e-06
1998,1.1348147277434606e-07,2.3049137780617457e-06
1999,1.1105588787474474e-07,2.7805103854916524e-06
2000,1.1398521448935384e-07,2.2832387003290933e-06
2001,9.813914103595778e-08,2.810109208439826e-06
2002,1.0076809786596641e-07,2.3816319298930466e-06
2003,1.5334276942668978e-07,2.7230842079006834e-06
2004,1.0307211795179683e-07,2.5640290459705284e-06
2005,1.035862382536834e-07,2.4013993424887303e-06
2006,9.88293606951629e-08,2.734278950811131e-06
2007,9.466916073286313e-08,2.667513399501331e-06
2008,9.664388239682964e-08,3.1479507924814243e-06
2009,9.297975145372561e-08,3.167510385537753e-06
2010,9.116920551832663e-08,2.5891108634823468e-06
2011,8.871614909367054e-08,3.0079363568802364e-06
2012,8.98722731790258e-08,3.310635747766355e-06
2013,9.678263762635808e-08,2.546471250752802e-06
2014,9.766158126645053e-08,2.7269450129097095e-06
2015,1.1149374457009031e-07,3.083256387981237e-06
2016,1.0066712319289906e-07,4.084682586835697e-06
2017,8.628546824263061e-08,2.547811163822189e-06
2018,8.518840388660465e-08,3.2283821838063886e-06
2019,7.678472835337402e-08,3.5096488772978773e-06
