year,en_ADP oies_NOUN,en_ADP mois_NOUN
1800,9.432493897065797e-09,7.105811619112501e-07
1801,0.0,6.214886525413021e-07
1802,6.713520406265161e-09,6.154060656626825e-07
1803,1.950339267864365e-08,6.065554885026359e-07
1804,1.9774807569206132e-08,7.613301136188966e-07
1805,2.842877711017877e-09,8.585490718360234e-07
1806,0.0,9.134890888162772e-07
1807,1.9928686256776018e-08,6.291770660027396e-07
1808,2.039466551195801e-08,7.772633807689999e-07
1809,2.4849335034105025e-08,7.658113645447884e-07
1810,2.106114038724627e-08,7.628813136761892e-07
1811,2.5070768572277302e-08,8.398707223022939e-07
1812,5.3344164641089264e-09,5.841185952704109e-07
1813,1.1502966579257645e-08,6.096572064961947e-07
1814,0.0,6.670955485787999e-07
1815,2.697223555614414e-09,6.365447688949644e-07
1816,4.6352077731626196e-09,7.068691729728016e-07
1817,0.0,7.753229738227674e-07
1818,2.384235475716423e-09,8.571326475248497e-07
1819,1.035105001712111e-09,7.991010875230131e-07
1820,1.3053129244156025e-08,6.324834203041974e-07
1821,1.1833785507064931e-08,6.912903245392954e-07
1822,3.0076847679083585e-09,8.100697641566512e-07
1823,2.668325471688604e-08,7.263774932653178e-07
1824,0.0,7.924267038106336e-07
1825,3.522177216552791e-09,9.007968060359417e-07
1826,0.0,8.349969107257493e-07
1827,1.8434546111834038e-09,8.203372772186412e-07
1828,4.586150570418113e-09,8.447689197055297e-07
1829,5.143905745796928e-09,9.104712717089569e-07
1830,8.349468672008697e-09,6.502148721665435e-07
1831,3.1182412207897414e-09,6.00261444105854e-07
1832,0.0,7.15735382073035e-07
1833,2.548398292390175e-08,6.533166470035212e-07
1834,2.42697808516823e-08,9.60523266257951e-07
1835,5.294161553592858e-09,5.725257778976811e-07
1836,6.720750067579218e-10,6.640100878030353e-07
1837,0.0,5.865501861990197e-07
1838,1.8936485712828244e-09,5.800876579087344e-07
1839,1.2584655095793096e-08,6.509063155135664e-07
1840,1.4650283985950807e-08,6.401537007150182e-07
1841,5.778493683550323e-09,5.09149515437457e-07
1842,1.341653010911159e-08,5.990480644868512e-07
1843,4.7255288571079745e-09,7.625822036061436e-07
1844,9.330554162634286e-09,5.433675482890976e-07
1845,3.9061593959388574e-09,5.262155013951997e-07
1846,9.367202347121406e-09,4.472838952551683e-07
1847,9.168480197274675e-09,5.970298389001982e-07
1848,1.287235473768078e-08,6.39595100437873e-07
1849,1.1731180693530519e-08,5.547172463593597e-07
1850,6.1100964288129944e-09,5.865692855877569e-07
1851,6.449438760824933e-10,6.0044277461202e-07
1852,5.208436348880241e-09,5.709748620574828e-07
1853,2.9859659189668264e-09,7.369363856923883e-07
1854,5.195664343204953e-09,6.255580160541285e-07
1855,4.776243400783642e-09,5.890699981137004e-07
1856,3.106313539724681e-09,5.969299081698409e-07
1857,9.763018171682347e-10,5.955441224614333e-07
1858,1.468102750479261e-09,5.294957645674003e-07
1859,3.5645213447565993e-09,5.27549161688512e-07
1860,5.95033897154984e-09,6.018996714374225e-07
1861,8.017138342086838e-09,6.508029741780774e-07
1862,9.035972525772706e-10,5.995368042022164e-07
1863,4.9946209945694875e-09,6.49800142582535e-07
1864,9.589455896019672e-10,1.1310763738947571e-06
1865,3.2947911621228343e-09,5.535248988053354e-07
1866,6.811858188626729e-09,4.5347510990723094e-07
1867,4.85281148598915e-10,7.463623887815629e-07
1868,5.433861360870651e-09,5.048551088293607e-07
1869,1.953407657850903e-09,1.0597236723697279e-06
1870,1.1468097582678638e-09,6.118229975982103e-07
1871,1.0621177271019633e-09,1.037689003169362e-06
1872,1.2094678591978436e-09,5.678451771018445e-07
1873,2.9930022349411445e-09,5.818396289214434e-07
1874,4.182226565063729e-09,6.817028861405561e-07
1875,5.149374260327022e-09,8.856924296196667e-07
1876,8.464420275799966e-09,6.00369276071433e-07
1877,2.4739263970730008e-09,7.155832122407446e-07
1878,1.3285995414946683e-08,6.787935831198411e-07
1879,1.0996785704264767e-08,5.498392852132383e-07
1880,1.1552123035940554e-08,7.964547421579482e-07
1881,6.972507571312292e-10,6.826085154898465e-07
1882,6.655385131892899e-10,4.7253234924937715e-07
1883,1.2006744043446815e-08,7.469458864761691e-07
1884,3.300848483434038e-09,4.984281076758634e-07
1885,7.090199094506033e-09,7.103090524651634e-07
1886,1.5488312854472497e-08,5.072422482044203e-07
1887,7.834709769838355e-09,5.379833964980207e-07
1888,1.7119660356001987e-08,5.497312827174028e-07
1889,1.8795409673089125e-09,5.939349421169027e-07
1890,5.243509182406569e-09,6.056253027963976e-07
1891,3.1871101313640793e-09,4.4555798695000703e-07
1892,6.268512375839919e-09,5.378383889365068e-07
1893,6.158416498980301e-09,5.179228423912718e-07
1894,5.041231432301174e-09,4.971914222551277e-07
1895,1.745398137131815e-08,4.832947411159694e-07
1896,2.948514543632541e-09,4.894533844890248e-07
1897,6.992056045262984e-09,4.859479076912976e-07
1898,1.923840653450526e-08,5.171736461306864e-07
1899,6.080336234504102e-09,4.4220627160029835e-07
1900,4.15284251431558e-09,4.4539237364915607e-07
1901,6.147612696683069e-09,5.331656893758918e-07
