year,en_ADP oies_NOUN,en_ADP mois_NOUN
1902,1.6694965410124496e-08,5.042861630499829e-07
1903,1.0260418292773466e-08,4.714392218829744e-07
1904,2.6873125946735854e-09,4.5576820184578537e-07
1905,5.160759042333041e-10,4.1647325588201056e-07
1906,9.259531807970234e-09,6.3119142623691e-07
1907,6.685696440911215e-09,5.10170082179684e-07
1908,4.4202501658929805e-09,4.4104274365963647e-07
1909,6.60118004702781e-09,4.30176925192427e-07
1910,2.137660271017694e-09,4.3661711401909997e-07
1911,2.128149656499545e-09,5.187364990888454e-07
1912,5.209421061191932e-09,5.376122658162785e-07
1913,5.302989602995467e-09,4.4439053681344376e-07
1914,4.018046340092951e-09,4.875229251410929e-07
1915,5.890381071793627e-09,6.514761139442271e-07
1916,3.2962386153911893e-09,8.196646490432613e-07
1917,3.289927441585405e-09,7.566832778138632e-07
1918,3.44591288836682e-09,5.812106564917485e-07
1919,2.762354511798293e-09,7.320239205910184e-07
1920,9.086678076641874e-09,6.451541594287846e-07
1921,7.572747429129834e-10,6.080916250539303e-07
1922,2.951174193910333e-09,6.610630407521967e-07
1923,2.1231896241147297e-09,6.104170324761071e-07
1924,5.156649662829693e-09,6.613403229493997e-07
1925,7.698724768800957e-09,6.389941518136766e-07
1926,1.1146138456652466e-09,6.174960844873567e-07
1927,6.689535148041159e-09,5.173240538169921e-07
1928,2.2852082448565625e-09,6.055801691218221e-07
1929,3.342121912552898e-09,5.492220225278288e-07
1930,2.100720708497761e-09,5.650938987855625e-07
1931,4.5621426636444085e-09,4.847276500186126e-07
1932,6.575722188983946e-09,5.841433221576153e-07
1933,0.0,6.285922609094996e-07
1934,3.5944740517379614e-09,5.7751213944357e-07
1935,3.590485242455088e-09,5.876427735529433e-07
1936,2.424942913137329e-09,5.407622438724502e-07
1937,0.0,7.151755312406749e-07
1938,9.075650453382877e-09,5.14719033617439e-07
1939,1.070583532936098e-08,5.995267997604969e-07
1940,7.607348750937604e-09,6.846614155620045e-07
1941,0.0,4.5157989347899274e-07
1942,3.034211770724937e-09,5.58294971142459e-07
1943,2.9032352077962287e-09,6.096793754295504e-07
1944,0.0,5.880130515834026e-07
1945,4.357008087652048e-09,5.468045287670975e-07
1946,0.0,5.79117909182969e-07
1947,2.3841741914054637e-09,5.733938905905234e-07
1948,1.0871887834440486e-09,5.740356527894619e-07
1949,9.817008317369869e-10,5.929472877141961e-07
1950,1.0635361480382244e-09,7.040609375508211e-07
1951,3.198420528427448e-09,6.290226792771136e-07
1952,9.490323193972472e-09,5.599291057478695e-07
1953,8.619062019654677e-09,5.925605250922672e-07
1954,9.772536113672459e-10,5.21853451118659e-07
1955,1.8771215692936494e-09,5.650135790347122e-07
1956,1.744228317335228e-09,6.767605782442843e-07
1957,0.0,5.415878376879846e-07
1958,0.0,5.765753599007439e-07
1959,6.975672928177801e-09,5.92932224208198e-07
1960,3.460416619915918e-09,6.353325261443388e-07
1961,3.47407969059077e-09,5.780868264082528e-07
1962,6.341956404476434e-10,6.563925012414984e-07
1963,2.5864212993553792e-09,6.155682967801113e-07
1964,2.4335873316516654e-09,5.560747240451747e-07
1965,1.6416130677043839e-09,6.18340891378466e-07
1966,7.754704434148607e-09,6.225919833013904e-07
1967,5.916402701089396e-09,6.389714712895511e-07
1968,4.491415656060482e-09,5.771469204773894e-07
1969,3.1792304344691047e-09,7.493900398003461e-07
1970,9.197450023812337e-10,6.249667308111384e-07
1971,3.596878239697787e-09,5.842358064001019e-07
1972,2.0520587451500205e-09,6.212607672750892e-07
1973,4.410563025913916e-09,6.373263659043005e-07
1974,2.812785782069227e-09,7.667654244869482e-07
1975,3.4268881066168433e-09,7.070812557685713e-07
1976,1.7140580066410394e-09,5.742094231209194e-07
1977,2.3507127355770763e-09,5.964933507129899e-07
1978,8.316827893040113e-09,5.42970042261004e-07
1979,7.607565244427406e-09,6.050940442037245e-07
1980,2.8425752862659692e-09,7.08938273419335e-07
1981,8.223214109648325e-09,6.338200364552904e-07
1982,4.345251713999687e-09,6.077144689697889e-07
1983,6.315316158911344e-09,5.374333795771236e-07
1984,5.219107812592938e-09,6.518085342577251e-07
1985,1.8046674155058895e-09,5.642593237098481e-07
1986,4.795588426365072e-09,5.70075542327686e-07
1987,3.0554083707556856e-09,6.080262551222404e-07
1988,4.197587610832443e-09,6.374336862791097e-07
1989,6.585746614717891e-09,5.828385951645032e-07
1990,5.44865097484859e-10,6.25505151674588e-07
1991,1.7584396161396398e-09,5.914218377256475e-07
1992,4.4079553340736766e-09,5.928699806645454e-07
1993,3.323524566667402e-09,5.97680468672479e-07
1994,3.6924485691258724e-09,5.834068588228547e-07
1995,1.0844901643380922e-09,5.4170283192434e-07
1996,4.270473752399084e-09,5.466206403070828e-07
1997,7.192341833217597e-09,5.936079219281964e-07
1998,4.7681290027412615e-09,5.821885906698299e-07
1999,2.285100553223174e-09,5.01351053117105e-07
2000,3.97622823555821e-09,4.908433197670092e-07
2001,3.5049694258049158e-09,5.292503715281782e-07
2002,5.6955880012310445e-09,4.249784808507684e-07
2003,2.9168460979889232e-09,4.5752813093713485e-07
2004,1.7619165015858584e-09,5.047890567766444e-07
2005,4.503749373441224e-09,4.7379444367834367e-07
2006,3.294311934354255e-09,5.003236083211959e-07
2007,3.1955835755326234e-09,3.9185843547784316e-07
2008,3.405951742863067e-09,4.606549737218302e-07
2009,9.53638501499654e-10,3.8574677319047623e-07
2010,1.4171379625338432e-09,4.0860808780962543e-07
2011,2.2943831279320648e-09,4.1528335259499727e-07
2012,1.0212758416727752e-09,4.0340395912608074e-07
2013,1.9523875849358774e-09,3.843414333459805e-07
2014,2.815078836704288e-09,4.4001845367347414e-07
2015,4.43315073539452e-09,3.701680952872266e-07
2016,3.935546111222266e-09,3.929332024199539e-07
2017,2.7671724911471074e-09,3.7784482742608816e-07
2018,3.872199894061623e-09,3.7069861491545453e-07
2019,4.08158040698936e-09,4.1428040731261717e-07
