year,en_ADP auto_NOUN,en_ADP moto_NOUN
1963,7.907983228250259e-07,3.103705381590771e-08
1964,8.614899211778493e-07,4.745495174596215e-08
1965,5.395434996557924e-07,3.447387442179206e-08
1966,5.96558365373312e-07,2.3818021332999706e-08
1967,5.729049803449016e-07,4.7331221386670563e-08
1968,5.874771940028722e-07,5.434613026267243e-08
1969,4.618967759384418e-07,4.360087568766602e-08
1970,5.385106724986599e-07,4.368788641961885e-08
1971,4.804401596558705e-07,5.806389102858134e-08
1972,5.053194875870304e-07,4.4119263131747744e-08
1973,6.086576771480168e-07,7.773617394235544e-08
1974,6.131873266923549e-07,7.088220277395862e-08
1975,5.774306188754963e-07,7.253579648036634e-08
1976,4.199442322772029e-07,9.027372616099427e-08
1977,5.224459078689847e-07,8.227494668888724e-08
1978,4.7405919012533104e-07,1.0396035166060358e-07
1979,4.248532725625864e-07,1.0299472996688763e-07
1980,5.082524952015888e-07,9.494201802517921e-08
1981,4.775789772537564e-07,9.045535587226539e-08
1982,4.5314765895199116e-07,1.1608029204523973e-07
1983,5.816405916903022e-07,1.1683334477652352e-07
1984,4.4188445080806105e-07,1.1482036743615254e-07
1985,4.379326155046215e-07,8.842870158343175e-08
1986,4.861527456156978e-07,1.240858473749995e-07
1987,4.5770019418966967e-07,8.799575967888273e-08
1988,4.971142990584099e-07,1.1273521488552873e-07
1989,4.75820186807141e-07,1.1250650278071817e-07
1990,5.688391828684303e-07,1.0951788376178939e-07
1991,5.169812169469878e-07,1.4829507133384823e-07
1992,5.030579082188069e-07,1.0854590165587652e-07
1993,5.01298282884477e-07,9.527436617418061e-08
1994,5.296026435175349e-07,1.218508030031984e-07
1995,4.430142461764319e-07,1.0844901660034267e-07
1996,4.4466308324331294e-07,1.3078326333015866e-07
1997,4.670227093939161e-07,1.2514674585517582e-07
1998,4.5630997380641247e-07,1.0823653084912621e-07
1999,4.6067628023394036e-07,1.421332569417899e-07
2000,4.360597216646056e-07,1.1619422846109728e-07
2001,5.835774308238229e-07,1.274932568406939e-07
2002,4.7448629825197486e-07,1.3012227739750415e-07
2003,5.500338291497542e-07,1.6250999923528298e-07
2004,5.087533638814534e-07,1.532867313080999e-07
2005,5.01717718037753e-07,1.7114248862526438e-07
2006,6.563916468138586e-07,1.8777577670547885e-07
2007,5.764033854660511e-07,2.4965496425721767e-07
2008,4.512885984908621e-07,2.5374341205974815e-07
2009,4.706205984916778e-07,2.407937280679562e-07
2010,5.106420042366722e-07,3.1649412512990693e-07
2011,6.103059373430142e-07,4.741725261325769e-07
2012,7.118292657537495e-07,4.5753156108219173e-07
2013,6.822199711820076e-07,4.25341577070526e-07
2014,7.490275102384203e-07,4.43699711638601e-07
2015,5.758662631194511e-07,4.5816613258864436e-07
2016,5.261203721573793e-07,3.86719189116036e-07
2017,4.857645583555836e-07,4.822426902251209e-07
2018,6.611135994205597e-07,4.6750361804015483e-07
2019,5.183606912595451e-07,4.33412830957991e-07
