year,mon_DET arc_NOUN,mon_DET mark_NOUN
1887,5.549585768704901e-08,0.0
1888,7.164894455513604e-08,0.0
1889,4.9494581766396095e-08,0.0
1890,5.7678600118293843e-08,0.0
1891,5.354344789765264e-08,0.0
1892,5.390920509995567e-08,6.268512375839919e-10
1893,6.035248145686012e-08,0.0
1894,3.465846543093676e-08,0.0
1895,6.199173019361126e-08,0.0
1896,5.366296518261038e-08,0.0
1897,6.467652102770671e-08,0.0
1898,3.564763562113882e-08,5.6583548957434e-10
1899,4.643165851803133e-08,0.0
1900,5.191053231712317e-08,0.0
1901,2.626707229502756e-08,0.0
1902,2.307833324444175e-08,0.0
1903,5.778235756537242e-08,0.0
1904,4.460938995975994e-08,0.0
1905,5.1607588980040475e-08,0.0
1906,4.32111494919063e-08,0.0
1907,4.011417997773492e-08,0.0
1908,3.8799972124081705e-08,0.0
1909,6.381141037792304e-08,0.0
1910,5.2372678194245736e-08,0.0
1911,6.437652777524505e-08,0.0
1912,4.271725440041507e-08,0.0
1913,5.6211692189833684e-08,0.0
1914,3.6832091876437545e-08,0.0
1915,1.6493066246070498e-08,0.0
1916,2.3073669419559906e-08,0.0
1917,5.70254080622945e-08,0.0
1918,2.1824114071478107e-08,0.0
1919,3.4069038756801007e-08,0.0
1920,5.073395215049459e-08,0.0
1921,3.862101355389669e-08,0.0
1922,5.090775578864282e-08,2.2133805899215986e-09
1923,7.00652584839645e-08,1.0615948120573648e-09
1924,1.48253681775401e-07,1.289162443462999e-09
1925,9.018505942037791e-08,0.0
1926,5.795991853130289e-08,1.1146138456652466e-09
1927,8.807887930117886e-08,0.0
1928,5.7130205788347155e-08,1.1426041224282812e-09
1929,5.7930112262738476e-08,2.2280812750352652e-09
1930,7.982738825518254e-08,0.0
1931,5.7026785071911945e-08,0.0
1932,4.4934101772753365e-08,1.0959536611565568e-09
1933,4.014731902479696e-08,0.0
1934,3.474658250013363e-08,0.0
1935,4.547947884958603e-08,0.0
1936,6.062357416070085e-08,0.0
1937,3.147779614742774e-08,0.0
1938,6.482607051161438e-08,0.0
1939,6.117620099388432e-08,0.0
1940,3.550096194793184e-08,0.0
1941,5.01755446080665e-08,0.0
1942,7.282108094308626e-08,0.0
1943,7.548411495861274e-08,2.9032352077962287e-09
1944,5.462416652335378e-08,0.0
1945,7.40691366019064e-08,0.0
1946,7.795818746103578e-08,0.0
1947,8.106192317391958e-08,1.1920870957027319e-09
1948,5.6533818515447365e-08,0.0
1949,4.123143582113187e-08,0.0
1950,6.06215611043126e-08,0.0
1951,5.437314909428892e-08,0.0
1952,3.585233332437099e-08,0.0
1953,4.09405449541822e-08,0.0
1954,6.156697729409188e-08,0.0
1955,5.0682281482750113e-08,0.0
1956,3.7500909044752007e-08,0.0
1957,4.947621112805223e-08,0.0
1958,6.03873765436802e-08,0.0
1959,4.65044874831122e-08,7.750747821333448e-10
1960,5.882708298265982e-08,1.3841666701708277e-09
1961,6.114380113331208e-08,6.948159270159238e-10
1962,7.483508268624206e-08,6.341956404476434e-10
1963,7.30664034831463e-08,0.0
1964,5.597250973821133e-08,6.083968329129164e-10
1965,7.223097608921591e-08,0.0
1966,7.422360193132249e-08,0.0
1967,5.324762542002759e-08,0.0
1968,7.096437032449998e-08,0.0
1969,5.949702852614536e-08,0.0
1970,6.760125739746492e-08,4.5987250119061684e-10
1971,5.909157096972706e-08,1.0276794970565106e-09
1972,5.540558722927358e-08,0.0
1973,4.851619395118689e-08,0.0
1974,4.8379915462692935e-08,0.0
1975,4.968987710185502e-08,5.711480177694739e-10
1976,8.91310187878247e-08,0.0
1977,6.640763505760816e-08,0.0
1978,5.643561673540631e-08,0.0
1979,6.203091740264455e-08,1.7555920051037788e-09
1980,6.08311130911865e-08,0.0
1981,7.970192639206175e-08,6.325549528618524e-10
1982,5.959202153960064e-08,6.207502289967692e-10
1983,4.7364870137123205e-08,0.0
1984,4.6392066188616354e-08,0.0
1985,5.414002224313208e-08,6.015558051686298e-10
1986,6.234264993132399e-08,0.0
1987,5.1330860006970624e-08,0.0
1988,4.6773120265797274e-08,0.0
1989,4.170972922601379e-08,0.0
1990,4.7403263092604675e-08,0.0
1991,7.092372555916882e-08,1.1722930404189924e-09
1992,6.17113760092991e-08,0.0
1993,5.2622471602425946e-08,0.0
1994,6.751906012070208e-08,0.0
1995,7.699880377742829e-08,0.0
1996,6.35232932921781e-08,1.067618438099771e-09
1997,6.760801130045735e-08,0.0
1998,5.5787111818972335e-08,0.0
1999,7.038110005908038e-08,0.0
2000,6.361965598777886e-08,0.0
2001,7.623308756476987e-08,0.0
2002,7.491888509569833e-08,0.0
2003,7.083769126836614e-08,0.0
2004,6.342899419586878e-08,4.404791253964646e-10
2005,4.954124577238872e-08,4.5037495954858286e-10
2006,7.206307417462199e-08,0.0
2007,8.827799363730904e-08,0.0
2008,8.812900276211622e-08,0.0
2009,8.058245382080997e-08,1.430457752249481e-09
2010,1.0534058675348845e-07,1.8895172093635892e-09
2011,1.2007272065517327e-07,3.82397197240536e-10
2012,1.582977571246147e-07,0.0
2013,1.7850400446661752e-07,5.578250084070646e-10
2014,1.9510661353194791e-07,2.1654451148878096e-09
2015,2.744120388697979e-07,3.103205609145121e-09
2016,2.3426855921826473e-07,2.4856081637381067e-09
2017,3.247654096760755e-07,5.031222660711876e-10
2018,2.3749494337810262e-07,2.5814667070633845e-10
2019,2.885167273980471e-07,0.0
