year,certain_ADJ arc_NOUN
2006,2.0589450144825605e-09
2007,0.0
2008,0.0
2009,4.76819250749827e-10
2010,3.3066551718974324e-09
2011,7.64794394481072e-10
2012,1.0212758416727752e-09
2013,1.6734750252211938e-09
2014,1.5158115873603606e-09
2015,1.10828768384863e-09
2016,4.1426800878596737e-10
2017,2.515611330355938e-10
2018,2.5814667070633845e-10
2019,0.0
