year,en_ADP âges_NOUN,en_ADP ages_NOUN,en_ADP mages_NOUN
1800,1.2576657937302116e-08,3.144164484325529e-09,0.0
1801,2.8574191901498125e-08,0.0,0.0
1802,1.1189200677108602e-08,0.0,0.0
1803,3.900678446910888e-09,0.0,1.5602713787643552e-08
1804,7.4155526164076946e-09,0.0,0.0
1805,0.0,2.842877711017877e-09,0.0
1806,2.305335300434308e-08,0.0,0.0
1807,5.693910232196231e-09,0.0,8.540865348294346e-09
1808,3.3991110370834576e-08,0.0,0.0
1809,0.0,0.0,0.0
1810,0.0,0.0,2.3401267590372754e-09
1811,5.0141535368197765e-09,0.0,0.0
1812,5.067695596494559e-08,0.0,0.0
1813,2.8757416448144113e-09,0.0,2.8757416448144113e-09
1814,0.0,0.0,0.0
1815,0.0,0.0,0.0
1816,6.952811659743929e-09,0.0,0.0
1817,1.8682481339737933e-08,0.0,1.556873407970727e-09
1818,2.384235475716423e-09,0.0,0.0
1819,1.035105001712111e-09,0.0,3.1053151161586356e-09
1820,1.779972080839798e-08,3.5599443393152796e-09,0.0
1821,1.8736827200882544e-08,0.0,7.88919063410276e-09
1822,1.2030739071633434e-08,0.0,1.0025615893027862e-09
1823,4.941343334508019e-09,0.0,0.0
1824,1.0105335235266466e-08,8.421112696055388e-10,0.0
1825,2.641632912414593e-09,8.805443041381977e-10,0.0
1826,1.6735169694470642e-08,0.0,0.0
1827,1.6591091167583727e-08,0.0,1.8434546111834038e-09
1828,5.503380862137419e-09,9.172301251858528e-10,1.3758452155343548e-08
1829,1.457439946506156e-08,8.57317605795771e-10,0.0
1830,1.2524203008013046e-08,0.0,4.174734336004349e-09
1831,1.5591206548037917e-08,0.0,0.0
1832,1.2176972319366541e-08,0.0,0.0
1833,1.9692167896323554e-08,0.0,0.0
1834,2.5203233278148218e-08,9.334530925997342e-10,1.8669061851994684e-09
1835,1.663879345414898e-08,0.0,2.2689263801112247e-09
1836,1.8818100855355624e-08,0.0,0.0
1837,1.3219993100221927e-08,0.0,0.0
1838,1.2624323808552163e-09,1.2624323808552163e-09,6.312161904276081e-10
1839,6.9914749545318955e-09,6.9914751765765e-10,2.7965900706306e-09
1840,1.2102408852854296e-08,0.0,6.369688665408546e-10
1841,2.8250413564023802e-08,6.420548537278137e-10,1.2841097074556274e-09
1842,2.683306021822318e-09,0.0,6.708265054555795e-10
1843,2.3627644285539873e-09,0.0,1.1813822142769936e-09
1844,8.232841963717874e-09,5.488561272137815e-10,0.0
1845,1.1160455670733427e-08,0.0,0.0
1846,1.8148954339380907e-08,5.854501328173001e-10,4.0981509297211005e-09
1847,2.1572894581822766e-09,0.0,0.0
1848,6.43617736884039e-09,0.0,4.02261068899179e-09
1849,5.02764896381791e-09,0.0,1.6758829879393033e-09
1850,6.788996032014438e-09,0.0,0.0
1851,1.6768540334055615e-08,0.0,0.0
1852,6.510545436100301e-09,0.0,1.3021090872200602e-09
1853,9.555090940693844e-09,0.0,0.0
1854,5.195664343204953e-09,0.0,1.0391328908454511e-09
1855,5.837630823180007e-09,0.0,1.5920811335945473e-09
1856,7.765783571755946e-09,0.0,0.0
1857,1.4644527812635033e-09,1.4644527812635033e-09,1.4644527812635033e-09
1858,8.31924928945682e-09,4.893676019968041e-10,4.893676019968041e-10
1859,2.036869339860914e-09,0.0,5.092173349652285e-10
1860,2.288591982591015e-09,4.577183909670879e-10,0.0
1861,9.431927239234028e-09,4.715963730639317e-10,1.4147891747029462e-09
1862,9.939570055905733e-09,4.517986262886353e-10,0.0
1863,1.4983863039219614e-09,0.0,4.994620828036034e-10
1864,8.151037178549814e-09,0.0,5.2742009648554244e-09
1865,1.694463946932956e-08,0.0,4.236159978354692e-09
1866,2.2868380966656332e-08,1.4596839292835284e-09,4.865612912574591e-10
1867,1.844068364675877e-08,0.0,2.91168689159349e-09
1868,2.321740844024589e-08,0.0,1.4819622196071691e-09
1869,2.6859355628516823e-08,2.4417595723136287e-09,1.4650557433881772e-09
1870,1.8922360567330543e-08,5.734048791339319e-10,4.587239033071455e-09
1871,7.434824311758348e-09,0.0,1.0621177271019633e-09
1872,1.7537283625301825e-08,6.047339295989218e-10,1.8142017887967654e-09
1873,3.591602570907071e-09,5.986004469882289e-10,2.9930022904522957e-09
1874,1.7326366119618797e-08,5.974609140757536e-10,0.0
1875,2.2886108563824337e-09,0.0,5.721527140956084e-10
1876,1.0278225381910033e-08,0.0,1.209202959984168e-09
1877,1.1751150275074451e-08,6.184815992682502e-10,3.0924081073635534e-09
1878,1.0266450800600069e-08,0.0,1.2078177347163432e-08
1879,9.774920428640144e-09,1.221865053580018e-09,2.443730107160036e-09
1880,1.4119262203848848e-08,6.417846254436199e-10,3.2089231272180996e-09
1881,6.2752567586699115e-09,0.0,4.8807553554297556e-09
1882,4.6587693702804245e-09,6.655385131892899e-10,6.655385131892899e-10
1883,2.7173157945981075e-08,0.0,2.5277355764075082e-09
1884,2.1125430293977843e-08,0.0,1.9805090900604227e-09
1885,1.6114089618213256e-08,6.445635691854079e-10,4.511945039809007e-09
1886,2.5813855497602844e-09,6.453463874400711e-10,3.872078213618124e-09
1887,4.570247291724172e-09,0.0,2.6115698492645834e-09
1888,1.1413106904001324e-08,1.268122939990235e-09,1.394935256193719e-08
1889,8.14467782106476e-09,0.0,1.2530273485467092e-09
1890,2.6217545912032847e-09,0.0,1.3108772956016423e-09
1891,1.0836173736095134e-08,6.374220040683554e-10,3.187110020341777e-09
1892,7.522214851007902e-09,0.0,1.2537024751679837e-09
1893,6.774258043407144e-09,0.0,4.310891643655168e-09
1894,8.822155450616265e-09,0.0,1.2603078580752936e-09
1895,7.22233739480771e-09,0.0,6.018614495673091e-10
1896,8.845543852942228e-09,5.89702897624278e-10,5.89702897624278e-10
1897,6.409385022720926e-09,5.826713556089658e-10,1.7480140668268973e-09
1898,5.092519295146758e-09,0.0,1.13167097914868e-09
1899,1.0502398950507086e-08,5.527578395003729e-10,1.1055156790007459e-09
1900,9.863001082521805e-09,0.0,3.114631885736685e-09
1901,7.824234593556412e-09,5.588738916095792e-10,3.912117296778206e-09
1902,4.419255628107521e-09,1.4730851538580225e-09,1.9641135384773634e-09
1903,8.640352433531007e-09,1.6200660812870638e-09,1.6200660812870638e-09
1904,1.3436562973367927e-08,0.0,2.1498500757388683e-09
1905,1.3417973399043603e-08,0.0,5.160759042333041e-10
1906,1.5432553013283723e-09,0.0,1.5432553013283723e-09
1907,8.742834012309686e-09,0.0,2.5714217422034835e-09
1908,4.4202499438483756e-09,4.911389073214423e-10,8.840499887696751e-09
1909,7.151278680339601e-09,5.500983557560346e-10,1.1001967115120692e-09
1910,1.1222716089775986e-08,5.344150677544235e-10,1.0153886620400954e-08
1911,9.576673676292558e-09,0.0,5.320374141248863e-10
1912,4.167536982180309e-09,2.0837684910901544e-09,2.6047106693738442e-09
1913,7.954484182448596e-09,0.0,6.3635876568213234e-09
1914,7.366418142140674e-09,1.3393487430235496e-09,4.018046340092951e-09
1915,1.0602685840410686e-08,0.0,1.1780761921542648e-09
1916,4.394984820521586e-09,1.0987462051303964e-09,0.0
1917,1.2063066989753679e-08,1.0966424435210342e-09,1.0966424435210342e-09
1918,8.040463406189247e-09,0.0,5.743188147278033e-09
1919,6.4454939163738345e-09,9.207848372660976e-10,2.762354567309444e-09
1920,7.572231730534895e-09,7.572231730534895e-10,3.028892692213958e-09
1921,6.058197943303867e-09,1.5145494858259667e-09,8.330022005509363e-09
1922,9.591316185719734e-09,0.0,2.951174193910333e-09
1923,1.2739137744688378e-08,0.0,5.307974060286824e-09
1924,1.289162443462999e-09,0.0,1.289162443462999e-09
1925,1.8696901804560184e-08,0.0,6.598906754362588e-09
1926,1.2260752413340015e-08,0.0,0.0
1927,8.919379901328739e-09,1.1149224876660924e-09,2.2298449753321847e-09
1928,3.4278122562625413e-09,0.0,0.0
1929,3.342121912552898e-09,1.1140406375176326e-09,2.2280812750352652e-09
1930,8.402882833991043e-09,0.0,1.0503603542488804e-09
1931,1.0264820993199919e-08,0.0,0.0
1932,1.2055489939655217e-08,1.0959536611565568e-09,1.0959536611565568e-09
1933,9.176529758292418e-09,0.0,5.735331320977366e-09
1934,1.9170528275935794e-08,0.0,1.1981580172459871e-09
1935,4.787313656606784e-09,1.196828414151696e-09,3.590485242455088e-09
1936,1.576212937948185e-08,1.2124714565686645e-09,0.0
1937,1.1332006444320086e-08,0.0,1.2591118148108649e-09
1938,2.5930428915188486e-09,0.0,0.0
1939,1.070583532936098e-08,0.0,0.0
1940,5.0715658339584024e-09,2.5357829169792012e-09,0.0
1941,1.1806010391524069e-08,0.0,0.0
1942,3.034211770724937e-09,0.0,3.3376329255929704e-08
1943,2.9032352077962287e-09,0.0,0.0
1944,1.2852744646352221e-08,3.2131861615880553e-09,0.0
1945,4.357008087652048e-09,2.178504043826024e-09,0.0
1946,4.1763312808029696e-09,0.0,0.0
1947,9.536696765621855e-09,1.1920870957027319e-09,2.3841741914054637e-09
1948,3.2615663503321457e-09,0.0,3.2615663503321457e-09
1949,2.3560819073509265e-08,1.9634016634739737e-09,9.817008317369869e-10
1950,1.595304155443955e-08,0.0,0.0
1951,1.2793682557799002e-08,0.0,8.529121520162164e-09
1952,6.326882129314981e-09,0.0,2.1089607837865287e-09
1953,6.464296653518886e-09,0.0,2.1547654771580937e-09
1954,7.818028890937967e-09,3.9090144454689835e-09,2.9317608341017376e-09
1955,1.3139850985055546e-08,9.385607846468247e-10,1.8771215692936494e-09
1956,9.593255967388359e-09,1.744228317335228e-09,1.744228317335228e-09
1957,1.767007518083119e-08,8.835037701437898e-10,8.835037701437898e-10
1958,2.2335056470978998e-08,0.0,3.3088973783179654e-09
1959,1.705164542897819e-08,0.0,7.750747821333448e-10
1960,1.4533750203327145e-08,6.920833350854139e-10,3.460416619915918e-09
1961,1.945484662257968e-08,0.0,2.779263708063695e-09
1962,1.4586500007851555e-08,1.2683912808952869e-09,6.341956404476434e-10
1963,2.133797494252576e-08,6.466053248388448e-10,2.5864212993553792e-09
1964,1.7035111099517053e-08,3.0419841645645818e-09,1.2167936658258327e-09
1965,2.134096988015699e-08,1.0944086747954884e-09,3.2832261354087677e-09
