year,en_ADP auteur_NOUN,en_ADP moteur_NOUN
1962,3.488075900337506e-08,7.10299090656008e-08
1963,3.7503108618608394e-08,3.879631904624148e-08
1964,5.171373163026516e-08,6.874883951013544e-08
1965,4.596516456345512e-08,5.581484074923537e-08
1966,5.594465368741197e-08,5.81602854765606e-08
1967,5.028942406948289e-08,4.683818843886911e-08
1968,4.760900626510356e-08,2.4253646202510026e-08
1969,4.814263407371122e-08,1.9529558414888015e-08
1970,5.150572024437139e-08,3.357069289222636e-08
1971,6.011925224314041e-08,3.1858064630796434e-08
1972,5.2327496224968684e-08,4.2067203054330093e-08
1973,4.686223298300263e-08,3.3630541906859435e-08
1974,4.9505029686702784e-08,2.6440186928766707e-08
1975,3.541117710170738e-08,4.3407247574123176e-08
1976,5.942067793363037e-08,2.0568696967870892e-08
1977,5.112800216533486e-08,2.9971587878208084e-08
1978,6.594056367603685e-08,2.970295653881294e-08
1979,5.734933750112248e-08,3.6282234106010947e-08
1980,6.367368832194131e-08,2.1603572264439208e-08
1981,4.238118328503404e-08,2.4037088763861902e-08
1982,7.635227783353571e-08,3.227901146374279e-08
1983,5.368018829443599e-08,2.5261265079734585e-08
1984,5.5090580985961424e-08,4.349256244040589e-08
1985,5.233535427251468e-08,6.135869057288801e-08
1986,6.114375056265331e-08,4.615753823600244e-08
1987,6.477465896992385e-08,2.0165694891716157e-08
1988,5.756691745517628e-08,2.278690480750356e-08
1989,5.762528165753622e-08,4.170972900396919e-08
1990,8.281949792632304e-08,2.942271493111548e-08
1991,8.088822289753494e-08,2.8135033858234237e-08
1992,8.430214887278353e-08,3.0855687782604946e-08
1993,5.816167752970003e-08,2.049506697687775e-08
1994,8.281634733542376e-08,2.5319646823618314e-08
1995,6.77806371585099e-08,3.199246023655178e-08
1996,8.807851803460665e-08,3.042712393153124e-08
1997,1.0165176300702683e-07,2.6371919759071716e-08
1998,8.77335801785506e-08,2.8131962537258914e-08
1999,9.094700148537527e-08,3.564757022900267e-08
2000,9.71966915841449e-08,2.783359853708589e-08
2001,1.0733968869303112e-07,2.1467938537966802e-08
2002,8.674818863241285e-08,2.891606243338174e-08
2003,9.333906980657503e-08,2.7918384049030465e-08
2004,1.0219116033938214e-07,2.334539317416784e-08
2005,1.1394486765237133e-07,6.935774621297242e-08
2006,9.882935708693807e-08,4.570857825569874e-08
2007,1.254266543959659e-07,2.7162460725094206e-08
2008,8.898048586836182e-08,4.2148652568130274e-08
2009,7.343016794614243e-08,2.9562793102400065e-08
2010,7.321879180732793e-08,4.771030859274106e-08
2011,4.894684099698843e-08,4.7799648683621854e-08
2012,5.14042176880114e-08,4.9702091331482734e-08
2013,4.295252592489973e-08,5.271446212873343e-08
2014,6.258136681092097e-08,3.572984397237633e-08
2015,4.433150790905671e-08,2.9480453633823345e-08
2016,3.914832724660755e-08,3.272717208346876e-08
2017,3.999821865385833e-08,2.4149869659595424e-08
2018,5.9631881599298e-08,3.046130814254866e-08
2019,7.066235868657955e-08,2.984655722571006e-08
