year,en_ADP auteur_NOUN,en_ADP moteur_NOUN
1800,7.860411210813822e-08,0.0
1801,7.619784270218588e-08,2.3811825844433088e-09
1802,2.2378401354217203e-08,4.475680270843441e-09
1803,5.070882025393075e-08,1.1702034896643454e-08
1804,8.651478111687538e-08,0.0
1805,4.5486043376286034e-08,0.0
1806,8.933174200365102e-08,0.0
1807,3.4163460949088176e-08,2.8469551160981155e-09
1808,4.078933146800523e-08,0.0
1809,8.358413028375367e-08,2.259030518203531e-09
1810,5.8503168531842675e-08,0.0
1811,2.757784356433035e-08,0.0
1812,3.7340913472405646e-08,0.0
1813,4.888760685162197e-08,0.0
1814,6.922689976818219e-08,0.0
1815,4.8550024445148665e-08,0.0
1816,3.7081662185300956e-08,0.0
1817,9.341240314597599e-08,0.0
1818,2.5034471606844022e-08,0.0
1819,4.6579724966022695e-08,0.0
1820,1.293446416639199e-07,1.1866481131050932e-09
1821,6.903042049088981e-08,1.0847637454958203e-08
1822,5.1130641054442094e-08,3.0076847679083585e-09
1823,7.016707892493201e-08,0.0
1824,4.6316121604661475e-08,2.5263338088166165e-09
1825,9.333769490638133e-08,0.0
1826,7.574866855986073e-08,2.642395191543301e-09
1827,3.4103909640759156e-08,9.217273055917019e-10
1828,4.586150598173688e-08,0.0
1829,4.886710219809132e-08,0.0
1830,4.174734447026651e-08,0.0
1831,5.6128343306482975e-08,1.2472964883158966e-08
1832,7.170883975504694e-08,8.117981842303834e-09
1833,7.29768601104297e-08,0.0
1834,1.9602514722549813e-08,0.0
1835,3.7059130875150004e-08,7.563087933704082e-10
1836,4.1668650696546905e-08,0.0
1837,3.965997741328664e-08,0.0
1838,3.976662044102852e-08,0.0
1839,3.216078614531881e-08,6.9914751765765e-10
1840,2.1019973317493168e-08,0.0
1841,2.632424944692957e-08,6.420548537278137e-10
1842,2.0795620780944546e-08,0.0
1843,1.9492806035970034e-08,1.1813822142769936e-09
1844,2.7442806305177925e-08,4.9397050894128824e-09
1845,2.399498111316234e-08,3.9061593959388574e-09
1846,2.6930706775729618e-08,6.439951683034906e-09
1847,2.3730184928183462e-08,2.6966118227278457e-09
1848,3.781254065415851e-08,4.82713291560799e-09
1849,4.4410900290614563e-08,0.0
1850,3.869727649430388e-08,3.394498016007219e-09
1851,2.579775504329973e-08,3.8696632564949596e-09
1852,3.645905466420629e-08,6.510545436100301e-09
1853,3.0456853039595444e-08,1.6124216628554677e-08
1854,2.7017454606870217e-08,7.79349651480743e-09
1855,3.714855978387277e-08,5.306937111981824e-10
1856,2.433278972757691e-08,4.141751386299575e-09
1857,7.029373438882658e-08,4.393358121745905e-09
1858,2.8872687796166474e-08,2.936205500958522e-09
1859,4.022816901816384e-08,7.129042689513199e-09
1860,4.668727560108721e-08,5.950338888283113e-09
1861,5.94211435611669e-08,4.715963730639317e-10
1862,2.84633134839396e-08,5.421583626485926e-09
1863,2.996772607843923e-08,1.4983863039219614e-09
1864,5.370095335077707e-08,1.9178911792039344e-09
1865,2.6358328075737347e-08,2.3534221238463715e-09
1866,3.162648276600066e-08,9.731225825149181e-10
1867,1.3102591012170706e-08,9.220341823379385e-09
1868,4.445886547799205e-08,1.333765986544222e-08
1869,8.790334127262156e-09,1.3673853160867111e-08
1870,2.3509600488580418e-08,4.013834153937523e-09
1871,2.6552943399593687e-08,0.0
1872,2.3584623365380253e-08,3.0236697590169115e-09
1873,3.831042894031356e-08,4.788803575905831e-09
1874,2.6885740300741645e-08,5.377148060148329e-09
1875,1.602027666081085e-08,2.0025344937835143e-08
1876,1.813804395567331e-08,3.627608879952504e-09
1877,3.958282301930183e-08,6.184815992682502e-10
1878,2.8383716710322915e-08,1.2078177347163432e-09
1879,5.376206368978842e-08,1.0385853066452455e-08
1880,2.8880309033141316e-08,2.5671385017744797e-09
1881,2.8587281097891548e-08,1.673401861523871e-08
1882,3.727015651655563e-08,1.2645231528551903e-08
1883,3.159669503816076e-08,1.516641390253426e-08
1884,2.5086448474098688e-08,0.0
1885,2.3204288546185836e-08,1.2891271383708158e-09
1886,2.2587123282846733e-08,1.1616235084943582e-08
1887,2.8727267675776602e-08,2.6115698492645834e-09
1888,3.233713385952797e-08,1.2047167707862627e-08
1889,4.8241552086381034e-08,8.771191772893872e-09
1890,3.670456460991289e-08,1.1142456735058204e-08
1891,3.314594421155448e-08,5.736798147637501e-09
1892,3.8864774953850656e-08,1.4417578242387208e-08
1893,4.249307400394642e-08,3.202376674948937e-08
1894,2.1425233365235385e-08,1.071261657159539e-08
1895,1.9259566386153892e-08,7.76401236635138e-08
1896,2.771603685447488e-08,2.94851449922362e-08
1897,3.204692478053772e-08,4.253501018069983e-08
1898,3.621347133275776e-08,4.9793523970720344e-08
1899,3.537650172802387e-08,4.4220627160029835e-08
1900,3.5299160261459406e-08,3.6856476981483866e-08
1901,2.6267072072982955e-08,4.0238919751800495e-08
1902,2.1605249145295602e-08,2.1065118005481054e-07
1903,3.402138903929597e-08,1.0044409748388716e-07
1904,2.956043942958786e-08,6.933266405440008e-08
1905,3.199670733922133e-08,4.489860216949637e-08
1906,2.2634411678268407e-08,9.259532163241602e-08
1907,2.6742784597910685e-08,1.1931396670661343e-07
1908,3.5362000438965424e-08,1.0412144746396734e-07
1909,3.080550925460557e-08,8.966603104454407e-08
1910,2.0842188419578633e-08,1.0795184124390289e-07
1911,3.617854260618003e-08,1.3141324473053828e-07
1912,2.9172758597706405e-08,1.932695283812791e-07
1913,2.43937530730598e-08,3.7280017295415746e-07
1914,2.4777952134513725e-08,1.7880306302231475e-07
1915,1.4136913861761968e-08,6.950649833470379e-08
1916,3.40611328031315e-08,1.0547963569251806e-07
1917,6.250861872558744e-08,1.32693742216361e-07
1918,1.033773866510046e-08,2.0216022278418677e-07
1919,2.578197527691728e-08,1.758698999765329e-07
1920,2.3473917920568965e-08,1.8249077982090967e-07
1921,5.225195898184154e-08,2.953371449621045e-07
1922,4.131644004701229e-08,1.9772866721723403e-07
1923,4.352538729435196e-08,1.5499284700126736e-07
1924,2.836157442231979e-08,1.7661525930634525e-07
1925,7.808706636858176e-08,1.0448268739082778e-07
1926,3.566764306128789e-08,2.3852734898355266e-07
1927,4.682674359379746e-08,9.699825653797234e-08
1928,4.9131976487259976e-08,1.3939769871740282e-07
1929,5.013182802215965e-08,1.2922870951115328e-07
1930,4.411513399027456e-08,9.87338708569041e-08
1931,2.6232321204133768e-08,2.805717826959153e-07
1932,5.918149770245407e-08,1.6768090915775247e-07
1933,3.211785326584504e-08,2.9364895226535737e-07
1934,3.834105655187159e-08,9.824896096688462e-08
1935,3.710167995052416e-08,1.6994962948047032e-07
1936,3.758661648589623e-08,6.911087524485993e-08
1937,1.5109342110797286e-08,1.057653946645587e-07
1938,6.093650739558143e-08,1.5169301548212388e-07
1939,3.364691281149135e-08,1.0094073132904668e-07
1940,5.325144059042941e-08,4.81798743123818e-08
1941,4.132103725851266e-08,1.121570960549434e-07
1942,6.068423519245414e-08,8.799214157306778e-08
1943,5.5161468504039135e-08,1.1322617154974068e-07
1944,6.105053707017305e-08,1.0924833304670756e-07
1945,2.178504132643866e-08,8.06046500656521e-08
1946,4.315542412314244e-08,7.378185529205439e-08
1947,6.914105021849082e-08,3.9338875268413176e-08
1948,2.174377655705939e-08,1.0437012321062866e-07
1949,3.6322930885290816e-08,8.540797580280923e-08
1950,3.4033156071089365e-08,6.274863295629984e-08
1951,5.863770891068043e-08,9.382033283600322e-08
1952,3.796129410815752e-08,1.0966596164507791e-07
1953,3.555363137230927e-08,5.386913670690774e-08
1954,6.938500418662841e-08,4.593092128857279e-08
1955,4.3173796537843145e-08,4.035811329572425e-08
1956,4.186147806173324e-08,6.45364508500279e-08
1957,2.738861626383482e-08,5.1243219445495924e-08
1958,3.226174849491059e-08,9.513080101442029e-08
1959,3.64285146492449e-08,1.48039276837153e-07
1960,4.498541728015226e-08,4.014083287984249e-08
1961,3.821487482014163e-08,6.739714564218957e-08
