year,divin_ADJ être_NOUN,divin_ADJ maître_NOUN
1978,5.940591352171509e-10,6.53465050959312e-08
1979,0.0,3.979341833826311e-08
1980,5.685150683554241e-10,4.604972225763504e-08
1981,0.0,5.756250054389511e-08
1982,6.207502289967692e-10,4.2831766577933195e-08
1983,6.315316047889041e-10,4.9890997999568754e-08
1984,0.0,6.494889426278405e-08
1985,0.0,5.233535560478231e-08
1986,5.994485463567401e-10,7.912720789704508e-08
1987,6.110816852533674e-10,3.910922785621551e-08
1988,2.398621523624911e-09,4.077656612366809e-08
1989,0.0,6.750390468823753e-08
1990,5.44865097484859e-10,3.9775152060883556e-08
1991,1.1722930404189924e-09,5.5097773454804155e-08
1992,1.1019888335184191e-09,6.336435909304328e-08
1993,1.1078414852150331e-09,7.921066469407378e-08
1994,1.0549853213248639e-09,7.068401863818963e-08
1995,5.422450821690461e-10,6.83228797981883e-08
1996,5.338092190498855e-10,4.590759061784411e-08
1997,4.79489448146353e-10,6.137464936273318e-08
1998,0.0,7.15219385938326e-08
1999,1.3710603763428253e-09,5.66704949633845e-08
2000,4.4180314962005696e-10,6.185244139089718e-08
2001,0.0,5.0383935246145484e-08
2002,0.0,4.819343679685062e-08
2003,4.1669229178253886e-10,8.708868826090566e-08
2004,1.761916529341434e-09,4.0083601327012275e-08
2005,4.5037495954858286e-10,5.4044994257651524e-08
2006,4.1178899179428186e-10,4.117889851329437e-08
2007,1.5977917877663117e-09,6.271332786411676e-08
2008,0.0,5.151501980549256e-08
2009,9.53638501499654e-10,1.1395979981898563e-07
2010,4.723793023408973e-10,4.6765551431349195e-08
2011,7.64794394481072e-10,4.282848653502924e-08
2012,3.404252713057332e-10,6.706377853049617e-08
2013,5.578250084070646e-10,4.713621315488581e-08
2014,2.1654451842767486e-10,6.582953204770092e-08
2015,6.649726325136385e-10,5.873924813215581e-08
2016,6.214020409345267e-10,1.6715713968551427e-07
2017,0.0,5.282783810400815e-08
2018,7.744400121190154e-10,4.956416255197382e-08
2019,1.53059265262101e-09,5.025446014883528e-08
