year,divin_ADJ être_NOUN,divin_ADJ maître_NOUN
1800,0.0,5.030663174920846e-07
1801,0.0,1.1215369966066646e-06
1802,0.0,4.4756802708434407e-07
1803,0.0,5.129392093294882e-07
1804,0.0,6.204345766036568e-07
1805,0.0,7.931628829283e-07
1806,0.0,5.273454348753148e-07
1807,0.0,4.86829335955008e-07
1808,0.0,4.962702178090694e-07
1809,0.0,6.280104685174592e-07
1810,0.0,7.020380223821121e-07
1811,0.0,3.0335628764532885e-07
1812,0.0,7.894936402408348e-07
1813,0.0,7.218111477413913e-07
1814,0.0,5.16055052912634e-07
1815,0.0,4.423446711143697e-07
1816,0.0,1.0382865696101362e-06
1817,0.0,7.472992251678079e-07
1818,0.0,5.960588538300726e-07
1819,5.175524897538253e-09,6.873097220250202e-07
1820,0.0,5.470447774769127e-07
1821,0.0,7.672237813949323e-07
1822,0.0,6.827444281043427e-07
1823,6.917880934764753e-09,1.0238463516998308e-06
1824,0.0,8.379006999348348e-07
1825,0.0,8.506058009061235e-07
1826,0.0,6.491484327852959e-07
1827,0.0,6.940606738226052e-07
1828,9.172301251858528e-10,8.383483418583637e-07
1829,0.0,7.064296880798793e-07
1830,0.0,8.078111193299264e-07
1831,1.5591206103948707e-09,7.031634083887184e-07
1832,0.0,4.343120139083112e-07
1833,0.0,7.019679060249473e-07
1834,0.0,7.85034046657529e-07
1835,0.0,9.113520604842051e-07
1836,4.032449929525228e-09,8.911714530768222e-07
1837,6.957890930081589e-10,8.405132234656776e-07
1838,2.5248647617104325e-09,5.838749643771735e-07
1839,6.9914751765765e-10,1.0396323375516658e-06
1840,0.0,1.0338005154153507e-06
1841,8.346713098461578e-09,9.778495666523668e-07
1842,6.708265054555795e-10,1.1162553334997938e-06
1843,3.5441467538532834e-09,1.1955588092860125e-06
1844,0.0,1.1163733688590582e-06
1845,0.0,1.1115814118056733e-06
1846,0.0,1.0163414572161855e-06
1847,0.0,7.928038598947751e-07
1848,0.0,1.0080663059852668e-06
1849,0.0,8.236964958996396e-07
1850,6.788996032014438e-10,1.3089184278669563e-06
1851,1.2898877521649865e-09,1.3466428754327353e-06
1852,1.9531636308300904e-09,1.4245073316487833e-06
1853,4.777545470346922e-09,1.3024783243054117e-06
1854,2.0782658372020535e-09,1.8590087051961746e-06
1855,0.0,1.4286274563346524e-06
1856,0.0,2.586523748959735e-06
1857,9.763018171682347e-10,1.5342582742050581e-06
1858,0.0,1.1196730724805093e-06
1859,3.055304009791371e-09,1.5638063928236079e-06
1860,1.373155145145688e-09,1.3109054748383642e-06
1861,1.8863854922557266e-09,1.7632988260629645e-06
1862,2.2589931591987522e-09,1.3043426321246443e-06
1863,8.490855130105501e-09,1.4644228372162615e-06
1864,4.794727948009836e-10,2.232425373449587e-06
1865,1.882737743486018e-09,1.7175275104364118e-06
1866,4.865612801552288e-09,1.4942297070774657e-06
1867,4.85281148598915e-10,1.4480789047865983e-06
1868,9.87974813071446e-10,1.5792777219303389e-06
1869,0.0,1.830831322990889e-06
1870,5.734048791339319e-10,1.1898151512923505e-06
1871,1.0621177271019633e-09,9.304151262767846e-07
1872,0.0,1.0655411983861995e-06
1873,0.0,1.325301411725377e-06
1874,0.0,8.376402149679052e-07
1875,0.0,8.044467136869571e-07
1876,1.209202959984168e-09,7.890049573688884e-07
1877,1.2369631985365004e-09,7.990782506794858e-07
1878,0.0,7.138202846590502e-07
1879,1.832797580370027e-09,6.530868859044858e-07
1880,6.417846254436199e-10,7.650072575415834e-07
1881,0.0,8.332146776979243e-07
1882,0.0,9.310883655189173e-07
1883,1.2638677882037541e-09,7.76014829284577e-07
1884,1.9805090900604227e-09,9.381011309983478e-07
1885,2.578254332252783e-09,7.818556042593627e-07
1886,0.0,8.789617851334697e-07
1887,0.0,6.796610421133664e-07
1888,0.0,7.558013024322463e-07
1889,6.265136742733546e-10,6.960567162650477e-07
1890,1.3108772956016423e-09,7.96357973342765e-07
1891,3.824531802365527e-09,6.960648306630901e-07
1892,1.8805537127519756e-09,7.465798077532781e-07
1893,0.0,7.162238411240196e-07
1894,1.2603078580752936e-09,6.622917965160013e-07
1895,6.018614495673091e-10,7.619565991490163e-07
1896,0.0,6.44545270489516e-07
1897,5.826713556089658e-10,6.863868406981055e-07
1898,5.6583548957434e-10,7.831163202354219e-07
1899,0.0,7.418010241622142e-07
1900,0.0,6.156589051897754e-07
1901,5.588738916095792e-10,5.622271359584374e-07
1902,4.910283846193408e-10,4.532191972828059e-07
1903,5.400220270956879e-10,4.952001937397199e-07
1904,1.0749250378694342e-09,5.22413557746404e-07
1905,5.160759042333041e-10,5.527173172481525e-07
1906,0.0,4.3879895272880276e-07
1907,0.0,4.885701336831971e-07
1908,4.911389073214423e-10,4.336756589395918e-07
1909,0.0,6.111592689705958e-07
1910,0.0,5.707552901412782e-07
1911,0.0,5.719401912074318e-07
1912,0.0,5.55324280782088e-07
1913,5.30298971401777e-10,5.605260362528952e-07
1914,0.0,4.975680454322173e-07
1915,0.0,4.076143689246692e-07
1916,0.0,8.09775926313705e-07
1917,0.0,6.404392127734582e-07
1918,0.0,5.099951216891441e-07
1919,0.0,4.981446011242951e-07
1920,0.0,4.384322060957402e-07
1921,0.0,4.1725839139417076e-07
1922,1.4755870969551665e-09,5.098153543769968e-07
1923,0.0,2.8875378887960323e-07
1924,0.0,2.707241151256312e-07
1925,0.0,2.9695079106772937e-07
1926,2.229227691330493e-09,2.0731818040076178e-07
1927,0.0,2.140651247373171e-07
1928,2.2852082448565625e-09,2.045261453531566e-07
1929,1.1140406375176326e-09,2.540012680185555e-07
1930,0.0,2.4053251834743605e-07
1931,2.2810713318222042e-09,1.756424872212392e-07
1932,7.6716757391182e-09,2.2357454909638363e-07
1933,0.0,1.525598101181913e-07
1934,2.3963160344919743e-09,1.6055318141638963e-07
1935,0.0,1.3883209781795358e-07
1936,0.0,1.6489611809333837e-07
1937,0.0,1.032471681483571e-07
1938,0.0,1.1020432566510863e-07
1939,0.0,3.165868402987826e-07
1940,0.0,2.3582780839248585e-07
1941,0.0,1.711871462362069e-07
1942,0.0,2.548737931817868e-07
1943,0.0,2.1774264169494018e-07
1944,0.0,2.923999353754425e-07
1945,0.0,9.149717250522826e-08
1946,1.3921104269343232e-09,2.394429934327036e-07
1947,3.5762612871081956e-09,1.7404471108761754e-07
1948,0.0,1.6742707487082953e-07
1949,0.0,6.479225511668574e-08
1950,0.0,1.2124312398498205e-07
1951,0.0,1.1727541604500402e-07
1952,0.0,1.6449893536218951e-07
1953,0.0,8.188108857609677e-08
1954,0.0,7.427127446391069e-08
1955,0.0,8.72861534162439e-08
1956,0.0,1.0203735456570939e-07
1957,0.0,1.0336994193949067e-07
1958,0.0,9.182189941725483e-08
1959,0.0,6.510628214329017e-08
1960,0.0,8.789458405544792e-08
1961,0.0,1.4382689528247283e-07
1962,0.0,7.990864858697933e-08
1963,0.0,7.177319361062473e-08
1964,1.825190498738749e-09,1.1011982792297204e-07
1965,0.0,1.1546011435825676e-07
1966,0.0,6.868452473440811e-08
1967,9.860671168482327e-10,8.18435701432918e-08
1968,8.982831700699023e-10,6.737123747768692e-08
1969,4.5417578031781147e-10,6.494713566951305e-08
1970,9.197450023812337e-10,1.0209169332142665e-07
1971,0.0,1.0636482628001431e-07
1972,5.130146862875051e-10,8.618646774039007e-08
1973,0.0,5.788863788325216e-08
1974,0.0,3.8816444281053464e-08
1975,0.0,5.3687914558508965e-08
1976,0.0,4.342280490732264e-08
1977,1.1753563677885381e-09,5.7592462354705276e-08
