year,un_DET axe_NOUN,un_DET max_NOUN
1943,3.666785961087271e-06,5.2258234184421326e-08
1944,4.655906678863175e-06,1.927911696952833e-08
1945,4.001911797502089e-06,3.70345683009532e-08
1946,3.057074572154761e-06,4.315542501132086e-08
1947,3.5953346468886593e-06,3.218635158397376e-08
1948,3.5768511672529257e-06,3.1528474497832804e-08
1949,3.037382285242529e-06,3.7304632272139315e-08
1950,3.243785176465508e-06,9.465471961789262e-08
1951,3.0043831173998115e-06,7.569595106282634e-08
1952,4.388747328221143e-06,1.2442868724260592e-07
1953,3.5542855982839683e-06,1.4329190023421035e-07
1954,3.0412132652202217e-06,1.387700119259705e-07
1955,3.2314647349096504e-06,1.680023755668003e-07
1956,3.2721724281259412e-06,1.3081712157969605e-07
1957,3.3776349823710916e-06,1.7493374437904663e-07
1958,3.2518189954089394e-06,1.5799984903752673e-07
1959,3.057669907491345e-06,1.5036450573546745e-07
1960,3.5012495231967478e-06,1.1765416868536605e-07
1961,3.1357042864499363e-06,7.504012089487588e-08
1962,3.153220653473454e-06,9.068997858241445e-08
1963,2.975031115681759e-06,9.181795745938359e-08
1964,2.9434237767134164e-06,6.753204745413299e-08
1965,2.9921133304355862e-06,5.964527238777606e-08
1966,2.836560241803454e-06,7.810095326021838e-08
1967,2.8388872266305043e-06,8.233660186984793e-08
1968,3.0577560004019233e-06,7.410836061483295e-08
1969,2.4788913997042528e-06,6.721801509845804e-08
1970,2.492508983209518e-06,4.552737919993888e-08
1971,3.291143499950522e-06,5.395317270728839e-08
1972,2.9693289604892925e-06,6.002271674132587e-08
1973,2.910971595326828e-06,8.324937894599316e-08
1974,2.952300057756929e-06,3.8816444281053464e-08
1975,2.9556909098005235e-06,6.910890926192792e-08
1976,2.9413235793640524e-06,6.399150076497051e-08
1977,2.78324392866125e-06,6.053085394031044e-08
1978,3.046929414551869e-06,6.772273952737606e-08
1979,2.748086792792037e-06,4.447499613036143e-08
1980,3.243378571937683e-06,5.002932557118811e-08
1981,2.902162218987314e-06,6.705082594704592e-08
1982,3.083266420844666e-06,7.697302606413103e-08
1983,3.1784986092020517e-06,8.273063778485579e-08
1984,3.1610395723191687e-06,7.306750721136623e-08
1985,3.18102703289469e-06,9.384270605039546e-08
1986,3.0667786887761395e-06,9.171562687093626e-08
1987,3.2155117608567707e-06,9.655090593696514e-08
1988,3.1038161623087035e-06,9.294658520619947e-08
1989,3.064018677889635e-06,7.573608806765719e-08
1990,3.3896057090032627e-06,9.53513910606496e-08
1991,3.299418821711697e-06,7.502675691828387e-08
1992,3.3880647478667925e-06,8.926109779094915e-08
1993,3.287519689365581e-06,7.20096942075088e-08
1994,3.191858034767847e-06,1.1446590852948191e-07
1995,3.294681008014777e-06,7.64565563637909e-08
1996,3.3843504212427433e-06,1.0355898827363319e-07
1997,3.437459760391448e-06,8.39106545358348e-08
1998,3.430669025306088e-06,9.297852243683735e-08
1999,3.3833199069022157e-06,8.957594552216896e-08
2000,3.408953205052967e-06,9.14532523044187e-08
2001,3.374409324408134e-06,7.973805446481741e-08
2002,3.5807723648417777e-06,9.069128203975652e-08
2003,3.682309738906042e-06,8.042161303567497e-08
2004,3.3978560054492846e-06,9.250061483445648e-08
2005,3.4264526647120874e-06,7.251036893141105e-08
2006,3.5648572165314363e-06,1.264192216465787e-07
2007,3.298641040316852e-06,1.3940733800676952e-07
2008,3.4659817060855858e-06,1.4645592449902267e-07
2009,3.5065286851931887e-06,1.568735337187377e-07
2010,3.3860149457609623e-06,2.569743466906971e-07
2011,3.3945398527635007e-06,3.055353603453881e-07
2012,3.0430614543774936e-06,3.475742003100635e-07
2013,2.5166274966181845e-06,3.54218892439917e-07
2014,2.199009681902453e-06,3.82417630451215e-07
2015,2.1970694703554727e-06,3.4866731024596476e-07
2016,2.040891356358543e-06,3.214719765942675e-07
2017,2.2087068280995936e-06,4.336913834723788e-07
2018,2.0713688222429028e-06,4.644058466674039e-07
2019,2.0270147942369476e-06,4.3723928844219273e-07
