year,en_ADP oie_NOUN,en_ADP mois_NOUN
1888,3.1703073499755874e-09,5.497312827174028e-07
1889,1.3783300722991498e-08,5.939349421169027e-07
1890,7.865263995654459e-09,6.056253027963976e-07
1891,1.0836173736095134e-08,4.4555798695000703e-07
1892,7.522214628963297e-09,5.378383889365068e-07
1893,1.2932674486876294e-08,5.179228423912718e-07
1894,8.192001077489408e-09,4.971914222551277e-07
1895,9.629783193076946e-09,4.832947411159694e-07
1896,2.94851448812139e-09,4.894533844890248e-07
1897,8.740070001067579e-09,4.859479076912976e-07
1898,3.960848538042683e-09,5.171736461306864e-07
1899,7.738609753005221e-09,4.4220627160029835e-07
1900,8.30568502863116e-09,4.4539237364915607e-07
1901,1.620734302321125e-08,5.331656893758918e-07
1902,7.365425880312415e-09,5.042861630499829e-07
1903,9.1803746826713e-09,4.714392218829744e-07
1904,4.837162670412454e-09,4.5576820184578537e-07
1905,1.4450125374043665e-08,4.1647325588201056e-07
1906,1.0288368990085672e-08,6.3119142623691e-07
1907,1.2342823652033985e-08,5.10170082179684e-07
1908,1.7680999775393502e-08,4.4104274365963647e-07
1909,5.500983557560346e-10,4.30176925192427e-07
1910,1.4963622119168463e-08,4.3661711401909997e-07
1911,5.3203743632934675e-09,5.187364990888454e-07
1912,9.376957876838787e-09,5.376122658162785e-07
1913,1.0075680734189518e-08,4.4439053681344376e-07
1914,6.696743604095445e-09,4.875229251410929e-07
1915,1.6493066468115103e-08,6.514761139442271e-07
1916,1.0987462051303964e-09,8.196646490432613e-07
1917,1.315970976634162e-08,7.566832778138632e-07
1918,4.594550517822427e-09,5.812106564917485e-07
1919,8.287063479883727e-09,7.320239205910184e-07
1920,1.0601124866838063e-08,6.451541594287846e-07
1921,5.300923255902035e-09,6.080916250539303e-07
1922,3.6889677978990676e-09,6.610630407521967e-07
1923,7.431163684401554e-09,6.104170324761071e-07
1924,9.024137215263295e-09,6.613403229493997e-07
1925,1.2097995494286806e-08,6.389941518136766e-07
1926,2.229227691330493e-09,6.174960844873567e-07
1927,1.0034302277972529e-08,5.173240538169921e-07
1928,2.2852082337543322e-08,6.055801691218221e-07
1929,6.684243603061191e-09,5.492220225278288e-07
1930,1.3654684494213143e-08,5.650938987855625e-07
1931,1.1405356659111021e-08,4.847276500186126e-07
1932,5.4797681947604815e-09,5.841433221576153e-07
1933,1.1470662641954732e-08,6.285922609094996e-07
1934,1.3179738189705859e-08,5.7751213944357e-07
1935,2.393656828303392e-09,5.876427735529433e-07
1936,2.424942913137329e-09,5.407622438724502e-07
1937,5.0364472592434595e-09,7.151755312406749e-07
1938,9.075650453382877e-09,5.14719033617439e-07
1939,1.3764645423464117e-08,5.995267997604969e-07
1940,1.2678914806940611e-08,6.846614155620045e-07
1941,2.9515025978810172e-09,4.5157989347899274e-07
1942,0.0,5.58294971142459e-07
1943,5.806470415592457e-09,6.096793754295504e-07
1944,3.2131861615880553e-09,5.880130515834026e-07
1945,8.714016175304096e-09,5.468045287670975e-07
1946,2.7842208538686464e-09,5.79117909182969e-07
1947,2.3841741914054637e-09,5.733938905905234e-07
1948,3.2615663503321457e-09,5.740356527894619e-07
1949,9.817008539414473e-09,5.929472877141961e-07
1950,8.508289184305795e-09,7.040609375508211e-07
1951,5.330700769690111e-09,6.290226792771136e-07
1952,3.1634410646574906e-09,5.599291057478695e-07
1953,3.232148326759443e-09,5.925605250922672e-07
1954,4.886268278880834e-09,5.21853451118659e-07
1955,3.754243138587299e-09,5.650135790347122e-07
1956,9.593255967388359e-09,6.767605782442843e-07
1957,1.5903067307476704e-08,5.415878376879846e-07
1958,9.099467679352102e-09,5.765753599007439e-07
1959,3.100299128533379e-09,5.92932224208198e-07
1960,8.997083078554624e-09,6.353325261443388e-07
1961,8.33779090214648e-09,5.780868264082528e-07
1962,8.24454354786397e-09,6.563925012414984e-07
1963,1.0345685197421517e-08,6.155682967801113e-07
1964,4.867174663303331e-09,5.560747240451747e-07
1965,2.73602163147757e-09,6.18340891378466e-07
1966,3.323444985880997e-08,6.225919833013904e-07
1967,1.7256174267288316e-08,6.389714712895511e-07
1968,1.4372530721118437e-08,5.771469204773894e-07
1969,9.083515217778171e-09,7.493900398003461e-07
1970,1.3796175091229657e-08,6.249667308111384e-07
1971,1.6956711590410123e-08,5.842358064001019e-07
1972,1.1799337673590315e-08,6.212607672750892e-07
1973,1.047508757512361e-08,6.373263659043005e-07
1974,1.4626486743996026e-08,7.667654244869482e-07
1975,1.4849848462006321e-08,7.070812557685713e-07
1976,9.141642998145016e-09,5.742094231209194e-07
1977,1.1753563455840776e-08,5.964933507129899e-07
1978,2.1386129422928946e-08,5.42970042261004e-07
1979,1.2289143924704149e-08,6.050940442037245e-07
1980,8.527726080842513e-09,7.08938273419335e-07
1981,9.48832401537203e-09,6.338200364552904e-07
1982,1.1173504455008754e-08,6.077144689697889e-07
1983,8.209910973278056e-09,5.374333795771236e-07
1984,8.69851302098823e-09,6.518085342577251e-07
1985,4.812446441349039e-09,5.642593237098481e-07
1986,1.1988970816112499e-08,5.70075542327686e-07
1987,9.777306964053878e-09,6.080262551222404e-07
1988,5.99655392008458e-09,6.374336862791097e-07
1989,6.585746614717891e-09,5.828385951645032e-07
1990,1.0897301727652575e-08,6.25505151674588e-07
1991,4.68917216167597e-09,5.914218377256475e-07
1992,8.264916362410446e-09,5.928699806645454e-07
1993,4.4313659408601325e-09,5.97680468672479e-07
1994,9.494867947434926e-09,5.834068588228547e-07
1995,7.591431483433553e-09,5.4170283192434e-07
1996,8.007138063703678e-09,5.466206403070828e-07
1997,1.054876808126437e-08,5.936079219281964e-07
1998,7.629006759657386e-09,5.821885906698299e-07
1999,6.8553016596695215e-09,5.01351053117105e-07
2000,1.060327570190367e-08,4.908433197670092e-07
2001,5.695575122643959e-09,5.292503715281782e-07
2002,1.3581786362237835e-08,4.249784808507684e-07
2003,1.1250691767106247e-08,4.5752813093713485e-07
2004,9.690541008522402e-09,5.047890567766444e-07
2005,8.557123898356167e-09,4.7379444367834367e-07
2006,1.1530091548195287e-08,5.003236083211959e-07
2007,1.0385647009059085e-08,3.9185843547784316e-07
2008,1.1920831433087642e-08,4.606549737218302e-07
2009,8.105927484791664e-09,3.8574677319047623e-07
2010,4.251413721068076e-09,4.0860808780962543e-07
2011,7.647943611743813e-09,4.1528335259499727e-07
2012,1.1234033758800166e-08,4.0340395912608074e-07
2013,9.483025031897796e-09,3.843414333459805e-07
2014,9.094869662940042e-09,4.4001845367347414e-07
2015,1.2634479421014255e-08,3.701680952872266e-07
2016,1.0356700386182638e-08,3.929332024199539e-07
2017,1.1068689659277098e-08,3.7784482742608816e-07
2018,1.290733386838383e-08,3.7069861491545453e-07
2019,8.163161147045628e-09,4.1428040731261717e-07
