year,en_ADP airs_NOUN,en_ADP maire_NOUN
1852,5.859490670445666e-09,3.2552727180501506e-09
1853,1.1943863675867306e-09,1.0152283680398e-08
1854,7.27393034694046e-09,9.352196184142514e-09
1855,1.2736649068756378e-08,1.1144567935161831e-08
1856,1.0872097000458325e-08,1.2425253714809514e-08
1857,7.322263684272912e-09,6.834112886711097e-09
1858,2.4468379322684086e-08,5.4809173144487744e-08
1859,1.3748867822016564e-08,1.782260738991681e-08
1860,1.373155189554609e-08,7.323494338740133e-09
1861,1.2733101684148096e-08,5.187559992680946e-09
1862,1.0843167252971853e-08,5.873382252774562e-09
1863,9.489779628779615e-09,4.495158911765884e-09
1864,1.3904711160250827e-08,5.2742007428108195e-09
1865,7.530950973944073e-09,7.060266704606022e-09
1866,1.0704348518686402e-08,1.1190909532388105e-08
1867,2.426405742994575e-08,5.338092634588065e-09
1868,1.1855697756857353e-08,1.1361710128277025e-08
1869,1.5627261262807224e-08,1.0255390092694938e-08
1870,8.027668307875047e-09,1.1468098026767848e-08
1871,6.37270636261178e-09,3.18635318130589e-09
1872,1.269941263259966e-08,2.4189358072135292e-08
1873,1.496501056408306e-08,1.2570609608797412e-08
1874,3.5847653734322193e-09,4.779687312606029e-09
1875,6.293679799540541e-09,5.149374426860476e-09
1876,2.0556450763820067e-08,3.02300739996042e-09
1877,7.421779191219002e-09,1.6699003513309663e-08
1878,2.8383716710322915e-08,1.268208649207736e-08
1879,5.498392852132383e-09,9.774920428640144e-09
1880,1.2193908105473383e-08,1.6686399817444908e-08
1881,2.022027217885025e-08,4.183504653809678e-09
1882,9.983077475794744e-09,7.986461936226874e-09
1883,7.583206784733676e-09,1.76941486462745e-08
1884,1.9805090900604227e-08,5.941527270181268e-09
1885,1.6114089618213256e-08,2.771623297537218e-08
1886,1.5488312854472497e-08,8.38950331427668e-09
1887,1.8933882017790893e-08,9.793386546164129e-09
1888,6.974675947901687e-09,1.0779044767872392e-08
1889,8.771191772893872e-09,1.628935564212952e-08
1890,1.1797895993481688e-08,5.898947996740844e-09
1891,1.1473596073230397e-08,1.529812854172974e-08
1892,1.0656471260972467e-08,8.149066310636499e-09
1893,2.3401982574000613e-08,1.1700991398022609e-08
1894,9.452309157609307e-09,9.452309157609307e-09
1895,9.027921299420427e-09,7.824199066419624e-09
1896,1.4152869098893461e-08,7.666137835649067e-09
1897,1.6897470089816125e-08,2.21415115131407e-08
1898,5.6583546736987955e-09,1.0185038590293516e-08
1899,1.1055156790007459e-08,9.39688327150634e-09
1900,6.748368974740515e-09,6.7483690857628176e-09
1901,2.235495566438317e-09,8.94198237677557e-09
1902,8.838511256215043e-09,4.419255628107521e-09
1903,1.1880484596105134e-08,1.296052865029651e-08
1904,1.2361637935498493e-08,6.449550227216605e-09
1905,4.644683138099737e-09,9.289366442732927e-09
1906,2.0576738091193647e-09,6.68743965759333e-09
1907,8.742833790265081e-09,5.6571278217454335e-09
1908,2.1118972570732808e-08,7.858222517143076e-09
1909,9.351672325408344e-09,1.045186842629775e-08
1910,1.2825961404061559e-08,1.0153886509378651e-08
1911,1.702519769608557e-08,8.512598737020483e-09
1912,6.772247651554153e-09,7.814131730565776e-09
1913,5.833288518886093e-09,1.1666577703906e-08
1914,7.36641797560722e-09,1.272381305872372e-08
1915,2.3561523843085297e-09,4.712304657594757e-09
1916,1.0987462051303964e-09,6.592477230782379e-09
1917,2.1932848870420685e-09,6.57985488317081e-09
1918,1.4932289182922887e-08,8.040463406189247e-09
1919,1.289098744416961e-08,3.6831393490643904e-09
1920,1.2872794385998532e-08,4.543339038320937e-09
1921,2.2718242898012164e-08,8.330022005509363e-09
1922,2.1396012073182646e-08,5.902348387820666e-09
1923,1.9108707505210987e-08,6.369568872344189e-09
1924,2.9650736976805092e-08,6.4458122173149945e-09
1925,2.3096173862313663e-08,8.798542117105512e-09
1926,1.8948435376309192e-08,6.6876830739914794e-09
1927,2.0068604777989663e-08,1.560891471630299e-08
1928,6.8556245125250825e-09,1.2568645235688791e-08
1929,1.2254447234738564e-08,1.1140406375176326e-09
1930,1.68057662230936e-08,2.100720708497761e-09
1931,7.983749661377715e-09,4.5621426636444085e-09
1932,5.4797681947604815e-09,1.0959536389520963e-08
1933,1.605892663292252e-08,1.1470662197865522e-09
1934,2.3963160344919743e-09,1.0783422155213884e-08
1935,4.787313656606784e-09,5.98414207075848e-09
1936,1.2124714565686645e-08,3.6374143697059935e-09
1937,3.777335333410292e-09,7.55467088886519e-09
1938,1.0372171566075394e-08,1.2965214457594243e-09
1939,0.0,3.058810094103137e-09
1940,2.5357829169792012e-09,0.0
1941,0.0,2.9515025978810172e-09
1942,6.068423541449874e-09,6.068423541449874e-09
1943,2.0322646676618206e-08,5.806470415592457e-09
1944,6.4263723231761105e-09,0.0
1945,1.5249527862692958e-08,2.178504043826024e-09
1946,1.3921104269343232e-08,8.352662561605939e-09
1947,7.152522574216391e-09,7.152522574216391e-09
1948,1.6307831529616124e-08,6.523132700664291e-09
1949,8.835307596655184e-09,2.9451024952109606e-09
1950,7.444753036267571e-09,6.381216888229346e-09
1951,1.3859821956785368e-08,5.330700769690111e-09
1952,1.0544803696888039e-08,1.0544803918932644e-09
1953,5.386913581872932e-09,4.3095309543161875e-09
1954,7.818028890937967e-09,9.772536113672459e-10
1955,1.2201290200408721e-08,3.754243138587299e-09
1956,1.744228317335228e-09,5.232684952005684e-09
1957,8.835037590415595e-09,1.7670075402875796e-09
1958,1.1581141212690937e-08,9.099467679352102e-09
1959,5.425523585955716e-09,7.750747821333448e-10
1960,2.2838749558218296e-08,4.0832915715327545e-08
1961,4.863711378089164e-09,2.08444772553662e-09
1962,8.244543714397423e-09,5.707760764028791e-09
1963,1.6165133231993423e-08,4.526237051827309e-09
1964,6.083968384640315e-09,7.057403195176448e-08
1965,1.2038495811328431e-08,8.20806533852192e-09
1966,6.092982229866095e-09,7.20079718075084e-09
1967,1.5284040255636455e-08,3.451234797946512e-09
1968,1.5719955531734442e-08,8.084548142051062e-09
1969,8.629339798282842e-09,8.175163657142548e-09
1970,1.6095537708205043e-08,5.978342543233595e-09
1971,9.762954888969944e-09,2.569198631618974e-09
1972,2.3598676068825597e-08,1.487742551375959e-08
1973,9.372446541089374e-09,6.615844760915479e-09
1974,9.563471792262135e-09,5.06301445213353e-09
1975,3.4268881066168433e-09,3.998036124386317e-09
1976,6.8562320265641574e-09,1.7140580621521906e-09
1977,7.639816335114347e-09,1.116588582705802e-08
1978,1.1287123569125868e-08,5.346532216954358e-09
1979,1.1118749476679568e-08,7.0223681314374176e-09
1980,6.253665585376211e-09,7.95921106799824e-09
1981,1.2018544381930951e-08,5.06043967840597e-09
1982,7.449002747961231e-09,5.586751949948621e-09
1983,1.2630632317822688e-08,3.1576580239445207e-09
1984,1.0438215292118969e-08,6.3789091786503604e-09
1985,7.82022557821449e-09,9.624892882698077e-09
1986,8.392279760016663e-09,1.2588419195935785e-08
1987,1.2221634038134255e-08,4.277571630240118e-09
1988,1.4991384134077634e-08,8.395175166153734e-09
1989,4.939309850016116e-09,3.841685636274406e-09
1990,8.717841171179685e-09,3.269190529398003e-09
1991,1.1722930182145319e-08,4.689171995142516e-09
1992,7.713921945651236e-09,1.1019888335184191e-09
1993,8.862731548653358e-09,1.0524494165053966e-08
1994,7.912389743403025e-09,6.857404422078162e-09
1995,1.3556126887692699e-08,6.506940986028553e-09
1996,4.270473752399084e-09,1.1743802375008272e-08
1997,1.054876808126437e-08,1.2466725984872085e-08
1998,7.629006981701991e-09,5.244942036242151e-09
1999,1.2339543165040823e-08,6.398281571229347e-09
2000,1.192868470667463e-08,1.192868515076384e-08
2001,7.0099388516098315e-09,3.943090742808408e-09
2002,1.0076809608960957e-08,7.00995456126563e-09
2003,1.2500768864498468e-08,1.2917460878725251e-08
2004,1.4535811221350059e-08,6.6071870752359985e-09
2005,1.1259373877692269e-08,4.954124332989807e-09
2006,1.070651389767363e-08,3.7061009261485367e-09
2007,1.358123019601365e-08,1.0785094428644726e-08
2008,1.021785517307805e-08,8.514879357157668e-09
2009,3.337734755248789e-09,6.675469510497578e-09
2010,8.9752067999882e-09,8.502827608669605e-09
2011,2.2943831279320648e-09,9.177532511728259e-09
2012,4.425528637996834e-09,8.170206733382201e-09
2013,6.693900156395927e-09,6.693900211907078e-09
2014,4.547434789836657e-09,1.0610681222544827e-08
2015,6.871383573248124e-09,8.422986752520956e-09
2016,4.349813981230355e-09,3.5212781579474495e-09
2017,4.024978267347379e-09,3.018733707449428e-09
2018,1.8070267504555204e-09,3.872200171617379e-09
2019,7.652963041060445e-09,5.6121731151215215e-09
