year,voudrait_VERB être_VERB,voudrait_VERB etre_VERB,voudrait_VERB mettre_VERB
1861,3.716179435286904e-07,0.0,4.6688040100661965e-08
1862,3.6053529584023636e-07,4.517986262886353e-10,5.602302977081308e-08
1863,3.7110032735654386e-07,0.0,1.0538649775071462e-07
1864,3.8022193393771886e-07,4.794727948009836e-10,8.007195617665275e-08
1865,4.1467299638497934e-07,0.0,8.048704103202908e-08
1866,3.6297473116064793e-07,4.865612912574591e-10,8.320198219280428e-08
1867,3.033007089925377e-07,4.85281148598915e-10,8.880645196995829e-08
1868,3.6209277709531307e-07,0.0,8.743577240011291e-08
1869,3.5063666814494354e-07,1.953407657850903e-09,7.81363098667498e-08
1870,3.0849182053316326e-07,0.0,7.454263339923273e-08
1871,3.473124934316729e-07,0.0,8.921789174110017e-08
1872,3.2957998996607785e-07,0.0,9.191955996357137e-08
1873,3.040890135252994e-07,0.0,7.362785225950574e-08
1874,3.3218827866221545e-07,0.0,8.782675564589226e-08
1875,3.6732203056999424e-07,0.0,8.124568751100014e-08
1876,3.053237378480844e-07,0.0,6.348315650939185e-08
1877,3.333615836709214e-07,6.184815992682502e-10,8.34950171224591e-08
1878,3.224873239560111e-07,0.0,7.790424660925055e-08
1879,2.956913363050262e-07,0.0,9.591640548478608e-08
1880,3.1704161074230797e-07,6.417846254436199e-10,8.086486502634216e-08
1881,3.38863856086391e-07,0.0,8.785359284502192e-08
1882,3.247828033181577e-07,6.655385131892899e-10,8.718554767028763e-08
1883,3.791603262470744e-07,6.319338941018771e-10,8.847074184359371e-08
1884,4.165670759448403e-07,6.601696966868076e-10,4.885255577846692e-08
1885,3.325947943721985e-07,0.0,4.963139588198828e-08
1886,3.078302199810423e-07,0.0,9.422057445362952e-08
1887,2.905371445649507e-07,1.3057849246322917e-09,7.377684596576728e-08
1888,3.1639666531191324e-07,0.0,5.960177773545183e-08
1889,3.0824472219137533e-07,6.265136742733546e-10,7.267558288504006e-08
1890,3.178877534537605e-07,0.0,6.292211196523567e-08
1891,2.689920961529424e-07,6.374220040683554e-10,6.374219907456791e-08
1892,2.971274852825445e-07,0.0,6.26851246465776e-08
1893,2.7466538199405477e-07,0.0,5.234653954744317e-08
1894,3.112960484941141e-07,2.520615716150587e-09,7.057724360493012e-08
1895,3.0032884978936636e-07,6.018614495673091e-10,5.5973114143625935e-08
1896,3.6797462144022575e-07,0.0,4.9535042734305534e-08
1897,2.954143667466269e-07,0.0,8.448734689636694e-08
1898,3.45725482020498e-07,5.6583548957434e-10,6.959776754911218e-08
1899,3.4105158874808694e-07,0.0,6.909473171390346e-08
1900,3.3586113090677827e-07,5.191053142894475e-10,7.630848131157109e-08
1901,3.3029448331944877e-07,1.1177477832191585e-09,8.327221223680681e-08
1902,2.509154910512734e-07,0.0,6.579780631454923e-08
1903,3.6883503184981237e-07,5.400220270956879e-10,5.6702312178913417e-08
1904,3.246273649892828e-07,5.374625189347171e-10,6.449550227216605e-08
1905,3.421583301133069e-07,5.160759042333041e-10,4.5930754311029887e-08
1906,3.441459455189033e-07,0.0,5.761486576716379e-08
1907,3.589704533624172e-07,5.142843373384665e-10,7.559980019777868e-08
1908,4.2729084270831663e-07,0.0,6.286578013714461e-08
1909,4.098232864180318e-07,0.0,7.426327641724129e-08
1910,3.997424755652901e-07,0.0,8.069667245536039e-08
1911,3.9583582633895276e-07,0.0,8.565802289695057e-08
1912,4.375913817966648e-07,5.209421227725386e-10,9.168581271978837e-08
1913,4.178755830253067e-07,0.0,5.568139371803227e-08
1914,3.9845625110501715e-07,1.3393487430235496e-09,6.361906201846068e-08
1915,4.865454457103624e-07,2.3561523843085297e-09,5.890380805340101e-08
1916,4.5707841422881756e-07,0.0,3.625862632361532e-08
1917,4.1782075754781545e-07,1.0966424435210342e-09,7.786161404510494e-08
1918,5.042519433118287e-07,1.1486376294556067e-09,6.202643021424592e-08
1919,4.751249775836186e-07,3.6831393490643904e-09,4.880159565345821e-08
1920,4.475188859487389e-07,0.0,5.3762846619065385e-08
1921,4.14986573105125e-07,7.572747429129834e-10,6.966927657003907e-08
1922,4.426761393006018e-07,7.377935484775833e-10,4.721878710256533e-08
1923,4.957647661285591e-07,2.1231896241147297e-09,4.352538596208433e-08
1924,4.4991770664637443e-07,1.289162443462999e-09,4.898817351772777e-08
1925,4.256294801052718e-07,0.0,8.13865170812278e-08
1926,4.592208995291003e-07,0.0,6.35329868714507e-08
1927,5.74185094137647e-07,1.1149224876660924e-09,7.91594985116717e-08
1928,5.473073656503402e-07,1.1426041224282812e-09,5.9415413034002995e-08
1929,4.96862128329667e-07,0.0,5.124586976990031e-08
1930,4.831657633985742e-07,0.0,5.671945757512731e-08
1931,4.6990069790808775e-07,0.0,5.5886246741465584e-08
1932,5.041387112214579e-07,0.0,6.13734059129456e-08
1933,4.817678131985303e-07,0.0,7.226517340086502e-08
1934,4.900466024082561e-07,1.1981580172459871e-09,7.428579351653752e-08
1935,5.9721736533902e-07,0.0,4.906996409204112e-08
1936,4.40127138290336e-07,0.0,7.396075574206407e-08
1937,4.5076203036842344e-07,0.0,8.436049370175169e-08
1938,4.2396251842546917e-07,0.0,8.427389275311725e-08
1939,4.1446875798101246e-07,1.5294050470515685e-09,6.576441791139587e-08
1940,4.1079684365286084e-07,2.5357829169792012e-09,8.368083825871508e-08
1941,4.07307368277543e-07,0.0,3.836953510472085e-08
1942,5.309870516612136e-07,0.0,5.461581054078124e-08
1943,5.28388795828505e-07,2.9032352077962287e-09,3.4838823381733164e-08
1944,4.6912518314456975e-07,0.0,4.819779064746399e-08
1945,5.664110744874051e-07,2.178504043826024e-09,3.703456741277478e-08
1946,6.34802347576624e-07,0.0,6.682130049284751e-08
1947,5.745859539274534e-07,1.1920870957027319e-09,8.46381809083141e-08
1948,5.27286545093375e-07,1.0871887834440486e-09,4.892349636520521e-08
1949,4.751431958993635e-07,0.0,5.890204946013e-08
1950,5.75373064748419e-07,0.0,6.38121662177582e-08
1951,5.096150061945082e-07,1.0661401761424827e-09,6.396840745992449e-08
1952,5.230222654972749e-07,1.0544803918932644e-09,4.2179216563908994e-08
1953,4.4172691104904516e-07,0.0,8.080370861307529e-08
1954,4.5930920578030054e-07,0.0,6.156697907044872e-08
1955,4.692803940997692e-07,9.385607846468247e-10,6.288357212724804e-08
1956,5.93037611906766e-07,2.616342476002842e-09,4.447782231409292e-08
1957,5.468888275572681e-07,8.835037701437898e-10,7.068030072332476e-08
1958,4.7317232088062156e-07,8.272243445794913e-10,7.196851470325782e-08
1959,5.650294951919932e-07,7.750747821333448e-10,6.743150748889093e-08
1960,5.522825290427136e-07,6.920833350854139e-10,7.128458179295194e-08
1961,5.718334818993753e-07,1.3896318540318475e-09,6.600751589758147e-08
1962,4.972093847754877e-07,0.0,5.327243357555744e-08
1963,5.373290150600951e-07,1.2932106496776896e-09,8.729171696586491e-08
1964,5.335640480552684e-07,1.8251904432275978e-09,6.08396817369794e-08
1965,5.214857310420484e-07,3.2832261354087677e-09,7.004215518691126e-08
1966,4.902080945612397e-07,5.539074754423723e-10,6.148373188352707e-08
1967,5.507184823727584e-07,4.930335584241163e-10,5.8177960227112635e-08
1968,5.789435135739041e-07,1.3474247273492779e-09,7.904891674570536e-08
1969,4.868764449383889e-07,0.0,5.94970259726324e-08
1970,5.380508127927897e-07,2.2993624781975086e-09,6.346240866150765e-08
1971,5.323379923538596e-07,5.138397485282553e-10,6.166077071156906e-08
1972,4.5812211624252086e-07,1.5390440033513642e-09,6.720492251588439e-08
1973,4.857132580582402e-07,5.513203782392395e-10,5.843995865006946e-08
1974,4.624219798188278e-07,1.1251143350321513e-09,5.2880373857533414e-08
1975,4.3235905877736514e-07,1.7134440533084216e-09,5.254561585843476e-08
1976,4.627956684544188e-07,1.7140580066410394e-09,5.0850388788603595e-08
1977,4.237159600961604e-07,3.526069214387917e-09,6.699531240883516e-08
1978,4.431681190908421e-07,5.940591352171509e-10,6.297026544643813e-08
1979,4.6932825625845e-07,2.3407893401383717e-09,7.256446821202189e-08
1980,4.576546359658096e-07,5.685150683554241e-10,5.798853663918635e-08
1981,5.10471863890416e-07,0.0,6.00927236860116e-08
1982,5.133604190632468e-07,1.8622506869903077e-09,5.959202198368985e-08
1983,4.6164959144334716e-07,1.2630632095778083e-09,7.010000757645685e-08
1984,4.569618567984435e-07,1.739702604197646e-09,5.5090580985961424e-08
1985,4.4815908495365875e-07,3.0077789148208467e-09,6.075713798736615e-08
1986,4.543819898117363e-07,2.3977941854269602e-09,7.313272476494603e-08
1987,4.47311805373829e-07,1.8332451112712533e-09,6.049708645150531e-08
1988,4.1915910742318374e-07,2.398621523624911e-09,5.876622566347578e-08
1989,4.38500961763566e-07,5.488122178931576e-10,8.396826700618476e-08
1990,3.972066622282e-07,0.0,7.028759796412487e-08
1991,4.2026704250019975e-07,5.861465202094962e-10,6.037308963868782e-08
1992,4.975479441782227e-07,0.0,5.895640242670197e-08
1993,4.830188800042379e-07,5.539207426075166e-10,7.311754046668284e-08
1994,4.6313854795698717e-07,0.0,5.6969206241319625e-08
1995,3.9746564084452984e-07,5.422450821690461e-10,7.157635195653711e-08
1996,4.2010785250568006e-07,3.736664311304594e-09,7.63347216548027e-08
1997,4.6894066940694756e-07,9.58978896292706e-10,6.712852496093547e-08
1998,4.067214263159258e-07,0.0,6.341611680227288e-08
1999,3.7338543279474834e-07,9.140402323914998e-10,5.1643272769297255e-08
2000,4.5329002773542015e-07,0.0,6.406146013659964e-08
2001,4.1314825693916646e-07,8.762423564512289e-10,7.623308562187958e-08
2002,4.337409222898714e-07,4.38122149670761e-10,7.31663973851937e-08
2003,3.941909199056681e-07,8.333845835650777e-10,7.833815374169717e-08
2004,4.3651482428685995e-07,0.0,5.329797403419434e-08
2005,4.652373206681659e-07,4.5037495954858286e-10,6.620511783239635e-08
2006,4.4473210891737835e-07,1.2353669198716943e-09,7.70045431863764e-08
2007,4.242137094934151e-07,2.7961355453243186e-09,5.7919951501617106e-08
2008,4.80664937185793e-07,0.0,5.6623946420586435e-08
2009,3.9909770066515193e-07,4.76819250749827e-10,6.913879246894794e-08
2010,4.3080993350486096e-07,1.4171379625338432e-09,5.999217478347418e-08
2011,4.3707998997888353e-07,0.0,5.124122282040844e-08
2012,4.5821241201338125e-07,0.0,5.344676878848986e-08
2013,5.313283395480539e-07,0.0,6.052401602119062e-08
2014,5.062810828349029e-07,0.0,6.27979090950248e-08
2015,4.969562041878817e-07,2.2165753954528356e-10,5.541438596878834e-08
2016,4.989857984583068e-07,0.0,6.214020231709583e-08
2017,4.5884749511060363e-07,2.515611330355938e-10,5.3079400430533497e-08
2018,4.958997692483536e-07,0.0,5.989002715978131e-08
2019,4.915753493150987e-07,2.55098775436835e-10,5.255034807305492e-08
