year,grand_ADJ hôtel_NOUN,grand_ADJ motel_NOUN
1800,7.860411166404901e-08,0.0
1801,8.572257437222675e-08,0.0
1802,6.265952379180817e-08,0.0
1803,9.946729928600462e-08,0.0
1804,1.4089550237628146e-07,0.0
1805,2.871306499230286e-07,0.0
1806,1.267934397475301e-07,0.0
1807,1.4234775580490577e-07,0.0
1808,1.6089125631779666e-07,0.0
1809,1.310237744966969e-07,0.0
1810,1.7550950204281435e-07,0.0
1811,2.005661343673637e-07,0.0
1812,2.960601079848857e-07,0.0
1813,4.888760907206802e-08,0.0
1814,2.3600078691288218e-07,0.0
1815,1.591361922237411e-07,0.0
1816,1.6454987061820248e-07,0.0
1817,1.432323550876191e-07,0.0
1818,1.0013788820373293e-07,0.0
1819,9.315945082022381e-08,0.0
1820,7.950542268986283e-08,0.0
1821,1.518669131561623e-07,0.0
1822,1.4837911521681235e-07,0.0
1823,1.472520345657813e-07,0.0
1824,1.3389569097910226e-07,0.0
1825,1.0478477352471316e-07,0.0
1826,1.4180854845946556e-07,0.0
1827,1.410242755905955e-07,0.0
1828,1.6877034397788648e-07,0.0
1829,1.963257335035884e-07,0.0
1830,2.421345945968767e-07,0.0
1831,2.0268567446635188e-07,0.0
1832,1.610066391322107e-07,1.3529969367098715e-09
1833,1.6448753081821366e-07,0.0
1834,1.8015644576152567e-07,0.0
1835,1.9815290386304696e-07,0.0
1836,1.4651234997442586e-07,0.0
1837,1.816009541633079e-07,0.0
1838,2.5248647528286483e-07,0.0
1839,1.328380276888197e-07,0.0
1840,1.5350949966741467e-07,0.0
1841,1.3033713752719223e-07,0.0
1842,2.636348135354183e-07,0.0
1843,1.5180761403499332e-07,5.906911071384968e-10
1844,2.398501253164653e-07,0.0
1845,2.2320912568263296e-07,0.0
1846,1.504606830238231e-07,0.0
1847,1.2080820877002907e-07,0.0
1848,9.252004662396729e-08,0.0
1849,1.541812386651742e-07,0.0
1850,1.473212130065349e-07,0.0
1851,1.3543821131278833e-07,0.0
1852,1.9010791985074604e-07,0.0
1853,1.4870110165432493e-07,0.0
1854,2.7485065778876105e-07,0.0
1855,2.828597409632039e-07,0.0
1856,2.6869612046453994e-07,0.0
1857,2.7580526396064897e-07,0.0
1858,1.9085336333546365e-07,0.0
1859,2.06742239550195e-07,0.0
1860,1.8629138298642545e-07,0.0
1861,2.117467645668114e-07,0.0
1862,3.090302591879368e-07,0.0
1863,2.44236953328425e-07,0.0
1864,5.336532211686063e-07,0.0
1865,3.280670508587491e-07,0.0
1866,3.099395435857133e-07,0.0
1867,2.7175744499174925e-07,0.0
1868,2.5835540551355507e-07,0.0
1869,2.627333359761508e-07,0.0
1870,2.4656410335666124e-07,0.0
1871,2.623430772619173e-07,1.0621177271019633e-09
1872,3.2232318214475697e-07,0.0
1873,4.010623113614997e-07,0.0
1874,2.694548659754048e-07,0.0
1875,4.3025884188807595e-07,0.0
1876,2.708614648128105e-07,0.0
1877,2.950157220737992e-07,0.0
1878,3.122208851458197e-07,0.0
1879,2.4131834353013915e-07,0.0
1880,3.0163876907352005e-07,0.0
1881,4.0161644015990206e-07,6.972507571312292e-10
1882,4.006541922674245e-07,0.0
1883,4.0570155857011514e-07,0.0
1884,3.954416465390409e-07,0.0
1885,3.54509963662597e-07,0.0
1886,5.059515595373654e-07,0.0
1887,5.6409908744115e-07,0.0
1888,5.2753914459025e-07,0.0
1889,4.905602057903025e-07,0.0
1890,4.332449536903482e-07,0.0
1891,5.054756406774885e-07,0.0
1892,7.045808003702803e-07,0.0
1893,3.947544993665453e-07,0.0
1894,4.2472375327839984e-07,6.301539290376468e-10
1895,4.1588626764621495e-07,6.018614495673091e-10
1896,6.174189159935395e-07,0.0
1897,4.3175947617157817e-07,0.0
1898,4.215474346258574e-07,0.0
1899,5.234616935467784e-07,0.0
1900,5.47656106908434e-07,0.0
1901,5.398721847349464e-07,0.0
1902,4.4438067670071746e-07,0.0
1903,5.686431849838414e-07,0.0
1904,5.06827163349044e-07,0.0
1905,4.99045392787778e-07,5.160759042333041e-10
1906,5.488844991852204e-07,0.0
1907,5.471985436988902e-07,0.0
1908,4.989971298385854e-07,0.0
1909,5.115914660791532e-07,0.0
1910,5.354839247573295e-07,0.0
1911,6.166313712974159e-07,5.320374141248863e-10
1912,6.459682294623903e-07,1.0418842455450772e-09
1913,6.162074086546454e-07,5.30298971401777e-10
1914,7.45347587483014e-07,2.678697486047099e-09
1915,4.794770099847412e-07,1.1780761921542648e-09
1916,4.603746677211973e-07,0.0
1917,6.864981637599854e-07,0.0
1918,4.904682775475067e-07,1.1486376294556067e-09
1919,4.72362634340584e-07,0.0
1920,5.406573597710462e-07,0.0
1921,5.59626044283057e-07,7.572747429129834e-10
1922,6.507339183059457e-07,1.4755870969551665e-09
1923,4.830256541410449e-07,0.0
1924,5.685206206917925e-07,0.0
1925,6.939850247800194e-07,0.0
1926,6.464760433644301e-07,1.1146138456652466e-09
1927,6.13207360222745e-07,1.1149224876660924e-09
1928,6.752790309150214e-07,0.0
1929,9.046009810109723e-07,1.1140406375176326e-09
1930,8.949070271491166e-07,0.0
1931,9.46644616028891e-07,0.0
1932,7.233294124775469e-07,1.0959536611565568e-09
1933,7.065927833949104e-07,0.0
1934,5.751158411726465e-07,0.0
1935,5.984142044113128e-07,0.0
1936,3.5040424606336273e-07,0.0
1937,6.333332529528946e-07,0.0
1938,6.819703042282299e-07,0.0
1939,5.87291524745126e-07,0.0
1940,4.513693636631899e-07,0.0
1941,3.45325803952079e-07,0.0
1942,3.853448904411749e-07,0.0
1943,6.183890965960614e-07,0.0
1944,6.587031631255513e-07,0.0
1945,7.167278108788366e-07,0.0
1946,5.944311656236323e-07,0.0
1947,5.507442448760003e-07,0.0
1948,4.957580899134229e-07,0.0
1949,6.273068038353813e-07,0.0
1950,5.700553629139904e-07,0.0
1951,6.108983301444937e-07,0.0
1952,5.567656362615026e-07,0.0
1953,6.776737500047147e-07,1.0773827385790469e-09
1954,7.143723723679329e-07,0.0
1955,7.517871769557871e-07,0.0
1956,7.726931681162341e-07,0.0
1957,6.255206718153161e-07,0.0
1958,6.452349889940479e-07,0.0
1959,6.022331193733521e-07,7.750747821333448e-10
1960,5.723529321599585e-07,6.920833350854139e-10
