year,grand_ADJ hôtel_NOUN,grand_ADJ motel_NOUN
1961,6.232498721558954e-07,6.948159270159238e-10
1962,7.090307166390808e-07,0.0
1963,6.983337494936848e-07,1.939815863494232e-09
1964,6.546349762270864e-07,2.4335873316516654e-09
1965,6.429650909467455e-07,0.0
1966,7.937493871068568e-07,0.0
1967,5.857238603024228e-07,1.972134178185314e-09
1968,6.346370566290283e-07,4.4914158503495116e-10
1969,6.27216758419813e-07,4.5417578031781147e-10
1970,6.318648358427659e-07,4.5987250119061684e-10
1971,8.170051977174353e-07,2.0553589941130213e-09
1972,7.269418180189113e-07,5.130146862875051e-10
1973,7.056901043522856e-07,5.513203782392395e-10
1974,7.043215577429152e-07,0.0
1975,6.905179521510263e-07,0.0
1976,7.313314433488038e-07,1.7140580066410394e-09
1977,6.388061843942694e-07,1.1753563677885381e-09
1978,7.544550959526219e-07,5.940591352171509e-10
1979,7.812384419381146e-07,5.851973350345929e-10
1980,7.367955305870311e-07,1.1370301367108482e-09
1981,8.906373829553615e-07,6.325549528618524e-10
1982,6.939987454712693e-07,6.207502289967692e-10
1983,8.835127385253827e-07,6.315316047889041e-10
1984,7.625695923607623e-07,5.799008495621649e-10
1985,9.005290642072339e-07,0.0
1986,8.056588347571392e-07,2.9972427872948515e-09
1987,7.057993522963102e-07,0.0
1988,7.255830032359967e-07,5.996553809062277e-10
1989,8.363898089669419e-07,1.0976244357863152e-09
1990,8.28739812330781e-07,1.089730194969718e-09
1991,8.686691170822769e-07,1.7584396161396398e-09
1992,1.0193396935420651e-06,0.0
1993,8.391899293802574e-07,5.539207426075166e-10
1994,9.231121769204265e-07,0.0
1995,7.710725098419857e-07,5.422450821690461e-10
1996,7.724219572846636e-07,5.338092190498855e-10
1997,8.803426334580422e-07,1.438468344439059e-09
1998,8.239327171644106e-07,0.0
1999,8.002422200448223e-07,4.570201161957499e-10
2000,8.509128427425239e-07,4.4180314962005696e-10
2001,8.411926328832919e-07,2.1906058633724967e-09
2002,8.206027839463559e-07,0.0
2003,9.633925586172154e-07,4.1669229178253886e-10
2004,8.496842394123405e-07,1.3214373761893938e-09
2005,8.989484401311643e-07,4.5037495954858286e-10
2006,1.004353324063345e-06,4.1178899179428186e-10
2007,1.077710560792866e-06,2.396687653893892e-09
2008,1.3019250140189342e-06,8.514879357157668e-10
2009,1.393265826266088e-06,1.907277002999308e-09
2010,1.49460809240054e-06,0.0
2011,1.7544383439371813e-06,1.911985902935953e-09
2012,2.4044237214582154e-06,1.7021263287730903e-09
2013,1.4511817836293517e-06,7.2517249982695375e-09
2014,1.5998309361719976e-06,2.1654451842767486e-09
2015,1.4673728956360321e-06,1.329945265027277e-09
2016,1.4453811036929665e-06,3.1070102046726333e-09
2017,1.331261508141779e-06,1.0062445598979508e-09
2018,1.3395230977764072e-06,1.0325866828253538e-09
2019,1.3160545879742358e-06,8.163160925001023e-09
