year,durent_VERB être_VERB,durent_VERB etre_VERB,durent_VERB mettre_VERB
1980,4.6504533202096354e-07,5.685150683554241e-10,1.819248218737357e-08
1981,4.276071479125676e-07,6.325549528618524e-10,1.5181319312773667e-08
1982,4.6680418108735466e-07,1.2415004579935385e-09,1.924325765401136e-08
1983,4.0039103055278247e-07,2.5261264191556165e-09,8.841442245000053e-09
1984,4.123095038721658e-07,5.799008495621649e-10,9.858314165001048e-09
1985,4.1206573087038123e-07,0.0,1.5038894574104233e-08
1986,4.058266540596378e-07,3.5966913891627428e-09,2.6975184752586756e-08
1987,4.039249859033589e-07,1.2221633705067347e-09,9.777306964053878e-09
1988,3.69387720411396e-07,4.197587610832443e-09,1.4391728697660255e-08
1989,4.192925473489595e-07,1.0976244357863152e-09,9.878619700032232e-09
1990,3.8521963574567053e-07,5.44865097484859e-10,1.4166492867673242e-08
1991,3.53446353074105e-07,1.1722930404189924e-09,1.641210189973208e-08
1992,3.7522718798754795e-07,1.1019888335184191e-09,1.4876849085965205e-08
1993,4.353817075752886e-07,0.0,2.4926434250005514e-08
1994,4.1091678326665715e-07,5.274926606624319e-10,1.635227242502424e-08
1995,3.909587178441143e-07,1.626735190995987e-09,1.3556126887692699e-08
1996,3.725988335645525e-07,5.338092190498855e-10,1.4412848692302305e-08
1997,3.759197397812386e-07,1.438468344439059e-09,1.5343662340683295e-08
1998,3.504574976886943e-07,1.43043876743576e-09,1.859570453177639e-08
1999,3.185430159646785e-07,1.3710603763428253e-09,2.0565904534919355e-08
2000,3.2339991662411194e-07,0.0,1.0603275590881367e-08
2001,3.3253397191401746e-07,4.3812117822561447e-10,1.445799924226776e-08
2002,2.830269067999325e-07,4.38122149670761e-10,1.270554239596322e-08
2003,3.2460329180139524e-07,8.333845835650777e-10,1.4584229823810801e-08
2004,2.6604939762364666e-07,0.0,1.5857247959161214e-08
2005,2.9184298000473063e-07,0.0,1.4411998705554652e-08
2006,2.833108396771422e-07,0.0,1.4412615101377924e-08
2007,2.2369084717865917e-07,3.994479469415779e-10,1.3181781888249589e-08
2008,2.6396125463179487e-07,8.514879357157668e-10,1.3198063086861112e-08
2009,2.5891284849421936e-07,4.76819250749827e-10,1.3350939020995156e-08
2010,2.0312309345627e-07,0.0,1.8895171649546683e-08
2011,2.0343530593436299e-07,0.0,1.7972668686638826e-08
2012,1.9642537552044814e-07,3.404252713057332e-10,2.11063664323774e-08
2013,2.3066064613885828e-07,0.0,2.2591912340885756e-08
2014,3.2265134564113396e-07,0.0,1.9705550968751595e-08
2015,2.4337998638657155e-07,0.0,2.0392493027543424e-08
2016,3.2002202488001785e-07,2.0713400439298368e-10,2.3199008936103382e-08
2017,1.7558967613240384e-07,0.0,1.7106156491308866e-08
2018,2.0754991680860257e-07,2.5814667070633845e-10,1.6005094138904497e-08
2019,3.1683268275628507e-07,0.0,1.7601815116563557e-08
