year,durent_VERB être_VERB,durent_VERB etre_VERB,durent_VERB mettre_VERB
1800,6.288328791015374e-07,0.0,1.5720821977538435e-08
1801,5.952956598775927e-07,0.0,7.143547975374531e-09
1802,3.7819498288627074e-07,0.0,6.713520406265161e-09
1803,4.680814242874476e-07,0.0,4.290746247193056e-08
1804,4.943701696902281e-07,0.0,4.943701981119375e-08
1805,4.804463173968543e-07,0.0,0.0
1806,4.437770542153885e-07,0.0,1.152667650217154e-08
1807,6.491057433777314e-07,0.0,1.1387820464392462e-08
1808,5.506559546120116e-07,0.0,6.798221985349073e-09
1809,5.286131568027486e-07,0.0,9.036122072814123e-09
1810,5.452495202007412e-07,2.3401267590372754e-09,1.1700633351097167e-08
1811,4.287101376121427e-07,0.0,7.521229861140455e-09
1812,4.774302624355187e-07,0.0,0.0
1813,4.68745895432221e-07,0.0,8.627225156487839e-09
1814,9.314164231000177e-07,3.1466771410748606e-09,1.2586708564299443e-08
1815,7.39039251129725e-07,0.0,2.697223555614414e-09
1816,5.539073413274309e-07,0.0,2.3176038865813098e-09
1817,8.111310307867825e-07,1.556873407970727e-09,2.80237220096069e-08
1818,5.138027177054028e-07,0.0,2.384235475716423e-09
1819,6.676427233287541e-07,0.0,4.140420006848444e-09
1820,4.675393654451909e-07,0.0,1.542642635854463e-08
1821,6.005646469020576e-07,0.0,2.9584463767662328e-09
1822,6.346214718178089e-07,0.0,2.105379337535851e-08
1823,5.998791152705962e-07,9.882686891060644e-10,4.842516432290722e-08
1824,6.442151061492041e-07,0.0,1.6842225392110777e-08
1825,5.970090342088952e-07,8.805443041381977e-10,0.0
1826,6.244860628612514e-07,8.807984341885344e-10,2.025836387531399e-08
1827,9.309445658800541e-07,0.0,8.295545583791863e-09
1828,8.823753887554631e-07,0.0,7.337841001486822e-09
1829,7.321492603296065e-07,0.0,2.1432940755516938e-08
1830,8.787815772848262e-07,0.0,8.349468672008697e-09
1831,6.361212285810325e-07,0.0,1.5591206103948707e-09
1832,9.646868193158298e-07,1.3529969367098715e-09,0.0
1833,7.598860065627377e-07,0.0,2.548398292390175e-08
1834,1.045467456606275e-06,0.0,0.0
1835,1.1722786439349875e-06,0.0,1.285724948729694e-08
1836,9.18054468002083e-07,3.36037508930076e-09,1.5457725766054864e-08
1837,1.0304636361979647e-06,0.0,7.653680356156656e-09
1838,1.1652250577753875e-06,3.787297142565649e-09,2.1461350030449466e-08
1839,9.536371976537339e-07,2.7965900706306e-09,2.027527834513876e-08
1840,1.0701077144403826e-06,6.369688665408546e-10,5.095750932326837e-09
1841,1.2077051678716089e-06,1.2841097074556274e-09,2.8892468861840825e-08
1842,1.2490789913499611e-06,0.0,3.219967226186782e-08
1843,1.103411022995715e-06,1.7720733769266417e-09,2.2446261738195972e-08
1844,1.292556135013001e-06,2.195424508855126e-09,3.841993034825464e-08
1845,1.194726792164147e-06,2.7901139176833567e-09,1.1718478631905782e-08
1846,1.1597767297644168e-06,5.854501328173001e-10,3.922516000898213e-08
1847,9.966677225747844e-07,0.0,2.7505439703645607e-08
1848,1.2381595979604754e-06,4.02261068899179e-09,1.206783295515379e-08
1849,1.2703193306151661e-06,8.379414939696517e-10,4.608678239037545e-08
1850,9.68789777289203e-07,2.7155984128057753e-09,1.3577992064028876e-08
1851,1.0228809514956083e-06,2.579775504329973e-09,4.9660677348128957e-08
1852,9.088721526495647e-07,0.0,8.463708844885787e-09
1853,1.0719617193899467e-06,0.0,1.6124216628554677e-08
1854,1.0131545877811732e-06,2.0782657816909023e-09,2.1302223984775992e-08
1855,1.1489519238239154e-06,1.0613874223963649e-09,2.2819829581521844e-08
1856,1.0520049045226187e-06,1.5531567143511893e-09,3.727576114442854e-08
1857,9.933870614986517e-07,1.9526036343364694e-09,1.6597130780837688e-08
1858,1.0447997738083359e-06,2.4468380654951716e-09,2.300027723833864e-08
1859,1.2944304899065173e-06,2.036869339860914e-09,4.0228169240208445e-08
1860,1.0788422741825343e-06,4.577183909670879e-10,4.3483247225140076e-08
1861,9.762045465322444e-07,1.8863854922557266e-09,1.2733101684148096e-08
1862,1.2456088143153465e-06,9.035972525772706e-10,2.1686334505943705e-08
1863,1.068848860086291e-06,9.989241656072068e-10,3.596127129412707e-08
1864,1.1531320751601015e-06,2.3973640850272204e-09,3.212467802882202e-08
1865,1.1428218158471282e-06,9.41368871743009e-10,2.447559133145205e-08
1866,1.168720245914301e-06,3.8924903300596725e-09,2.4814625021463144e-08
1867,1.204953036904044e-06,2.91168689159349e-09,3.736664666575962e-08
1868,1.1124595857836539e-06,4.44588676984381e-09,1.6301584082611953e-08
1869,9.679134791440447e-07,2.441759683335931e-09,4.0044856319809696e-08
1870,1.1944023299292894e-06,1.7202146374017957e-09,3.841812556970581e-08
1871,1.460411908738024e-06,0.0,1.805600113868877e-08
1872,1.1272240953985602e-06,2.4189357183956872e-09,2.8422494580127022e-08
1873,1.0613185850161244e-06,2.3944017879529156e-09,1.7359413462259e-08
1874,1.1859599453600822e-06,2.3898436563030145e-09,2.0313670745508716e-08
1875,1.1042546930184471e-06,4.005069165202713e-09,2.2313955128083762e-08
1876,1.0495881497263326e-06,1.209202959984168e-09,1.813804395567331e-08
1877,1.123781089518161e-06,0.0,1.9172929910382663e-08
1878,1.0876398164327838e-06,5.435179861734696e-09,2.113680963589104e-08
1879,1.0129260772373527e-06,1.221865053580018e-09,3.421222061206208e-08
1880,8.940060070017353e-07,2.5671385017744797e-09,3.0805662021293756e-08
1881,9.83123527475982e-07,2.7890030285249168e-09,2.998178416646624e-08
1882,1.0023010190707282e-06,1.9966155395678697e-09,1.3310770263785798e-08
1883,1.000983274934697e-06,1.8958017378167824e-09,2.338155447034751e-08
1884,1.0371265943831531e-06,0.0,1.9805090900604227e-08
1885,1.0177658396059996e-06,1.2891271383708158e-09,2.6427105837001363e-08
1886,1.0099671499119722e-06,1.2906927748801422e-09,2.3877817056927597e-08
1887,1.0733551789599005e-06,1.3057849246322917e-09,2.8727267675776602e-08
1888,1.0094258868775796e-06,1.268122939990235e-09,2.4094335415725254e-08
1889,1.0744709015853005e-06,1.8795409673089125e-09,2.6940087494153886e-08
1890,9.208912956637505e-07,2.6217545912032847e-09,3.2771932723107966e-08
1891,9.140631505033525e-07,1.2748440081367107e-09,3.1871099537283953e-08
1892,9.409037033947243e-07,0.0,2.7581453565517222e-08
1893,9.527070687909145e-07,1.2316833108982905e-09,2.9560400349737392e-08
1894,9.540530072627007e-07,1.2603078580752936e-09,2.5836310868498913e-08
1895,9.93673211269197e-07,6.018614495673091e-10,3.8519132772307785e-08
1896,1.0844636335605173e-06,1.7691086373616827e-09,3.184395680477792e-08
1897,1.0155961263080826e-06,2.330685422435863e-09,4.1952336715667116e-08
1898,9.087318062483973e-07,3.960848538042683e-09,2.2633418694795182e-08
1899,8.932566970543121e-07,2.7637891975018647e-09,5.8039574923896e-08
1900,1.0844109965546522e-06,4.15284251431558e-09,1.4015843596837385e-08
1901,1.0490063004908734e-06,5.588738916095792e-10,1.397184767881754e-08
1902,9.295167160416895e-07,1.4730852093691738e-09,3.731815567675767e-08
1903,9.639393283578102e-07,2.7001101354784396e-09,2.6461078661554893e-08
1904,1.0281657978339354e-06,1.0749250378694342e-09,1.666133897515465e-08
1905,9.500957389718678e-07,5.160759042333041e-10,2.0643035725242953e-08
1906,1.023178356263088e-06,2.572092316910357e-09,1.9547901075611662e-08
1907,9.874258921627188e-07,2.057137349353866e-09,2.3142794347563722e-08
1908,9.537917549096164e-07,1.964555629285769e-09,3.241516921548282e-08
1909,9.241652492164576e-07,2.7504918342913243e-09,2.0903737407707013e-08
1910,9.400361022926518e-07,0.0,2.4583092894658876e-08
1911,9.576673392075463e-07,5.320374141248863e-10,1.8621308939259507e-08
1912,9.991670140152564e-07,5.209421227725386e-10,2.2400511667797218e-08
1913,9.794622428671573e-07,1.590896969716482e-09,1.96210621083992e-08
1914,1.0748273098215577e-06,0.0,1.5402511266415786e-08
1915,1.0897205129367649e-06,0.0,1.5314990164938536e-08
1916,1.1119311693619238e-06,3.2962386153911893e-09,1.8678685265172135e-08
1917,1.0703230373110273e-06,0.0,2.4126133979507358e-08
1918,1.0728275583460345e-06,1.1486376294556067e-09,4.020231614276781e-08
1919,1.076397438737331e-06,3.6831393490643904e-09,3.314825391953491e-08
1920,9.93476760413614e-07,7.572231730534895e-10,9.843901693784574e-09
1921,9.375061154059949e-07,0.0,1.1359120755116692e-08
1922,1.0284842346663936e-06,0.0,1.9182632371439468e-08
1923,9.681745041234535e-07,1.0615948120573648e-09,1.3800733000834953e-08
1924,9.720284879222163e-07,2.578324886925998e-09,1.675911143195208e-08
1925,1.0107326033903519e-06,1.0998177923937646e-09,1.9796720707176974e-08
1926,1.091206968339975e-06,1.1146138456652466e-09,2.452150482668003e-08
1927,9.398796692039468e-07,3.3447675740205796e-09,1.4493992672726108e-08
1928,9.666431424193433e-07,5.713020723163709e-09,2.742249805010033e-08
1929,1.0015224916060106e-06,1.1140406375176326e-09,2.1166771446701205e-08
1930,8.89655211722129e-07,1.0503603542488804e-09,1.7856125467119455e-08
1931,1.0983358151861466e-06,2.2810713318222042e-09,2.0529641986399838e-08
1932,9.99509779830987e-07,2.1919073223131136e-09,2.301502632917618e-08
1933,8.339171699844883e-07,0.0,1.261772819560747e-08
1934,9.920748880176689e-07,2.3963160344919743e-09,3.834105655187159e-08
1935,9.38313462484075e-07,1.196828414151696e-09,2.752705441366743e-08
1936,9.639147720008623e-07,0.0,1.6974599503782883e-08
1937,9.241881002708396e-07,3.777335333410292e-09,2.1404900962807005e-08
1938,7.973607125677518e-07,3.8895642262559704e-09,1.4261735792331365e-08
1939,9.298782970290631e-07,9.176430282309411e-09,1.070583532936098e-08
1940,1.0903866041189758e-06,0.0,1.5214697057785997e-08
1941,9.179173048323719e-07,0.0,8.854508237732261e-09
1942,1.1317609960315167e-06,3.034211770724937e-09,5.461581054078124e-08
1943,1.1264552313150489e-06,0.0,1.7419411690866582e-08
1944,9.993009371100925e-07,0.0,6.4263723231761105e-09
1945,1.3223519772509462e-06,4.357008087652048e-09,3.0499055725385915e-08
1946,9.93966864371032e-07,4.1763312808029696e-09,2.3665876369705074e-08
1947,1.0037373385785031e-06,1.1920870957027319e-09,2.5033829231801974e-08
1948,9.001923331197759e-07,2.174377566888097e-09,1.7395020535104777e-08
1949,1.0072250233861268e-06,9.817008317369869e-10,2.3560819073509265e-08
1950,8.433841571786616e-07,1.0635361480382244e-09,2.0207187034770868e-08
1951,9.36071046453435e-07,8.529121409139861e-09,2.1322803078760444e-08
1952,8.383119052268739e-07,2.1089607837865287e-09,1.2653764258629963e-08
1953,8.629835974716116e-07,3.232148326759443e-09,1.508335856215126e-08
1954,7.485762694159348e-07,2.9317608341017376e-09,1.8567819282111486e-08
1955,7.226918228298018e-07,9.385607846468247e-10,1.3139850985055546e-08
1956,7.037961040623486e-07,6.104799332717903e-09,1.2209598665435806e-08
1957,7.333081271099218e-07,8.835037701437898e-10,2.03205861026845e-08
1958,7.651825058019313e-07,8.272243445794913e-10,8.272243334772611e-09
1959,7.099685035427683e-07,7.750747821333448e-10,1.4726420971555854e-08
1960,7.349925112976052e-07,0.0,4.844583401109048e-09
1961,6.941211267985636e-07,2.08444772553662e-09,1.737039845295385e-08
1962,6.766867386431841e-07,6.341956404476434e-10,1.5220695814832652e-08
1963,7.545884272985859e-07,1.2932106496776896e-09,1.2285501505004959e-08
1964,6.053548418094579e-07,1.2167936658258327e-09,1.520992043424485e-08
1965,7.452923114215082e-07,3.2832261354087677e-09,1.3132904541635071e-08
1966,6.491795829788316e-07,0.0,1.7725039214155913e-08
1967,6.508042815767112e-07,1.9721342336964653e-09,1.1832804958089582e-08
1968,7.186265520431334e-07,4.4914158503495116e-10,1.7067380397861598e-08
1969,6.403878387573059e-07,4.5417578031781147e-10,1.589615195030092e-08
1970,6.327845767373219e-07,1.3796175313274261e-09,2.1614008360870685e-08
1971,6.515488166769501e-07,1.541519245584766e-09,1.849823050292798e-08
1972,5.607250272987585e-07,2.565073486948677e-09,2.0520587895589415e-08
1973,5.910154641242116e-07,2.205281512956958e-09,1.4334330167287135e-08
1974,5.119269985698338e-07,1.1251143350321513e-09,2.2502286256553816e-08
1975,5.014679800297017e-07,2.2845920710778955e-09,1.8276736568623164e-08
1976,5.290725653139816e-07,0.0,1.5997875024709174e-08
1977,4.830714601666841e-07,1.7630346071939584e-09,1.8218024422367307e-08
1978,5.39405675681337e-07,5.940591352171509e-10,1.7821774278559133e-08
1979,5.190700562707207e-07,0.0,1.7555919384903973e-08
