year,avait_VERB hérité_VERB,avait_VERB mérité_VERB
1800,1.9493819536364754e-07,4.6533634190382145e-07
1801,2.4764298700574727e-07,3.952763165671058e-07
1802,1.4098392853156838e-07,2.103569727296417e-07
1803,2.106366423504369e-07,3.491107349873346e-07
1804,3.0403765549635864e-07,6.204346050253662e-07
1805,2.0184431548386783e-07,2.899735136452364e-07
1806,1.440834580535011e-07,4.0631533693158417e-07
1807,2.7046073114433966e-07,5.750849254582135e-07
1808,1.4049658147996524e-07,3.7390219631561195e-07
1809,2.981920204092603e-07,5.828298981214175e-07
1810,2.386929338626942e-07,4.0250179722534085e-07
1811,5.365144488678197e-07,5.540639449463924e-07
1812,4.56092607237224e-07,6.854725143057294e-07
1813,4.917518481306615e-07,8.425923283539305e-07
1814,4.122147174712154e-07,4.531215154202073e-07
1815,3.317584855722089e-07,4.666196673497325e-07
1816,4.3339193211977545e-07,6.628347364312503e-07
1817,3.6119462265560287e-07,6.1807872953068e-07
1818,5.364530011320312e-07,8.72630209869385e-07
1819,5.247982244327432e-07,8.187680577975698e-07
1820,3.868472902013309e-07,7.155488219723338e-07
1821,4.3587778009168687e-07,7.317224230973807e-07
1822,3.689426648634253e-07,8.772414048507926e-07
1823,5.435477987703052e-07,7.876501513237599e-07
1824,4.2526619381533237e-07,9.456909424443438e-07
1825,5.265654863251257e-07,7.748789698780456e-07
1826,6.059893280507822e-07,9.495007020632329e-07
1827,5.41053907454625e-07,8.074331390162115e-07
1828,5.521725370272179e-07,7.723077715127147e-07
1829,4.818124921257549e-07,8.607468657828576e-07
1830,5.312349458108656e-07,9.247036700799072e-07
1831,5.051550715506892e-07,7.374640631496732e-07
1832,6.169665880406683e-07,6.710864681735984e-07
1833,5.14313114763354e-07,7.228184131236048e-07
1834,5.768740152234386e-07,7.038236162770772e-07
1835,5.589121769844496e-07,6.738711135767517e-07
1836,6.51912728244497e-07,7.869998057685734e-07
1837,6.623912440772983e-07,6.978764872656029e-07
1838,5.933432021265617e-07,7.921763085505518e-07
1839,7.299100275304227e-07,6.690841587442264e-07
1840,7.790129075146979e-07,8.802909974292561e-07
1841,5.996792538098816e-07,7.165332363001653e-07
1842,6.654598792010802e-07,8.365206554117322e-07
1843,7.200524692052568e-07,7.088293045853788e-07
1844,9.034171739585872e-07,8.781698284110462e-07
1845,6.618150223403063e-07,8.253157375293085e-07
1846,6.990274528106966e-07,6.627295761063579e-07
1847,6.930292215656664e-07,8.375676543437294e-07
1848,5.49488618162286e-07,6.476403200394998e-07
1849,5.211995812715031e-07,5.982902280265989e-07
1850,5.26147175605729e-07,6.368078402374522e-07
1851,5.611011602013605e-07,6.829955623288697e-07
1852,6.093870297263493e-07,5.879022637600428e-07
1853,5.541952532439609e-07,6.700507242385356e-07
1854,5.382708536671998e-07,6.62966783693264e-07
1855,7.790583822497865e-07,7.753434942969761e-07
1856,5.881286710973654e-07,6.797649234613345e-07
1857,5.306200137056294e-07,6.243450343390577e-07
1858,6.469439881584549e-07,6.019221245878725e-07
1859,7.2207018320114e-07,6.197174684530182e-07
1860,7.520313261011324e-07,6.97562825280329e-07
1861,6.11188909260818e-07,6.210923970684235e-07
1862,6.392950808731257e-07,6.063137334422208e-07
1863,5.903642090743233e-07,6.612877996303723e-07
1864,5.408452921074058e-07,5.907104991820233e-07
1865,6.73078716317832e-07,5.916503482694679e-07
1866,6.63669595724059e-07,6.335027933346282e-07
1867,6.21645142473426e-07,5.852490403412958e-07
1868,5.167108270143217e-07,5.211567213336821e-07
1869,5.337686275197484e-07,4.795616064257047e-07
1870,7.035677640487847e-07,6.112496180321614e-07
1871,5.639844857796561e-07,5.671708436238987e-07
1872,5.218853971200588e-07,4.916486773254292e-07
1873,5.620858019028674e-07,4.4595734038921364e-07
1874,5.867066192877246e-07,4.6183728841242555e-07
1875,5.258083319858997e-07,4.537170923413214e-07
1876,4.7219376142493275e-07,3.9722317524137907e-07
1877,5.108657887831214e-07,4.793232619704213e-07
1878,5.054717462371627e-07,4.86146632283635e-07
1879,5.553376922762254e-07,4.997427822672762e-07
1880,6.257400286813208e-07,4.6978635737104923e-07
1881,4.852865345128521e-07,4.811030294149532e-07
1882,5.277720447338652e-07,4.938295887768618e-07
1883,5.895943218092725e-07,4.4677724986286194e-07
1884,5.941527092545584e-07,4.0204335505222843e-07
1885,5.652822778756672e-07,3.925392206838296e-07
1886,5.659687758452492e-07,3.652660609532177e-07
1887,4.961982540407917e-07,3.884710224610899e-07
1888,6.03626517658995e-07,3.7790064766340947e-07
1889,5.300305474520428e-07,3.8593242379647563e-07
1890,5.368042366171721e-07,3.7294458365977334e-07
1891,5.022885147809575e-07,3.027754473805544e-07
1892,4.989735771232517e-07,3.165598627674626e-07
1893,5.776594775852573e-07,3.0668914519083046e-07
1894,5.507545211003162e-07,3.295704971151281e-07
1895,5.729721124225762e-07,2.9671770107597695e-07
1896,5.826264555253147e-07,3.378997632808023e-07
1897,5.442150268208934e-07,3.0182377486198675e-07
1898,4.753018174596946e-07,3.349746009462251e-07
1899,5.853705715708202e-07,3.487901949483785e-07
1900,5.08723189796001e-07,2.7149206971444073e-07
1901,5.309302082423528e-07,3.0067414513723634e-07
1902,4.384883425245789e-07,2.0230369557339145e-07
1903,4.962802222507889e-07,2.5057022412511287e-07
1904,5.519739829651371e-07,2.0423576074790617e-07
1905,5.047222089160641e-07,2.6681124154492863e-07
1906,4.984714792044542e-07,2.5000736059155315e-07
1907,4.834272999687528e-07,2.7565641858018353e-07
1908,4.7542246761622664e-07,2.0824289492793469e-07
1909,5.445973556561512e-07,3.0530458161592833e-07
1910,5.376215312935528e-07,2.1323161547570635e-07
1911,5.336335107131163e-07,2.777235295070568e-07
1912,5.303190846461803e-07,2.6307577627449064e-07
1913,5.112082135383389e-07,2.5825559646364127e-07
1914,5.491330057338928e-07,2.5380657575624355e-07
1915,4.818331831302203e-07,2.3914947178127477e-07
1916,4.6367088657461863e-07,3.021552004156547e-07
1917,4.956824000146298e-07,2.401646952421288e-07
1918,4.284418366751197e-07,2.435111809973023e-07
1919,5.45104626326065e-07,2.0257266442058608e-07
1920,5.0052449296345e-07,2.460975281337596e-07
1921,5.020731350668939e-07,1.8553231484474964e-07
1922,5.230956503510242e-07,2.2060027049519704e-07
1923,5.679532364410989e-07,2.0913417131396272e-07
1924,5.375807177188108e-07,1.843502275278297e-07
1925,5.00417115745222e-07,1.9246810722961527e-07
1926,5.606507897937263e-07,1.9059896771977947e-07
1927,6.689534757242654e-07,2.3524864900537068e-07
1928,5.518778039004246e-07,1.8738707296961366e-07
1929,6.138363914942602e-07,2.1166772512515308e-07
1930,5.671946041729825e-07,1.9221594982354873e-07
1931,5.075383455732663e-07,1.5625339244706993e-07
1932,5.633201567434298e-07,2.169988277955781e-07
1933,6.400629786185164e-07,1.9041299026412162e-07
1934,6.062679744900379e-07,1.8811080337854946e-07
1935,6.618461156904232e-07,1.6755598153395113e-07
1936,4.959008492733119e-07,2.2430721458022163e-07
1937,6.00596308686363e-07,1.4983430673964904e-07
1938,5.769520612375345e-07,1.5039648815218243e-07
1939,5.123507094140223e-07,1.7741098190526827e-07
1940,5.604080115517718e-07,1.572185368559076e-07
1941,5.135614742357575e-07,2.2136269706152234e-07
1942,5.522265382751357e-07,2.1846324216312496e-07
1943,6.300020345406665e-07,2.438717672248458e-07
1944,5.719471118936781e-07,2.249230277584502e-07
1945,6.557297069775814e-07,2.2656442411062017e-07
1946,5.359624992706813e-07,1.9071913470725121e-07
1947,5.8173850447929e-07,2.086152477431824e-07
1948,5.588150315816165e-07,1.5981675005605211e-07
1949,4.7023470983731386e-07,1.6688913717644027e-07
1950,5.221962737778085e-07,1.4464092146226903e-07
1951,4.488450144890521e-07,1.6418559312114667e-07
1952,4.650258631500037e-07,1.4235484968594392e-07
1953,4.934412913826236e-07,1.917741343504531e-07
1954,4.720134825220157e-07,1.3095198880819225e-07
1955,4.664647121899179e-07,1.304599521745331e-07
1956,5.250127514955238e-07,1.2645655544929468e-07
1957,5.548403692046122e-07,1.369430862041554e-07
1958,4.160938544828241e-07,1.1994752924238128e-07
1959,4.681451741817e-07,1.2633718426968699e-07
1960,5.017604394197406e-07,1.1765416729758726e-07
1961,4.662214792006125e-07,1.3965799894322117e-07
1962,4.965751827512577e-07,1.325468872437341e-07
1963,4.959462671649817e-07,1.338473083478675e-07
1964,5.384312089518062e-07,1.2898013324047497e-07
1965,4.985031409887597e-07,1.3734829451550468e-07
1966,5.289816158438043e-07,1.4789330293751846e-07
1967,4.614794022472779e-07,1.5579860246361932e-07
1968,5.50647598629439e-07,1.7786007333597809e-07
1969,4.782471023645485e-07,1.5759898985834297e-07
1970,4.5435402284965676e-07,1.4439996220971807e-07
1971,4.018226889002108e-07,1.1355858475781133e-07
1972,5.007023560210655e-07,1.4723521246651217e-07
1973,3.9254010175682197e-07,1.080587921364895e-07
1974,4.1235441017306584e-07,9.057170302639861e-08
1975,4.76908610380633e-07,1.4164470485411584e-07
1976,4.839357075070438e-07,1.0912836501120182e-07
1977,4.771947033077595e-07,8.81517294715195e-08
1978,4.639601911549107e-07,1.235643054542379e-07
1979,4.359720264801581e-07,1.0006874617829453e-07
1980,4.803952151632984e-07,8.982537735846563e-08
1981,4.4531867615660303e-07,8.286470176699368e-08
1982,4.413534213654202e-07,1.1049353787484506e-07
1983,4.5154510530664993e-07,7.767838638983449e-08
1984,4.830574198422255e-07,9.742334583506818e-08
1985,4.571824092636234e-07,8.000692020004863e-08
1986,4.328018405885814e-07,1.0790073901034702e-07
1987,4.851988819609687e-07,9.838414882779034e-08
1988,4.821229140361538e-07,7.135898982824074e-08
1989,5.016143518332683e-07,1.1854343995310046e-07
1990,4.451547965800273e-07,9.262706868184978e-08
1991,4.99983002555382e-07,8.323280553668155e-08
1992,4.86528051624191e-07,7.713921945651236e-08
1993,5.035139452047588e-07,7.810282198761342e-08
1994,4.990080810785003e-07,6.751906056479129e-08
1995,5.189285161577573e-07,6.56116583286348e-08
1996,4.975102001480991e-07,7.366567444933025e-08
1997,4.6414578491749126e-07,8.103371840206819e-08
1998,5.168652137399476e-07,7.867413387430133e-08
1999,4.7895707666612e-07,8.591977973537723e-08
2000,4.6345149939952535e-07,7.024669912425452e-08
2001,5.012106498725188e-07,8.455738509383082e-08
2002,4.893824439022865e-07,8.324320788233308e-08
2003,5.408666083894786e-07,6.667076490884938e-08
2004,5.215272835812357e-07,7.796480616661938e-08
2005,4.967635618413624e-07,8.241861593205613e-08
2006,5.258545456854335e-07,7.988706585138061e-08
2007,6.49901835458877e-07,9.826419500313932e-08
2008,6.777843850613863e-07,9.919834553784312e-08
2009,7.357321010204032e-07,1.0633069535970208e-07
2010,9.206672757500201e-07,1.2707003804734995e-07
2011,9.013102157950925e-07,1.1854313441972408e-07
2012,1.1033182545361342e-06,1.4978711249113985e-07
2013,1.128758867707802e-06,1.7097336524329876e-07
2014,1.3313157296579448e-06,2.037683941580326e-07
2015,1.1738983403120073e-06,2.493647457413317e-07
2016,1.1630573908405495e-06,2.8998761081311386e-07
2017,1.140578206104692e-06,1.9168957976489764e-07
2018,1.263886133529013e-06,2.2716906755704258e-07
2019,1.179066543954832e-06,2.3035418905692495e-07
