year,grand_ADJ arrêt_NOUN,grand_ADJ marais_NOUN
1966,1.3847687219126215e-08,3.600398557068729e-08
1967,5.916402479044791e-09,4.733122133115941e-08
1968,5.389698881641536e-09,4.356673330430105e-08
1969,9.083515606356229e-10,4.223834704220053e-08
1970,2.7592350626548523e-09,3.173120327604195e-08
1971,4.624557625731995e-09,8.272819795873687e-08
1972,3.0780880067027283e-09,2.7702793281569882e-08
1973,5.513203671370093e-09,3.748978594231289e-08
1974,8.438357568252286e-09,3.825388722455969e-08
1975,1.028066431985053e-08,5.768594890653844e-08
1976,8.57029019973865e-09,6.284879461304627e-08
1977,2.3507127355770763e-09,5.054032464757441e-08
1978,5.940591130126904e-09,4.5148493166280446e-08
1979,1.111874914361266e-08,4.2134206901245363e-08
1980,1.1938816213419301e-08,4.60497204812782e-08
1981,1.8344093133393358e-08,5.1869507911028734e-08
1982,8.690503427999374e-09,5.897127097753696e-08
1983,7.57837881337764e-09,5.431171778980115e-08
1984,4.059305780401701e-09,8.234592085987202e-08
1985,6.617113967877231e-09,3.308556983938615e-08
1986,6.593933843390687e-09,4.19613980229272e-08
1987,1.5277041853778428e-08,4.155355493029589e-08
1988,1.139345240375178e-08,4.3175187647293e-08
1989,1.042743191792539e-08,3.347754429228189e-08
1990,1.0352437129768077e-08,3.705082640692581e-08
1991,1.2309076702354815e-08,3.0479618218226534e-08
1992,8.815910279569295e-09,4.3528558868466405e-08
1993,1.0524494165053966e-08,4.209797777043889e-08
1994,1.2659824188965274e-08,5.011180248537528e-08
1995,1.2471637056421514e-08,4.337960568534527e-08
1996,1.0676184380997711e-08,7.473329022289477e-08
1997,1.102825741838842e-08,2.3015493622047245e-08
1998,7.152193948201102e-09,3.623778188632798e-08
1999,1.462464363499727e-08,4.615903020921408e-08
2000,2.2531960519600602e-08,3.534425208062686e-08
2001,1.927733225826067e-08,2.6287269777602873e-08
2002,1.6210520370485426e-08,7.667137535971591e-08
2003,1.5417615462087753e-08,8.625530645289814e-08
2004,1.365485272075695e-08,2.6428747773588057e-08
2005,9.908249332113428e-09,3.693074746013991e-08
2006,8.64756888319107e-09,4.776752371427051e-08
2007,1.1983438602536367e-08,3.5550866528399894e-08
2008,1.2772319202269955e-08,6.471308128253028e-08
2009,1.0966842545201416e-08,3.433098538785373e-08
2010,8.97520635589899e-09,4.345889581536255e-08
2011,9.177532511728259e-09,8.068580911735346e-08
2012,1.0212757750593937e-08,6.093612503477175e-08
2013,1.81293127732296e-08,5.466685298882723e-08
2014,1.9272462736807938e-08,6.474681057966336e-08
2015,3.613017907078131e-08,7.181704565761837e-08
2016,2.4856080305113437e-08,6.338300662100949e-08
2017,3.6979488360344703e-08,4.226227034997976e-08
2018,1.884470712809616e-08,6.634369592584122e-08
2019,2.5509878098795014e-08,5.025445848350074e-08
