year,grand_ADJ arrêt_NOUN,grand_ADJ marais_NOUN
1800,0.0,8.174827570428533e-08
1801,0.0,3.547962137417926e-07
1802,0.0,1.6783801015662903e-07
1803,0.0,1.2872239096850535e-07
1804,0.0,1.507829097135982e-07
1805,0.0,1.5920115670198243e-07
1806,0.0,1.7001848107156547e-07
1807,5.693910232196231e-09,2.1636859059981361e-07
1808,0.0,2.311395475018685e-07
1809,0.0,1.423189246452239e-07
1810,0.0,4.44624070894406e-08
1811,2.5070767684098882e-09,1.42903374467096e-07
1812,0.0,1.1735716043403954e-07
1813,0.0,6.039057431905803e-08
1814,9.440030979135372e-09,1.2901375612273114e-07
1815,9.979726911524267e-08,1.6183341911002458e-07
1816,1.622322720606917e-08,1.0660977878274025e-07
1817,9.341240669868967e-09,9.496927866337046e-08
1818,0.0,3.695565098382758e-08
1819,0.0,9.937008371707634e-08
1820,2.1359666035891678e-08,2.2308984970464962e-07
1821,0.0,6.311352529486669e-08
1822,3.0076847679083585e-09,7.118187284049782e-08
1823,9.882686669016039e-09,1.1463917104492793e-07
1824,5.052667617633233e-09,1.1873768901438098e-07
1825,3.522177216552791e-09,6.075755720758025e-08
1826,1.7615968683770689e-09,2.1931881688530552e-07
1827,1.8434546111834038e-09,1.0692036767068203e-07
1828,2.2930752408001354e-08,8.438517085096464e-08
1829,3.429270423183084e-09,8.230248932372675e-08
1830,3.1310507520032616e-09,1.2628570833506103e-07
1831,7.795603274018958e-09,9.354723573551382e-08
1832,5.411987746839486e-09,8.117981864508295e-08
1833,0.0,9.498575137545373e-08
1834,6.534171426153534e-09,7.747661023849162e-08
1835,1.5126175867408165e-09,8.773182003096736e-08
1836,2.016224964762614e-09,1.2903839530231664e-07
1837,9.74104708006962e-09,1.0367257230470273e-07
1838,9.468243078458727e-09,1.0099458980228349e-07
1839,1.7478688718597368e-08,6.781731198834962e-08
1840,3.1848443882154243e-09,6.433385801862812e-08
1841,3.852329122366882e-09,9.759233821071689e-08
1842,3.3541325272778977e-09,6.976595834373711e-08
1843,2.3627644285539873e-09,3.9576303123567413e-08
1844,4.390849017710252e-09,6.256959972361642e-08
1845,8.928364714222425e-09,7.421703218657427e-08
1846,3.5127007969038004e-09,5.151961190996701e-08
1847,4.314578916364553e-09,3.182001950818858e-08
1848,3.218088684420195e-09,8.286578079275131e-08
1849,2.513824481908955e-09,4.441089784812391e-08
1850,1.3577992064028876e-09,6.78899567674307e-08
1851,1.2898877521649865e-09,8.964719544479749e-08
1852,7.812654523320361e-09,3.906327372682483e-08
1853,4.180352064508952e-09,8.062107648143524e-08
1854,1.0391328908454511e-09,8.365019782408112e-08
1855,7.960405667972736e-09,8.756446590041378e-08
1856,7.248064815001953e-09,7.714011746040583e-08
1857,2.9289055625270066e-09,9.226052433142229e-08
1858,1.1255455234504552e-08,7.291577208690114e-08
1859,1.5276520048956854e-09,8.962225273023705e-08
1860,2.746310290291376e-09,5.5383926944596595e-08
1861,1.8863854922557266e-09,6.083593184769143e-08
1862,1.3553959066214816e-09,1.012028938984777e-07
1863,7.491931519609807e-09,7.941447105475063e-08
1864,1.2466292886870178e-08,1.0836085229115611e-07
1865,6.118897832863013e-09,9.74316785029572e-08
1866,1.9462451650298362e-09,8.806759677071341e-08
1867,4.85281148598915e-10,8.735060852416154e-08
1868,1.975949626142892e-09,8.990571020994764e-08
1869,9.767038289254515e-10,9.815873847074386e-08
1870,2.2936195165357276e-09,5.9060702550794986e-08
1871,1.0621177271019633e-09,6.478918157526437e-08
1872,7.861540751719076e-09,6.22875928613098e-08
1873,7.781805422268917e-09,7.243065158757389e-08
1874,6.572069999322139e-09,5.7356246641049324e-08
1875,5.721527140956084e-10,8.238999116283452e-08
1876,1.0882827083946722e-08,6.10647499232897e-08
1877,1.1751150275074451e-08,7.236234789154139e-08
1878,3.0195443923020093e-09,5.978697725783633e-08
1879,4.27652757650776e-09,8.614148938601573e-08
1880,6.417846254436199e-10,8.535735251946619e-08
1881,4.8807553554297556e-09,6.205531577485601e-08
1882,4.6587693702804245e-09,6.256061912957023e-08
1883,3.791603475633565e-09,4.5499239320623275e-08
1884,8.582206056928499e-09,6.535679908381553e-08
1885,1.2891271383708158e-08,6.316723055732609e-08
1886,4.5174246565693466e-09,7.22787926177304e-08
1887,1.1752064210668323e-08,9.271072776151357e-08
1888,1.9021844099853524e-09,6.911269712084334e-08
1889,1.0024218788373673e-08,7.01695308524819e-08
1890,1.1797895993481688e-08,6.226667226272298e-08
1891,5.736798147637501e-09,7.330352902457093e-08
1892,2.5074049503359674e-09,1.0029619978979554e-07
1893,6.15841644346915e-09,8.190693900900214e-08
1894,3.150769645188234e-09,5.923446821931577e-08
1895,4.213029924926559e-09,7.162150983397453e-08
1896,1.0024949648190784e-08,8.13790014264626e-08
1897,4.078699600285063e-09,8.740070200907724e-08
1898,4.52668391659472e-09,8.261198314318818e-08
1899,1.0502398950507086e-08,1.1829017765307981e-07
1900,1.1420316803345543e-08,8.253774474997755e-08
1901,1.3412973842719111e-08,6.259387408391603e-08
1902,1.1293653123800595e-08,5.204900832556092e-08
1903,4.860198465905796e-09,6.31825776142847e-08
1904,8.599400302955473e-09,5.482117781951956e-08
1905,8.773290538499623e-09,7.483100716854096e-08
1906,2.0576738091193647e-09,8.333578749297743e-08
1907,8.228549397415463e-09,6.737125052280746e-08
1908,1.1296195090437777e-08,7.710880822742183e-08
1909,3.85068837926994e-09,6.546170244758898e-08
1910,6.412980813053082e-09,9.619471608157681e-08
1911,7.448523575703803e-09,6.59726397955751e-08
1912,9.376957876838787e-09,8.28298000743466e-08
1913,3.71209285532359e-09,8.749932739471333e-08
1914,9.37544086809794e-09,1.0312985071481151e-07
1915,1.1780761921542648e-09,2.3561524264970046e-07
1916,3.2962386153911893e-09,6.812226782670905e-08
1917,7.676496771580332e-09,1.469500878759078e-07
1918,4.594550517822427e-09,5.6283242955146306e-08
1919,5.524709134618888e-09,7.550435576764158e-08
1920,7.572231730534895e-09,6.815008424254643e-08
1921,8.330022005509363e-09,6.285380355075532e-08
1922,2.951174193910333e-09,2.877394766898078e-08
1923,2.1231896241147297e-09,6.688047315961398e-08
1924,7.734974438733389e-09,6.059063473173865e-08
1925,6.598906754362588e-09,4.2892895013579846e-08
1926,5.57306911730393e-09,7.356451314777246e-08
1927,2.2298449753321847e-09,5.5746126048639155e-08
1928,1.2568645457733396e-08,3.656333236179421e-08
1929,7.798284684668033e-09,6.572839716945111e-08
1930,4.201441416995522e-09,8.928062722457497e-08
1931,6.843213995466613e-09,9.466445938244306e-08
1932,1.3151444377967891e-08,5.6989589047873324e-08
1933,2.1794257509810677e-08,2.867665616079762e-08
1934,3.5944740517379614e-09,4.7926318913482646e-08
1935,4.787313656606784e-09,7.061287643495007e-08
1936,3.6374143697059935e-09,9.093535568993616e-08
1937,7.554670666820584e-09,7.051026240656455e-08
1938,1.4261735792331365e-08,8.427389219800574e-08
1939,0.0,5.505858258203489e-08
1940,0.0,8.875239898564757e-08
1941,2.9515025978810172e-09,8.854508237732261e-08
1942,9.102635090130207e-09,1.0012898954414595e-07
1943,2.9032352077962287e-09,4.354852900512185e-08
1944,2.2492303131116387e-08,7.069009555493722e-08
1945,1.5249527862692958e-08,6.535512220295914e-08
1946,6.960552134671616e-09,1.1554516277101357e-07
1947,1.1920870957027319e-09,7.748566188681139e-08
1948,6.523132700664291e-09,5.544662995404792e-08
1949,1.9634016634739737e-09,7.264586121547012e-08
1950,1.0635361480382244e-09,7.125692169651643e-08
1951,5.330700769690111e-09,3.624876598884441e-08
1952,5.272402070488624e-09,6.432330468264524e-08
1953,4.3095309543161875e-09,5.602390107384281e-08
1954,7.818028668893362e-09,4.690817290153859e-08
1955,6.569925492527773e-09,2.627970152602188e-08
1956,9.593255967388359e-09,4.27335944408469e-08
1957,3.534015080575159e-09,5.301022554249357e-08
1958,2.4816730892496253e-09,4.88062367742792e-08
1959,3.100299128533379e-09,3.642851553742332e-08
1960,7.612916519406099e-09,4.775375117560543e-08
1961,6.948159270159238e-10,4.1688955620955426e-08
1962,5.707760764028791e-09,1.9660065575521912e-08
1963,6.466053026343843e-09,2.5217606669514225e-08
1964,4.867174663303331e-09,4.137098486012292e-08
1965,6.566452104284082e-09,6.566451971057319e-08
