year,excellent_ADJ hôtel_NOUN
1911,9.044636040123066e-09
1912,1.3023552625224255e-08
1913,6.893886794756554e-09
1914,8.705766774141921e-09
1915,9.424609537234119e-09
1916,2.5271162940043723e-08
1917,4.386569774084137e-09
1918,1.033773866510046e-08
1919,1.5653341733923298e-08
1920,8.329454459499175e-09
1921,7.572747429129834e-10
1922,1.2542490601674672e-08
1923,7.431163684401554e-09
1924,6.445812328337297e-09
1925,1.6497267107951075e-08
1926,6.687683296036084e-09
1927,3.2332752031294376e-08
1928,3.4278123672848437e-09
1929,3.342121912552898e-09
1930,1.8906486154435242e-08
1931,1.0264820993199919e-08
1932,2.8494795190070477e-08
1933,2.1794258620033702e-08
1934,5.990790086229936e-09
1935,1.3165112555668657e-08
1936,1.2124714565686645e-08
1937,2.0145788814929233e-08
1938,1.4261735792331365e-08
1939,1.6823455517567254e-08
1940,1.0143131667916805e-08
1941,5.9030051957620344e-09
1942,6.068423541449874e-09
1943,2.322588210645904e-08
1944,1.2852744646352221e-08
1945,8.714016175304096e-09
1946,9.744772988540262e-09
1947,5.960435700558264e-09
1948,5.435944139264848e-09
1949,7.853606542873592e-09
1950,1.1698897406375863e-08
1951,1.0661401983469432e-08
1952,1.687168582620302e-08
1953,5.386913581872932e-09
1954,1.7590564560521216e-08
1955,6.569925492527773e-09
1956,1.2209597999301991e-08
1957,6.184526224473075e-09
1958,7.445019101215422e-09
1959,6.975672928177801e-09
1960,1.3149583033555956e-08
1961,6.948159270159238e-09
1962,8.244543381330516e-09
1963,7.112658795271898e-09
1964,1.764350798794112e-08
1965,1.0396882743624047e-08
1966,9.416427193542631e-09
1967,9.860671390526932e-09
1968,2.066051349447484e-08
1969,7.266812457329408e-09
1970,1.3796174869185052e-08
1971,1.2332154186722732e-08
1972,7.182205663536223e-09
1973,3.307922213924286e-09
1974,4.500457340128605e-09
1975,9.138367840222372e-09
1976,1.371246471926213e-08
1977,2.938390863960194e-09
1978,1.3069301307844228e-08
1979,1.1118749032590358e-08
1980,3.4110903546213933e-09
1981,6.325549417596221e-09
1982,4.966001831974154e-09
1983,9.47297440490047e-09
1984,4.639206907519622e-09
1985,1.1429560076159362e-08
1986,7.792830936104167e-09
1987,7.332980112018106e-09
1988,4.1975875553212916e-09
1989,7.683371161526509e-09
1990,1.6345952147389653e-08
1991,7.6199047072123e-09
1992,9.366905084906563e-09
1993,7.754890507527534e-09
1994,3.164955852952289e-09
1995,3.253470381991974e-09
1996,4.270473752399084e-09
1997,5.753873266733933e-09
1998,4.291316413329582e-09
1999,1.0511462422702067e-08
2000,6.627047466345459e-09
2001,5.6955752891774125e-09
2002,4.38122149670761e-09
2003,5.0003075569016175e-09
2004,6.60718693645812e-09
2005,4.053374635937246e-09
2006,6.176834599358472e-09
2007,9.187302585367263e-09
2008,1.53267827318615e-08
2009,1.0966842545201416e-08
2010,1.5116137730419865e-08
2011,2.8679789071395234e-08
2012,4.8340387692746845e-08
2013,3.709536278151404e-08
2014,3.421403378667254e-08
2015,3.679515092613883e-08
2016,4.370527523223089e-08
2017,2.4652991037488192e-08
2018,3.5624240890541614e-08
2019,2.9591457728628257e-08
