year,excellent_ADJ archer_NOUN,excellent_ADJ marché_NOUN
1800,0.0,2.829747991484055e-08
1801,1.904946067554647e-08,2.3811825400343878e-08
1802,1.5664880947952042e-08,3.8043282302169246e-08
1803,0.0,5.460949736857401e-08
1804,2.4718509461507665e-09,2.4718509461507665e-09
1805,5.685755422035754e-09,3.695740957709859e-08
1806,0.0,8.645007376628655e-09
1807,0.0,8.540865792383556e-09
1808,0.0,1.5862518409903714e-08
1809,4.518061036407062e-09,3.6144488291256494e-08
1810,0.0,7.020380277111826e-09
1811,2.5070767684098882e-09,1.504245972228091e-08
1812,2.6672082320544632e-09,2.9339290108509886e-08
1813,3.163315653864629e-08,3.4508900625951355e-08
1814,0.0,1.8880061958270744e-08
1815,0.0,8.091670444798638e-09
1816,0.0,1.622322720606917e-08
1817,1.556873407970727e-09,2.0239355080775567e-08
1818,2.026600220972341e-08,2.741870730460505e-08
1819,0.0,2.173720581311045e-08
1820,0.0,1.1866481131050932e-08
1821,0.0,5.719663043191048e-08
1822,9.023054303725075e-09,1.804610860745015e-08
1823,4.941343334508019e-09,4.4472091786929013e-08
1824,3.3684450784221553e-09,9.263223965660927e-09
1825,4.4027217427355936e-09,2.289415235168235e-08
1826,4.403992281964975e-09,2.1139161532346407e-08
1827,8.295545916858771e-09,3.410390903013649e-08
1828,1.4675682002973645e-08,2.2013523448549677e-08
1829,6.858540846366168e-09,2.0575622983187714e-08
1830,2.0873671680021744e-09,1.5655253093882493e-08
1831,1.5591206103948707e-09,5.3010101197514814e-08
1832,9.470978667991403e-09,8.117981842303834e-09
1833,2.3167257001688313e-09,4.51761508202253e-08
1834,1.5868701908061666e-08,4.0138484536100805e-08
1835,3.025235173481633e-09,2.949604294144592e-08
1836,2.083432448785061e-08,7.392825018825988e-09
1837,4.87052354003481e-09,3.896418832027848e-08
1838,6.943378316748294e-09,1.5149188570262595e-08
1839,6.9914751765765e-10,1.957613138259262e-08
1840,0.0,1.910906560764758e-08
1841,1.2841097074556274e-09,1.7977535904378783e-08
1842,4.695785538189057e-09,1.609983613093391e-08
1843,1.1813822142769936e-09,3.4260082770742883e-08
1844,3.2931368743049916e-09,1.6465683927435748e-08
1845,3.348136878855712e-09,1.0602432709561072e-08
1846,1.1709002656346001e-09,3.1028856151138484e-08
1847,1.0786447290911383e-09,2.6426796750911308e-08
1848,8.045221711050488e-10,2.091757700384278e-08
1849,4.1897072478036534e-09,2.513824481908955e-09
1850,6.1100964288129944e-09,2.0366988096043315e-08
1851,6.449438760824933e-10,1.1608989325395669e-08
1852,1.3021090872200602e-08,2.6042181300311995e-08
1853,2.9859659189668264e-09,2.329053438998585e-08
1854,1.3508727469968562e-08,1.558699302961486e-08
1855,6.8990182455763716e-09,3.767925349507095e-08
1856,9.836659486950339e-09,1.2425253714809514e-08
1857,4.881508974818871e-09,2.147863931156735e-08
1858,7.340514196485515e-09,2.300027723833864e-08
1859,3.5645213447565993e-09,7.129042689513199e-09
1860,4.1194655464593666e-09,1.6020143434047895e-08
1861,4.715963730639317e-10,3.584132457490341e-08
1862,2.710791813242963e-09,1.8071945717679228e-08
1863,4.994620717013731e-09,3.646073309937492e-08
1864,1.965838425377342e-08,2.2535221688713136e-08
1865,8.943004559114343e-09,3.9066808454890634e-08
1866,2.919367858567057e-09,1.9462451206209153e-08
1867,1.94112459439566e-09,2.523461972714358e-08
1868,9.87974813071446e-10,2.1241458370013788e-08
1869,4.883519366671862e-09,3.41846337903462e-08
1870,8.027668307875047e-09,6.880858549607183e-09
1871,6.37270636261178e-09,7.434824311758348e-09
1872,7.256807155187062e-09,2.7213026498884574e-08
1873,5.986004469882289e-10,1.855661402316855e-08
1874,1.1949218281515073e-09,1.1949218503559678e-08
1875,1.3159512146643237e-08,1.0870901512305409e-08
1876,9.069021977836655e-09,2.6602464231473277e-08
1877,1.8554447978047506e-09,2.4739264858908427e-08
1878,6.039088673581716e-10,1.509772218355465e-08
1879,6.10932526790009e-10,2.321543546290883e-08
1880,6.417846254436199e-10,4.299957012676714e-08
1881,0.0,4.0440543136455176e-08
1882,1.9966155395678697e-09,3.727015607246642e-08
1883,1.2638677882037541e-09,7.583206784733676e-09
1884,5.281357573494461e-09,1.1222884843675729e-08
1885,0.0,1.2246707703500448e-08
1886,5.162771099520569e-09,1.1616235084943582e-08
1887,0.0,1.5016526688782506e-08
1888,4.4384300679212174e-09,1.7119660356001987e-08
1889,1.2530273485467092e-09,1.1903759755682586e-08
1890,0.0,1.6385966361553983e-08
1891,6.374220040683554e-10,1.72103943318902e-08
1892,2.5074049503359674e-09,5.641660916211322e-09
1893,6.158416554491453e-10,2.4017824173938607e-08
1894,6.301539290376468e-10,1.5753848003896564e-08
1895,1.2037228991346183e-09,2.166701307260155e-08
1896,5.89702897624278e-10,2.299841384001411e-08
1897,1.0488084400961384e-08,1.9228155068162778e-08
1898,0.0,1.6975064909274806e-08
1899,0.0,1.8241008703512307e-08
1900,3.114631885736685e-09,1.557315876254961e-08
1901,1.1177477832191585e-09,1.3412973842719111e-08
1902,3.437198747846537e-09,1.5712908307818907e-08
1903,0.0,1.1340462791054051e-08
1904,1.0749250378694342e-09,1.666133897515465e-08
1905,0.0,1.3417973399043603e-08
1906,6.173021205313489e-09,1.18316245689698e-08
1907,1.028568674676933e-09,2.108565766434367e-08
1908,0.0,1.3751889627044989e-08
1909,0.0,2.0353638496839466e-08
1910,0.0,1.7101282168141552e-08
1911,2.6601871816467337e-09,1.4365010514438836e-08
1912,3.646594803896619e-09,1.146072631241779e-08
1913,1.5908969142053309e-09,1.2727175757731857e-08
1914,4.018046340092951e-09,2.1429579888376793e-08
1915,2.3561523843085297e-09,8.246533234057551e-09
1916,0.0,1.7579939282086343e-08
1917,1.0966424435210342e-09,2.3029491202919417e-08
1918,2.2972752589112133e-09,8.040463406189247e-09
1919,5.524709134618888e-09,2.762354434082681e-08
1920,2.2716695191604686e-09,9.086678076641874e-09
1921,7.572747429129834e-10,1.2873671018098776e-08
1922,2.2133805899215986e-09,1.3280283539529592e-08
1923,2.1231896241147297e-09,6.369568872344189e-09
1924,3.867487219366694e-09,9.02413699321869e-09
1925,3.299453377181294e-09,1.6497267552040284e-08
1926,6.687683296036084e-09,8.916910765321973e-09
1927,1.3379069629948503e-08,1.5608915049369898e-08
1928,9.14083297942625e-09,1.3711249025050165e-08
1929,0.0,1.0026365515614089e-08
1930,6.3021621254932825e-09,1.995684684175103e-08
1931,2.2810713318222042e-09,1.0264820993199919e-08
1932,1.2055489939655217e-08,6.575722188983946e-09
1933,0.0,1.3764794637438627e-08
1934,2.3963160344919743e-09,9.585264137967897e-09
1935,0.0,1.6755597798123745e-08
1936,2.424942913137329e-09,4.849885826274658e-09
1937,3.777335333410292e-09,1.1332006444320086e-08
1938,2.5930428915188486e-09,1.4261735792331365e-08
1939,0.0,1.3764645423464117e-08
1940,0.0,1.7750480196809804e-08
1941,2.9515025978810172e-09,8.854508237732261e-09
1942,0.0,6.068423541449874e-09
1943,0.0,3.4838823381733164e-08
1944,0.0,0.0
1945,6.535512131478072e-09,1.3071024262956144e-08
1946,1.3921104269343232e-09,8.352662561605939e-09
1947,0.0,3.5762612871081956e-09
1948,2.174377566888097e-09,7.610321262063735e-09
1949,1.9634016634739737e-09,4.908504269707237e-09
1950,2.1270722960764488e-09,7.444753258312176e-09
1951,2.1322803522849654e-09,5.330700769690111e-09
1952,2.1089607837865287e-09,9.490323193972472e-09
1953,6.464296653518886e-09,1.8315507332999914e-08
1954,3.9090144454689835e-09,1.074978994708431e-08
1955,4.6928039232341234e-09,1.5016972554349195e-08
1956,1.0465369904011368e-08,9.593255967388359e-09
1957,2.6505113659425206e-09,5.3010225653515874e-09
1958,4.1361216673863055e-09,1.1581140491045971e-08
1959,3.100299128533379e-09,7.750747599288843e-09
