year,excellent_ADJ archer_NOUN,excellent_ADJ marché_NOUN
1960,6.920833350854139e-10,1.4533750203327145e-08
1961,6.948159270159238e-10,1.111705483225478e-08
1962,1.0147130247162295e-08,2.663621678777872e-08
1963,1.939815863494232e-09,1.2285501505004959e-08
1964,6.083968329129164e-10,1.3993127545575135e-08
1965,6.0192477668863376e-09,1.5321720781003023e-08
1966,1.6617224263271169e-09,1.1078149952936656e-08
1967,2.465167847631733e-09,4.437302081328198e-09
1968,2.245707841908029e-09,1.6169096284102125e-08
1969,9.083515606356229e-10,1.1808570121729645e-08
1970,0.0,1.0577067222072856e-08
1971,1.541519245584766e-09,1.0790635052160269e-08
1972,1.0260293725750103e-09,1.3851396474251487e-08
1973,3.859242703185828e-09,1.4885650156948316e-08
1974,3.937900228123681e-09,7.875800456247362e-09
1975,0.0,7.996072248772634e-09
1976,5.713526873840635e-10,5.713526984862938e-09
1977,1.7630346071939584e-09,1.1165885105413054e-08
1978,0.0,1.128712323605896e-08
1979,3.5111840102075575e-09,1.1118749476679568e-08
1980,0.0,1.2507331170752423e-08
1981,1.2651099057237047e-09,1.0120879245789638e-08
1982,4.966001831974154e-09,6.828252629986764e-09
1983,6.315316047889041e-10,8.841442245000053e-09
1984,0.0,9.278413592994639e-09
1985,4.210890747202711e-09,6.617113967877231e-09
1986,3.5966913891627428e-09,9.591176741707841e-09
1987,2.4443267965246207e-09,6.721898593298192e-09
1988,1.798966087207532e-09,5.99655392008458e-09
1989,4.939309850016116e-09,5.488121956886971e-09
1990,2.724325487424295e-09,1.3076762783725826e-08
1991,2.344586080837985e-09,1.1136783939491579e-08
1992,4.407955445095979e-09,2.7549720282848966e-09
1993,2.7696036575264316e-09,5.539207315052863e-09
1994,3.6924485691258724e-09,8.439882570598911e-09
1995,1.626735190995987e-09,1.3556126887692699e-08
1996,1.067618438099771e-09,9.60856638698715e-09
1997,9.58978896292706e-10,2.876936688878118e-09
1998,5.2449422582867555e-09,5.72175506974304e-09
1999,3.1991407301035224e-09,4.570201106446348e-09
2000,2.2090156370779823e-09,4.418031274155965e-09
2001,1.7524847129024579e-09,3.5049695090716426e-09
2002,8.76244299341522e-10,3.066854992184176e-09
2003,2.083461403401543e-09,7.083769126836614e-09
2004,1.7619165015858584e-09,3.9643119897903034e-09
2005,1.8014998381943315e-09,3.1526248278623825e-09
2006,2.0589450144825605e-09,3.706100981659688e-09
2007,5.192823504529542e-09,4.7933754743212376e-09
2008,3.831695793987677e-09,3.8316958494988285e-09
2009,3.337734755248789e-09,7.1522885392028e-09
2010,2.8342759250676863e-09,4.723792912386671e-09
2011,6.883149605840799e-09,1.2619107536693264e-08
2012,8.851056776393307e-09,1.4297861172796189e-08
2013,1.1714324732459147e-08,1.2551063022225861e-08
2014,9.527958380606272e-09,9.094870148662615e-09
2015,1.0639561787151308e-08,1.3521109926140085e-08
2016,9.942431905551885e-09,1.9884865309904853e-08
2017,6.792150397672003e-09,8.301517695485927e-09
2018,1.2907333535316923e-08,7.228106835288628e-09
2019,8.673358642408147e-09,1.2754938494285994e-08
