year,aurait_VERB uni_VERB,aurait_VERB muni_VERB
1918,2.756730310693456e-08,4.594550517822427e-09
1919,5.524709134618888e-09,1.8415696745321952e-09
1920,1.4387239843927091e-08,3.786115865267448e-09
1921,1.2873671018098776e-08,7.572747429129834e-10
1922,8.853522359686394e-09,0.0
1923,2.7601466001669905e-08,7.431163684401554e-09
1924,1.2891624656674594e-08,0.0
1925,9.898360353588487e-09,1.0998177923937646e-09
1926,4.458455382660986e-09,1.1146138456652466e-09
1927,1.7838759802657478e-08,0.0
1928,1.3711249025050165e-08,0.0
1929,3.342121912552898e-09,0.0
1930,1.575540586884472e-08,1.0503603542488804e-09
1931,1.596749932275543e-08,2.2810713318222042e-09
1932,1.2055489939655217e-08,1.0959536611565568e-09
1933,1.605892663292252e-08,1.1470662197865522e-09
1934,1.3179738189705859e-08,0.0
1935,1.4361940969820353e-08,0.0
1936,1.8187071404440758e-08,1.2124714565686645e-09
1937,5.0364472592434595e-09,2.5182236296217297e-09
1938,9.075650453382877e-09,9.075650453382877e-09
1939,1.3764645423464117e-08,0.0
1940,1.5214697057785997e-08,0.0
1941,5.9030051957620344e-09,2.9515025978810172e-09
1942,1.517105907566929e-08,0.0
1943,1.7419411690866582e-08,0.0
1944,9.639558484764166e-09,0.0
1945,3.267756198965799e-08,0.0
1946,2.3665876369705074e-08,1.3921104269343232e-09
1947,1.907339353124371e-08,0.0
1948,5.435944139264848e-09,0.0
1949,1.668891336237266e-08,9.817008317369869e-10
1950,1.1698897850465073e-08,1.0635361480382244e-09
1951,9.595261474260042e-09,0.0
1952,2.2144087452602434e-08,6.326882129314981e-09
1953,1.0773827163745864e-08,0.0
1954,7.818028890937967e-09,0.0
1955,1.3139850985055546e-08,0.0
1956,1.4825940475304833e-08,1.744228317335228e-09
1957,1.6786572132332367e-08,0.0
1958,1.0753916868111446e-08,2.4816730892496253e-09
1959,1.3176271629333769e-08,0.0
1960,1.1073333361366622e-08,2.076250060767393e-09
1961,1.320150300188061e-08,2.08444772553662e-09
1962,5.7077609305622445e-09,0.0
1963,7.759263453976928e-09,0.0
1964,7.300761772910391e-09,6.083968329129164e-10
1965,7.1136563306595235e-09,0.0
1966,1.38476865529924e-08,1.6617224263271169e-09
1967,5.916402479044791e-09,1.4791006197611978e-09
1968,1.0330256650092906e-08,4.4914158503495116e-10
1969,1.2716921737876419e-08,2.2708788183223305e-09
1970,1.0117195081704722e-08,3.219107425067591e-09
1971,4.624557625731995e-09,5.138397485282553e-10
1972,6.156176013405457e-09,5.130146862875051e-10
1973,1.543697081274331e-08,0.0
1974,1.012602890426706e-08,5.625571675160757e-10
1975,7.996072248772634e-09,1.7134440533084216e-09
1976,7.998937512354587e-09,5.713526873840635e-10
1977,5.876781727920388e-09,1.1753563677885381e-09
1978,4.752473081737207e-09,1.1881182704343018e-09
1979,1.1118749476679568e-08,0.0
1980,1.7055452605774235e-09,1.1370301367108482e-09
1981,4.427884725544118e-09,0.0
1982,9.311253101884631e-09,0.0
1983,4.4207211225000265e-09,1.2630632095778083e-09
1984,5.799008384599347e-09,5.799008495621649e-10
1985,4.210890747202711e-09,1.8046674155058895e-09
1986,7.792831269171074e-09,0.0
1987,5.49973533381376e-09,6.110816852533674e-10
1988,2.99827696004229e-09,0.0
1989,6.036934507847036e-09,5.488122178931576e-10
1990,4.358920779878872e-09,2.179460389939436e-09
1991,9.37834432335194e-09,5.861465202094962e-10
1992,1.2121876835635703e-08,0.0
1993,9.970573700002205e-09,0.0
1994,1.160483886764041e-08,0.0
1995,7.0491861237087505e-09,0.0
1996,5.871901187504136e-09,1.067618438099771e-09
1997,7.671831170341648e-09,1.438468344439059e-09
1998,1.144351013948608e-08,4.768129224785866e-10
1999,7.312321859131998e-09,0.0
2000,7.510653432518666e-09,0.0
2001,5.257454027685071e-09,4.3812117822561447e-10
2002,1.1391176002462089e-08,2.1906108038649563e-09
2003,5.8336921959778465e-09,0.0
2004,7.047666006343434e-09,8.809582507929292e-10
2005,7.205999352777326e-09,0.0
2006,4.117890028965121e-09,0.0
2007,7.988958827809256e-09,1.1983438685803094e-09
2008,6.811903485726134e-09,8.514879357157668e-10
2009,5.245011536203492e-09,0.0
2010,4.2514138876015295e-09,0.0
2011,3.823971805871906e-09,3.82397197240536e-10
2012,7.489355802192676e-09,0.0
2013,4.183687618564136e-09,8.367375126105969e-10
2014,5.846701789380404e-09,0.0
2015,4.654808538617772e-09,8.866301581811342e-10
2016,7.45682449121432e-09,6.214020409345267e-10
2017,5.7859059765519305e-09,2.515611330355938e-10
2018,2.8396134332808742e-09,0.0
2019,3.826481798085979e-09,5.1019755087367e-10
