year,tout_DET arbre_NOUN,tout_DET marbre_NOUN
1800,1.4777572943103223e-07,1.2576657937302116e-08
1801,1.857322473597378e-07,6.905429472681135e-08
1802,1.4769744893783354e-07,2.2378401354217203e-09
1803,2.691468061755131e-07,3.1205427575287104e-08
1804,2.9662211176173514e-07,1.9774807569206132e-08
1805,2.444874862561619e-07,1.1371510844071508e-08
1806,1.2679344152388694e-07,3.1698359492793315e-08
1807,2.1067467415036845e-07,2.8469551160981155e-09
1808,1.3823052036343597e-07,1.1330369531492579e-08
1809,3.0722814869932336e-07,4.518061036407062e-09
1810,8.892481684341647e-08,2.8081521108447305e-08
1811,1.1031137958639192e-07,5.0141535368197765e-09
1812,1.4136204029568944e-07,0.0
1813,7.764502640839055e-08,8.627225156487839e-09
1814,8.496028058857519e-08,1.8880061958270744e-08
1815,1.7531952778426785e-07,5.394447111228828e-09
1816,3.870398472827219e-07,2.3176038865813098e-09
1817,1.2610674815505263e-07,9.341240669868967e-09
1818,1.1563541590930981e-07,5.960588467246453e-09
1819,1.7803805718585863e-07,2.070210003424222e-09
1820,1.0323838495196469e-07,1.3053129244156025e-08
1821,6.114122719225179e-08,1.0847637454958203e-08
1822,1.664252238242625e-07,2.0051231786055723e-08
1823,1.3341627536078704e-07,2.075364236020505e-08
1824,7.157945702829238e-08,2.947389532437228e-08
1825,1.30320554347918e-07,1.584979791857677e-08
1826,9.072223861039674e-08,1.9377566218281572e-08
1827,1.0046827902954192e-07,1.1982455028203276e-08
1828,1.440051278223109e-07,2.7516904310687096e-08
1829,8.573175946935407e-08,5.143905745796928e-09
1830,7.201416707403041e-08,1.6698937344017395e-08
1831,2.463410524455867e-07,6.236482441579483e-09
1832,8.794479988694093e-08,9.470978667991403e-09
1833,1.0077756940063409e-07,9.266902800675325e-09
1834,1.2321580911134333e-07,8.401078055442213e-09
1835,1.0739584865859797e-07,6.050470346963266e-09
1836,2.2783342501497827e-07,1.0753200108126748e-08
1837,1.1828414159253953e-07,1.461157062010443e-08
1838,1.3255540309842218e-07,8.837027110075724e-09
1839,9.578321247261101e-08,3.4957374772659477e-09
1840,1.2866771115227493e-07,1.9109065441114126e-09
1841,1.611557713943057e-07,3.852329122366882e-09
1842,1.7106076199979725e-07,1.2745703159566801e-08
1843,1.5417037602105665e-07,4.1348376944583265e-09
1844,1.6904768784797852e-07,8.232841963717874e-09
1845,1.2890326317460676e-07,1.1160455892778032e-09
1846,2.359363975301676e-07,0.0
1847,1.6988654394367586e-07,5.393223645455691e-10
1848,1.1746023531600258e-07,5.63165514222419e-09
1849,9.63632746930898e-08,3.3517659758786067e-09
1850,1.405322151981636e-07,6.788996032014438e-09
1851,1.2124944959168715e-07,3.2247193804124663e-09
1852,1.6601890706624545e-07,0.0
1853,1.6482531961514724e-07,5.971931837933653e-10
1854,1.849656499075536e-07,7.27393034694046e-09
1855,1.2365163826189018e-07,3.1841622671890946e-09
1856,2.2572545077537143e-07,1.6049286344355096e-08
1857,1.3424149969409882e-07,2.9289055625270066e-09
1858,1.4191660469009548e-07,1.3702292633865909e-08
1859,1.7517076500439543e-07,5.092173349652285e-09
1860,1.1809134292661838e-07,5.950338888283113e-09
1861,1.6128595703435167e-07,1.4147891747029462e-09
1862,1.269554168459308e-07,4.9697850279528666e-09
1863,1.3635314743964955e-07,2.9967726078439227e-09
1864,2.1432433428003606e-07,1.0068928801842958e-08
1865,1.4638285961154907e-07,4.236159922843541e-09
1866,2.2868380966656332e-07,8.271541673821048e-09
1867,1.1452635106934395e-07,2.91168689159349e-09
1868,1.383164764945377e-07,3.951899252285784e-09
1869,1.3966864642611654e-07,2.68593545182938e-08
1870,1.3819057897990206e-07,4.587239033071455e-09
1871,1.7843577992948667e-07,2.1242354542039266e-09
1872,1.348556679658941e-07,4.837871325769072e-09
1873,1.2151589245945615e-07,2.9930022904522957e-09
1874,1.0037343223245898e-07,2.3898436563030145e-09
1875,1.235849893532759e-07,4.0050688876469565e-09
1876,1.0278225381910033e-07,3.627608879952504e-09
1877,1.1008972577997156e-07,0.0
1878,1.4433421746673503e-07,4.831270883354222e-09
1879,1.258520985203404e-07,2.443730107160036e-09
1880,1.0396911154231248e-07,8.984984756210679e-09
1881,8.297284104230584e-08,2.7890030285249168e-09
1882,1.0116185755748575e-07,4.6587693702804245e-09
1883,9.668588329958538e-08,1.2638677882037541e-09
1884,9.770511155693384e-08,1.3203393933736152e-09
1885,9.023889901982329e-08,3.2228177904158883e-09
1886,1.0841819353402116e-07,1.2906927748801422e-09
1887,9.858676008889233e-08,1.9586773869484375e-09
1888,9.003672829521747e-08,4.4384300679212174e-09
1889,1.1653154707857993e-07,0.0
1890,8.586246025288347e-08,9.176140736144589e-09
1891,1.587180840090241e-07,0.0
1892,6.205827141059217e-08,1.191017329205124e-08
1893,7.574852212144378e-08,1.2316833108982905e-09
1894,9.641355269707219e-08,8.192000855444803e-09
1895,6.861220569476245e-08,6.6204757231957956e-09
1896,1.0673622519163928e-07,1.7691086373616827e-09
1897,7.807795832093234e-08,1.7480140668268973e-09
1898,6.790025786074239e-08,1.13167097914868e-09
1899,1.1939569333208055e-07,1.6582735185011188e-09
1900,5.813979342406128e-08,7.786579381274805e-09
1901,9.221419361438166e-08,1.676621730339889e-09
1902,7.905557275478259e-08,4.419255628107521e-09
1903,8.154332498122585e-08,2.1600881083827517e-09
1904,8.061937606385072e-08,1.0749250378694342e-09
1905,6.812202002492995e-08,3.6125313851442797e-09
1906,7.510509192343306e-08,2.0576738091193647e-09
1907,5.965698424148513e-08,0.0
1908,8.005564389179654e-08,1.964555629285769e-09
1909,9.076622831116765e-08,1.6502950117569526e-09
1910,7.321486528155674e-08,7.481810726517324e-09
1911,7.39532008964261e-08,2.128149656499545e-09
1912,7.65784911038736e-08,1.0418842455450772e-09
1913,7.848425020995364e-08,1.060597942803554e-09
1914,9.77724621264997e-08,1.3393487430235496e-09
1915,3.534228643076176e-08,0.0
1916,7.031975535198853e-08,3.2962386153911893e-09
1917,7.78616122687481e-08,2.1932848870420685e-09
1918,8.959373687389416e-08,2.2972752589112133e-09
1919,5.616787568385462e-08,6.4454939163738345e-09
1920,5.83061847692079e-08,3.028892692213958e-09
1921,5.073740805272564e-08,0.0
1922,1.0845565512340727e-07,8.115729421831475e-09
1923,7.643482824448711e-08,3.1847844361720945e-09
1924,7.992807304901817e-08,7.734974438733389e-09
1925,7.58874296735712e-08,3.299453377181294e-09
1926,5.5730692061217724e-08,4.458455382660986e-09
1927,7.135503921062991e-08,4.4596899506643695e-09
1928,7.76970789928555e-08,3.4278122562625413e-09
1929,6.907051819382559e-08,4.4561625500705304e-09
1930,5.882018161429414e-08,1.0503603542488804e-09
1931,4.1059283972799676e-08,0.0
1932,8.986819821643621e-08,0.0
1933,6.538277474987808e-08,3.4411986593596566e-09
1934,9.106000931069502e-08,1.1981580172459871e-09
1935,7.540019186791369e-08,0.0
1936,1.0063513222746678e-07,0.0
1937,9.569249748153652e-08,0.0
1938,1.063147543334253e-07,0.0
1939,1.1317597170545923e-07,6.117620188206274e-09
1940,9.889553531650108e-08,0.0
1941,9.444808402037097e-08,2.9515025978810172e-09
1942,1.0316319887238024e-07,0.0
1943,7.838735260889962e-08,2.9032352077962287e-09
1944,6.747690939334916e-08,0.0
1945,7.406913837826323e-08,4.357008087652048e-09
1946,6.821341180796026e-08,5.568441707737293e-09
1947,9.179070659115496e-08,0.0
1948,1.0763169111527304e-07,1.0871887834440486e-09
1949,5.79203480732815e-08,9.817008317369869e-10
1950,9.040057591391815e-08,2.1270722960764488e-09
1951,9.59526182953141e-08,0.0
1952,7.065018436946957e-08,0.0
1953,7.757155628951296e-08,0.0
1954,8.99073313576082e-08,3.9090144454689835e-09
1955,1.0230312774694994e-07,1.8771215692936494e-09
1956,8.372296100844778e-08,8.72114158667614e-10
1957,8.746687107930029e-08,8.835037701437898e-10
1958,1.0505749514777563e-07,3.3088973783179654e-09
1959,9.765942188266763e-08,4.650448692800069e-09
1960,8.927875061459645e-08,0.0
1961,1.153394464381563e-07,2.08444772553662e-09
1962,9.44951494830093e-08,2.5367825617905737e-09
1963,6.660034657102187e-08,0.0
1964,6.93572408394516e-08,1.8251904432275978e-09
1965,6.785333717118647e-08,0.0
1966,6.480717562595828e-08,4.431259692516676e-09
1967,6.360132775995453e-08,3.944268467392931e-09
1968,8.66843237190551e-08,2.6948494546985557e-09
1969,6.540131192167564e-08,3.1792304344691047e-09
1970,7.633883569724276e-08,9.197450023812337e-10
1971,6.268844998658096e-08,3.083038491169532e-09
1972,8.516043514816829e-08,5.130146862875051e-10
1973,5.733731978097012e-08,2.205281512956958e-09
1974,7.875800456247362e-08,5.06301445213353e-09
1975,7.253579958899081e-08,1.1422960355389478e-09
1976,9.370184272938786e-08,1.7140580066410394e-09
1977,7.22844193390415e-08,5.876781838942691e-10
1978,8.138610496644105e-08,1.1881182704343018e-09
1979,7.724604778047706e-08,5.851973350345929e-10
1980,5.1166354708698236e-08,2.8425752862659692e-09
1981,7.021360293180123e-08,2.5302198114474095e-09
1982,5.710902151179198e-08,1.2415004579935385e-09
1983,7.89414498214569e-08,5.68378455412244e-09
1984,7.016800385173383e-08,2.3196033982486597e-09
1985,8.361625702946185e-08,4.812446441349039e-09
1986,1.0490349389158382e-07,5.395036861699509e-09
1987,8.00517021559699e-08,1.2221633705067347e-09
1988,6.116485007368055e-08,3.597932174415064e-09
1989,8.726113875923147e-08,2.1952488715726304e-09
