year,veulent_VERB être_VERB,veulent_VERB etre_VERB,veulent_VERB mettre_VERB
1864,1.2432730045475182e-06,2.3973640850272204e-09,1.2082713851668814e-07
1865,1.2040108003930072e-06,4.706844247692743e-09,1.4120533364803123e-07
1866,1.1555830496945418e-06,2.919367858567057e-09,1.6737708108394145e-07
1867,1.1486604307719972e-06,1.455843445796745e-09,9.7056229719783e-08
1868,1.0635549188009463e-06,1.975949626142892e-09,1.1707501812452392e-07
1869,1.2770402690875926e-06,6.348574999037737e-09,1.6164447913524782e-07
1870,1.2408481779857539e-06,8.601073631098188e-09,1.5195229252640274e-07
1871,1.210814161822782e-06,3.18635318130589e-09,1.0621177182201791e-07
1872,1.138713969339733e-06,4.8378714367913744e-09,1.1852785064547788e-07
1873,9.858949852059595e-07,5.9860045809045914e-09,1.4186831265305955e-07
1874,9.248694823327241e-07,1.1949218281515073e-09,9.858104732529682e-08
1875,1.0825128811120521e-06,1.716458086775674e-09,9.898241870587299e-08
1876,9.673623253547703e-07,1.813804439976252e-09,1.2152489148320456e-07
1877,9.605018931324594e-07,1.8554447978047506e-09,9.277223966819292e-08
1878,9.396821951668244e-07,0.0,1.050801401447643e-07
1879,1.0165916819460108e-06,1.221865053580018e-09,1.4418007765470975e-07
1880,8.747524589125533e-07,0.0,1.0525268123728893e-07
1881,8.590129141339276e-07,1.3945015142624584e-09,1.1644087294371275e-07
1882,9.15781015464745e-07,5.324308105514319e-09,9.716862336972554e-08
1883,8.095072985270235e-07,1.8958017378167824e-09,9.794975142085605e-08
1884,8.773655508775846e-07,3.300848483434038e-09,1.0364664149165037e-07
1885,8.127946671265818e-07,5.156508553483263e-09,1.1666600840953834e-07
1886,8.557292972000141e-07,3.872078213618124e-09,9.68019548963639e-08
1887,8.513717943969823e-07,1.9586774424595887e-09,9.401651368534658e-08
1888,8.103305617623846e-07,6.340614699951175e-10,1.5914942252948094e-07
1889,9.6796361503948e-07,1.8795409673089125e-09,1.0776034997661554e-07
1890,8.428941100646625e-07,0.0,7.734175966334078e-08
1891,8.611571047367761e-07,1.2748440081367107e-09,1.2047276243265514e-07
1892,9.377694709655771e-07,6.268512375839919e-10,1.429220759519012e-07
1893,8.178377015610749e-07,6.158416554491453e-10,1.348693245972754e-07
1894,8.488173648402153e-07,0.0,1.2098955437522818e-07
1895,8.600600267527625e-07,1.8055843487019274e-09,1.053257534522345e-07
1896,8.391472192670335e-07,5.89702897624278e-10,1.0024949403941719e-07
1897,8.716763204574818e-07,3.4960281336537946e-09,1.3401441378846357e-07
1898,9.517352737020701e-07,1.13167097914868e-09,1.2504963819992554e-07
1899,9.617986052035121e-07,1.1055156790007459e-09,1.221594772005119e-07
1900,9.245265459867369e-07,2.07642125715779e-09,1.1316495829305495e-07
1901,8.66254538323119e-07,1.676621730339889e-09,1.0283279294753811e-07
1902,7.871184948271548e-07,4.910283846193408e-10,7.905556742571207e-08
1903,9.531388514005812e-07,1.6200660812870638e-09,1.1664475607631175e-07
1904,8.094185659501818e-07,1.0749250378694342e-09,1.3705293611110392e-07
1905,8.432680260739289e-07,1.5482277682110634e-09,1.3417972866136552e-07
1906,8.17410921172268e-07,2.572092316910357e-09,1.3477763616265293e-07
1907,9.431974490325956e-07,3.0857059130084963e-09,1.1468540606074384e-07
1908,9.08606978100579e-07,4.911389073214423e-10,9.871892103774371e-08
1909,9.65422600529564e-07,1.1001967115120692e-09,1.1442045888543362e-07
1910,9.73704231910233e-07,2.67207544979442e-09,1.234498796520711e-07
1911,1.1087660141129163e-06,3.1922244847493175e-09,1.133239706518907e-07
1912,8.887272429092263e-07,1.5628263128064646e-09,8.9081105159039e-08
1913,9.905984370561782e-07,1.060597942803554e-09,1.1666577393043553e-07
1914,9.167841881208005e-07,2.0090231700464756e-09,1.118356180995761e-07
1915,9.000502245726238e-07,0.0,4.5944972271172446e-08
1916,9.273417731492373e-07,4.394984820521586e-09,1.3404704191088967e-07
1917,1.1185752555320505e-06,3.289927441585405e-09,9.431124681213987e-08
1918,9.326937515652389e-07,2.2972752589112133e-09,1.2405286042849184e-07
1919,1.0644272379067843e-06,9.207848372660976e-10,1.3627615658151626e-07
1920,8.844366448101937e-07,2.2716695191604686e-09,1.1964125690155925e-07
1921,8.791959658083215e-07,1.5145494858259667e-09,1.1131938748576431e-07
1922,9.45851354572369e-07,2.2133805899215986e-09,1.0919344362037009e-07
1923,9.480041853748844e-07,4.246379248229459e-09,8.917396598917549e-08
1924,8.62449667238252e-07,0.0,1.418078738879558e-07
1925,8.963514801507699e-07,2.1996355847875293e-09,1.099817765748412e-07
1926,7.824589260962966e-07,3.343841648018042e-09,1.0142986184291658e-07
1927,8.373067998945771e-07,1.1149224876660924e-09,1.170668610939174e-07
1928,8.580956887271896e-07,1.1426041224282812e-09,8.341010016010841e-08
1929,8.110216072054754e-07,1.1140406375176326e-09,1.0137770090068443e-07
1930,7.594105113639671e-07,0.0,1.0293531715888093e-07
1931,7.014294283180789e-07,1.1405356659111021e-09,1.0492928481653507e-07
1932,7.299051389964006e-07,1.0959536611565568e-09,7.890866271509367e-08
1933,6.928279958628991e-07,0.0,9.291236580111217e-08
1934,7.716137702118431e-07,0.0,1.2700475338078832e-07
1935,6.893731665513769e-07,2.393656828303392e-09,1.1848601388919633e-07
1936,6.814089488216268e-07,1.2124714565686645e-09,9.457277627689109e-08
1937,7.340622119045292e-07,0.0,8.687871400070435e-08
1938,7.856920092308428e-07,1.2965214457594243e-09,1.1668692678767911e-07
1939,7.203497602858988e-07,0.0,9.176430637580779e-08
1940,6.516962116620562e-07,0.0,8.114505334333444e-08
1941,7.703421829319268e-07,0.0,1.121570960549434e-07
1942,8.829556463751942e-07,3.034211770724937e-09,6.978687139280737e-08
1943,7.809702537997509e-07,0.0,8.709705667797607e-08
1944,5.880130515834026e-07,6.4263723231761105e-09,8.996921252446555e-08
1945,7.886184789640538e-07,0.0,1.0674669681520754e-07
1946,8.213451678784622e-07,1.3921104269343232e-09,1.1693727230976947e-07
1947,7.796249406055722e-07,1.1920870957027319e-09,1.1682453759931377e-07
1948,7.001495987424278e-07,2.174377566888097e-09,1.2720109054953355e-07
1949,7.186050083873852e-07,0.0,1.0504199110528134e-07
1950,8.157322213264706e-07,2.1270722960764488e-09,1.276243324355164e-07
1951,7.441658453899436e-07,3.1984206394497505e-09,1.0981244003005486e-07
1952,6.548323199240258e-07,5.272402070488624e-09,7.27591498161928e-08
1953,6.701320671709254e-07,0.0,8.942276963352924e-08
1954,6.596461616936722e-07,9.772536113672459e-10,9.577085080536563e-08
1955,7.170604590100993e-07,5.631364707880948e-09,6.476069103200643e-08
1956,7.125172487576492e-07,1.744228317335228e-09,1.0465370081647052e-07
1957,6.149186333459511e-07,3.534015080575159e-09,9.01173820011536e-08
1958,6.626066806347808e-07,8.272243445794913e-10,9.430357295059366e-08
1959,7.525976002398238e-07,7.750747821333448e-10,6.89816559429346e-08
1960,7.61983756092377e-07,6.920833350854139e-10,1.1211749750827948e-07
1961,8.240517104241007e-07,0.0,9.518978316691573e-08
1962,7.458140771632316e-07,1.2683912808952869e-09,8.244543181490371e-08
1963,7.707535587542225e-07,3.879631726988464e-09,1.2867445775555097e-07
1964,7.611044452460192e-07,2.4335873316516654e-09,1.0464425770351227e-07
1965,7.60066825478134e-07,7.1136563306595235e-09,1.0998807198348004e-07
1966,7.372508434855263e-07,5.539074754423723e-10,1.0579632458984634e-07
1967,8.115332548186416e-07,9.860671168482327e-10,1.2523052816959535e-07
1968,8.758261174079962e-07,1.7965663401398047e-09,1.513607088554636e-07
1969,8.143371701407887e-07,0.0,1.2035658869535837e-07
1970,7.82243148478301e-07,2.2993624781975086e-09,1.2462544418667676e-07
1971,8.848320476317895e-07,2.0553589941130213e-09,1.1355858475781133e-07
1972,7.469494107681385e-07,1.5390440033513642e-09,1.1645433062312804e-07
1973,6.770214326934365e-07,5.513203782392395e-10,1.163286000860353e-07
1974,6.491909516626038e-07,2.812785782069227e-09,1.125114366118396e-07
1975,6.499664664261218e-07,2.2845920710778955e-09,1.222256713617753e-07
1976,7.461866289304453e-07,1.142705374768127e-09,1.1827000889752526e-07
1977,7.498773584302398e-07,3.526069214387917e-09,1.398674100983044e-07
1978,7.544551294813573e-07,2.3762365408686037e-09,1.306930101918624e-07
1979,7.666085366508923e-07,1.1703946700691858e-09,1.1996544913017715e-07
1980,6.890402346471092e-07,3.411090521154847e-09,1.449713380452522e-07
1981,6.894849207128573e-07,1.2651099057237047e-09,1.359993149208094e-07
1982,7.467625096069241e-07,2.483000915987077e-09,1.502215525306383e-07
1983,6.95316316523531e-07,3.157658134966823e-09,1.1114956066649029e-07
1984,7.155976504691353e-07,2.8995041922996734e-09,1.17719871184363e-07
1985,6.617113967877231e-07,4.210890747202711e-09,1.3835783363447263e-07
1986,6.971586685722286e-07,0.0,1.2948088112807454e-07
1987,7.051882562336687e-07,6.721898593298192e-09,1.5643691142486205e-07
1988,6.908030059094017e-07,5.396898483667201e-09,1.337231481102208e-07
1989,7.837038538127672e-07,3.2928733073589456e-09,1.7232703442005004e-07
1990,7.066900593599712e-07,5.44865097484859e-10,1.6999790375393786e-07
1991,7.555428851446777e-07,0.0,1.266076452566267e-07
1992,6.992119097048999e-07,3.30596661157756e-09,1.355446244133418e-07
1993,7.860135156079195e-07,2.2156829704300662e-09,1.4678899162845482e-07
1994,8.26053508262703e-07,1.0549853213248639e-09,1.3187316483254108e-07
1995,7.173902645263297e-07,2.1689803286761844e-09,1.6267352975773974e-07
1996,7.702867037551187e-07,1.6014276571496566e-09,1.6761609344939643e-07
1997,7.949935252327123e-07,1.917957792585412e-09,1.6062897145729949e-07
1998,8.015225034796458e-07,6.198567881199324e-09,1.6020914017644827e-07
1999,7.842465379326313e-07,2.285100553223174e-09,1.5675790621116903e-07
2000,7.837587645553867e-07,1.3254094488601709e-09,1.6965240945410187e-07
2001,7.947518270157161e-07,2.190605918883648e-09,1.7130538765286474e-07
2002,7.737237410765374e-07,8.76244299341522e-10,1.6604829511379648e-07
2003,7.542130333604291e-07,8.333845835650777e-10,1.7001045193865139e-07
2004,7.805290351825533e-07,3.0833537945085254e-09,1.687035080522037e-07
2005,7.814005584805273e-07,5.404499514582994e-09,1.5718086388005759e-07
2006,8.1493038806002e-07,1.6471559671771274e-09,1.2724279940812266e-07
2007,7.897085652075475e-07,1.997239706952314e-09,1.6097752109089924e-07
2008,7.642104264959926e-07,2.554463751636149e-09,1.5582229195842956e-07
2009,7.290566372830654e-07,4.76819250749827e-10,1.64979454098102e-07
2010,7.430526238749735e-07,1.4171379625338432e-09,1.4124141500815313e-07
2011,7.594408089062199e-07,3.823971805871906e-09,1.5793004592978832e-07
2012,7.564249244751409e-07,1.0212758416727752e-09,1.3174458501907793e-07
2013,7.126214427444211e-07,1.3945624655065103e-09,1.464290591002282e-07
2014,7.665676093893126e-07,0.0,1.281943582398526e-07
2015,8.321023869939381e-07,2.2165753954528356e-10,1.3831430578647996e-07
2016,8.148651886585867e-07,0.0,1.3111582575220382e-07
2017,6.887743779770972e-07,7.54683426862357e-10,1.2326495379966218e-07
2018,7.091289262461942e-07,1.5488800242380307e-09,1.2339410204731394e-07
2019,7.992244377419411e-07,2.55098775436835e-10,1.2091682322079578e-07
