year,petit_ADJ air_NOUN,petit_ADJ maire_NOUN
1941,4.810949008060561e-07,5.9030051957620344e-09
1942,6.341502398754528e-07,9.102635090130207e-09
1943,5.05162915942492e-07,5.806470415592457e-09
1944,4.884042823505297e-07,3.2131861615880553e-09
1945,6.949427984181966e-07,2.178504043826024e-09
1946,5.763337185271666e-07,6.960552134671616e-09
1947,6.067723461455898e-07,3.5762612871081956e-09
1948,5.490303465194302e-07,3.2615663503321457e-09
1949,5.340452275959251e-07,1.1780409758799237e-08
1950,5.860084115738573e-07,2.1270722960764488e-09
1951,4.925567509417306e-07,1.492596257701706e-08
1952,6.284703317760432e-07,8.435843135146115e-09
1953,5.45155671716202e-07,3.232148326759443e-09
1954,5.453075004879793e-07,1.9545072227344917e-09
1955,4.786659815181338e-07,2.815682353940474e-09
1956,5.939097604823473e-07,7.849027428008526e-09
1957,4.5500445366997155e-07,3.5340151360863103e-09
1958,5.037796313445142e-07,5.790570245522986e-09
1959,4.642697888357361e-07,0.0
1960,5.30135821463773e-07,7.61291657491725e-09
1961,4.995726499146258e-07,3.4740795795684676e-09
1962,5.12430062826752e-07,4.439369427622353e-09
1963,5.619000376100303e-07,3.233026624194224e-09
1964,5.262632498670428e-07,4.867174552281028e-09
1965,4.4925477027391025e-07,2.0793764266002768e-08
1966,5.450449407362612e-07,2.7695373772118614e-09
1967,4.881032396042428e-07,2.958201350544698e-09
1968,5.308853587848716e-07,8.982831700699023e-10
1969,4.051248083669634e-07,4.995933444718048e-09
1970,4.115858871500677e-07,1.1036940139597107e-08
1971,5.503223974301363e-07,3.596878239697787e-09
1972,4.663303627694404e-07,9.234264464197395e-09
1973,3.5284503496768593e-07,1.3783009622514442e-08
1974,3.707251607920625e-07,2.250228725575454e-09
1975,3.3697733670123853e-07,8.567220266542108e-09
1976,3.548100266925758e-07,1.4283817073579286e-08
1977,3.196969373675529e-07,5.876781672409237e-09
1978,4.199998215881351e-07,5.346532327976661e-09
1979,3.979342011461995e-07,1.7555919828993183e-08
1980,4.2922889065266645e-07,8.527726191864815e-09
1981,4.611325721270987e-07,1.2018544104375195e-08
1982,3.929349077225197e-07,7.449002636938928e-09
1983,4.117586058782763e-07,1.5788289786655696e-08
1984,4.2564721525195637e-07,1.1018116308214587e-08
1985,3.9221438896674954e-07,5.4140022465176685e-09
1986,4.615753823600244e-07,4.196139935519483e-09
1987,3.941476904856245e-07,6.110816852533674e-09
1988,3.747846051282977e-07,1.1393452181707175e-08
1989,3.7154586607357487e-07,1.3171493007391177e-08
1990,4.5278289917405345e-07,1.035243679670117e-08
1991,3.9330430467998667e-07,7.033758187002803e-09
1992,4.176537800049118e-07,2.0386793586624208e-08
1993,4.292885762424703e-07,9.41665256881663e-09
1994,4.436213316694193e-07,1.3187316461049647e-08
1995,4.408452412008046e-07,9.218166452384935e-09
1996,4.4359546791383764e-07,1.441284891434691e-08
1997,3.8263257806647744e-07,4.315405144339479e-09
1998,3.943242745663156e-07,5.721754847698435e-09
1999,3.3453872561040043e-07,9.140402323914998e-09
2000,3.591859467633185e-07,7.51065365456327e-09
2001,3.456776198618172e-07,1.4019877647708512e-08
2002,4.0219612174041686e-07,5.257465907071435e-09
2003,3.8544035874110705e-07,8.333845891161928e-09
2004,4.052407973631489e-07,9.250061716592484e-09
2005,4.3055845821982075e-07,3.6029997874109654e-09
2006,4.513207443324063e-07,9.059357708451898e-09
2007,5.752050356022664e-07,1.2382886493966794e-08
2008,7.322796022890543e-07,7.663391587975354e-09
2009,6.565800845237391e-07,1.2397300519495502e-08
2010,9.334215178569139e-07,2.3618964561933353e-09
2011,1.2106695521652e-06,1.1471915639660324e-09
2012,1.2772756008416764e-06,8.851056915171185e-09
2013,1.3507732319339993e-06,4.462600122767668e-09
2014,1.340627136414696e-06,7.795602788296385e-09
2015,1.4882086816214724e-06,7.758013967351651e-09
2016,1.5145637917157728e-06,5.385484141973151e-09
2017,1.3669831560036982e-06,4.779661527676282e-09
2018,1.495701781095704e-06,3.872200171617379e-09
2019,1.5211539903248195e-06,8.928457140289225e-09
