year,est_VERB annuel_ADJ,est_VERB manuel_ADJ
1853,5.4941772020811186e-08,1.1943863675867306e-09
1854,3.3771819119010615e-08,6.234797567117312e-09
1855,5.094659627502551e-08,1.0613874223963649e-09
1856,9.940202971847611e-08,9.836659486950339e-09
1857,1.0641689840440449e-07,0.0
1858,1.8253410871693632e-07,1.9574704079872163e-09
1859,4.53203412575931e-08,4.582956236731661e-09
1860,4.943358788978003e-08,4.577183909670879e-10
1861,3.7256114637784776e-08,9.431927461278633e-10
1862,5.2860439581081664e-08,1.8071945051545413e-09
1863,8.940371287735616e-08,1.9978483312144135e-09
1864,6.760566151342573e-08,1.9178911792039344e-09
1865,4.989254875908955e-08,4.706844358715045e-10
1866,5.060237384668653e-08,2.919367858567057e-09
1867,9.220342178650753e-08,1.455843445796745e-09
1868,7.212216246443859e-08,9.87974813071446e-10
1869,7.374114119329533e-08,0.0
1870,8.715754518107133e-08,6.880858549607183e-09
1871,1.2426777118434984e-07,1.0621177271019633e-09
1872,9.071008832961525e-08,4.8378714367913744e-09
1873,7.003625057677709e-08,1.1972008939764578e-09
1874,7.766991672042423e-08,4.182226565063729e-09
1875,7.724061390490533e-08,3.432916173551348e-09
1876,1.0640985692589311e-07,3.627608879952504e-09
1877,4.576763856789512e-08,5.566334504436554e-09
1878,9.722932503564152e-08,7.2469061862534545e-09
1879,8.186496103235186e-08,2.443730107160036e-09
1880,5.583526174746112e-08,1.2835692508872398e-09
1881,5.020205406935929e-08,1.3945015142624584e-09
1882,1.2911446845009777e-07,2.6621540527571597e-09
1883,1.7378181382809998e-07,3.159669414998234e-09
1884,1.4193648212312837e-07,2.6406787867472303e-09
1885,1.7854411282769433e-07,1.933690763067375e-09
1886,1.400401714590771e-07,2.5813855497602844e-09
1887,1.7562807386184431e-07,2.6115698492645834e-09
1888,1.2871447552242898e-07,4.4384300679212174e-09
1889,1.0650732207295732e-07,3.132568426877924e-09
1890,1.3829755118877074e-07,1.3108772956016423e-09
1891,9.242619114502304e-08,1.9122659011827636e-09
1892,1.6674242431236053e-07,6.268512375839919e-09
1893,1.361010077971514e-07,3.695050043717174e-09
1894,1.1279755085524812e-07,1.071261657159539e-08
1895,1.2157600792761514e-07,1.8055843487019274e-09
1896,8.668632744956994e-08,2.948514543632541e-09
1897,7.516460698298033e-08,1.1653427112179315e-09
1898,8.544115814856923e-08,4.52668391659472e-09
1899,1.321091218642323e-07,1.1055156790007459e-09
1900,9.291984781611973e-08,3.633737311048435e-09
1901,1.0842153841394975e-07,6.147612641171918e-09
1902,1.0409802086996933e-07,6.874397495693074e-09
1903,6.804277319361063e-08,5.400220270956879e-09
1904,1.0588011889467452e-07,6.449550227216605e-09
1905,6.967025001358707e-08,3.096455536422127e-09
1906,1.6770042066127644e-07,5.144184633820714e-09
1907,8.588548183752209e-08,4.114274698707732e-09
1908,1.0412144746396734e-07,1.964555629285769e-09
1909,1.353241998458543e-07,2.7504918342913243e-09
1910,9.031614922605513e-08,2.137660271017694e-09
1911,9.25745098356856e-08,5.3203743632934675e-09
1912,8.699733200501214e-08,5.730363294986773e-09
1913,1.0765069191620569e-07,6.893886794756554e-09
1914,1.2522910708412383e-07,6.696743715117748e-10
1915,3.1101211561690434e-07,0.0
1916,2.4282292088173563e-07,6.592477230782379e-09
1917,1.4914337498339592e-07,2.1932848870420685e-09
1918,1.6080926457107125e-07,1.1486376294556067e-09
1919,1.3995929748489289e-07,8.287063479883727e-09
1920,1.2418459505170176e-07,5.300562211374427e-09
1921,6.815472630705699e-08,6.815472630705699e-09
1922,6.56636274243283e-08,7.377935484775833e-10
1923,4.564857647437748e-08,1.3800733000834953e-08
1924,5.801231139912488e-08,5.156649773851996e-09
1925,6.158979459769398e-08,8.798542339150117e-09
1926,6.464760105018286e-08,5.57306911730393e-09
1927,5.0171511389862644e-08,7.804457524684949e-09
1928,6.170062505361784e-08,2.2852082448565625e-09
1929,4.3447585085232276e-08,1.1140406375176326e-09
1930,5.3568378177715203e-08,5.2518016602221e-09
1931,6.729160162421977e-08,5.7026783295555106e-09
1932,4.822195975862087e-08,3.287861094491973e-09
1933,3.0970788600370724e-08,1.8353059516584835e-08
1934,5.990790441501304e-08,1.0783422155213884e-08
1935,5.864459140525469e-08,7.180970484910176e-09
1936,5.941110003959693e-08,6.0623572828433225e-09
1937,5.9178255185088346e-08,2.5182236296217297e-09
1938,5.315737894306949e-08,3.8895642262559704e-09
1939,5.047036566452334e-08,6.117620188206274e-09
1940,6.085878823114399e-08,2.5357829169792012e-09
1941,4.132103725851266e-08,5.9030051957620344e-09
1942,6.675266206457309e-08,3.034211770724937e-09
1943,4.3548528338988035e-08,0.0
1944,4.177142187700156e-08,3.2131861615880553e-09
1945,5.446259976338297e-08,2.178504043826024e-09
1946,6.26449718765798e-08,1.1136883415474585e-08
1947,6.07964452115084e-08,1.0728784083369192e-08
1948,6.631851334759631e-08,4.348755133776194e-09
1949,6.381055328574803e-08,1.1780409536754632e-08
1950,6.274863295629984e-08,6.381216888229346e-09
1951,7.249753508631329e-08,2.1322803522849654e-09
1952,7.27591498161928e-08,9.490323193972472e-09
1953,5.925604895651304e-08,1.1851209791302608e-08
1954,8.502106396690579e-08,4.886268278880834e-09
1955,6.569925403709931e-08,6.569925492527773e-09
1956,5.843164885277474e-08,1.3081712602058815e-08
1957,7.509782307124624e-08,1.5903067307476704e-08
1958,7.362296372548371e-08,9.926692356998501e-09
1959,5.348016074435691e-08,1.007597205671118e-08
1960,6.22874978262189e-08,7.612916519406099e-09
1961,7.017640513140577e-08,4.86371165564492e-09
1962,7.29325009274362e-08,1.9025868880362395e-08
1963,7.759263809248296e-08,1.681173777967615e-08
1964,7.726639950078606e-08,1.034274621503073e-08
1965,6.292849974443016e-08,1.9699356812452606e-08
1966,6.148373188352707e-08,1.5509408868297214e-08
1967,5.6205823995014725e-08,2.465167803222812e-08
1968,4.356673244387821e-08,1.2126823101255013e-08
1969,5.94970259726324e-08,2.0892086283197386e-08
1970,5.196559271780643e-08,1.103694025061941e-08
1971,5.960541216154525e-08,9.24911525146399e-09
1972,5.181448159419233e-08,1.6929485369132635e-08
1973,5.458071683506205e-08,1.1026407342740185e-08
1974,5.62557183059198e-08,1.4626486688484874e-08
1975,5.997053875717029e-08,2.8557401776652114e-08
1976,4.285145038807059e-08,1.5997875024709174e-08
1977,5.641710743020667e-08,1.8218024422367307e-08
1978,5.1089084962541165e-08,1.544553818177974e-08
1979,6.261611673608058e-08,1.580032815695631e-08
1980,6.594774504264933e-08,1.193881615790815e-08
1981,7.147870917378896e-08,2.0874313833019187e-08
1982,6.579952582796977e-08,2.110550845202397e-08
1983,7.957298464589257e-08,2.3366668600033336e-08
1984,8.002631801673488e-08,1.6237223121606803e-08
1985,8.000692020004863e-08,1.3234227935754461e-08
1986,6.354154891141661e-08,1.558566253834215e-08
1987,7.760737474882262e-08,1.649920555735207e-08
1988,6.776105720973646e-08,1.2592763276586538e-08
1989,7.463846429800469e-08,7.683371272548811e-09
1990,6.974273247806195e-08,1.8525414091641323e-08
1991,6.447611866633451e-08,9.96449056600568e-09
1992,7.493524378787697e-08,1.2121876835635703e-08
1993,5.206855036021807e-08,1.772546376344053e-08
1994,5.6969206241319625e-08,1.0549853435293244e-08
1995,6.290042620094027e-08,1.4098372247417501e-08
1996,6.672615171510188e-08,2.028474987980644e-08
1997,6.521056405972558e-08,1.5823152565985765e-08
1998,5.2449422582867555e-08,2.288702027897216e-08
1999,4.433094957789763e-08,1.553868322901053e-08
2000,5.655080315136729e-08,1.2812291672048559e-08
2001,5.301266270407723e-08,1.4019877703219663e-08
2002,5.47652696525347e-08,2.102986229601811e-08
2003,3.666892212095263e-08,1.6667691227212345e-08
2004,5.5059889092490266e-08,8.80958239690699e-09
2005,4.2785622156316094e-08,1.0358624180639708e-08
2006,3.500206346984669e-08,1.4000825387938676e-08
2007,4.0344243501522215e-08,8.38840730210677e-09
2008,4.001993403335291e-08,2.2138685551453818e-08
2009,3.4330987830344384e-08,1.5735034608610476e-08
2010,2.220182793166714e-08,2.0312310056169736e-08
2011,3.938691151006424e-08,1.7207874236646603e-08
2012,2.3489343803362317e-08,2.3489343803362317e-08
2013,2.398647502843687e-08,1.840822605458925e-08
2014,1.9922095972901843e-08,1.645738301192523e-08
2015,6.006919051060322e-08,1.3077794847049518e-08
2016,3.0034431830472386e-08,1.3463710146766061e-08
2017,2.2892063356039216e-08,1.2578056818313144e-08
2018,1.6005094138904497e-08,1.8070267060465994e-08
2019,2.1173198305746155e-08,1.4540630033366142e-08
