year,doivent_VERB être_VERB,doivent_VERB etre_VERB,doivent_VERB mettre_VERB
1826,4.560774323181249e-05,5.372870370834448e-08,2.1491482016244845e-07
1827,5.649911690852605e-05,5.530363844652442e-08,2.0001482425868744e-07
1828,5.135755054652691e-05,6.237164740241496e-08,2.5040381501639786e-07
1829,5.1530791097320616e-05,9.859152588775899e-08,2.3147575234361284e-07
1830,5.54957878193818e-05,7.931995327226105e-08,2.49440375910126e-07
1831,5.281833000481129e-05,9.822459823283225e-08,2.556957667820825e-07
1832,5.8471116062719375e-05,8.253281391645828e-08,2.083615271430972e-07
1833,5.355690518626943e-05,7.761030984543282e-08,2.745319989116979e-07
1834,5.5073731346055865e-05,1.1014746537085784e-07,2.7816901138066896e-07
1835,4.850510958931409e-05,9.529490796467144e-08,2.102538445569735e-07
1836,4.624884240911342e-05,1.1626897444827478e-07,2.3724247455447767e-07
1837,4.659003752749413e-05,1.0854309673291596e-07,2.776198471110547e-07
1838,4.436439849087037e-05,1.218247216439039e-07,3.0172134302119957e-07
1839,5.020159005653113e-05,1.8597324658031766e-07,2.761632629244559e-07
1840,4.9882306484505534e-05,1.6306403693988614e-07,2.4204817350437224e-07
1841,4.9756039516068995e-05,1.5088289551101752e-07,2.638845444380422e-07
1842,4.841690315515734e-05,1.140405094801622e-07,2.643056404849631e-07
1843,4.837287633563392e-05,1.2995204135002325e-07,2.457275058986852e-07
1844,5.026589133194648e-05,1.3831174117129308e-07,2.3765470302805625e-07
1845,5.089112164569087e-05,1.5234021655263774e-07,2.2767329710404738e-07
1846,4.9645586841506884e-05,1.340680795269833e-07,2.2715465775036137e-07
1847,5.2760289690922946e-05,1.8498756837459496e-07,2.712791626890976e-07
1848,5.2745279390364885e-05,1.198738023289181e-07,1.689496542667257e-07
1849,5.624514597002417e-05,1.4915358947931168e-07,1.7931948548266519e-07
1850,4.7546735004289076e-05,1.167707299742915e-07,1.8262399237300997e-07
1851,4.944720058119856e-05,1.4575731843713413e-07,1.7348990866139502e-07
1852,5.380380025599152e-05,1.49091486489894e-07,2.7148973913426744e-07
1853,4.662944047595374e-05,1.2003582794406498e-07,1.9587936606058065e-07
1854,4.6489247324643657e-05,1.4807643755609945e-07,1.797699837879918e-07
1855,4.519175490713678e-05,1.204674759947011e-07,1.8945765134503745e-07
1856,4.9679270887281746e-05,1.4806761772234722e-07,2.3297351958717627e-07
1857,4.1862844227580354e-05,1.386348515985958e-07,1.8647364186108462e-07
1858,4.3366777390474454e-05,1.4974648498977672e-07,2.1140679962172726e-07
1859,4.329722287366167e-05,1.0388033855335266e-07,1.9146571617056907e-07
1860,4.265981260687113e-05,1.0756382290422195e-07,1.5379337980903074e-07
1861,4.480967254494317e-05,7.875659147060787e-08,2.3108222535483947e-07
1862,4.483242810238153e-05,1.4141296855729735e-07,2.3493528544804576e-07
1863,4.482122676563449e-05,1.1437681846082626e-07,2.422391105483257e-07
1864,4.338893268140964e-05,1.0884032652924702e-07,1.778844023192505e-07
1865,4.484587043407373e-05,1.0072647271819335e-07,2.2310442204798164e-07
1866,4.163067205809057e-05,1.0753004353603046e-07,1.430490215170721e-07
1867,4.279840140952729e-05,1.0239432413072791e-07,1.7373065475112526e-07
1868,4.455766247701831e-05,1.4967817985045428e-07,1.4029242834112665e-07
1869,4.49371655122377e-05,1.2697149176510436e-07,2.4515264840374584e-07
1870,4.537352651823312e-05,1.708746535378225e-07,2.3910982349661936e-07
1871,4.970923328073695e-05,1.54007066877071e-07,1.5613130699421163e-07
1872,4.52147469331976e-05,1.7174443722733912e-07,2.0560953828407946e-07
1873,4.832501508644782e-05,1.4246691310004778e-07,2.424331739803165e-07
1874,4.536042615654878e-05,1.1053026688356837e-07,1.4578046148017165e-07
1875,4.33085260738153e-05,1.1214193307296227e-07,1.893825469778676e-07
1876,4.763413380715065e-05,1.1668808830300748e-07,1.8561264880645467e-07
1877,4.622407868737355e-05,1.1070820837844053e-07,1.7874118896088476e-07
1878,4.6005174226593226e-05,1.0447623294274067e-07,1.890234813117786e-07
1879,4.447711035027169e-05,2.0588426252743375e-07,1.606752562111069e-07
1880,4.53581269539427e-05,1.5017760657265455e-07,1.7199828050706856e-07
1881,4.619913670467213e-05,1.7500993920727126e-07,1.5757866833610024e-07
1882,4.4881253415951505e-05,1.0715169818098502e-07,1.843541639345858e-07
1883,4.421957419253886e-05,8.657494687813738e-08,1.8515663668949855e-07
1884,4.497207919484936e-05,1.076076632244849e-07,1.287330917421059e-07
1885,4.7961973905330524e-05,2.043266552065326e-07,1.3278010158046527e-07
1886,4.6197121264413e-05,1.3358669853635874e-07,1.413308581277306e-07
1887,5.059851173427887e-05,1.4559502248268075e-07,2.180660771955445e-07
1888,4.941621591569856e-05,1.8704813453673808e-07,1.6295379623443296e-07
1889,4.6492325054714456e-05,8.64588898252805e-08,1.973518095610416e-07
1890,5.3698779083788395e-05,1.4681825710738394e-07,1.6910317413021403e-07
1891,5.514847725862637e-05,1.6700457017293502e-07,1.9441371534867358e-07
1892,5.12513579451479e-05,1.1847488257110683e-07,1.4229523515041365e-07
1893,5.304613659973256e-05,1.582713062830976e-07,1.5334457259541523e-07
1894,5.293167123454623e-05,1.5564802158252178e-07,1.4619571686580457e-07
1895,5.205800698604435e-05,1.2940020965857002e-07,1.5768769401347527e-07
1896,5.1354276365600526e-05,1.3268315335324132e-07,1.775005671333929e-07
1897,5.3020179620943964e-05,1.369277747853559e-07,1.8470682050519827e-07
1898,5.227414658293128e-05,1.0411372763918791e-07,1.6748730047311255e-07
1899,5.0800103053916246e-05,1.4205876475159585e-07,1.4095324729623826e-07
1900,5.085051816422492e-05,1.4275396675866858e-07,1.7130474816440255e-07
1901,5.083460928290151e-05,1.6319117102092662e-07,1.6375004463498044e-07
1902,5.240795144345611e-05,1.5811113485142414e-07,1.448533737402613e-07
1903,5.3118725190870464e-05,1.4364585387838247e-07,1.5606636338816315e-07
1904,5.386933116824366e-05,1.386653289969786e-07,1.445774131525468e-07
1905,5.3523264796240255e-05,1.4346909760210025e-07,1.4966201433708193e-07
1906,5.337811671779491e-05,1.5329669444952287e-07,1.5226785876620852e-07
1907,5.5046937632141635e-05,2.0931372723964614e-07,1.4914245127783943e-07
1908,5.2572981076082215e-05,1.1885561912450271e-07,1.6649609335672721e-07
1909,5.202169995754957e-05,2.0958747953825352e-07,1.705304839560995e-07
1910,5.2058974688407034e-05,1.5818685872304172e-07,1.9399267614517157e-07
1911,5.332451473805122e-05,1.495025121478477e-07,1.7504031291082356e-07
1912,5.3310610383050516e-05,2.1775381098265711e-07,2.125443927525339e-07
1913,5.2731869800481945e-05,2.2855885850603386e-07,2.0999839023261302e-07
1914,5.446930299513042e-05,1.774637103935106e-07,2.1496546764865343e-07
1915,5.8035566325997934e-05,1.5786221385649668e-07,1.7788950401609327e-07
1916,5.72732460568659e-05,3.3401884680372973e-07,2.0986053073102084e-07
1917,6.035700789652765e-05,3.2570280483756875e-07,2.862236669898266e-07
1918,5.565034371102229e-05,2.9634850573501126e-07,2.1020068174948392e-07
1919,5.658038571709767e-05,2.099389446730271e-07,1.9336481216214452e-07
1920,5.885214341105893e-05,2.1883749568019084e-07,1.332712713519868e-07
1921,5.78966828470584e-05,2.7489074305719896e-07,1.696295441888651e-07
1922,5.491176125360653e-05,1.5862561342228076e-07,1.4903429246260202e-07
1923,5.291413253871724e-05,3.5138788234689855e-07,1.6985516992917837e-07
1924,5.1334449381101876e-05,1.5985613854851977e-07,1.8177190952428646e-07
1925,5.147807314642705e-05,3.574407738682339e-07,1.53974497152376e-07
1926,5.2151666750432923e-05,3.4330105069813044e-07,1.2595135956416925e-07
1927,4.9569454859010875e-05,4.4596899995141825e-07,1.4605484466301277e-07
1928,5.705136572942138e-05,1.8967227921606877e-07,1.748184246253004e-07
1929,5.195440098759718e-05,1.1920234954665432e-07,1.3591295555670513e-07
1930,5.326377504388802e-05,1.712087330796308e-07,1.7225909232365666e-07
1931,5.516428791452199e-05,2.0871802153266117e-07,1.7336142832391488e-07
1932,5.214547491050325e-05,1.1617108963690725e-07,1.775444928853176e-07
1933,5.364140452002175e-05,1.4797154879175878e-07,1.571480652273749e-07
1934,5.410162702901289e-05,1.485715888094319e-07,1.7373291427702497e-07
1935,5.4513140639755875e-05,1.8191791362198728e-07,1.8311475002974476e-07
1936,5.2948627853766084e-05,2.2673216726332157e-07,1.830831877214223e-07
1937,5.647997750202194e-05,2.2664012699902258e-07,1.5864809199683805e-07
1938,5.574523675022647e-05,2.800486340603925e-07,1.711408259552627e-07
1939,5.690763282473199e-05,5.781151131145634e-07,2.3705777607574419e-07
1940,5.412374957813881e-05,2.535782828161359e-07,1.4200384157447843e-07
1941,5.358157795853913e-05,2.2136269706152234e-07,1.9184767552360427e-07
1942,5.017676085117273e-05,1.9722376976005762e-07,1.9418955332639598e-07
1943,4.488111153477803e-05,1.5096823369198376e-07,1.683876433844489e-07
1944,4.9971469707088545e-05,4.1771419567737667e-07,1.8636480092482088e-07
1945,4.598604209604673e-05,5.184839348970627e-07,1.6992331097753777e-07
1946,5.066864468972199e-05,1.6844535544180417e-07,1.3781892960196274e-07
1947,5.1408755098236725e-05,3.1947935519305304e-07,1.6450802320377989e-07
1948,5.1276172598591074e-05,2.043914895111243e-07,1.5329361247040652e-07
1949,5.622396929538809e-05,3.131625518904002e-07,2.552422131429921e-07
1950,5.446687646326609e-05,1.776105378326065e-07,1.7867407109406486e-07
1951,5.4615164117421955e-05,5.170779755481192e-07,1.7164856558338215e-07
1952,5.578833952313289e-05,3.2267101124361375e-07,1.8664303524928982e-07
1953,5.3870215197093785e-05,2.8227427550930884e-07,1.4005975401687465e-07
1954,5.2725765272043645e-05,3.664701004879589e-07,1.641786013806268e-07
1955,5.0589365855557844e-05,3.622844535478009e-07,1.4266123571360367e-07
1956,5.3901887440588325e-05,3.5146199284241675e-07,1.6046899986577046e-07
1957,5.391228478401899e-05,2.5621610211246093e-07,1.9172031784364663e-07
1958,5.603948739008047e-05,2.5643954382204015e-07,1.9687939811774413e-07
1959,5.686026270268485e-05,4.1621514901279966e-07,1.875680908369759e-07
1960,5.449049058370292e-05,3.384287401431152e-07,1.5087417182257923e-07
1961,5.4896016081329435e-05,3.3698573709273205e-07,1.7509361782686028e-07
1962,5.372397936298512e-05,3.8241996769272646e-07,1.6679345549164282e-07
1963,5.248172237770632e-05,3.3623475825805826e-07,1.8234270271477726e-07
1964,5.342880103853531e-05,3.370518379952614e-07,2.3058240117279638e-07
1965,5.454478014144115e-05,3.9453433675618044e-07,2.0793764576865215e-07
1966,5.289705586619675e-05,3.1018819779404794e-07,1.6838787075812434e-07
1967,5.1016646466450766e-05,2.2235813990079123e-07,2.0460892358187266e-07
1968,4.998272197553888e-05,3.058654236554048e-07,2.0391027533150918e-07
1969,5.521914499695413e-05,2.575176742958263e-07,2.1573349329173652e-07
1970,5.7411401940044016e-05,2.9523815392451525e-07,2.0004453915589693e-07
1971,5.5893433454912156e-05,2.327694126336155e-07,2.1272965966545598e-07
1972,5.6540375226177275e-05,3.7193563873216817e-07,2.4676006660229177e-07
1973,5.29190365341492e-05,2.789681108339437e-07,2.4974812617983844e-07
1974,5.991233774693683e-05,3.4822287986457923e-07,2.677772101833398e-07
1975,5.560411591432057e-05,3.952344407309738e-07,2.2674576882764086e-07
1976,5.022704499424435e-05,2.702498171913703e-07,2.091150861360802e-07
1977,4.869325130130164e-05,2.803224887770739e-07,2.062750468212471e-07
1978,4.594869096763432e-05,3.5465330938677653e-07,1.859405074355891e-07
1979,4.865389200858772e-05,3.1659174837272985e-07,1.8082597819102375e-07
1980,4.52862041129265e-05,3.6271261194542603e-07,1.8647294552920357e-07
1981,4.399103272589855e-05,3.7194230984027854e-07,1.8723626737937593e-07
1982,4.628065289580263e-05,3.7679539488522096e-07,1.874665684908905e-07
1983,4.617253944161348e-05,2.9745138085957024e-07,1.9893245450930408e-07
1984,4.6654182369820774e-05,2.7139360891936803e-07,2.041251008222389e-07
1985,4.8010770115070045e-05,2.4363009920591594e-07,2.2197409066393448e-07
1986,4.5504140871344134e-05,2.493706094952586e-07,2.080086431988093e-07
1987,4.6184330130927265e-05,2.3282211891739735e-07,2.1876724076719256e-07
1988,4.772837201016955e-05,2.7584147055392805e-07,2.5065594400075497e-07
1989,4.809021993423812e-05,2.6233223682226026e-07,2.3214757050027401e-07
1990,4.7742712922627106e-05,2.7461200424738763e-07,2.7624659537650587e-07
1991,4.371480827103369e-05,2.215633863045241e-07,2.127711837829338e-07
1992,4.292962694307789e-05,1.8182815875178449e-07,2.1984676834563288e-07
1993,4.225805969326757e-05,1.8279384406127974e-07,2.786221386941179e-07
1994,4.330450974521227e-05,1.3820307565026724e-07,2.70603720764484e-07
1995,4.380581231089309e-05,2.478060068256127e-07,2.7058030127591337e-07
1996,4.2067902541020885e-05,2.0551655310896422e-07,2.530255756028055e-07
1997,4.0858256397768855e-05,4.871612846457651e-07,2.555678690896457e-07
1998,4.1310595406685024e-05,9.87479562120086e-07,2.922863302501355e-07
1999,4.22665907535702e-05,6.384570836459602e-07,3.080315593706473e-07
2000,4.3566207750700414e-05,2.3327206033485481e-07,3.2605072419755743e-07
2001,4.481366340769455e-05,1.4238938739197238e-07,3.0668482509099704e-07
2002,4.693953087553382e-05,1.1128302368490495e-07,3.294678663223749e-07
2003,4.680746133089997e-05,1.1000676569672407e-07,3.521049904975371e-07
2004,4.8071688070194796e-05,1.532867317521891e-07,3.1274018397198233e-07
2005,4.7988803999032825e-05,1.6844023664752683e-07,3.33727854240351e-07
2006,4.548085780697875e-05,1.5153835075665256e-07,3.323137036659318e-07
2007,4.132328831474297e-05,8.428351350175944e-08,3.015832135133678e-07
2008,4.230915874359198e-05,1.2389148773550573e-07,3.1547628509542847e-07
2009,4.358700243756175e-05,1.1968163482478644e-07,2.994424903590698e-07
2010,4.1627008613431826e-05,7.132927404285283e-08,3.4625404055077524e-07
2011,4.2453353671589866e-05,1.6137161451545978e-07,3.2159604756998306e-07
2012,3.555912189767696e-05,2.9957423208770706e-08,2.845955293651059e-07
2013,3.4725166187854484e-05,2.2591912340885756e-08,3.0708267217960383e-07
2014,2.959730409202166e-05,1.86228280574241e-08,2.3906514456939476e-07
2015,3.290905078756623e-05,7.758013853553791e-08,2.531328959776147e-07
2016,3.150114571326412e-05,5.1576368065298084e-08,2.570533013113163e-07
2017,3.1715822842670605e-05,2.4652990759932436e-08,2.6564856625554967e-07
2018,2.856444552890025e-05,1.8328414341794996e-08,2.447230542657053e-07
2019,3.0139410228002816e-05,1.4795729141869884e-08,2.405581369657739e-07
