year,voulut_VERB être_VERB,voulut_VERB etre_VERB,voulut_VERB mettre_VERB
1878,6.328965014290588e-07,4.22736201599605e-09,2.7115507350572443e-07
1879,6.237621050786402e-07,1.832797580370027e-09,2.9508041166081966e-07
1880,6.225311039997905e-07,1.9253538763308597e-09,2.624899195780017e-07
1881,5.145710701981443e-07,2.7890030285249168e-09,2.6146904019697104e-07
1882,5.597178756033827e-07,6.655385131892899e-10,2.262830918198233e-07
1883,4.6131174258334795e-07,1.2638677882037541e-09,2.6667609631658706e-07
1884,4.951272671860352e-07,6.601696966868076e-10,2.5548567350597295e-07
1885,5.291867068990541e-07,1.933690763067375e-09,2.3075375565895229e-07
1886,4.6723079094590503e-07,6.453463874400711e-10,2.0909223508169816e-07
1887,4.250329936894559e-07,1.3057849246322917e-09,2.0827269509027246e-07
1888,5.06615094764129e-07,6.340614699951175e-10,2.4538178422517376e-07
1889,4.022217865440325e-07,0.0,1.860745584281176e-07
1890,4.94856180921488e-07,0.0,1.8352281472289178e-07
1891,4.487450837586948e-07,1.9122659011827636e-09,1.874020654213382e-07
1892,4.695115762842761e-07,1.8805537127519756e-09,2.576358610895113e-07
1893,4.033762763810955e-07,6.158416554491453e-10,2.081544749898967e-07
1894,3.96366829136241e-07,0.0,2.1677294625987997e-07
1895,4.556091255381034e-07,2.4074457982692365e-09,2.2509618702315493e-07
1896,4.5996824837857275e-07,5.89702897624278e-10,2.0344749884770863e-07
1897,3.8339774732776277e-07,1.1653427112179315e-09,1.9344689405897952e-07
1898,4.826576969207963e-07,1.13167097914868e-09,2.0030576308727177e-07
1899,4.07382515277277e-07,1.6582735185011188e-09,1.4979737272824423e-07
1900,4.531789272732567e-07,2.5955265714472375e-09,1.7545760044868075e-07
1901,4.213909221562062e-07,1.1177477832191585e-09,1.7436865107356425e-07
1902,3.466660416506784e-07,9.820567692386817e-10,1.4534440140323568e-07
1903,3.7423527032842685e-07,0.0,1.2420507289334637e-07
1904,3.26777211512308e-07,1.0749250378694342e-09,1.4941457493478083e-07
1905,4.0821603874974244e-07,1.0321518084666081e-09,1.6153175863564684e-07
1906,3.657515321719984e-07,2.0576738091193647e-09,1.6564274574193405e-07
1907,3.3942765753636195e-07,2.057137349353866e-09,1.4862817465655098e-07
1908,4.15994662716912e-07,1.4734167219643268e-09,1.915441742994517e-07
1909,4.6153252242220333e-07,2.7504918342913243e-09,1.9638511616903997e-07
1910,4.1417166585233645e-07,2.137660271017694e-09,1.7796021722915611e-07
1911,4.0009214785641234e-07,5.320374141248863e-10,1.7291216636294848e-07
1912,3.8289246617750905e-07,0.0,1.8545539148817625e-07
1913,3.971939293023752e-07,0.0,1.6333208918695163e-07
1914,4.2993093529730686e-07,3.3483718020477227e-09,1.5670380548726826e-07
1915,3.0040942533560155e-07,0.0,8.599955947374838e-08
1916,3.450062990850711e-07,2.197492410260793e-09,9.339342454950383e-08
1917,3.158330343921989e-07,0.0,1.1295416868506436e-07
1918,3.641181365310331e-07,0.0,1.366878734643251e-07
1919,3.7383864537332556e-07,9.207848372660976e-10,1.2522673387138639e-07
1920,3.6270989767217543e-07,1.514446346106979e-09,1.0828291152620295e-07
1921,3.566763950857421e-07,2.2718242842501013e-09,1.1586303827471056e-07
1922,3.858660306832462e-07,1.4755870969551665e-09,1.601011945240316e-07
1923,4.0871401552067255e-07,2.1231896241147297e-09,1.4650008495209477e-07
1924,3.532305186126905e-07,1.289162443462999e-09,1.572778245417794e-07
1925,4.476258368413255e-07,1.0998177923937646e-09,1.759708538884297e-07
1926,3.5890565186491585e-07,1.1146138456652466e-09,1.2037828867050848e-07
1927,4.180959365385206e-07,1.1149224876660924e-09,1.8173236071561405e-07
1928,3.439238298597047e-07,0.0,1.5882197601513326e-07
1929,3.7097552763043495e-07,1.1140406375176326e-09,1.8381670940925687e-07
1930,3.6132396985522064e-07,0.0,1.90115230225274e-07
1931,3.353174804487935e-07,2.2810713318222042e-09,1.4256696090342302e-07
1932,3.550889857706352e-07,0.0,1.3041848490047414e-07
1933,3.108549435637542e-07,0.0,1.387950163689311e-07
1934,2.7917081979467184e-07,1.1981580172459871e-09,1.4258080227591563e-07
1935,3.123722080999869e-07,1.196828414151696e-09,1.2207650001982984e-07
1936,3.06755282508675e-07,0.0,1.200346702034949e-07
1937,2.669316927494947e-07,0.0,9.191516170403702e-08
1938,2.7356603027328674e-07,1.2965214457594243e-09,1.1279736611413682e-07
1939,2.61528271039424e-07,0.0,8.258787431714154e-08
1940,3.0682971896567324e-07,0.0,9.382397081481031e-08
1941,2.0660517918713595e-07,0.0,1.0330258959356797e-07
1942,3.064553766307654e-07,0.0,1.5474479653221351e-07
1943,3.745173557945236e-07,0.0,1.1612940653549231e-07
1944,2.1849666609341512e-07,0.0,1.34953822339412e-07
1945,2.9191954808993614e-07,0.0,7.84261473540937e-08
1946,3.0348007840075297e-07,0.0,1.5174003920037649e-07
1947,4.160384037277254e-07,1.1920870957027319e-09,1.3828210398969532e-07
1948,3.3376696251252724e-07,0.0,1.174163912764925e-07
1949,2.5033369865923305e-07,5.890204768377316e-09,1.0798709126902395e-07
1950,2.7332879426467116e-07,1.0635361480382244e-09,1.2443372554571397e-07
1951,2.5374134793310077e-07,0.0,1.1087858098335346e-07
1952,2.868186754767521e-07,1.0544803918932644e-09,1.1072044259208269e-07
1953,3.1136360689743015e-07,1.0773827385790469e-09,9.588706717522655e-08
1954,1.9154170161073125e-07,0.0,1.1238416419701025e-07
1955,2.0836048975070298e-07,0.0,9.104039833118804e-08
1956,2.8518132921817596e-07,8.72114158667614e-10,1.1424695145478836e-07
1957,2.4208003424064373e-07,8.835037701437898e-10,1.2722453845981363e-07
1958,2.4072227233773447e-07,0.0,1.1415696121730434e-07
1959,2.2089631102062413e-07,2.325224457422337e-09,1.007597205671118e-07
1960,2.3254000325323432e-07,0.0,1.2180666431049758e-07
1961,2.626404125294357e-07,6.948159270159238e-10,1.0839128350426108e-07
1962,2.6699635213844886e-07,6.341956404476434e-10,1.0273969053287146e-07
1963,2.444168103465927e-07,6.466053248388448e-10,1.1768216978680357e-07
1964,2.2936561094866192e-07,6.083968329129164e-10,1.1802898569612807e-07
1965,2.6594130986268283e-07,3.830430195250756e-09,1.088936656401529e-07
1966,2.769537275071343e-07,5.539074754423723e-10,9.361036035215875e-08
1967,2.889176755616063e-07,2.4651677921205817e-09,1.1635592045422527e-07
1968,3.099077048318577e-07,4.4914158503495116e-10,1.2710707153473777e-07
1969,2.475258042977657e-07,2.2708788183223305e-09,1.1308976866075682e-07
1970,3.2604961575088964e-07,4.5987250119061684e-10,1.053108036330741e-07
1971,2.3482476763092563e-07,1.0276794970565106e-09,7.656212375195537e-08
1972,2.334216873123296e-07,0.0,8.823852937211996e-08
1973,2.1115570802976436e-07,1.6539611902288698e-09,1.0750747492238588e-07
1974,1.8170597115840792e-07,5.625571675160757e-10,8.550868813017587e-08
1975,1.913345926141119e-07,0.0,7.824727532579345e-08
1976,2.085437245114008e-07,2.285410749536254e-09,7.598990947599304e-08
1977,1.4456882979629881e-07,5.876781838942691e-10,6.758298809472763e-08
1978,1.853464510759295e-07,5.940591352171509e-10,8.613857715999984e-08
1979,1.790703834103624e-07,1.7555920051037788e-09,9.480196894173787e-08
1980,1.8988403382991237e-07,2.2740602734216964e-09,7.447547289984868e-08
1981,1.60036407237385e-07,0.0,7.084615560870589e-08
1982,1.3718580760269106e-07,1.2415004579935385e-09,7.573152771556124e-08
1983,1.5788289431384328e-07,1.2630632095778083e-09,7.830991677337806e-08
1984,1.356967942456322e-07,0.0,7.712681338034599e-08
1985,1.4858427732633572e-07,2.4062232206745193e-09,6.376491512583016e-08
1986,1.7563841936407698e-07,1.1988970927134801e-09,5.934540681096223e-08
1987,1.387155492693637e-07,0.0,6.783006512023348e-08
1988,1.4331763509289885e-07,5.996553809062277e-10,5.217001941559829e-08
1989,1.6519247481028287e-07,5.488122178931576e-10,7.628489839817121e-08
1990,1.5474168435503088e-07,0.0,6.701840504774736e-08
1991,1.3129681519785663e-07,1.7584396161396398e-09,5.8028504668072856e-08
1992,1.4601351949750097e-07,3.30596661157756e-09,6.226236592965506e-08
1993,1.4512723112147796e-07,5.539207426075166e-10,7.367145826719934e-08
1994,1.2396077408993733e-07,5.274926606624319e-10,7.490395859122145e-08
1995,1.5237087325203902e-07,5.422450821690461e-10,8.350573921234172e-08
1996,1.3612135774110357e-07,5.338092190498855e-10,7.206424612604678e-08
1997,1.2850317432366865e-07,4.79489448146353e-10,6.041567246484192e-08
1998,1.1729597559906324e-07,0.0,6.484656012162304e-08
1999,1.489885619321285e-07,9.140402323914998e-10,7.312321770314156e-08
2000,1.3342454963094497e-07,0.0,6.052702872239024e-08
2001,1.2880762767508713e-07,0.0,7.754744757448861e-08
2002,1.6210519504511467e-07,0.0,7.710949745387552e-08
2003,1.2584106912072457e-07,1.6667691671301554e-09,7.458792339321008e-08
2004,1.1320313575424734e-07,8.809582507929292e-10,8.192911593596364e-08
2005,1.400666178597021e-07,0.0,5.7197620861870746e-08
2006,1.4206720777565351e-07,1.2353669198716943e-09,6.341550573552013e-08
2007,1.1743769334771059e-07,0.0,6.790615003637868e-08
2008,1.226142671839625e-07,1.2772318758180745e-09,6.471308466871051e-08
2009,1.3112529018144414e-07,0.0,7.104606680741199e-08
2010,1.0817485929237591e-07,0.0,7.652544553593543e-08
2011,9.86584751672126e-08,0.0,7.762663045696172e-08
2012,1.4808499315677182e-07,0.0,8.17020620047515e-08
2013,1.5089166538473364e-07,5.578250084070646e-10,8.311592836207637e-08
2014,2.1048127507583558e-07,4.330890368553497e-10,8.726743772058398e-08
2015,2.6133423602914263e-07,2.2165753954528356e-10,1.1415363587730099e-07
2016,2.593317844912235e-07,0.0,1.4292245964497852e-07
2017,1.1219626827596585e-07,2.515611330355938e-10,7.697770598724674e-08
2018,1.7218383163708495e-07,1.2907333535316923e-09,7.847658878290531e-08
2019,2.854555418707605e-07,0.0,1.0535579519910243e-07
