year,devront_VERB être_VERB,devront_VERB etre_VERB,devront_VERB mettre_VERB
1847,8.228980732383206e-06,2.9662729161827883e-08,2.1033571329098777e-08
1848,9.728281838761177e-06,3.861706332486392e-08,2.252662056889676e-08
1849,9.466225492360536e-06,2.513824526317876e-08,2.262441967104678e-08
1850,8.364721907128114e-06,2.1045888587423178e-08,3.733947906425783e-08
1851,8.214004992623813e-06,3.8696633453128015e-08,1.2253933867611977e-08
1852,9.381044947076589e-06,4.6224873262445954e-08,8.463708844885787e-09
1853,7.804717824910767e-06,3.4637203327747557e-08,1.970737528722566e-08
1854,7.290556368388934e-06,3.53305187883457e-08,1.7665259477439577e-08
1855,6.62518050376093e-06,2.4411910715116392e-08,4.0332722051061864e-08
1856,6.567782293132041e-06,3.2616291889553395e-08,5.4360487666826884e-08
1857,6.36646427665255e-06,2.001418764052687e-08,2.6848299583548396e-08
1858,6.172882876853691e-06,1.9085336810942266e-08,1.2723557318849998e-08
1859,6.775136625947198e-06,2.2405561850291633e-08,2.7497735644033128e-08
1860,7.996340173122007e-06,1.5104706818647173e-08,3.112485202905191e-08
1861,7.153645583457546e-06,1.744906619194353e-08,3.159695793897299e-08
1862,7.137966349546332e-06,2.0782737308877586e-08,2.2589931703009825e-08
1863,7.192254088295158e-06,2.6970951694238465e-08,3.146611149418277e-08
1864,6.74762077323976e-06,9.589456340108882e-09,2.445311331200628e-08
1865,8.454433555016294e-06,1.3179164426446732e-08,1.6003271596787272e-08
1866,7.450712928402936e-06,1.3623715766630795e-08,2.6760870852626795e-08
1867,6.558089353347896e-06,1.261730986357179e-08,2.329349513274792e-08
1868,6.8674130488943774e-06,1.5807597009143137e-08,2.7169306804353255e-08
1869,7.02054694556864e-06,8.790334682373668e-09,2.7347706321734222e-08
1870,6.900354492245242e-06,8.027668307875047e-09,1.6055336615750093e-08
1871,1.1196844752703328e-05,2.3366590440332402e-08,3.186353225714811e-08
1872,8.605364200775512e-06,1.9956219787786722e-08,3.1446163006876304e-08
1873,9.288482942793053e-06,1.6760813181804224e-08,2.6937019725892242e-08
1874,9.73263831838267e-06,1.613144390288923e-08,1.5533982988813477e-08
1875,8.827171768643893e-06,2.0025344937835143e-08,2.345826111138649e-08
1876,9.05390697880648e-06,2.1765654167893445e-08,2.418405919968336e-08
1877,8.736052222957369e-06,1.6699003069220453e-08,5.937423352975202e-08
1878,9.062860044650733e-06,3.381889696063567e-08,3.38188961279684e-08
1879,9.017974662128836e-06,2.993569381271044e-08,2.1382637882538802e-08
1880,1.25199348985916e-05,1.7969970400599777e-08,3.2089232604448625e-08
1881,9.868886991171166e-06,3.6257040536558094e-08,4.113779539238749e-08
1882,9.561791557644028e-06,1.5307385581309063e-08,3.9932309903178975e-08
1883,9.152298844128381e-06,1.7694148368718743e-08,1.7694148368718743e-08
1884,9.392894753545988e-06,2.5086448474098688e-08,1.9144920315739e-08
1885,9.448012860957533e-06,1.8692343672910283e-08,2.320428826863008e-08
1886,9.354941539641004e-06,3.743009102663564e-08,2.8395241713496944e-08
1887,1.021384923660662e-05,3.9173546184656516e-08,2.6768590899450828e-08
1888,9.490631782682613e-06,4.057993363559831e-08,3.4239320712003973e-08
1889,9.463488822802901e-06,1.1903759755682586e-08,6.828999232766364e-08
1890,9.815848898142576e-06,1.7696843102044113e-08,4.129263331265065e-08
1891,1.0066168215416837e-05,2.8046567734918426e-08,4.6531805963923034e-08
1892,1.0037769243353978e-05,3.0715710863660206e-08,5.014809900671935e-08
1893,1.0052383004222065e-05,2.2170299374124625e-08,4.126139074855928e-08
1894,1.0748535714810714e-05,2.457600345451283e-08,3.528862180246506e-08
1895,1.1180780347785912e-05,2.4074457982692365e-08,3.250051960890232e-08
1896,1.0499659765628166e-05,2.4767521367152767e-08,4.422771837653272e-08
1897,1.128984058595961e-05,3.029891004757701e-08,3.204692333724779e-08
1898,1.1440627531555947e-05,1.9804241802034994e-08,5.035935757291554e-08
1899,1.1224300578760449e-05,4.366786754417262e-08,4.643165851803133e-08
1900,1.042155872710282e-05,2.1283318218934255e-08,6.02162160134867e-08
1901,1.1048377928091213e-05,3.297355988252093e-08,5.7005138387467014e-08
1902,1.0936675607808866e-05,4.0264328760031276e-08,6.383368855722438e-08
1903,1.1913965863641351e-05,3.186130115295782e-08,3.834156458992766e-08
1904,1.255673669220414e-05,2.7948051872783708e-08,6.23456486437135e-08
1905,1.2210872228024527e-05,3.044847929345451e-08,4.1286071450485906e-08
1906,1.2448412235244177e-05,2.3663248249761182e-08,5.812928449699939e-08
1907,1.2293452527956106e-05,4.2685599055403145e-08,5.348557152728972e-08
1908,1.1214174264750909e-05,3.437972395659017e-08,4.9605031193777904e-08
1909,1.088644603441935e-05,4.8408654862441836e-08,5.666013080940502e-08
1910,1.0944821042357944e-05,2.8323999146095957e-08,3.954671612405036e-08
1911,1.1453169463493396e-05,2.2877608141236294e-08,4.681929155481157e-08
1912,1.1377375813026447e-05,3.125652625612929e-08,3.750783150735515e-08
1913,1.2092407814634498e-05,4.295421618394357e-08,6.363587345958877e-08
1914,1.2895919098809827e-05,3.3483718908655646e-08,3.549274296688054e-08
1915,1.4465597814705689e-05,3.7698437704847265e-08,6.597226587246041e-08
1916,1.3194843631936237e-05,4.5048592633989415e-08,4.504859418830165e-08
1917,1.528938810224645e-05,3.3995917192441993e-08,6.250861872558744e-08
1918,1.4836952686891891e-05,5.743188324913717e-08,3.9053681177847466e-08
1919,1.6645948562654667e-05,4.327688785110695e-08,5.893022958503025e-08
1920,1.5149006685533095e-05,4.467616676606667e-08,4.770506123463747e-08
1921,1.3743022464041132e-05,4.1650110915725236e-08,4.4679211441689404e-08
1922,1.2819163202948403e-05,3.0249535931670124e-08,3.7627472693202435e-08
1923,1.3513040357793216e-05,5.520292978289376e-08,3.8217415010421973e-08
1924,1.228185101354029e-05,4.769901074119787e-08,4.512068585427187e-08
1925,1.0822207514138427e-05,5.609070607981437e-08,1.5397448649423495e-08
1926,1.2173812137916684e-05,4.0126099776216506e-08,4.346993875969929e-08
1927,1.0420065336802509e-05,3.6792442870137165e-08,2.3413372574054847e-08
1928,1.2224721103848424e-05,7.655447831211859e-08,4.34189573184085e-08
1929,1.266330036742147e-05,1.3368487650211591e-08,5.904415445456834e-08
1930,1.1330236702633556e-05,2.941009036305786e-08,5.2518018378577835e-08
1931,1.3286099601828028e-05,3.649714130915527e-08,4.904303452235581e-08
1932,1.404903014190495e-05,3.287861005674131e-08,4.274219378430644e-08
1933,1.3447057426674291e-05,2.1794258842078307e-08,5.1617981000617874e-08
1934,1.3963333913125098e-05,1.5576054224197833e-08,6.350237669039416e-08
1935,1.3908343134971801e-05,2.752705352548901e-08,3.4708023122220766e-08
1936,1.2915245861222502e-05,3.758661426545018e-08,3.8799086610197264e-08
1937,1.4307287528936286e-05,4.406891207509034e-08,8.561960385122802e-08
1938,1.5000752682681195e-05,6.61225966203105e-08,2.852347158466273e-08
1939,1.4769464542041533e-05,5.35291766468049e-08,4.8940961505650193e-08
1940,1.1935930160689168e-05,2.5357829613881222e-08,5.325144059042941e-08
1941,1.3287664842209779e-05,2.3612020783048138e-08,5.017554371988808e-08
1942,9.630588465370238e-06,2.730790527039062e-08,3.034211815133858e-08
1943,8.230671483033802e-06,3.4838823381733164e-08,6.67744117777147e-08
1944,9.192925972456578e-06,6.105053529381621e-08,3.855823393905666e-08
1945,1.072913255484309e-05,1.8735134688085964e-07,4.7927088075994106e-08
1946,1.0358693543821573e-05,4.733175273941015e-08,4.037120149291695e-08
1947,9.962272088159807e-06,4.649139739854036e-08,3.695469885656166e-08
1948,9.301987120124977e-06,5.218506160531433e-08,3.587722829934137e-08
1949,1.1293486750219017e-05,4.417653876043204e-08,6.184715317658629e-08
1950,1.01588975667255e-05,9.67817883612554e-08,4.679559140186029e-08
1951,9.302072612626944e-06,9.062191630437866e-08,4.584402901741669e-08
1952,1.0166245374421123e-05,6.537778263204785e-08,5.5887461769543734e-08
1953,9.354914254799951e-06,4.094054262271385e-08,3.124409886368085e-08
1954,9.077708455151878e-06,8.111205329619509e-08,2.9317607896928166e-08
1955,8.36914659885224e-06,3.472674947602172e-08,3.003394510869839e-08
1956,9.077836693904828e-06,7.151335745803067e-08,2.7907653077363648e-08
1957,8.694560165167786e-06,3.092263228809955e-08,4.329168490357915e-08
1958,9.39230540097924e-06,3.4743422361316334e-08,4.880623549752272e-08
1959,9.142007002083119e-06,4.1854036680888385e-08,3.797866554577922e-08
1960,8.392894415010232e-06,3.668041564930391e-08,5.6750835142338474e-08
1961,9.295942618336994e-06,2.3623741518541408e-08,3.960450811746341e-08
1962,8.899667591322213e-06,3.55149545328004e-08,5.200404373795209e-08
1963,8.097438694676384e-06,3.168366058403649e-08,3.427008365974871e-08
1964,7.794779776304495e-06,3.8937397306426647e-08,4.1979379972190145e-08
1965,7.708467819611542e-06,5.417322768153099e-08,3.1190648286383293e-08
1966,7.261727205332136e-06,6.2591546168278e-08,4.818994980837488e-08
1967,6.929586561454926e-06,2.7609879216239364e-08,4.1907853187694855e-08
1968,6.623491117352387e-06,4.760900734757101e-08,4.895643357372137e-08
1969,9.943724762706552e-06,5.1776038095807664e-08,4.5871754394966047e-08
1970,9.53315702645341e-06,2.575285940054073e-08,4.322801672174137e-08
1971,8.778952178545296e-06,5.395317281831069e-08,4.6759417671182746e-08
1972,9.067534847417846e-06,4.360624855648254e-08,3.8989117712162624e-08
1973,8.521758900315035e-06,3.528450343015521e-08,4.741355397186453e-08
1974,9.038605639943853e-06,3.712877250094948e-08,3.8816445169231883e-08
1975,9.497049177298322e-06,6.054169077174265e-08,3.484002775167028e-08
1976,8.87653550307732e-06,3.5423865618611217e-08,4.456551039311307e-08
1977,6.679550097032916e-06,4.99526446873233e-08,3.819908300783936e-08
1978,6.197225047799293e-06,7.06930389782201e-08,3.6237608469491533e-08
1979,6.077859325159807e-06,4.388980068270598e-08,4.154901134256761e-08
1980,5.437278105091536e-06,5.2871899747231055e-08,4.036456857647863e-08
1981,5.6771805247990415e-06,5.123695245856652e-08,4.491140259688109e-08
1982,6.23171172264847e-06,5.090151899977968e-08,3.848651530802272e-08
1983,5.572003374254564e-06,3.157658090557902e-08,4.294414779337785e-08
1984,5.355384473659797e-06,2.5515636936646047e-08,4.291266364475632e-08
1985,5.7418501455686055e-06,3.128090220183566e-08,4.692135391337615e-08
1986,5.515526027011219e-06,3.237022216939778e-08,5.2152024920815165e-08
1987,5.290745320962742e-06,2.3221104150650262e-08,4.3386798154188e-08
1988,5.218800652073696e-06,2.278690475199241e-08,4.137622156008547e-08
1989,5.813019015477039e-06,1.8110803523541108e-08,5.5430035672543454e-08
1990,4.8858055379241705e-06,2.0704873870958096e-08,5.121732016277747e-08
1991,4.747200819110731e-06,1.5239809691980355e-08,4.9236309251909915e-08
1992,4.44707575297798e-06,1.4876849085965205e-08,6.77723122066709e-08
1993,4.583694135362748e-06,2.4372513340864543e-08,4.6529343933343625e-08
1994,4.44096076535061e-06,1.0549853213248639e-08,5.485923537662529e-08
1995,4.677948254538933e-06,2.1689803730851054e-08,4.9344301089604414e-08
1996,4.569406883092597e-06,1.6548085124412637e-08,6.192186674525146e-08
1997,4.552272912405897e-06,8.918503624499863e-08,4.6510475470995516e-08
1998,4.197861017019022e-06,1.206336641690342e-07,6.15088637800909e-08
1999,4.167566657997668e-06,8.409170151879586e-08,6.946705610744175e-08
2000,4.512577561399667e-06,2.871720505837061e-08,5.964342619790841e-08
2001,4.4438629629439674e-06,9.20054432640427e-09,6.966126875340706e-08
2002,4.276948402548442e-06,1.270554239596322e-08,6.17752249354453e-08
2003,4.3119316615047865e-06,1.6667691671301554e-09,6.583738354493107e-08
2004,4.136539246246684e-06,8.809582230373536e-09,5.90242024145482e-08
2005,4.141197678109165e-06,1.3961623968050674e-08,6.080061609736731e-08
2006,3.6192134302837076e-06,1.2765458912156191e-08,4.817931298362055e-08
2007,3.305032350908732e-06,6.790615098006825e-09,5.672160696690298e-08
2008,3.4119120755349286e-06,9.792111288486893e-09,5.364373834026992e-08
2009,3.5437205951893702e-06,7.152288761247405e-09,5.960240656577298e-08
2010,3.2830362215463538e-06,4.251413721068076e-09,5.007220593711281e-08
2011,3.214813204976963e-06,5.353560705856353e-09,4.282848564685082e-08
2012,2.5065512545552338e-06,1.7021263287730903e-09,3.6425504390535934e-08
2013,2.6340496788179735e-06,5.578250084070646e-10,3.430623962685786e-08
2014,2.0970171590306563e-06,1.7323561474213989e-09,3.443057750018852e-08
2015,2.2440608518081717e-06,1.5516027351836215e-09,3.014542571122547e-08
2016,2.2092913241067436e-06,3.72841224560716e-09,3.4384243008389603e-08
2017,2.1400305740826298e-06,5.031222660711876e-10,3.1696703928218994e-08
2018,1.8937639651994687e-06,1.5488800242380307e-09,3.304277385041132e-08
2019,1.75048774053721e-06,5.1019755087367e-10,2.627517403652746e-08
