year,put_VERB être_VERB,put_VERB etre_VERB,put_VERB mettre_VERB
1900,2.518698920539464e-06,7.786579381274805e-09,1.59365328045169e-07
1901,2.518844667065423e-06,5.029864968975062e-09,1.6933879010139208e-07
1902,2.1993162135913735e-06,1.0311596021495006e-08,1.428892630883638e-07
1903,2.3377554043690907e-06,6.480264325148255e-09,1.5120616581043578e-07
1904,2.5803576590988087e-06,2.1498500757388683e-09,1.7198800605910947e-07
1905,2.5308361273346236e-06,7.2250627702885595e-09,1.7804619290018309e-07
1906,2.6225052351946943e-06,5.144184633820714e-09,1.4918134638719494e-07
1907,2.4037649382080417e-06,9.257117739025489e-09,1.3268535781207902e-07
1908,2.499896936569712e-06,4.4202499438483756e-09,1.6846064454512089e-07
1909,2.6267196062690346e-06,3.300590023513905e-09,1.908841227304947e-07
1910,2.6298564534954494e-06,2.67207544979442e-09,1.3574143054029264e-07
1911,2.6979616905009607e-06,2.6601871816467337e-09,1.8834124659861118e-07
1912,2.635446207932546e-06,2.6047106693738442e-09,1.6201299501972244e-07
1913,2.657858431120985e-06,3.181793939432964e-09,1.5113521101284277e-07
1914,2.694769591471413e-06,6.027069510139427e-09,1.9420556895966e-07
1915,2.7602325189945986e-06,4.712304768617059e-09,1.6139644287704868e-07
1916,2.7556554869079264e-06,1.538244731591476e-08,1.6261444102383393e-07
1917,2.4586722702224506e-06,9.869782324756216e-09,1.5133666408928548e-07
1918,2.64990694631706e-06,6.89182577673364e-09,1.596606296061509e-07
1919,2.7853741357830586e-06,8.287063479883727e-09,1.6482049147725775e-07
1920,2.767650585155934e-06,6.815008557481406e-09,1.332712713519868e-07
1921,2.626986088216654e-06,8.330022005509363e-09,1.1813485656375633e-07
1922,2.6339230316807516e-06,5.164555005876537e-09,1.8223501285774546e-07
1923,2.545704319345532e-06,9.554353752605493e-09,1.5393125352147763e-07
1924,2.393974682490807e-06,5.156649773851996e-09,1.5083200821663922e-07
1925,2.3965030777617358e-06,6.598906754362588e-09,1.4297631878434913e-07
1926,2.3808152036508545e-06,4.458455382660986e-09,1.7387975503879716e-07
1927,2.538678472774336e-06,8.919379901328739e-09,2.1629496416153415e-07
1928,2.450885858706897e-06,1.1426041224282812e-09,2.033835357906355e-07
1929,2.5444687707931735e-06,3.342121912552898e-09,1.3591295555670513e-07
1930,2.4095265871437732e-06,6.302162347537887e-09,1.848634241241598e-07
1931,2.5696267584862653e-06,1.1405356659111021e-08,1.2773999458204344e-07
1932,2.5886424737109337e-06,1.0959536611565568e-09,1.512416076820955e-07
1933,2.468486400175607e-06,9.176529758292418e-09,1.4911860546362732e-07
1934,2.3316154056374216e-06,4.7926320689839486e-09,1.365900175187562e-07
1935,2.3709171728114597e-06,8.377798899061872e-09,1.4122575464625697e-07
1936,2.3521945422544377e-06,3.6374143697059935e-09,1.6368365152175102e-07
1937,2.3444661110261222e-06,1.2591118148108649e-09,1.1835651037017669e-07
1938,2.211865648860112e-06,1.4261735792331365e-08,1.283556230191607e-07
1939,2.1641080820700154e-06,1.6823456405745674e-08,1.3764645245828433e-07
1940,2.3227771634992678e-06,1.2678914806940611e-08,1.3946805665909778e-07
1941,2.0129248241573805e-06,1.4757512545315876e-08,1.1806010036252701e-07
1942,2.478951046214206e-06,9.102635090130207e-09,1.6688164805600536e-07
1943,2.1571038359979866e-06,2.9032352077962287e-09,1.1612940653549231e-07
1944,2.300641199326492e-06,1.927911696952833e-08,1.9279116258985596e-07
1945,2.605490863061277e-06,1.3071024262956144e-08,1.4378126422798232e-07
1946,2.3707641503278865e-06,2.7842208538686464e-09,1.6705325833754614e-07
1947,2.465236093485146e-06,1.1920871401116528e-08,1.4066627329611947e-07
1948,2.3472405246138806e-06,1.6307831529616124e-08,1.522064252412747e-07
1949,2.3649172362638637e-06,2.945102384188658e-09,1.68852537285602e-07
1950,2.211091668868903e-06,8.508289184305795e-09,1.574033490214788e-07
1951,2.129081849489012e-06,1.0661401539380222e-08,1.258045472241065e-07
1952,2.0372560811665608e-06,1.0544804140977249e-08,1.1915628306269355e-07
1953,2.1676939923054306e-06,4.3095309543161875e-09,1.508335856215126e-07
1954,1.9984836399089545e-06,1.2704297169818801e-08,1.280202184261725e-07
1955,1.9841174889734248e-06,9.385607846468247e-09,9.854888105564896e-08
1956,1.8314397038921015e-06,8.72114114258693e-09,1.1424695145478836e-07
1957,1.9666792923089815e-06,7.068030161150318e-09,1.1132147648140744e-07
1958,2.0473803488130216e-06,8.272243334772611e-09,1.249108692036316e-07
1959,1.6850125348355505e-06,1.3951345856355601e-08,9.61092752049808e-08
1960,1.810489948184113e-06,4.844583401109048e-09,1.3426416956008325e-07
1961,1.6182262925212854e-06,4.16889545107324e-09,1.4313208396288246e-07
1962,1.6615925915175467e-06,6.341956293454132e-09,1.0971584885055563e-07
1963,1.662422278059239e-06,1.1638896069143811e-08,1.041034565218979e-07
1964,1.7041195405909093e-06,7.300761772910391e-09,1.3080531857667665e-07
1965,1.8265681092088926e-06,2.0246559984116175e-08,1.1436570446221594e-07
1966,1.5492792044824455e-06,1.0524241922382771e-08,1.1133540311902834e-07
1967,1.645746010581206e-06,6.409436092980059e-09,1.0550918005947096e-07
1968,1.7538978909215075e-06,1.0330256650092906e-08,1.1003968580780565e-07
1969,1.5682689991081133e-06,1.1354394757745467e-08,9.083515806196374e-08
1970,1.6316275832650717e-06,5.058597540852361e-09,9.611335372028407e-08
1971,1.3796596931570093e-06,1.0276794526475896e-08,8.324204259224643e-08
1972,1.4708131175211747e-06,8.721249500354133e-09,1.0619403667533334e-07
1973,1.3744416946792626e-06,6.615844760915479e-09,9.317314209056349e-08
1974,1.191496039609774e-06,1.2938814464291681e-08,7.369499144260772e-08
1975,1.262237105947861e-06,3.4268881066168433e-09,8.795679207196372e-08
1976,1.21412449516356e-06,3.4281160132820787e-09,8.056073141915476e-08
1977,1.0948444923997158e-06,7.052138428775834e-09,6.64076367229427e-08
1978,1.151880610450462e-06,7.72276909088987e-09,8.138610496644105e-08
1979,1.2493962913140422e-06,6.437170796402825e-09,8.017203612098456e-08
1980,1.1876279586431338e-06,4.548120546843393e-09,7.049586514540351e-08
1981,1.0449807632539887e-06,4.427884725544118e-09,7.843681260055746e-08
1982,1.1142466291858e-06,1.1794254461960918e-08,8.566352960315271e-08
1983,1.0799190022225957e-06,7.57837881337764e-09,7.641532562274733e-08
1984,9.771329132490791e-07,3.479405208395292e-09,7.480721109232036e-08
1985,1.0647537465047208e-06,1.5038894574104233e-08,6.31633625403083e-08
1986,1.0316509815311292e-06,1.019062523255343e-08,7.073492724885e-08
1987,1.0510605079616653e-06,3.6664902225425067e-09,7.516304378896166e-08
1988,9.804365390664316e-07,7.795519785247507e-09,7.615623331957977e-08
1989,1.0372550605097786e-06,9.878619700032232e-09,6.915033878840404e-08
1990,1.0150836260436336e-06,6.538381391862913e-09,7.791570766357836e-08
1991,9.395928941557941e-07,1.7584396161396398e-09,8.909427151593263e-08
1992,9.355885026707256e-07,8.815910668147353e-09,8.320015609797338e-08
1993,1.0513415418245131e-06,3.323524566667402e-09,7.865674689355728e-08
1994,9.579266588843893e-07,2.1099706426497278e-09,7.437646587504787e-08
1995,9.944774319592398e-07,8.133675954979935e-09,8.025227060670659e-08
1996,9.448423270441708e-07,7.473328622609188e-09,7.046281780276331e-08
1997,8.918503908716957e-07,7.671831170341648e-09,7.384137745702901e-08
1998,8.94501056336594e-07,2.86087753487152e-09,6.436974331336387e-08
1999,9.158683269561152e-07,2.285100553223174e-09,6.48968594418875e-08
2000,8.15126838915603e-07,3.97622823555821e-09,6.671227481547248e-08
2001,7.925611953396583e-07,1.3143635069212678e-09,6.790878614992835e-08
2002,8.4557575519284e-07,6.133709984368352e-09,5.8708369721216513e-08
2003,8.617196840532415e-07,8.333845835650777e-10,7.29211535599461e-08
2004,7.488145001843804e-07,3.523833003171717e-09,5.726228735625227e-08
2005,8.133771984830673e-07,2.251874686720612e-09,5.26938706002511e-08
2006,7.070416927490442e-07,2.8825228870488218e-09,5.97094071963511e-08
2007,7.110173214641691e-07,3.1955835755326234e-09,6.91044945710928e-08
2008,6.918339749972802e-07,6.3861596011349775e-09,5.7901178962538324e-08
2009,6.298782295743877e-07,1.907277002999308e-09,6.007922337403215e-08
2010,5.276476713333977e-07,1.4171379625338432e-09,7.180165084719192e-08
2011,4.604062269208953e-07,8.412738061736036e-09,5.850677098351298e-08
2012,5.582974722528888e-07,2.0425516833455504e-09,7.421270709073724e-08
2013,5.97988389472448e-07,1.6734750252211938e-09,8.925199779241666e-08
2014,7.228255753943813e-07,2.1654451842767486e-10,9.138178569401134e-08
2015,6.554413403137005e-07,4.433150790905671e-10,8.622478020470226e-08
2016,7.854521300032502e-07,1.0356699942093428e-09,1.0294559871226738e-07
2017,4.462694391804689e-07,1.0062445321423752e-09,6.943087527133684e-08
2018,5.526920290321868e-07,2.323319980845895e-09,8.157434905342598e-08
2019,6.752464400960889e-07,7.65296326310505e-10,7.448884531413569e-08
