year,grand_ADJ archer_NOUN,grand_ADJ marché_NOUN
1993,2.2156830259412175e-09,2.6211529231545683e-06
1994,3.692448513614721e-09,2.058803886484384e-06
1995,3.79571546416102e-09,1.6104679154693713e-06
1996,2.135236876199542e-09,1.486658645966088e-06
1997,3.835915696193126e-09,1.3085267349666196e-06
1998,5.244941925219848e-09,1.2664151221031261e-06
1999,9.140402323914998e-10,1.1521477276676961e-06
2000,1.7672125984802278e-09,1.1376431618970173e-06
2001,1.3143635069212678e-09,1.064634487235594e-06
2002,2.584920733017526e-08,1.1741673437981603e-06
2003,4.166923084358842e-09,1.1654883085299161e-06
2004,1.1452457482352685e-08,1.1796030703337124e-06
2005,2.251874686720612e-09,1.1155788186556492e-06
2006,3.706100981659688e-09,1.0924762392505727e-06
2007,1.5977918155218873e-09,1.2474759456537754e-06
2008,2.554463751636149e-09,1.2946873488850486e-06
2009,3.337734755248789e-09,1.2669087636751897e-06
2010,6.140930874920514e-09,1.0878895597699056e-06
2011,4.5887662558641296e-09,1.1873432455011823e-06
2012,6.127654689214168e-09,1.1642543826795304e-06
2013,1.1435412672344825e-08,8.604451012805825e-07
2014,8.878325546968213e-09,1.0123456402055808e-06
2015,1.92842056767617e-08,8.890684095597123e-07
2016,1.864206033985738e-08,9.55923411094517e-07
2017,6.289028520178874e-09,8.384532450556037e-07
2018,6.195520096952123e-09,8.717613018127679e-07
2019,1.53059265262101e-09,9.49477633405138e-07
