year,grand_ADJ archer_NOUN,grand_ADJ marché_NOUN
1800,0.0,5.282196084976931e-07
1801,9.524730337773235e-09,3.9765748249820376e-07
1802,0.0,4.5428154749060923e-07
1803,0.0,3.393590168876415e-07
1804,0.0,2.990939762526068e-07
1805,0.0,3.127165617566874e-07
1806,0.0,1.2103010149644433e-07
1807,0.0,3.046241894288926e-07
1808,0.0,4.2828798196836715e-07
1809,0.0,4.811735072607348e-07
1810,0.0,2.3401267101874623e-07
1811,0.0,6.067126014919211e-07
1812,0.0,3.867452029737706e-07
1813,0.0,4.744973740589131e-07
1814,0.0,3.7445457223839185e-07
1815,0.0,3.209695949024649e-07
1816,0.0,4.0094547060220975e-07
1817,0.0,2.615547316509037e-07
1818,1.1921177378582115e-09,3.0875850143274874e-07
1819,8.280840013696888e-09,3.591814435877083e-07
1820,0.0,5.422981645963887e-07
1821,1.97229765852569e-09,4.1319634869196875e-07
1822,1.2030739071633434e-08,3.037761473478895e-07
1823,5.929612356680991e-09,2.6979734180088144e-07
1824,1.6842225392110777e-09,4.2610830952583e-07
1825,3.522177216552791e-09,3.856783961087018e-07
1826,2.642395191543301e-09,5.408102401460724e-07
1827,0.0,3.898906619781428e-07
1828,0.0,3.5313361002042853e-07
1829,2.571952872898464e-09,3.549294935734082e-07
1830,1.878630495610878e-08,4.2582291137627237e-07
1831,1.5591206103948707e-09,3.8978015481916373e-07
1832,1.8941957335982806e-08,3.3013125666503385e-07
1833,0.0,6.000319535681697e-07
1834,9.334530925997342e-10,4.769945192162339e-07
1835,0.0,4.908443997919676e-07
1836,0.0,4.3752084044612616e-07
1837,6.957891152126194e-09,4.90531316788001e-07
1838,1.8936485712828244e-09,5.352713485784477e-07
1839,4.194885327990505e-09,4.2228509355979327e-07
1840,0.0,5.089381256428993e-07
1841,1.2841097074556274e-09,4.3980758368533657e-07
1842,3.6224633070958134e-08,5.037906940508208e-07
1843,1.1813822142769936e-09,5.062222598883892e-07
1844,8.781698035420504e-09,5.636752247184518e-07
1845,8.928364714222425e-09,5.373759521809518e-07
1846,1.7563503984519002e-09,4.004478848518289e-07
1847,4.314578916364553e-09,4.454802722264617e-07
1848,6.43617736884039e-09,4.947811433897442e-07
1849,0.0,3.016589293913796e-07
1850,0.0,4.5825724459547246e-07
1851,4.901573547044791e-08,5.456225000699533e-07
1852,6.510545436100301e-10,3.730542461610753e-07
1853,4.777545470346922e-09,5.679307246708731e-07
1854,0.0,5.600926562543407e-07
1855,1.0613874223963649e-09,5.216719394240954e-07
1856,5.177189232874468e-10,5.301441842742172e-07
1857,0.0,6.770653291354733e-07
1858,0.0,4.3651590142523844e-07
1859,3.055304009791371e-09,6.120792104269412e-07
1860,5.950338888283113e-09,6.041883020557748e-07
1861,1.4147891747029462e-09,5.810067569278488e-07
1862,3.7499287341979937e-08,4.942676912200739e-07
1863,3.995696662428827e-09,5.573996646468515e-07
1864,0.0,6.314656619821335e-07
1865,1.0825742080555756e-08,6.001226435792262e-07
1866,3.4059290943133647e-09,5.644111132907526e-07
1867,2.426405742994575e-09,7.264659043215715e-07
1868,6.421836395986702e-09,5.720374294249098e-07
1869,4.883519366671862e-09,4.6491101934886814e-07
1870,1.1468097582678638e-09,6.582687781531149e-07
1871,2.1242354542039266e-09,7.541036008973379e-07
1872,6.047339295989218e-10,5.787303969384539e-07
1873,0.0,5.788466420630911e-07
1874,5.974609251779839e-09,6.595968509159889e-07
1875,2.2886108563824337e-09,6.945934027946521e-07
1876,1.813804439976252e-09,7.545426594646187e-07
1877,1.8554447978047506e-09,7.768128740259783e-07
1878,0.0,6.975147677223958e-07
1879,1.221865053580018e-09,7.190676025725651e-07
1880,5.134277003548959e-09,6.72590275474505e-07
1881,6.972507571312292e-10,6.944617301218869e-07
1882,8.652000893505374e-09,5.517314312086796e-07
1883,6.319338941018771e-10,6.919676391881069e-07
1884,1.9805090900604227e-09,7.116629463510549e-07
1885,0.0,8.527575948713562e-07
1886,1.2906927748801422e-09,7.298867455984848e-07
1887,6.528924623161458e-10,7.168759508235922e-07
1888,0.0,7.196597426872842e-07
1889,1.8795409673089125e-09,7.524429208594086e-07
1890,1.9663159989136147e-09,7.327804028567364e-07
1891,8.286486163910922e-09,9.121508819376345e-07
1892,5.014809900671935e-09,9.302472214756108e-07
1893,6.158416554491453e-10,8.708000813761885e-07
1894,5.041231432301174e-09,8.311730477217338e-07
1895,6.018614495673091e-10,8.155222677164176e-07
1896,0.0,7.972783140353101e-07
1897,1.1653427112179315e-09,9.037232597819411e-07
1898,5.6583548957434e-10,8.210272803843566e-07
1899,3.6482019183381453e-08,9.203418063208346e-07
1900,2.595526460424935e-09,1.0517073707472235e-06
1901,1.1177477832191585e-09,7.796290797390526e-07
1902,4.910283846193408e-10,8.705933498553975e-07
1903,3.7801539676252105e-09,8.305538903297105e-07
1904,3.7622376325430196e-09,8.336043775258872e-07
1905,5.160759042333041e-10,7.9320867163446e-07
1906,3.0865106026567446e-09,8.019783557244864e-07
1907,1.5428529565042481e-09,7.323408763859618e-07
1908,4.911389073214423e-10,6.654932453997731e-07
1909,1.1001967115120692e-09,6.8267204555994e-07
1910,5.344150788566537e-09,6.493142905572569e-07
1911,5.320374141248863e-10,9.480906442149717e-07
1912,5.209421227725386e-10,6.694106220450635e-07
1913,0.0,6.665858167664851e-07
1914,0.0,6.241365282377842e-07
1915,1.1780761921542648e-09,6.173119468932953e-07
1916,0.0,6.196928359347709e-07
1917,2.1932848870420685e-09,7.610698511406611e-07
1918,0.0,5.949943080452158e-07
1919,0.0,6.160050520787053e-07
1920,3.028892692213958e-09,5.232412059186231e-07
1921,0.0,5.42208719922499e-07
1922,0.0,6.123686637771186e-07
1923,0.0,5.913083240827177e-07
1924,1.289162443462999e-09,5.96882183234726e-07
1925,0.0,5.477092810401984e-07
1926,2.0063048999929833e-08,6.108084100731048e-07
1927,4.4596899506643695e-09,5.920238543843936e-07
1928,3.4278122562625413e-09,5.25597899869723e-07
1929,3.342121912552898e-09,6.606260971597777e-07
1930,0.0,5.734967416515246e-07
1931,4.5621426636444085e-09,6.409810522356452e-07
1932,4.383814644626227e-09,5.501687274644951e-07
1933,1.1470662197865522e-09,5.563271363584477e-07
1934,1.1981580172459871e-09,5.882955687042113e-07
1935,1.196828414151696e-09,5.1702989889435e-07
1936,0.0,5.856237272894305e-07
1937,1.2591118148108649e-09,4.7216694420981753e-07
1938,0.0,4.5378250379535245e-07
1939,0.0,4.725861737497894e-07
1940,0.0,4.0826106140201546e-07
1941,5.9030051957620344e-09,4.2796788424226406e-07
1942,0.0,3.883791175329776e-07
1943,2.9032352077962287e-09,4.848402750390335e-07
1944,3.2131861615880553e-09,5.205361510718376e-07
1945,0.0,4.182727670887232e-07
1946,0.0,4.343384567562225e-07
1947,1.1920870957027319e-09,4.231909316310123e-07
1948,7.610321706152945e-09,4.7401431846338937e-07
1949,2.945102384188658e-09,7.725985611273245e-07
1950,2.1270722960764488e-09,5.221962480206344e-07
1951,2.1322803522849654e-09,5.117473134141903e-07
1952,0.0,6.105441431314418e-07
1953,0.0,7.09995225500748e-07
1954,9.772536113672459e-10,5.746251503513378e-07
1955,3.754243138587299e-09,6.100644962536705e-07
1956,1.744228317335228e-09,5.581530775344845e-07
1957,0.0,7.545122429064577e-07
1958,1.6544486891589827e-09,6.907323204519145e-07
1959,5.425523363911111e-09,6.6036370860445e-07
1960,0.0,7.460658624225402e-07
1961,0.0,7.246930247006844e-07
1962,6.341956404476434e-10,7.04591383016151e-07
1963,2.5864212993553792e-09,6.47251951590988e-07
1964,2.433587276140514e-09,6.315159053471575e-07
1965,1.0944086747954884e-09,5.422794752130145e-07
1966,5.539074754423723e-10,6.059748036690848e-07
1967,4.930335584241163e-10,5.847377981815782e-07
1968,3.1439910119779313e-09,7.365921930180264e-07
1969,7.266812457329408e-09,7.353105990759445e-07
1970,1.8394900047624674e-09,5.936953935137268e-07
1971,5.138397485282553e-10,6.058170813894037e-07
1972,6.669190977248718e-09,5.160927620817546e-07
1973,4.9618833486420044e-09,4.906751429611944e-07
1974,3.3753429495853027e-09,4.843617271710343e-07
1975,0.0,4.820489283297036e-07
1976,1.7140580621521906e-09,4.970768476830756e-07
1977,1.1753563677885381e-09,6.834697536817202e-07
1978,4.752473081737207e-09,5.744552069586462e-07
1979,4.681578791299046e-09,5.219960179658756e-07
1980,3.4110904656436958e-09,5.338356645623321e-07
1981,2.5302198114474095e-09,5.768900972480395e-07
1982,3.7245013739806154e-09,6.977232587246363e-07
1983,5.052252727288931e-09,6.435307207119934e-07
1984,4.059305891424003e-09,6.947212471963837e-07
1985,5.414002135495366e-09,8.415765866409686e-07
1986,1.079007377891017e-08,1.0556288785323886e-06
1987,3.055408481777988e-09,2.0862328184989565e-06
1988,8.395175110642583e-09,4.039278714174088e-06
1989,0.0,4.2637221895347466e-06
1990,3.2691906959314565e-09,3.1476857174084216e-06
1991,5.275318681885466e-09,3.155226735884753e-06
1992,2.2039776670368383e-09,2.8199894046565532e-06
