year,pouvant_VERB hériter_VERB,pouvant_VERB mériter_VERB
1800,1.2576657937302116e-08,1.5720821977538435e-08
1801,2.3811825844433088e-09,4.7623651688866175e-09
1802,0.0,0.0
1803,1.950339223455444e-09,1.5602713787643552e-08
1804,0.0,9.887403784603066e-09
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,2.8469551160981155e-09
1808,0.0,2.2660739951163578e-09
1809,0.0,2.259030518203531e-09
1810,0.0,1.4040760554223652e-08
1811,1.2535384286138651e-08,5.0141535368197765e-09
1812,0.0,2.6672082320544632e-09
1813,0.0,2.8757416448144113e-09
1814,1.8880061958270744e-08,0.0
1815,0.0,0.0
1816,2.3176038865813098e-09,1.622322720606917e-08
1817,0.0,1.0898113522728181e-08
1818,5.960588467246453e-09,1.9073883805731384e-08
1819,1.1386155129855524e-08,3.001804671498576e-08
1820,0.0,2.966620371580575e-08
1821,1.97229765852569e-09,9.861488514673056e-09
1822,1.0025615893027862e-09,1.303330066093622e-08
1823,4.941343334508019e-09,7.906149512848515e-09
1824,1.6842225392110777e-09,9.263223965660927e-09
1825,0.0,1.7610886082763955e-09
1826,0.0,4.403992281964975e-09
1827,0.0,4.608636583469661e-09
1828,1.8344602503717056e-09,3.668920500743411e-09
1829,0.0,1.3717081692732336e-08
1830,1.0436835840010872e-09,2.0873671680021744e-09
1831,0.0,1.5591206103948707e-09
1832,0.0,1.3529969367098715e-09
1833,0.0,9.266902800675325e-09
1834,9.334530925997342e-10,8.401078055442213e-09
1835,7.563087933704082e-10,9.832014313815307e-09
1836,5.376600054063374e-09,5.376600054063374e-09
1837,0.0,1.3915782304252389e-08
1838,0.0,8.837027110075724e-09
1839,0.0,2.7965900706306e-09
1840,0.0,4.458782232319436e-09
1841,0.0,1.2841097074556274e-09
1842,2.683306021822318e-09,1.7441490030023488e-08
1843,4.134837805480629e-09,1.1813822142769936e-09
1844,2.7442805805577564e-09,2.195424508855126e-09
1845,0.0,3.348136878855712e-09
1846,0.0,7.025401593807601e-09
1847,1.6179670936367074e-09,1.6179670936367074e-09
1848,0.0,1.6090443422100975e-09
1849,5.02764896381791e-09,2.513824481908955e-09
1850,1.3577992064028876e-09,2.0366988096043315e-09
1851,0.0,6.449438760824933e-09
1852,2.6042181744401205e-09,5.208436348880241e-09
1853,0.0,4.777545470346922e-09
1854,3.63696517347023e-09,1.558699302961486e-08
1855,5.306937111981824e-10,1.6451505047143655e-08
1856,1.0354378465748937e-09,5.177189343896771e-09
1857,2.9289055625270066e-09,2.9289055625270066e-09
1858,9.787352039936081e-10,5.872411001917044e-09
1859,5.601390462572908e-09,3.055304009791371e-09
1860,2.746310290291376e-09,2.288591982591015e-09
1861,4.715963730639317e-10,2.8295783494058924e-09
1862,4.517986262886353e-10,3.6143890103090826e-09
1863,0.0,8.490855130105501e-09
1864,6.233146443435089e-09,4.794728170054441e-09
1865,0.0,9.413688495385486e-09
1866,1.4596839292835284e-09,7.784980660119345e-09
1867,0.0,1.94112459439566e-09
1868,6.421836395986702e-09,2.1241458370013788e-08
1869,4.883519144627257e-10,2.9301114867763545e-09
1870,6.307453670473251e-09,4.013834153937523e-09
1871,8.496941816815706e-09,6.37270636261178e-09
1872,5.442605477412599e-09,7.861540751719076e-09
1873,1.7958012854535355e-09,6.584604861359367e-09
1874,0.0,7.169530746864439e-09
1875,1.2015206607429718e-08,8.010138330405425e-09
1876,1.813804439976252e-09,1.4510435519810017e-08
1877,3.0924081073635534e-09,4.329371083855449e-09
1878,0.0,1.1474268646338714e-08
1879,5.498392852132383e-09,3.665595160740054e-09
1880,0.0,6.417846254436199e-09
1881,2.091752326904839e-09,9.064259565150223e-09
1882,1.3310770263785798e-09,1.1979693681496428e-08
1883,4.423537092179686e-09,5.0554711528150165e-09
1884,7.2618666635548834e-09,2.6406787867472303e-09
1885,6.445635691854079e-10,5.156508553483263e-09
1886,0.0,1.097088819790315e-08
1887,0.0,5.876032105334161e-09
1888,6.340614699951175e-10,6.340614699951175e-09
1889,3.759081934617825e-09,3.132568426877924e-09
1890,1.3108772956016423e-09,1.7696843102044113e-08
1891,0.0,6.3742202627281586e-09
1892,0.0,1.2537024751679837e-09
1893,1.847525021858587e-09,3.695050043717174e-09
1894,1.2603078580752936e-09,5.041231432301174e-09
1895,3.611168697403855e-09,6.018614495673091e-09
1896,4.1279202278587945e-09,1.7691086373616827e-09
1897,2.330685422435863e-09,8.740070001067579e-09
1898,5.6583548957434e-10,3.960848538042683e-09
1899,1.6582735185011188e-09,6.633094074004475e-09
1900,2.595526460424935e-09,1.038210628578895e-09
1901,2.794369402536745e-09,4.470991132876634e-09
1902,4.910283846193408e-10,4.419255628107521e-09
1903,0.0,1.1340462791054051e-08
1904,1.6123875568041512e-09,2.1498500757388683e-09
1905,1.0321518084666081e-09,2.580379465655369e-09
1906,2.572092316910357e-09,1.0288369045596824e-09
1907,4.114274698707732e-09,1.5428529565042481e-09
1908,4.911389073214423e-10,5.893666887857307e-09
1909,5.500983557560346e-10,1.6502950117569526e-09
1910,4.809735720812114e-09,2.137660271017694e-09
1911,5.320374141248863e-10,2.128149656499545e-09
1912,1.0418842455450772e-09,1.5628263128064646e-09
1913,1.060597942803554e-09,4.242391771214216e-09
1914,6.696743715117748e-10,4.68772043404897e-09
1915,1.1780761921542648e-09,1.0602685840410686e-08
1916,0.0,4.394984820521586e-09
1917,0.0,1.4256351654751143e-08
1918,1.1486376294556067e-09,1.1486376294556067e-09
1919,3.6831393490643904e-09,6.4454939163738345e-09
1920,0.0,3.786115865267448e-09
1921,7.572747429129834e-10,7.572747429129834e-10
1922,5.902348387820666e-09,1.4755870969551665e-09
1923,0.0,5.307974060286824e-09
1924,0.0,0.0
1925,1.0998177923937646e-09,0.0
1926,3.343841648018042e-09,1.1146138456652466e-09
1927,0.0,2.2298449753321847e-09
1928,1.1426041224282812e-09,2.2852082448565625e-09
1929,6.684243825105796e-09,3.342121912552898e-09
1930,4.201441416995522e-09,0.0
1931,2.2810713318222042e-09,7.983749661377715e-09
1932,0.0,7.6716757391182e-09
1933,2.2941324395731044e-09,1.1470662197865522e-09
1934,2.3963160344919743e-09,1.1981580172459871e-09
1935,3.590485242455088e-09,0.0
1936,1.2124714565686645e-09,3.6374143697059935e-09
1937,3.777335333410292e-09,6.295559185076627e-09
1938,5.186085783037697e-09,3.8895642262559704e-09
1939,3.058810094103137e-09,0.0
1940,0.0,1.2678914806940611e-08
1941,0.0,0.0
1942,3.034211770724937e-09,3.034211770724937e-09
1943,2.9032352077962287e-09,2.9032352077962287e-09
1944,0.0,3.2131861615880553e-09
1945,0.0,4.357008087652048e-09
1946,0.0,1.3921104269343232e-09
1947,1.1920870957027319e-09,0.0
1948,2.174377566888097e-09,1.0871887834440486e-09
1949,9.817008317369869e-10,1.9634016634739737e-09
1950,2.1270722960764488e-09,2.1270722960764488e-09
1951,2.1322803522849654e-09,2.1322803522849654e-09
1952,4.2179215675730575e-09,2.1089607837865287e-09
1953,1.0773827385790469e-09,3.232148326759443e-09
1954,0.0,0.0
1955,0.0,3.754243138587299e-09
1956,0.0,2.616342476002842e-09
1957,3.534015080575159e-09,6.184526224473075e-09
1958,2.4816730892496253e-09,0.0
1959,3.8753737996444215e-09,4.650448914844674e-09
1960,2.076250060767393e-09,6.920833350854139e-10
1961,2.779263708063695e-09,1.3896318540318475e-09
1962,1.2683912808952869e-09,2.5367825617905737e-09
1963,1.2932106496776896e-09,3.2330267352165265e-09
1964,6.083968329129164e-10,3.6503808864551957e-09
1965,5.472043373977442e-10,4.924839203113152e-09
1966,2.769537488234164e-09,3.3234448526542337e-09
1967,3.944268467392931e-09,2.465167847631733e-09
1968,1.7965663401398047e-09,4.4914158503495116e-10
1969,9.083515606356229e-10,2.2708788183223305e-09
1970,3.6789800095249348e-09,4.598724956395017e-09
1971,0.0,3.083038491169532e-09
1972,1.0260293725750103e-09,2.0520587451500205e-09
1973,5.513203782392395e-10,5.513203782392395e-10
1974,1.1251143350321513e-09,5.625571564138454e-09
1975,5.711480177694739e-10,1.1422960355389478e-09
1976,2.856763492431469e-09,2.856763492431469e-09
1977,1.7630346071939584e-09,1.1753563677885381e-09
1978,1.7821774056514528e-09,5.940591352171509e-10
1979,0.0,4.096381456264453e-09
1980,1.1370301367108482e-09,2.2740602734216964e-09
1981,1.2651099057237047e-09,1.2651099057237047e-09
1982,6.207502289967692e-10,2.483000915987077e-09
1983,1.89459470334441e-09,1.2630632095778083e-09
1984,5.799008495621649e-10,4.639206796497319e-09
1985,3.0077789148208467e-09,2.4062232206745193e-09
1986,7.1933827783254856e-09,5.395036861699509e-09
1987,3.0554083707556856e-09,3.6664902225425067e-09
1988,0.0,1.798966087207532e-09
1989,2.1952488715726304e-09,2.7440609784434855e-09
1990,3.2691906959314565e-09,0.0
1991,1.1722930404189924e-09,5.861465202094962e-10
1992,2.2039776670368383e-09,1.65298330578878e-09
1993,4.985286850001103e-09,4.4313659408601325e-09
1994,0.0,1.0549853213248639e-09
1995,5.422450821690461e-10,2.1689803286761844e-09
1996,2.6690460952494277e-09,1.067618438099771e-09
1997,4.794894259418925e-09,1.438468344439059e-09
1998,1.43043876743576e-09,2.3840645013706308e-09
1999,9.140402323914998e-10,1.8280804647829996e-09
2000,3.97622823555821e-09,8.836062992401139e-10
2001,4.3812117822561447e-10,8.762423564512289e-10
2002,3.066854992184176e-09,4.38122149670761e-10
2003,8.333845835650777e-10,2.083461403401543e-09
2004,2.642874807889939e-09,2.642874807889939e-09
2005,6.305249655724765e-09,2.702249757291497e-09
2006,2.8825228870488218e-09,2.8825228870488218e-09
2007,3.994479469415779e-10,2.3966877371606188e-09
2008,2.9802078582719105e-09,8.514879357157668e-10
2009,2.860915504498962e-09,3.337734755248789e-09
2010,5.196172381261022e-09,3.7790344187271785e-09
2011,2.6767803529281764e-09,3.4415748029203996e-09
2012,1.3617010852229328e-09,3.404252713057332e-10
2013,3.0680376017500066e-09,2.2313000336282585e-09
2014,8.661780737106994e-10,1.7323561474213989e-09
2015,8.866301581811342e-10,4.433150790905671e-10
2016,4.1426800878596737e-10,2.899876117012923e-09
2017,1.509366853724714e-09,1.0062445321423752e-09
2018,3.3559066636712487e-09,1.5488800242380307e-09
2019,7.65296326310505e-10,0.0
