year,petit_ADJ arrêt_NOUN,petit_ADJ marais_NOUN
1800,0.0,1.8864986461863964e-08
1801,0.0,4.0480102825313224e-08
1802,2.2378401354217203e-09,8.951360541686881e-09
1803,2.145373123596528e-08,6.046051614916337e-08
1804,4.943701892301533e-09,1.730295640101076e-08
1805,2.842877711017877e-09,8.528632911009026e-09
1806,0.0,8.06867319624871e-08
1807,0.0,5.693910232196231e-09
1808,0.0,3.852325747288887e-08
1809,0.0,3.162642769893864e-08
1810,0.0,2.8081521552536515e-08
1811,2.5070767684098882e-09,7.521229861140455e-09
1812,2.6672082320544632e-09,6.934741625386209e-08
1813,0.0,3.4508900625951355e-08
1814,3.1466771410748606e-09,1.6362721488860643e-07
1815,1.6183340889597275e-08,1.3486118000116676e-08
1816,0.0,9.270415546325239e-09
1817,1.8682481339737933e-08,2.0239355080775567e-08
1818,4.768470951432846e-09,5.6029534789558966e-08
1819,8.280840013696888e-09,6.935203400448842e-08
1820,0.0,3.559944161679596e-08
1821,9.86148829262845e-10,2.5639868894700157e-08
1822,0.0,2.0051231786055723e-08
1823,2.964806067318193e-09,3.162459805139406e-08
1824,1.3473780313688621e-08,3.789500713224925e-08
1825,8.805443041381977e-10,5.283265824829186e-09
1826,7.927186018719112e-09,8.80798456392995e-09
1827,5.530363889061363e-09,1.6591091167583727e-08
1828,2.7516904310687096e-09,3.485474309172787e-08
1829,8.573175946935407e-09,2.3147574523818548e-08
1830,0.0,6.470838087579978e-08
1831,7.795603274018958e-09,3.585977381703742e-08
1832,1.3529969367098715e-09,3.788391467196561e-08
1833,0.0,4.054269808762001e-08
1834,2.8003592777992026e-09,1.866906162995008e-08
1835,3.025235173481633e-09,4.0084366048631637e-08
1836,1.68018754465038e-08,4.771732520225669e-08
1837,1.1132625488130543e-08,3.6876823372722356e-08
1838,7.574594285131298e-09,4.102905393210676e-08
1839,6.9914749545318955e-09,3.006334237110053e-08
1840,7.64362617644565e-09,4.140297632515555e-08
1841,1.2841097074556274e-09,2.953452238330101e-08
1842,2.683306021822318e-09,3.890793820460203e-08
1843,8.269675610961258e-09,1.1813821920725331e-08
1844,1.2074834465636286e-08,4.2810779143920286e-08
1845,1.2276501593078137e-08,4.798996011690093e-08
1846,3.5127007969038004e-09,2.0490753982471688e-08
1847,8.629157832729106e-09,1.6718993300912643e-08
1848,8.04522137798358e-09,6.516629724728773e-08
1849,1.256912263158938e-08,2.597618720123762e-08
1850,6.788996032014438e-09,2.3761487000228954e-08
1851,1.1608989325395669e-08,3.0957306051959677e-08
1852,5.859490670445666e-09,4.101643558129808e-08
1853,2.9859659189668264e-09,3.881755694656874e-08
1854,6.234797567117312e-09,1.0703068947792715e-07
1855,4.776243400783642e-09,4.2455496895854594e-08
1856,7.248064815001953e-09,3.67580446081206e-08
1857,8.298565390418844e-09,4.4909884810984124e-08
1858,9.787352261980686e-09,2.6425849730671302e-08
1859,6.619825576592575e-09,3.0553039431779894e-08
1860,1.0069804545764782e-08,2.425907463798893e-08
1861,5.659156698811785e-09,2.357981809808507e-08
1862,1.8071945051545413e-09,4.066187830886747e-08
1863,1.9978483312144135e-09,3.646073037932851e-08
1864,1.821996598039277e-08,1.7261021389991527e-08
1865,1.6003271596787272e-08,3.435996337453062e-08
1866,6.3252967308358166e-09,2.2868380966656332e-08
1867,2.0867089389753346e-08,2.620518202434141e-08
1868,2.4699369660652337e-08,2.76632952100897e-08
1869,8.790334682373668e-09,3.6626394250838246e-08
1870,8.601073631098188e-09,3.899153089292895e-08
1871,1.1683295220166201e-08,8.81557689069723e-08
1872,1.1489944995446422e-08,4.5355045164008345e-08
1873,8.380406590902112e-09,2.6338420333615886e-08
1874,1.0156835372754358e-08,2.389843628547439e-08
1875,7.437985338754061e-09,3.032409406911185e-08
1876,2.9020871039620033e-08,3.5066885395451663e-08
1877,2.6594708657512456e-08,2.040989244278535e-08
1878,3.200716930384928e-08,3.8046257422319485e-08
1879,1.3440515367335593e-08,7.514469979597038e-08
1880,1.7328185109022343e-08,3.7223510052086795e-08
1881,9.761510710859511e-09,3.2073535438659206e-08
1882,2.0631693686823382e-08,4.7253234880528794e-08
1883,3.159669503816076e-08,3.4756365008270507e-08
1884,1.2543224237049344e-08,2.3766109080725073e-08
1885,5.156508664505566e-08,4.0607504248058035e-08
1886,1.613365974151293e-08,2.8395241435941188e-08
1887,1.697520346510828e-08,3.3950408595551096e-08
1888,1.8387781741679987e-08,2.472839777389879e-08
1889,1.3783300722991498e-08,2.4434033241149677e-08
1890,2.4251230357208442e-08,3.7360001869934933e-08
1891,1.529812720946211e-08,2.6134302499869477e-08
1892,2.1312942521944933e-08,3.573052076433214e-08
1893,1.3548516086814288e-08,5.8504957101135346e-08
1894,1.071261657159539e-08,6.86867784871481e-08
1895,1.9259566386153892e-08,2.7685626013962406e-08
1896,1.8870492723976895e-08,4.481741955331131e-08
1897,2.738555449077751e-08,6.292850784905824e-08
1898,1.1316709347397591e-08,2.7160103943657532e-08
1899,1.9346524382513053e-08,4.145683796252797e-08
1900,1.9726001942999005e-08,4.983411006076466e-08
1901,1.7325090695408107e-08,2.682594713032671e-08
1902,3.044375845862035e-08,1.4239822876405128e-08
1903,6.480264325148255e-09,4.59018734133565e-08
1904,1.2361637935498493e-08,3.171028950532673e-08
1905,2.0126959654476195e-08,3.1996706228998306e-08
1906,9.259531807970234e-09,3.0350688517977176e-08
1907,1.7999951751335175e-08,2.417136368837447e-08
1908,9.331639461152008e-09,2.3574668217563044e-08
1909,2.2003934396774838e-08,2.4754425509421196e-08
1910,3.901229872482759e-08,2.2445433622841904e-08
1911,4.0966880554549334e-08,5.4267815241537676e-08
1912,1.5107321338359014e-08,3.6986890883383694e-08
1913,2.1742256994805587e-08,3.393913350357991e-08
1914,2.1429579888376793e-08,2.6786974693937537e-08
1915,2.3561524287174507e-08,9.424609537234119e-09
1916,6.592477230782379e-09,4.504859418830165e-08
1917,2.4126133979507358e-08,3.728584285767056e-08
1918,8.040463406189247e-09,4.9391418954769506e-08
1919,1.012863304339362e-08,3.038589962978122e-08
1920,1.3630017559052021e-08,1.0601124866838063e-08
1921,1.4388220004324381e-08,2.6504616779110535e-08
1922,3.024953443286904e-08,3.3200709625980096e-08
1923,2.0170300985000722e-08,2.44166811214086e-08
1924,3.093989942026809e-08,4.2542360634278964e-08
1925,1.6497267552040284e-08,3.299453421590215e-08
1926,1.3375366592072169e-08,4.3469938981743894e-08
1927,2.7873062080630007e-08,3.1217829099539074e-08
1928,2.5137291359556002e-08,2.399468668201621e-08
1929,1.7824650200282122e-08,2.562293377472713e-08
1930,2.6259008301110498e-08,3.781297441829423e-08
1931,1.2545892325022123e-08,3.193499864551086e-08
1932,1.6439305028370654e-08,4.3838147445462994e-08
1933,1.605892663292252e-08,5.5059177217486877e-08
1934,1.3179738189705859e-08,3.235026646564165e-08
1935,1.0771455727365264e-08,2.0346083040578833e-08
1936,1.9399542861009422e-08,2.0612014317578087e-08
1937,1.7627565185307503e-08,2.6441348222050465e-08
1938,1.5558256905023882e-08,4.148868804065842e-08
1939,1.988226472349197e-08,3.364691281149135e-08
1940,2.5357829169792012e-09,4.057252622757801e-08
1941,1.1806010391524069e-08,7.378756183840096e-08
1942,2.4273694165799498e-08,8.495793002438745e-08
1943,1.1612940831184915e-08,1.4516176261025748e-08
1944,2.5705489292704442e-08,6.747690939334916e-08
1945,0.0,3.485606514530559e-08
1946,6.960552134671616e-09,3.201854070766785e-08
1947,1.1920871401116528e-08,5.841226768943386e-08
1948,1.7395020535104777e-08,4.783630669358274e-08
1949,6.8719059331812105e-09,5.10484423621449e-08
1950,1.0635361036293034e-08,1.5953042220573366e-08
1951,2.1322803522849654e-09,3.944718707238337e-08
1952,1.370824520563474e-08,4.007025555807786e-08
1953,1.723812381726475e-08,8.619061908632375e-09
1954,1.856781906006688e-08,1.4658803948464083e-08
1955,1.595553378308523e-08,3.84809917264306e-08
1956,7.849027205963921e-09,1.83143975540645e-08
1957,1.3252556385623393e-08,2.65051134373806e-08
1958,1.7371711180658167e-08,1.5717262380476882e-08
1959,2.0927019450667217e-08,1.8601794438133368e-08
1960,1.1073332972788563e-08,1.5225833815968315e-08
1961,1.389631831827387e-08,3.265634923588223e-08
1962,2.0294259828190775e-08,3.297817424696703e-08
1963,1.2285501060915749e-08,1.681173822376536e-08
1964,2.1293888874396316e-08,2.7986254091949547e-08
1965,1.2038495533772675e-08,2.407699062345614e-08
1966,1.1632057428379028e-08,2.9357095865378824e-08
1967,2.662381248796919e-08,1.8735274998071816e-08
1968,9.431973424511852e-09,2.6948494963319192e-08
1969,1.2262746373892242e-08,2.5433843225952657e-08
1970,1.8394900186402552e-08,2.023439082954326e-08
1971,1.3359833683779243e-08,2.6205826508807206e-08
1972,1.0773308023459549e-08,1.6416469683644408e-08
1973,2.0950174484113404e-08,1.1026407453762488e-08
1974,9.563471903284437e-09,1.3501371964874664e-08
1975,1.7134440088995007e-08,2.6843957279254482e-08
1976,1.5997875024709174e-08,1.771193292032791e-08
1977,5.876782005476144e-09,1.3516598784679701e-08
1978,1.544553773769053e-08,2.019801093045004e-08
1979,1.6970723160092405e-08,1.0533552030622673e-08
1980,1.5918422358041084e-08,1.9329511713461756e-08
1981,1.5181319312773667e-08,2.2771978858138198e-08
1982,1.2415004135846175e-08,1.738100641190954e-08
1983,9.47297351672205e-09,1.3262163589544684e-08
1984,1.797692716909438e-08,2.8415141462012627e-08
1985,6.617113634810323e-09,2.105445351396895e-08
1986,1.4986213270340443e-08,2.3378493863024374e-08
1987,1.4665960224036212e-08,1.3443797242107536e-08
1988,1.978862740337206e-08,1.9788627625416666e-08
1989,1.756199174973716e-08,2.0306051728979924e-08
1990,1.8525413703063265e-08,2.3429199025315484e-08
1991,8.20605094986604e-09,2.696274015168143e-08
1992,1.9284805363728452e-08,1.763182105873895e-08
1993,2.3818592431723573e-08,2.437251311881994e-08
1994,1.3187316794116555e-08,1.4769794609570397e-08
1995,1.897857815347237e-08,3.3076950123334115e-08
1996,9.60856638698715e-09,4.217092874903017e-08
1997,1.6302641459020606e-08,2.6371920203160926e-08
1998,1.7642078020685403e-08,2.193339421197038e-08
1999,1.5995704094606822e-08,2.7878226754873836e-08
2000,1.7672125318668463e-08,2.9600811024543816e-08
2001,2.1467937816321836e-08,3.986902682995286e-08
2002,1.7086764003693133e-08,1.8839252380331573e-08
2003,1.583430719875878e-08,2.4584845270680944e-08
2004,1.6738206376487597e-08,2.070251881036711e-08
2005,1.5763123917267308e-08,1.3961623523961464e-08
2006,1.729513776638214e-08,2.511912833291774e-08
2007,2.3567428897308673e-08,1.1184542764164362e-08
2008,3.491100719621443e-08,1.2346575262167647e-08
2009,3.1946890022283014e-08,2.3364143508786128e-08
2010,4.487603444403021e-08,1.7005655550406118e-08
2011,6.271314201278244e-08,1.1471915806193778e-08
2012,6.604250213371188e-08,1.2595735010556552e-08
2013,4.127904928985515e-08,2.0360613250947068e-08
2014,5.456922025359745e-08,1.342575983720451e-08
2015,6.51673150997567e-08,1.884089062542671e-08
2016,5.7168985545530404e-08,1.864205989576817e-08
2017,4.502944261908226e-08,2.8929531326049585e-08
2018,5.705041239423281e-08,2.297505319326376e-08
2019,7.142765934275985e-08,1.8367112553097087e-08
