year,voulait_VERB être_VERB,voulait_VERB etre_VERB,voulait_VERB mettre_VERB
1848,1.4175681144479313e-06,1.6090443422100975e-09,4.0065202711048187e-07
1849,1.417796966052265e-06,0.0,4.147810273025243e-07
1850,1.076734747584851e-06,6.788996032014438e-09,3.862938626753021e-07
1851,1.355027052341029e-06,0.0,3.9470566548516217e-07
1852,1.1855703405672102e-06,1.9531636308300904e-09,4.0886226315706153e-07
1853,1.5025379980215803e-06,5.971931837933653e-10,4.478948767427937e-07
1854,1.362303237328888e-06,2.5978321716024766e-09,3.959096375183435e-07
1855,1.5788137943673064e-06,2.653468555990912e-09,4.4578271740647324e-07
1856,1.3843804254065617e-06,2.5885946719483854e-09,4.043384649321524e-07
1857,1.4571304518540273e-06,0.0,2.9728388994954e-07
1858,1.3227606814325554e-06,2.4468380654951716e-09,3.503872108012729e-07
1859,1.529688915979932e-06,1.5276520048956854e-09,4.7051682372512005e-07
1860,1.6876076642802218e-06,1.373155145145688e-09,4.6504189299412246e-07
1861,1.3926240853834315e-06,9.431927461278633e-10,4.395278097035771e-07
1862,1.3797930478176568e-06,1.3553959066214816e-09,3.9306479493461666e-07
1863,1.3740201438849908e-06,1.9978483312144135e-09,3.9407558460879955e-07
1864,1.3717716456085327e-06,1.4384183844029508e-09,4.161823881076998e-07
1865,1.5052488606670522e-06,3.294791106611683e-09,3.916094613032328e-07
1866,1.3219870425018598e-06,1.9462451650298362e-09,3.6005536685479456e-07
1867,1.4679754940516432e-06,1.94112459439566e-09,3.36299848413546e-07
1868,1.153460630121117e-06,3.457911734727759e-09,3.3047757597159944e-07
1869,1.3952213748780196e-06,3.906815315701806e-09,3.9312328681262443e-07
1870,1.509201638327795e-06,2.8670243956696595e-09,4.2431960878275277e-07
1871,1.2989700053367415e-06,1.0621177271019633e-09,3.6749273135683325e-07
1872,1.3793980997434119e-06,2.4189357183956872e-09,3.6163089589535957e-07
1873,1.170263885796885e-06,1.7958012854535355e-09,3.7113227335794363e-07
1874,1.4147874480840983e-06,3.5847653734322193e-09,3.4951463590005005e-07
1875,1.3462753258863813e-06,1.716458086775674e-09,3.518739219998679e-07
1876,1.3663993740919977e-06,4.232210137899983e-09,3.748529309177684e-07
1877,1.2654134025069652e-06,6.184815992682502e-10,3.704704738538567e-07
1878,1.2760594927385682e-06,4.831270938865373e-09,3.5207887094657053e-07
1879,1.4088103625908843e-06,1.832797580370027e-09,3.2501611713087186e-07
1880,1.1423766181906103e-06,0.0,3.06773046077069e-07
1881,1.0695827086237841e-06,1.3945015142624584e-09,3.430473611842899e-07
1882,1.2978000540897483e-06,3.3276925659464496e-09,3.7802587371515983e-07
1883,1.0603851023915922e-06,6.319338941018771e-10,3.1596695748703496e-07
1884,1.0391071327831014e-06,1.9805090900604227e-09,3.347060442138172e-07
1885,1.0641743983796914e-06,6.445635691854079e-10,2.739395199569117e-07
1886,1.1467805052234326e-06,6.453463874400711e-10,3.349347821313131e-07
1887,1.0028428505393094e-06,6.528924623161458e-10,2.8596690526683233e-07
1888,1.0893176067838795e-06,0.0,3.2400541272181727e-07
1889,1.1089291547250468e-06,6.265136742733546e-10,3.019795826730842e-07
1890,1.0578779665593174e-06,1.9663159989136147e-09,2.870821163014625e-07
1891,1.094453637051629e-06,1.9122659011827636e-09,2.1672347827461635e-07
1892,9.603361377230613e-07,0.0,2.889784127546591e-07
1893,1.1263743999734288e-06,1.2316833108982905e-09,2.598851835955429e-07
1894,9.490117918176111e-07,0.0,2.6781540896081424e-07
1895,8.925605357035238e-07,2.4074457982692365e-09,2.9852327543267165e-07
1896,1.0809253581101075e-06,1.179405795248556e-09,3.1902925456961384e-07
1897,9.777224931895034e-07,3.4960281336537946e-09,2.6161944788327673e-07
1898,1.0156746839129482e-06,1.13167097914868e-09,2.71035190735347e-07
1899,1.0485815664651454e-06,2.7637891975018647e-09,2.769316722606163e-07
1900,1.037172410178755e-06,2.07642125715779e-09,2.834314898336743e-07
1901,9.249362733498856e-07,5.588738916095792e-10,2.431101506772393e-07
1902,7.031526365608443e-07,4.910283846193408e-10,2.0083061258446833e-07
1903,9.741997928358614e-07,1.0800440541913758e-09,2.9917219990238664e-07
1904,9.964554692487582e-07,0.0,2.7303096317154996e-07
1905,8.479127018290455e-07,1.0321518084666081e-09,2.8229351300979033e-07
1906,9.49102059166762e-07,1.0288369045596824e-09,2.43834335833526e-07
1907,9.67883124758373e-07,0.0,2.2731367721462448e-07
1908,1.029918280437414e-06,9.822778146428846e-10,2.873162543437502e-07
1909,1.0583892162685515e-06,1.6502950117569526e-09,2.4424366529274266e-07
1910,9.859958254310186e-07,5.344150677544235e-10,2.5865688257908914e-07
1911,1.0199157713941531e-06,1.0640748282497725e-09,2.553779552272317e-07
1912,9.569706662659883e-07,5.209421227725386e-10,2.854762897186447e-07
1913,1.157112365035573e-06,0.0,2.2961945944643958e-07
1914,8.873185493030178e-07,2.0090231700464756e-09,2.2768928431560198e-07
1915,8.328998433171364e-07,1.1780761921542648e-09,2.038071755805504e-07
1916,9.668966640674626e-07,2.197492410260793e-09,1.8458936779097712e-07
1917,8.268684155154915e-07,1.0966424435210342e-09,1.6668964519794827e-07
1918,9.441801580578613e-07,0.0,2.4006527610254125e-07
1919,1.0082593462357181e-06,1.8415696745321952e-09,2.0809737577565102e-07
1920,8.541477427570499e-07,7.572231730534895e-10,2.286814009266891e-07
1921,1.0094472600030713e-06,1.5145494858259667e-09,2.0370690378967993e-07
1922,9.539670600133832e-07,7.377935484775833e-10,2.2797820520281675e-07
1923,1.0053303185486584e-06,0.0,2.4522839225937787e-07
1924,1.0390649549663067e-06,1.289162443462999e-09,2.3591672970724176e-07
1925,1.0712225275710807e-06,2.1996355847875293e-09,2.496586262168421e-07
1926,1.0856339258680237e-06,3.343841648018042e-09,1.9059896771977947e-07
1927,1.3445965123537462e-06,0.0,2.9991414862706733e-07
1928,1.0317714895791141e-06,5.713020723163709e-09,2.593711485587846e-07
1929,1.030487624120724e-06,6.684243825105796e-09,2.3840469509650575e-07
1930,1.03355455394194e-06,0.0,2.016691951212124e-07
1931,8.565422717765614e-07,1.1405356659111021e-09,1.9046944998990512e-07
1932,8.778588949098776e-07,1.0959536611565568e-09,2.169988277955781e-07
1933,9.818886610446498e-07,0.0,2.1220725443527044e-07
1934,9.800932048165123e-07,0.0,1.9529976214016642e-07
1935,1.0017454314947827e-06,0.0,1.6994962948047032e-07
1936,8.378177653867169e-07,0.0,2.0733261862915242e-07
1937,8.184226771845715e-07,0.0,2.291583456326407e-07
1938,8.699659019839601e-07,0.0,2.0225733976531046e-07
1939,8.778785058893845e-07,3.058810094103137e-09,1.8505801335777505e-07
1940,7.886284834057733e-07,0.0,1.52146981236001e-07
1941,9.297233418692485e-07,0.0,2.390717099842732e-07
1942,8.829556463751942e-07,0.0,2.5183956608998415e-07
1943,1.1119391274405643e-06,2.9032352077962287e-09,1.3645205854118103e-07
1944,9.414635542270844e-07,0.0,1.8957798886276578e-07
1945,1.2461042615541373e-06,0.0,2.5924197188942344e-07
1946,1.1345699704179424e-06,2.7842208538686464e-09,1.8375857280261698e-07
1947,1.1932792176594376e-06,0.0,2.431857808460336e-07
1948,1.019783098854532e-06,3.2615663503321457e-09,2.011299216064799e-07
1949,9.59121734922519e-07,1.9634016634739737e-09,1.7670615193310368e-07
1950,1.0082322887683404e-06,0.0,2.127072349367154e-07
1951,9.648568948250613e-07,0.0,1.8657452471870783e-07
1952,9.448144169255102e-07,1.0544803918932644e-09,1.940243947728959e-07
1953,8.155787440955464e-07,0.0,1.7022647114117717e-07
1954,1.02220724329527e-06,0.0,1.8567818926840118e-07
1955,9.394993298883492e-07,0.0,1.8865071638174413e-07
1956,1.0081639629788697e-06,1.744228317335228e-09,1.8837666004856146e-07
1957,9.373974876325519e-07,1.7670075402875796e-09,2.1115739912147546e-07
1958,8.735489132050134e-07,8.272243445794913e-10,1.8198934981228376e-07
1959,8.060777645368944e-07,3.100299128533379e-09,1.945437730910271e-07
1960,9.322362757302471e-07,1.3841666701708277e-09,1.7371291960444069e-07
1961,9.89417912933277e-07,6.948159270159238e-10,2.126136706692705e-07
1962,1.000760676106438e-06,0.0,2.0104002373955154e-07
1963,8.987814226202318e-07,1.2932106496776896e-09,2.288982869913525e-07
1964,9.515326269138313e-07,1.8251904432275978e-09,2.0563813052376645e-07
1965,8.235425070779456e-07,2.188817349590977e-09,2.2654259623777762e-07
1966,1.0219592923021992e-06,2.215629901769489e-09,2.2654815268197126e-07
1967,9.924765436153393e-07,1.9721342336964653e-09,2.1299049990375352e-07
1968,9.791286856852821e-07,8.982831700699023e-10,2.3040963981202367e-07
1969,8.29779139621678e-07,1.3625273131978588e-09,1.9257052485954773e-07
1970,8.530635113856988e-07,1.8394900047624674e-09,2.1568020258655451e-07
1971,8.575985361858329e-07,1.541519245584766e-09,1.8138543111945182e-07
1972,7.905556458354113e-07,2.565073486948677e-09,2.093099880084992e-07
1973,7.972092816999066e-07,1.6539611902288698e-09,1.758712073751667e-07
1974,7.442631044796144e-07,0.0,1.907068849504867e-07
1975,6.808084549447813e-07,3.998036124386317e-09,2.0675558687344164e-07
1976,7.507574082410429e-07,5.713526873840635e-10,1.6740634123380005e-07
1977,7.146166467464354e-07,1.7630346071939584e-09,1.639622126958784e-07
1978,8.203956554098113e-07,4.158414057542359e-09,1.9069298673457524e-07
1979,7.765568739159789e-07,1.1703946700691858e-09,2.018930871372504e-07
1980,7.578306053801498e-07,2.2740602734216964e-09,1.9045255328364874e-07
1981,7.590659265588329e-07,0.0,1.7774793548142043e-07
1982,7.715925107731891e-07,2.483000915987077e-09,2.054683250207745e-07
1983,7.660478331672493e-07,1.89459470334441e-09,1.983009241257605e-07
1984,7.683686362724984e-07,2.8995041922996734e-09,1.8614817065554234e-07
1985,7.86233442795492e-07,1.2031116103372597e-09,1.9009164020644675e-07
1986,8.554130772608914e-07,5.395036861699509e-09,2.2299485635812744e-07
1987,8.255713623839256e-07,0.0,1.8637990706338314e-07
1988,8.095347538983333e-07,2.99827696004229e-09,2.1167835484448005e-07
1989,8.34194565868529e-07,5.488121956886971e-09,1.9812121365703206e-07
1990,8.080349402916909e-07,3.2691906959314565e-09,2.0160008773473237e-07
1991,8.352587883564411e-07,5.861465202094962e-10,2.063235768900995e-07
1992,8.545923151359602e-07,1.1019888335184191e-09,1.8623610742452001e-07
1993,8.613467343820957e-07,1.1078414852150331e-09,1.994114740000441e-07
1994,8.714178534319217e-07,1.0549853213248639e-09,1.904248563278088e-07
1995,8.83859456735081e-07,1.626735190995987e-09,2.0876436224170902e-07
1996,8.076533504208783e-07,5.338092190498855e-10,2.0284750235077809e-07
1997,8.43421958052204e-07,1.438468344439059e-09,1.941932197269125e-07
1998,9.026068710227264e-07,1.9072516899143466e-09,1.9263242734268715e-07
1999,7.901877552285441e-07,2.7421207526856506e-09,2.2028369528470648e-07
2000,8.221956591114576e-07,0.0,2.191343639879051e-07
2001,8.828141631056496e-07,1.3143635069212678e-09,2.002213790319729e-07
2002,9.516012937638152e-07,4.38122149670761e-10,2.0285055768454185e-07
2003,9.629758324081195e-07,0.0,2.4251491481663834e-07
2004,9.13553719783522e-07,1.7619165015858584e-09,2.501921301245602e-07
2005,9.160626746052003e-07,4.5037495954858286e-10,2.1032511199337023e-07
2006,1.0978294540109346e-06,1.2353669198716943e-09,2.3471972099287086e-07
2007,1.1867598459502915e-06,1.1983438685803094e-09,2.5844281026365934e-07
2008,1.2938359077452333e-06,1.2772318758180745e-09,2.60981039446051e-07
2009,1.3570275996244163e-06,0.0,2.918133930052136e-07
2010,1.5739677792225848e-06,0.0,3.1885602425063553e-07
2011,1.7070210560632404e-06,7.64794394481072e-10,2.676780468391371e-07
2012,2.0197430785628967e-06,0.0,3.601699347655085e-07
2013,2.201177494498552e-06,0.0,3.397154273443448e-07
2014,2.584025651231059e-06,0.0,3.724565829088533e-07
2015,2.5217977963620797e-06,2.2165753954528356e-10,3.905605865384132e-07
2016,2.5150211513391696e-06,1.0356699942093428e-09,3.778124266773375e-07
2017,2.3697059532423737e-06,0.0,3.489152788915817e-07
2018,2.507894805603428e-06,2.5814667070633845e-10,3.805081973951019e-07
2019,2.4211424261011416e-06,2.55098775436835e-10,4.2958635049217264e-07
