year,grand_ADJ autel_NOUN,grand_ADJ motel_NOUN
1800,3.332814495493608e-07,0.0
1801,2.404994363658375e-07,0.0
1802,3.088219386881974e-07,0.0
1803,4.310249677175193e-07,0.0
1804,5.067294495120223e-07,0.0
1805,8.215916613707464e-07,0.0
1806,8.126306880740231e-07,0.0
1807,6.690344385162916e-07,0.0
1808,8.407134703958263e-07,0.0
1809,6.144563013954496e-07,0.0
1810,6.458749783888607e-07,0.0
1811,9.251113066710559e-07,0.0
1812,5.654481611827578e-07,0.0
1813,4.975033125464989e-07,0.0
1814,5.129083779920052e-07,0.0
1815,5.960863784792991e-07,0.0
1816,1.1217202775526403e-06,0.0
1817,1.0773563907662265e-06,0.0
1818,7.724922923557642e-07,0.0
1819,7.173277509764375e-07,0.0
1820,7.998008015874802e-07,0.0
1821,7.149579166476627e-07,0.0
1822,5.814857360064707e-07,0.0
1823,1.089072058313434e-06,0.0
1824,8.976905974122928e-07,0.0
1825,1.3287413351825705e-06,0.0
1826,1.1344683752412266e-06,0.0
1827,6.230876691826204e-07,0.0
1828,7.282807334973995e-07,0.0
1829,7.090016332367277e-07,0.0
1830,8.881747550759655e-07,0.0
1831,7.842376521516314e-07,0.0
1832,6.169666084687719e-07,1.3529969367098715e-09
1833,5.305301762348336e-07,0.0
1834,7.3836140734862e-07,0.0
1835,8.773181789933915e-07,0.0
1836,1.0927939950167165e-06,0.0
1837,1.3254782489369177e-06,0.0
1838,1.1955234784366553e-06,0.0
1839,1.0375349193125771e-06,0.0
1840,1.0267938648222952e-06,0.0
1841,1.0908511645091323e-06,0.0
1842,9.431820422456383e-07,0.0
1843,9.716869064924083e-07,5.906911071384968e-10
1844,1.0334960831581697e-06,0.0
1845,9.134833411916787e-07,0.0
1846,1.0567375441361548e-06,0.0
1847,1.4745073420030508e-06,0.0
1848,1.5543368742099162e-06,0.0
1849,1.6666656268427005e-06,0.0
1850,1.4874689933108698e-06,0.0
1851,1.3260046074492493e-06,0.0
1852,1.859411742799466e-06,0.0
1853,1.3520453625570639e-06,0.0
1854,1.5296035673628694e-06,0.0
1855,1.3325718697387856e-06,0.0
1856,1.211979948401165e-06,0.0
1857,1.3004339979305612e-06,0.0
1858,1.2209721365064041e-06,0.0
1859,1.0332019795278313e-06,0.0
1860,9.392381276063233e-07,0.0
1861,1.2011559329394572e-06,0.0
1862,1.270457681501469e-06,0.0
1863,1.1542568216782456e-06,0.0
1864,1.2845076433620761e-06,0.0
1865,1.3188577525635736e-06,0.0
1866,9.147352022509381e-07,0.0
1867,9.458129657247127e-07,0.0
1868,1.133701094557793e-06,0.0
1869,9.141947771018621e-07,0.0
1870,9.661872084620882e-07,0.0
1871,8.645638032156455e-07,1.0621177271019633e-09
1872,1.2814311443065662e-06,0.0
1873,1.234912777814401e-06,0.0
1874,1.0712474575735875e-06,0.0
1875,1.2627410654886262e-06,0.0
1876,1.308357628460044e-06,0.0
1877,1.24809587798147e-06,0.0
1878,1.3877826096631019e-06,0.0
1879,1.0349197068215688e-06,0.0
1880,1.148152721341944e-06,0.0
1881,1.1539500448520812e-06,6.972507571312292e-10
1882,1.4515394979319751e-06,0.0
1883,1.7081173147026618e-06,0.0
1884,9.757308161439937e-07,0.0
1885,1.2324055225221286e-06,0.0
1886,1.32037869349233e-06,0.0
1887,1.4206940495142817e-06,0.0
1888,1.2655866896693624e-06,0.0
1889,9.842529831161073e-07,0.0
1890,1.1430849933269371e-06,0.0
1891,9.408348655703946e-07,0.0
1892,1.2261209985098276e-06,0.0
1893,1.1159050936626613e-06,0.0
1894,1.0737823235018595e-06,6.301539290376468e-10
1895,1.0111272192858678e-06,6.018614495673091e-10
1896,1.0644137136139875e-06,0.0
1897,1.029580325884183e-06,0.0
1898,1.2142829692862733e-06,0.0
1899,1.0275768094203386e-06,0.0
1900,1.089082896532645e-06,0.0
1901,1.179223906078164e-06,0.0
1902,9.57996366679481e-07,0.0
1903,1.035762194234735e-06,0.0
1904,8.330668865852431e-07,0.0
1905,8.365590140613222e-07,5.160759042333041e-10
1906,8.122667356502689e-07,0.0
1907,7.750264958694686e-07,0.0
1908,7.823842791410129e-07,0.0
1909,8.966603051163702e-07,0.0
1910,9.288133684393074e-07,0.0
1911,7.66665923634946e-07,5.320374141248863e-10
1912,7.965205042204104e-07,1.0418842455450772e-09
1913,6.883280745384468e-07,5.30298971401777e-10
1914,6.194487744970445e-07,2.678697486047099e-09
1915,6.314488611991464e-07,1.1780761921542648e-09
1916,4.702633862319061e-07,0.0
1917,3.8711478955733014e-07,0.0
1918,4.973600979951698e-07,1.1486376294556067e-09
1919,3.2227467983148017e-07,0.0
1920,4.444899994737739e-07,0.0
1921,5.263059570381756e-07,7.572747429129834e-10
1922,4.5743198828773757e-07,1.4755870969551665e-09
1923,4.7453287610466077e-07,0.0
1924,5.117974629653688e-07,0.0
1925,6.884859424793888e-07,0.0
1926,1.5626886185060584e-06,1.1146138456652466e-09
1927,5.942536769332207e-07,1.1149224876660924e-09
1928,5.518777994595325e-07,0.0
1929,5.503360824832271e-07,1.1140406375176326e-09
1930,4.5270531723318186e-07,0.0
1931,7.116942288831751e-07,0.0
1932,4.800277144667575e-07,1.0959536611565568e-09
1933,6.056509880281169e-07,0.0
1934,4.636871437924128e-07,0.0
1935,5.182267273085017e-07,0.0
1936,4.1830264230213743e-07,0.0
1937,4.155069111000387e-07,0.0
1938,3.746946972693621e-07,0.0
1939,4.909390227680888e-07,0.0
1940,7.860927198066747e-07,0.0
1941,7.23118127599065e-07,0.0
1942,5.916713092801729e-07,0.0
1943,4.5580793983646117e-07,0.0
1944,4.884043072195254e-07,0.0
1945,4.0738024997821753e-07,0.0
1946,3.243617392456599e-07,0.0
1947,3.4212899779895167e-07,0.0
1948,2.9788973332500746e-07,0.0
1949,3.023638535104567e-07,0.0
1950,2.2440612834628837e-07,0.0
1951,2.366831215461218e-07,0.0
1952,2.6889249316042196e-07,0.0
1953,2.682682886945287e-07,1.0773827385790469e-09
1954,2.3454086761631743e-07,0.0
1955,2.402715639782116e-07,0.0
1956,1.674459140232898e-07,0.0
1957,2.385460202702916e-07,0.0
1958,2.680206931948703e-07,0.0
1959,2.154707958723634e-07,7.750747821333448e-10
1960,4.007162521801888e-07,6.920833350854139e-10
1961,3.884021158029327e-07,6.948159270159238e-10
1962,3.5261276742915015e-07,0.0
1963,2.967918497631672e-07,1.939815863494232e-09
1964,2.573518651516338e-07,2.4335873316516654e-09
1965,3.3051141645756843e-07,0.0
1966,3.323444874858694e-07,0.0
1967,3.998502107194213e-07,1.972134178185314e-09
1968,3.179922456464368e-07,4.4914158503495116e-10
1969,3.442652314333827e-07,4.5417578031781147e-10
1970,3.9732984546958505e-07,4.5987250119061684e-10
1971,4.3830529516952765e-07,2.0553589941130213e-09
1972,4.129768331750938e-07,5.130146862875051e-10
1973,5.017015403119274e-07,5.513203782392395e-10
1974,3.420347631788445e-07,0.0
1975,3.718173551270354e-07,0.0
1976,3.902338843175812e-07,1.7140580066410394e-09
1977,4.1842687004134405e-07,1.1753563677885381e-09
1978,3.4158399309092147e-07,5.940591352171509e-10
1979,3.4936280268738074e-07,5.851973350345929e-10
1980,3.2689616258352316e-07,1.1370301367108482e-09
1981,2.6314285528350467e-07,6.325549528618524e-10
1982,2.7747535691347025e-07,6.207502289967692e-10
1983,2.191414654184598e-07,6.315316047889041e-10
1984,2.3833924878147172e-07,5.799008495621649e-10
1985,2.8573900179296174e-07,0.0
1986,3.213044168504098e-07,2.9972427872948515e-09
1987,2.0898993113860342e-07,0.0
1988,2.098793872029603e-07,5.996553809062277e-10
1989,2.491607540289209e-07,1.0976244357863152e-09
1990,2.1413197881514634e-07,1.089730194969718e-09
1991,2.5731832042907854e-07,1.7584396161396398e-09
1992,3.1571980141364975e-07,0.0
1993,2.963475980166663e-07,5.539207426075166e-10
1994,2.410641393169044e-07,0.0
1995,2.7166478733242627e-07,5.422450821690461e-10
1996,2.3647747759980575e-07,5.338092190498855e-10
1997,2.397447280699794e-07,1.438468344439059e-09
1998,2.903790705666154e-07,0.0
1999,2.6415762999221215e-07,4.570201161957499e-10
2000,2.65523686593383e-07,4.4180314962005696e-10
2001,2.6988264778537996e-07,2.1906058633724967e-09
2002,3.724038331043289e-07,0.0
2003,3.0835229924974783e-07,4.1669229178253886e-10
2004,2.3829920703377638e-07,1.3214373761893938e-09
2005,3.4904058132667615e-07,4.5037495954858286e-10
2006,3.5249138896631393e-07,4.1178899179428186e-10
2007,3.4352524114211747e-07,2.396687653893892e-09
2008,2.090402944077141e-07,8.514879357157668e-10
2009,2.694028777838753e-07,1.907277002999308e-09
2010,1.5730230806809686e-07,0.0
2011,1.0057046240241618e-07,1.911985902935953e-09
2012,1.276594756571825e-07,1.7021263287730903e-09
2013,1.662318587225542e-07,7.2517249982695375e-09
2014,1.3274178745081855e-07,2.1654451842767486e-09
2015,1.7954260100871977e-07,1.329945265027277e-09
2016,2.2909021235584248e-07,3.1070102046726333e-09
2017,1.3559145739527878e-07,1.0062445598979508e-09
2018,1.3888290784080937e-07,1.0325866828253538e-09
2019,1.4821238958351302e-07,8.163160925001023e-09
