year,faut_VERB être_VERB,faut_VERB etre_VERB,faut_VERB mettre_VERB
1985,4.399779300001683e-06,8.121003380878733e-08,1.5832948747629416e-06
1986,4.650521987059619e-06,2.9972427872948515e-08,1.62690332672355e-06
1987,4.682107828557491e-06,2.138785948346822e-08,1.524037770650466e-06
1988,4.447044375410769e-06,1.439172936379407e-08,1.6220677707678988e-06
1989,4.721980531030567e-06,2.9635859433163603e-08,1.5756398852317943e-06
1990,4.618821549229324e-06,2.39740645113784e-08,1.5632180065949797e-06
1991,4.7114458538999315e-06,1.817054240405014e-08,1.5697004300818662e-06
1992,4.536887900030706e-06,2.5896737698705152e-08,1.5686811138948542e-06
1993,4.800277110916795e-06,1.772546426304089e-08,1.6440367289760616e-06
1994,4.937331141263712e-06,1.7934750295989232e-08,1.7238460259250132e-06
1995,4.929549959342694e-06,1.3556127331781909e-08,1.607214471732732e-06
1996,4.620118943421403e-06,4.43061651811405e-08,1.5944881397444988e-06
1997,4.74358921564999e-06,4.075660375857382e-08,1.5439560456798063e-06
1998,4.988893579138676e-06,1.7165265431273724e-08,1.6750437907830928e-06
1999,5.048244020144921e-06,2.1936965716173873e-08,1.640245159251208e-06
2000,5.002095349482261e-06,3.976228146740368e-08,1.6563200233576936e-06
2001,4.995457857148722e-06,2.4534785758589805e-08,1.6179815247596707e-06
2002,4.959980742569314e-06,2.5411083903748022e-08,1.6933421420617378e-06
2003,5.0790622481144965e-06,1.8334460727409407e-08,1.672602820690372e-06
2004,5.030712145526195e-06,1.8500122545006548e-08,1.6174393522305763e-06
2005,5.133824288350297e-06,1.756462331137243e-08,1.61954835675715e-06
2006,5.5220903050212655e-06,1.8530504686253835e-08,1.6397438002968556e-06
2007,5.537147444556467e-06,1.8374605309512404e-08,1.5726266155979829e-06
2008,5.5981072364374995e-06,2.171294255504108e-08,1.6105893791973358e-06
2009,5.6631820370967034e-06,8.105927262747059e-09,1.61307957569079e-06
2010,6.057319751562318e-06,1.4643758761145875e-08,1.6358495713575394e-06
2011,6.701510756101925e-06,1.1089518581197666e-08,1.5892427427388611e-06
2012,6.6971865635423455e-06,6.127654827992046e-09,1.5138712115003727e-06
2013,6.410525202227291e-06,4.462600067256517e-09,1.4006985793457716e-06
2014,6.824833690188825e-06,2.598534165620947e-09,1.429626877325063e-06
2015,6.412995844584657e-06,2.43823286560918e-09,1.4117368891675142e-06
2016,6.485572612291435e-06,2.071340043929837e-09,1.364391664537834e-06
2017,6.266639502428006e-06,7.798395096347832e-09,1.3128975524523412e-06
2018,6.235790806385921e-06,4.130346842323718e-09,1.253560185432434e-06
2019,6.554507763212314e-06,3.0611854162643226e-09,1.3272789374241256e-06
