year,faut_VERB être_VERB,faut_VERB etre_VERB,faut_VERB mettre_VERB
1800,6.143697191873798e-06,3.144164484325529e-09,2.326681624253979e-06
1801,6.248223144211806e-06,3.5717739876872656e-08,2.493098236300284e-06
1802,5.14255680172937e-06,4.475680270843441e-09,2.4593862235633424e-06
1803,6.145518909761449e-06,1.1702034896643454e-08,2.4671792289154837e-06
1804,6.931069947313517e-06,4.943701892301533e-09,2.6597115265758475e-06
1805,6.333931651170133e-06,5.685755422035754e-09,2.1321582153177587e-06
1806,5.9074218370369636e-06,0.0,2.0719201074825833e-06
1807,5.383591997087933e-06,5.693910232196231e-09,1.568672246321512e-06
1808,5.941646122664679e-06,6.798221985349073e-09,1.8083270560964593e-06
1809,5.471371878229547e-06,1.129515236897305e-08,2.3268014501809375e-06
1810,6.149853106762748e-06,4.680253518074551e-09,2.6466834697203012e-06
1811,4.665670076064998e-06,2.5070767684098882e-09,2.8655888399953255e-06
1812,5.6464796216459945e-06,2.6672082320544632e-09,2.1924452084931545e-06
1813,6.303625468717655e-06,2.8757416448144113e-09,1.8663563423615415e-06
1814,5.535005129786441e-06,3.4613449440001887e-08,2.0453401248232694e-06
1815,4.946708031638991e-06,5.394447111228828e-09,1.6156369611053378e-06
1816,5.532120667339768e-06,4.6352077731626196e-09,1.960692998181912e-06
1817,6.1107280089345295e-06,3.113746815941454e-09,2.3929144390422152e-06
1818,6.570952791662421e-06,2.384235475716423e-09,1.8287086049895152e-06
1819,6.4300720623577945e-06,9.315945015409e-09,1.689291366346879e-06
1820,5.873908321518684e-06,3.5599443393152796e-09,1.7835320704762125e-06
1821,7.650543011550326e-06,8.875339130298698e-09,2.0186466826999094e-06
1822,6.207861588336527e-06,7.017931125119503e-09,2.5916217509802664e-06
1823,5.185445843380876e-06,9.882686669016039e-09,1.4705437934026122e-06
1824,5.102352133690147e-06,7.57900142644985e-09,1.6429590914412984e-06
1825,5.310562755767023e-06,4.4027217427355936e-09,1.4731506325915689e-06
1826,4.701701982412487e-06,2.642395191543301e-09,1.649735509090533e-06
1827,5.461234195536235e-06,2.7651818612639545e-09,1.9135059119435027e-06
1828,5.5749246712366585e-06,6.420610709767516e-09,1.624414608158986e-06
1829,5.862337729922729e-06,4.286587973467704e-09,1.6932023072513402e-06
1830,5.690163106919499e-06,7.305785310052215e-09,1.6438016245956533e-06
1831,5.687672000931343e-06,7.795603274018958e-09,1.9535780211299425e-06
1832,6.118252258602297e-06,6.764984683549358e-09,2.0836152998526813e-06
1833,5.760538442700636e-06,1.2741991461950875e-08,1.8475886918167816e-06
1834,5.11718963025487e-06,1.3068343740485489e-08,1.638210164855991e-06
1835,5.715425686503295e-06,1.739510224751939e-08,1.9437136415945133e-06
1836,5.361142484616721e-06,1.2097349788575684e-08,1.9127255654893816e-06
1837,4.877481387666194e-06,6.262101948095733e-09,1.7067706039597397e-06
1838,4.453230303624878e-06,5.680945713848473e-09,1.6411620435974328e-06
1839,3.959272362408228e-06,6.991475065554198e-09,1.591259774613718e-06
1840,4.207179244986037e-06,1.2102408852854296e-08,1.6389209349654266e-06
1841,4.56244197266642e-06,1.219904222082846e-08,1.7868386521513457e-06
1842,4.646815341402544e-06,1.0733224087289273e-08,1.670357960392721e-06
1843,4.885606358584482e-06,8.269675610961258e-09,1.602545012246992e-06
1844,5.099422196508385e-06,8.232841963717874e-09,1.8282397604707512e-06
1845,5.029459316574503e-06,7.254296274794569e-09,1.545723193885351e-06
1846,5.037212758907117e-06,9.952652257894101e-09,1.7499104387752595e-06
1847,4.230444574204739e-06,9.707802561820245e-09,1.5419226429003174e-06
1848,4.5109559323464055e-06,8.849743937666688e-09,1.7989116258831928e-06
1849,4.7896737669361755e-06,6.703532173801818e-09,1.633985903026769e-06
1850,4.154186626692535e-06,8.146795238417326e-09,1.563505747981253e-06
1851,4.532020739134168e-06,7.094382858952031e-09,1.5736630984974909e-06
1852,4.884862391918432e-06,2.6042181744401205e-09,1.5084933693287894e-06
1853,4.8498059186385944e-06,7.166318205520383e-09,1.6572111007917556e-06
1854,5.0512248890299816e-06,8.313063126763609e-09,1.5509058357565664e-06
1855,5.087229965283768e-06,1.1675261646360013e-08,1.5082315485415165e-06
1856,5.360461727832444e-06,1.0872097000458325e-08,1.6323677982654772e-06
1857,4.833182174479589e-06,7.810414537345878e-09,1.3341164049052168e-06
1858,4.915208137390437e-06,1.468102794888182e-08,1.632530370443419e-06
1859,4.957739747624146e-06,1.5785736939832873e-08,1.4008569451107178e-06
1860,5.183203029446304e-06,6.408057640072684e-09,1.3823095059706247e-06
1861,5.280464392853901e-06,5.659156532278331e-09,1.6420985957665835e-06
1862,5.245381998975063e-06,8.132375661773494e-09,1.5690966392867267e-06
1863,5.19140894539305e-06,9.989241434027463e-09,1.7391270148436888e-06
1864,4.967817403667141e-06,7.192091699970149e-09,1.8047355752059957e-06
1865,4.9078266783908475e-06,1.0825741691977697e-08,1.616330337128602e-06
1866,4.971196631231578e-06,9.731225603104576e-09,1.5711063952039694e-06
1867,4.711594556283671e-06,9.220341823379385e-09,1.8760969169306918e-06
1868,4.4898515625391155e-06,2.074747162961188e-08,1.6425080957560567e-06
1869,5.086185410618782e-06,1.0255390314739543e-08,1.6208399529205053e-06
1870,4.8418310143460985e-06,1.0894693147633916e-08,1.6491123915329808e-06
1871,4.876182629232062e-06,2.3366590440332402e-08,1.7344382285955362e-06
1872,4.633471235138131e-06,9.071008832961525e-09,1.5940786397550255e-06
1873,4.344642093201401e-06,8.380405869257146e-09,1.6305875760735944e-06
1874,3.945631760871038e-06,4.779687312606029e-09,1.573114559505484e-06
1875,4.848994194617262e-06,1.3731664694205392e-08,1.4137893913357402e-06
1876,5.223756943451008e-06,1.209202959984168e-08,1.5743822814329178e-06
1877,4.725817689177347e-06,1.1132669119895411e-08,1.6296989997499622e-06
1878,4.8324786803277675e-06,1.3285995414946683e-08,1.4644790553575149e-06
1879,5.023087396693882e-06,1.0996785704264767e-08,1.5358843938884092e-06
1880,4.4366570364218205e-06,6.417846254436199e-09,1.6474610902150744e-06
1881,4.64508457298507e-06,8.367009307619355e-09,1.446795295123593e-06
1882,4.724658083432587e-06,1.5972924316542958e-08,1.5014549035186064e-06
1883,4.381197868497111e-06,1.1374809816278031e-08,1.4509201946566463e-06
1884,4.459446245164145e-06,1.5844072720483382e-08,1.4642563428424182e-06
1885,4.1065145524044055e-06,2.1270597949651915e-08,1.450912577638519e-06
1886,4.237989742250647e-06,1.0325542421085743e-08,1.4229888165573357e-06
1887,4.493858796195127e-06,3.264462256069578e-09,1.4938179901946569e-06
1888,4.208900008961791e-06,6.974675947901687e-09,1.5395012269436847e-06
1889,4.2208225750073325e-06,1.566284169030041e-08,1.3802095963910688e-06
1890,4.369809630588861e-06,1.1797895993481688e-08,1.5114414964045864e-06
1891,4.039980467496207e-06,1.784781566982474e-08,1.5196141021078802e-06
1892,4.298318799556e-06,5.014809900671935e-09,1.6160224731720518e-06
1893,4.15015711041633e-06,9.23762488724833e-09,1.5334456975324429e-06
1894,4.003998128609965e-06,1.3233232287745977e-08,1.609413175174268e-06
1895,4.411042482388439e-06,6.6204761672850054e-09,1.3933092759543797e-06
1896,4.109639576199697e-06,1.4152869098893461e-08,1.363982846669387e-06
1897,4.171344244241482e-06,6.992056267307589e-09,1.584866140547092e-06
1898,4.427662588568637e-06,6.7900258748920805e-09,1.5175708085735096e-06
1899,4.481207724893466e-06,5.527578395003729e-09,1.5521439991061925e-06
1900,4.226555574859958e-06,5.191053142894475e-09,1.6040354466895224e-06
1901,4.187083050055662e-06,6.706486588292648e-09,1.5939083368721185e-06
1902,3.6778026242245687e-06,1.0311595854961553e-08,1.3130098750480101e-06
1903,4.2159517761319876e-06,1.4580595175672784e-08,1.516381871624617e-06
1904,4.108901066501858e-06,6.987012746151322e-09,1.3850409459337243e-06
1905,4.357229045126587e-06,1.083759415543284e-08,1.5988031236702227e-06
1906,4.099915258848341e-06,7.201858220895474e-09,1.5818367273823242e-06
1907,4.207874553685542e-06,1.6971383132169393e-08,1.540281573397806e-06
1908,4.546473064692691e-06,1.0313917275794893e-08,1.6561203892706544e-06
1909,4.505305696511641e-06,1.4852655549901783e-08,1.6090376675492735e-06
1910,4.732779871119419e-06,8.550640973048473e-09,1.6107270539578167e-06
1911,4.132334652240388e-06,8.512598514975878e-09,1.5248192539729644e-06
1912,4.342573447502218e-06,8.856016364688912e-09,1.5904363408481004e-06
1913,4.4921625885763206e-06,8.484783542428431e-09,1.6311996660078876e-06
1914,4.574545528157614e-06,1.4732836506325953e-08,1.4947131603548769e-06
1915,4.212800376990344e-06,4.712304768617059e-09,1.4773075918128598e-06
1916,4.645498847821727e-06,1.4283700444650549e-08,1.6975628795989905e-06
1917,4.701306352217216e-06,9.869782324756216e-09,1.7283084616792621e-06
1918,4.424552116688574e-06,5.743188147278033e-09,1.8447120737619116e-06
1919,4.354391421657056e-06,8.28706359090603e-09,1.6343931292794878e-06
1920,4.410067958815489e-06,8.329454903588385e-09,1.7393416555933072e-06
1921,4.412640009832103e-06,9.84457149133533e-09,1.6364707562388503e-06
1922,4.337488462624606e-06,2.951174138399182e-09,1.7057786863006186e-06
1923,4.755944701173576e-06,7.431163684401554e-09,1.5562980024697026e-06
1924,4.749274467030773e-06,6.4458122173149945e-09,1.6140313618961954e-06
1925,4.651129529520404e-06,1.649726644181726e-08,1.5584417951686191e-06
1926,4.568802069115918e-06,1.114613823460786e-08,1.6317947029165225e-06
1927,5.02718557982007e-06,8.919379901328739e-09,1.6066032912931405e-06
1928,4.352179075794993e-06,9.14083297942625e-09,1.4716740679432405e-06
1929,4.362583240435924e-06,3.342121912552898e-09,1.5017267287475988e-06
1930,4.403110779094277e-06,9.453243521306831e-09,1.7246917423108243e-06
1931,4.112771421205252e-06,1.3686427990933225e-08,1.5226150935632177e-06
1932,4.188734692434082e-06,7.6716757391182e-09,1.474057626182912e-06
1933,4.068644102517283e-06,8.02946331646126e-09,1.5255981224981952e-06
1934,4.017423634650186e-06,8.38710612072191e-09,1.7217530512425583e-06
1935,3.999800355813932e-06,4.787313656606784e-09,1.5139879678827128e-06
1936,3.973269031121163e-06,2.182448666232517e-08,1.5968248590070289e-06
1937,3.737043925866601e-06,2.5182236296217297e-09,1.4857519090583082e-06
1938,3.986803221778246e-06,1.0372171566075394e-08,1.4521040156978415e-06
1939,3.867865416395944e-06,1.6823455517567254e-08,1.6181105593204848e-06
1940,3.349769258420565e-06,2.5357829169792012e-09,1.3591796914624865e-06
1941,4.084879492438631e-06,2.066051862925633e-08,1.4521392586175352e-06
1942,4.287341198505601e-06,9.102635090130207e-09,1.5899270238151075e-06
1943,4.6364666559384204e-06,1.4516176038981143e-08,1.486456426391669e-06
1944,4.565937615552684e-06,3.213186161588055e-08,1.6901359458643128e-06
1945,4.5857509576308075e-06,2.832055256973831e-08,1.7863733319245512e-06
1946,4.534103482001228e-06,2.7842208538686464e-09,1.6287691551042371e-06
1947,4.769540282723028e-06,5.960435700558264e-09,1.8095881841873052e-06
1948,4.4792177504859865e-06,7.610321262063735e-09,1.5883828154983348e-06
1949,4.058351350977318e-06,1.276211036849162e-08,1.785713834578928e-06
1950,4.438136329554254e-06,2.3397794368662517e-08,1.5995583453332074e-06
1951,4.360513230494689e-06,1.4925962799061665e-08,1.5864166016399395e-06
1952,4.2854085222643334e-06,7.381362521208246e-09,1.5996467936929548e-06
1953,4.298757176002255e-06,1.0773827274768166e-08,1.5880621049291221e-06
1954,4.411322606756585e-06,1.2704297169818801e-08,1.5010615470600897e-06
1955,4.138114491070155e-06,1.0324168631115072e-08,1.5993075521691935e-06
1956,4.460864147404209e-06,6.976913269340912e-09,1.730274448163982e-06
1957,4.0084564716380555e-06,1.0602045241725477e-08,1.5081409401318524e-06
1958,3.940896931453608e-06,1.4062814024384807e-08,1.6660297887938214e-06
1959,4.178428298473591e-06,1.1626121398933265e-08,1.6284320736303926e-06
1960,4.253544375387719e-06,7.612916852473006e-09,1.5910995898593683e-06
1961,4.498238467931515e-06,1.876002997391879e-08,1.6300381275868858e-06
1962,4.609968073054915e-06,9.51293499529271e-09,1.7338908264719066e-06
1963,4.521711161942221e-06,3.556329353227028e-08,1.5848296470721834e-06
1964,4.755837835546117e-06,1.6426714044559532e-08,1.6718745428079274e-06
1965,4.492547759582521e-06,5.307882133820385e-08,1.6454434899060288e-06
1966,4.270072622603038e-06,1.2739872046196865e-08,1.7226522004420985e-06
1967,4.76171817354043e-06,1.0846738118797106e-08,1.7078682503779419e-06
1968,4.862406967731658e-06,2.0211370466149958e-08,1.7305425217273296e-06
1969,4.2642564039852004e-06,1.680450384400345e-08,1.73268063008436e-06
1970,4.589067884808173e-06,2.2073880945328028e-08,1.7254416206924361e-06
1971,4.5664937715628184e-06,1.9525910222029097e-08,1.7403751826350344e-06
1972,4.333948254497955e-06,1.692948470299882e-08,1.7037217503457214e-06
1973,4.225319571560249e-06,1.8193572426383753e-08,1.6319082760674064e-06
1974,4.098229055671254e-06,1.2938814797358589e-08,1.493589252277161e-06
1975,4.122546215512557e-06,1.9990180621931586e-08,1.577510829520179e-06
1976,4.2285810195608065e-06,2.2282754752467326e-08,1.574076691213122e-06
1977,4.218354206386721e-06,3.232229972560674e-08,1.6807596239232225e-06
1978,4.322968379710801e-06,2.5544542481270582e-08,1.5332666407630313e-06
1979,4.51889400210348e-06,3.920822155834003e-08,1.6268486433546059e-06
1980,4.471939519135049e-06,2.4446148272350143e-08,1.6310697219523718e-06
1981,4.356405952421483e-06,3.0995193078808825e-08,1.6281964008157956e-06
1982,4.6115533223201055e-06,3.414126314993382e-08,1.6412635659435182e-06
1983,4.596918643073877e-06,2.5892796129411977e-08,1.6464028931295616e-06
1984,4.614270892489003e-06,2.0876430584237937e-08,1.560513169351907e-06
