year,pourrait_VERB hériter_VERB,pourrait_VERB mériter_VERB
1800,0.0,9.432493897065797e-09
1801,1.904946067554647e-08,1.6668277424969347e-08
1802,2.2378401354217203e-09,1.5664880947952042e-08
1803,1.1702034896643454e-08,4.290746247193056e-08
1804,0.0,7.4155526164076946e-09
1805,0.0,8.528632911009026e-09
1806,1.152667650217154e-08,2.5935023018064385e-08
1807,2.8469551160981155e-09,3.131650672116848e-08
1808,0.0,3.172503681980743e-08
1809,2.259030518203531e-09,3.388545621874073e-08
1810,7.020380277111826e-09,8.89248141788812e-08
1811,0.0,5.264861258069686e-08
1812,0.0,9.068507722531649e-08
1813,0.0,1.2365688917270745e-07
1814,0.0,6.293354459785405e-08
1815,0.0,2.1577788444915313e-08
1816,2.3176038865813098e-09,3.0128852301913867e-08
1817,1.556873407970727e-09,2.80237220096069e-08
1818,1.1921177378582115e-09,6.556647491606782e-08
1819,1.1386155129855524e-08,5.2790355198339967e-08
1820,1.898636980968149e-08,3.559944161679596e-08
1821,9.86148829262845e-10,6.212737702071536e-08
1822,1.5038423839541792e-08,6.817418807258946e-08
1823,9.882686669016039e-09,5.138997138942614e-08
1824,2.5263338088166165e-09,1.0947446504872005e-08
1825,5.283265824829186e-09,5.195211372210906e-08
1826,1.8496766784892316e-08,3.52319382557198e-08
1827,2.3043183361437514e-08,5.438191053031005e-08
1828,1.8344602503717056e-09,6.328887991458032e-08
1829,1.971830521085849e-08,7.11573591161141e-08
1830,1.3567886369969528e-08,7.723258477199124e-08
1831,2.8064171431196883e-08,7.795603096383275e-08
1832,5.411987746839486e-09,3.92369123858316e-08
1833,1.1583628500844156e-09,3.8225973497674204e-08
1834,2.8003592777992026e-09,2.42697808516823e-08
1835,1.5126175867408165e-09,4.764745398233572e-08
1836,8.064899859050456e-09,5.443807538085821e-08
1837,2.922314124020886e-08,2.2961039292113128e-08
1838,5.680945491803868e-09,4.797243136067664e-08
1839,2.7965900706306e-09,3.705481788074394e-08
1840,5.732719632334238e-09,4.1402977046800515e-08
1841,6.420548537278137e-10,2.8250413564023802e-08
1842,4.024959032733477e-09,4.561620414733625e-08
1843,5.906910960362666e-09,4.666459574309556e-08
1844,7.1351298203126134e-09,4.281077892187568e-08
1845,5.580227835366713e-09,1.8414752389617206e-08
1846,1.2294452567118697e-08,3.688335681317767e-08
1847,1.1325769655456952e-08,3.613459753637471e-08
1848,1.850401076808339e-08,4.585776380849893e-08
1849,5.865590679832167e-09,5.53041381579078e-08
1850,1.2220192857625989e-08,4.0055077477063605e-08
1851,6.449438760824933e-09,2.902247508984601e-08
1852,7.161600201754936e-09,3.2552726736412296e-08
1853,4.180352064508952e-09,4.060913738612726e-08
1854,3.63696517347023e-09,3.533051895487915e-08
1855,3.714855978387277e-09,3.1841622671890946e-08
1856,5.694908100650764e-09,3.727576114442854e-08
1857,4.881509085841174e-10,4.9791392342513063e-08
1858,3.9149408159744326e-09,3.1808895073481835e-08
1859,2.5460866748261424e-09,3.666364989385329e-08
1860,2.746310290291376e-09,3.4328881071132855e-08
1861,2.8295783494058924e-09,2.87673795895671e-08
1862,2.710791813242963e-09,1.581295272501393e-08
1863,2.9967726078439227e-09,3.8958042125614156e-08
1864,3.3563094525845827e-09,3.1165733105353866e-08
1865,6.589582213223366e-09,1.835669216632141e-08
1866,2.919367858567057e-09,3.0166798836717135e-08
1867,1.94112459439566e-09,1.94112459439566e-08
1868,2.4699371437009177e-09,1.6301584082611953e-08
1869,7.813630631403612e-09,2.7347706321734222e-08
1870,2.2936195165357276e-09,3.096386436141074e-08
1871,1.0621177271019633e-09,2.6552942955504477e-08
1872,1.814201766592305e-08,3.3260366905096816e-08
1873,1.496501056408306e-08,2.3944018323618366e-08
1874,1.3741600746186577e-08,1.5533982988813477e-08
1875,6.293679799540541e-09,1.830888685105947e-08
1876,1.209202959984168e-09,3.929909553335165e-08
1877,1.8554447978047506e-09,1.855444864418132e-08
1878,2.4156354694326865e-09,2.294853729267743e-08
1879,1.4662380642960215e-08,1.5273313280772527e-08
1880,6.417846254436199e-09,3.529815373326528e-08
1881,2.091752326904839e-09,3.2770785196589713e-08
1882,6.655385131892899e-09,2.9283693692150337e-08
1883,5.687405213450347e-09,2.8437025179073316e-08
1884,0.0,6.601696966868076e-09
1885,5.80107206715752e-09,9.66845359329227e-09
1886,4.5174246565693466e-09,1.871504551331782e-08
1887,2.6115698492645834e-09,1.1099172247952538e-08
1888,1.268122939990235e-09,1.521747527988282e-08
1889,1.2530273485467092e-09,3.3831739187917265e-08
1890,4.5880703680722945e-09,2.2284913470116408e-08
1891,1.2748440081367107e-09,1.8485238229004608e-08
1892,1.8805537127519756e-09,1.4417578242387208e-08
1893,8.005941687372342e-09,1.6627724974682678e-08
1894,3.150769645188234e-09,2.520615716150587e-08
1895,6.6204757231957956e-09,1.3240951446391591e-08
1896,5.307326134129653e-09,6.486732040400511e-09
1897,5.826713556089658e-10,8.740070001067579e-09
1898,5.092519295146758e-09,1.640922953072277e-08
1899,6.080336234504102e-09,2.5979618456517528e-08
1900,4.15284251431558e-09,1.245852754294674e-08
1901,5.029864968975062e-09,8.38310842965484e-09
1902,6.38336894454028e-09,6.38336894454028e-09
1903,4.860198465905796e-09,1.0800440541913758e-08
1904,2.6873125946735854e-09,9.674325340824907e-09
1905,0.0,2.5287718585786934e-08
1906,5.144184522798412e-10,1.4403716441790948e-08
1907,5.65712765521198e-09,1.7999951751335175e-08
1908,9.822778146428846e-10,1.1296195090437777e-08
1909,2.2003934230241384e-09,2.2003934674330594e-08
1910,1.6032452032632705e-09,6.947395991829808e-09
1911,6.384448969498635e-09,7.448523575703803e-09
1912,4.688478938419394e-09,2.0837685354990754e-08
1913,1.590896969716482e-09,7.954484182448596e-09
1914,8.705766774141921e-09,1.4732836284281348e-08
1915,0.0,9.424609537234119e-09
1916,0.0,8.789969641043172e-09
1917,0.0,1.0966424213165737e-08
1918,3.44591288836682e-09,1.2635013924011673e-08
1919,4.603924352863942e-09,7.366278698128781e-09
1920,3.028892692213958e-09,1.3630017114962811e-08
1921,3.0290989716519334e-09,1.1359120755116692e-08
1922,2.1396012073182646e-08,2.951174193910333e-09
1923,7.431163684401554e-09,5.307974060286824e-09
1924,0.0,6.445812328337297e-09
1925,5.499089184013428e-09,8.798542339150117e-09
1926,1.1146138456652466e-09,1.89484357093761e-08
1927,1.1149224876660924e-09,1.4493992672726108e-08
1928,0.0,1.5996457491951332e-08
1929,5.570202965543558e-09,1.4482528065684619e-08
1930,7.352522590764465e-09,8.402882833991043e-09
1931,0.0,2.6232321204133768e-08
1932,4.383814644626227e-09,1.9727165678773417e-08
1933,3.4411986593596566e-09,2.6382522833046096e-08
1934,0.0,8.38710612072191e-09
1935,4.787313656606784e-09,8.377798899061872e-09
1936,3.6374143697059935e-09,9.699771652549316e-09
1937,3.777335333410292e-09,1.6368453259474336e-08
1938,1.2965214457594243e-09,7.779128452511941e-09
1939,6.117620188206274e-09,1.988226472349197e-08
1940,2.5357829169792012e-09,1.7750480196809804e-08
1941,8.854508237732261e-09,0.0
1942,6.068423541449874e-09,1.8205270180260413e-08
1943,8.709705845433291e-09,5.806470415592457e-09
1944,3.2131861615880553e-09,1.6065930807940276e-08
1945,4.357008087652048e-09,1.089252066321933e-08
1946,2.7842208538686464e-09,1.5313215584455975e-08
1947,1.1920870957027319e-09,1.549713246618012e-08
1948,5.435944139264848e-09,2.717971980814582e-08
1949,6.8719057111366055e-09,4.908504269707237e-09
1950,6.381216888229346e-09,7.444753258312176e-09
1951,6.396841278899501e-09,1.2793682557799002e-08
1952,1.0544803918932644e-09,1.4762725264461096e-08
1953,4.3095309543161875e-09,2.0470272588113403e-08
1954,4.886268278880834e-09,7.818028890937967e-09
1955,3.754243138587299e-09,9.385607846468247e-09
1956,2.616342476002842e-09,1.2209598665435806e-08
1957,2.6505113659425206e-09,1.236905244894615e-08
1958,1.6544486891589827e-09,1.5717262158432277e-08
1959,7.750747821333448e-10,8.525822714489095e-09
1960,4.844583401109048e-09,7.612916519406099e-09
1961,2.08444772553662e-09,6.25334317660986e-09
1962,3.170978146727066e-09,1.331810839388936e-08
1963,4.526237162849611e-09,1.3578711488548834e-08
1964,3.6503808864551957e-09,1.6426714211092985e-08
1965,6.5664522708175355e-09,1.860494691641179e-08
1966,2.769537488234164e-09,1.495550172592175e-08
1967,5.916402479044791e-09,2.1693477236794934e-08
1968,6.737123747768692e-09,1.5719955115400808e-08
1969,1.3625273131978588e-09,1.2716921737876419e-08
1970,4.598724956395017e-09,9.657322941336588e-09
1971,1.541519245584766e-09,1.798439086542203e-08
1972,3.0780880067027283e-09,6.156176013405457e-09
1973,1.6539611902288698e-09,9.923766697284009e-09
1974,3.937900228123681e-09,1.6314157136321228e-08
1975,1.7134440533084216e-09,6.8537762132336866e-09
1976,1.142705374768127e-09,1.542652228181396e-08
1977,4.11374712072643e-09,1.1165885105413054e-08
1978,4.158414057542359e-09,8.910887139279566e-09
1979,4.096381456264453e-09,1.6385525825057812e-08
1980,3.97960553399912e-09,1.5349906234973787e-08
1981,1.8976649140967083e-09,1.2651098835192442e-08
1982,8.069752865935698e-09,1.3035754697909852e-08
1983,6.315316269933646e-09,1.136756910824488e-08
1984,3.479405208395292e-09,1.5657322549600394e-08
1985,7.820225356169885e-09,1.6843562988810845e-08
1986,7.792831269171074e-09,1.019062523255343e-08
1987,4.277571630240118e-09,1.588812459374367e-08
1988,3.597932174415064e-09,1.5591039570495013e-08
1989,5.488121956886971e-09,1.0427432250992297e-08
1990,6.538381391862913e-09,4.90378582185258e-09
1991,6.4476117778156095e-09,9.37834432335194e-09
1992,9.366905473484621e-09,1.7080827419135858e-08
1993,4.4313659408601325e-09,1.827938511667071e-08
1994,3.6924485691258724e-09,1.160483886764041e-08
1995,5.4224509327127635e-09,1.138714633697191e-08
1996,4.270473752399084e-09,1.1209993822092201e-08
1997,1.2946214766884623e-08,1.006927874414032e-08
1998,4.7681290027412615e-09,1.3350762273489636e-08
1999,3.656160929565999e-09,1.7823785114501334e-08
2000,4.859834756842929e-09,1.3254094710646314e-08
2001,8.762423675534592e-09,1.095302959441824e-08
2002,7.009954394732176e-09,1.8401129509015846e-08
2003,2.083461403401543e-09,7.91715315529018e-09
2004,7.047666006343434e-09,1.5416770082765652e-08
2005,9.457874483587148e-09,8.557123898356167e-09
2006,2.0589450144825605e-09,1.4412615101377924e-08
2007,6.7906151812735516e-09,1.3181781888249589e-08
2008,6.811903485726134e-09,9.79211112195344e-09
2009,8.582746957586096e-09,9.059565542202108e-09
2010,7.085689368580006e-09,1.1337103700270745e-08
2011,4.971163480860241e-09,1.2619107536693264e-08
2012,9.19148224198807e-09,1.4297861561374248e-08
2013,4.741512515948898e-09,1.0319762822064149e-08
