year,fallait_VERB être_VERB,fallait_VERB etre_VERB,fallait_VERB mettre_VERB
1800,4.5904801027063513e-07,3.144164484325529e-09,1.4148740490327327e-07
1801,3.547962137417926e-07,0.0,3.1907845254863787e-07
1802,2.998705781465105e-07,0.0,7.608656460433849e-08
1803,4.290746176138782e-07,0.0,1.794312112224361e-07
1804,6.352656782837585e-07,0.0,2.4224138428508013e-07
1805,5.543611791836156e-07,0.0,1.705726617728942e-07
1806,4.870020688940713e-07,0.0,1.3255677799861587e-07
1807,7.031979407656763e-07,2.8469551160981155e-09,4.270432611974684e-07
1808,4.645451667784073e-07,2.2660739951163578e-09,1.4729481279118772e-07
1809,5.17317971571174e-07,0.0,1.219876537561504e-07
1810,4.282431973479106e-07,0.0,1.3572734758326988e-07
1811,6.994744126131991e-07,0.0,1.6546707115594472e-07
1812,6.054562504687055e-07,0.0,2.6138641828765685e-07
1813,3.6234345657248923e-07,0.0,2.473137783454149e-07
1814,6.828289542681887e-07,0.0,2.4858749725353846e-07
1815,7.633142899976519e-07,0.0,2.751168040049379e-07
1816,5.446369186756783e-07,0.0,2.2944279010062019e-07
1817,8.516097409483336e-07,0.0,3.8454771811302635e-07
1818,6.640095762122655e-07,0.0,2.5988165930357354e-07
1819,6.676427233287541e-07,2.070210003424222e-09,2.1219652523996047e-07
1820,8.662531172376475e-07,0.0,3.287015317710029e-07
1821,8.697832640791603e-07,9.86148829262845e-10,3.648750634965836e-07
1822,6.967803187762911e-07,0.0,3.4287606354155287e-07
1823,6.147031399450498e-07,0.0,3.666476970920485e-07
1824,7.385315825558791e-07,0.0,2.5263338443437533e-07
1825,6.94749473950651e-07,0.0,3.3108466368503287e-07
1826,5.099822715237678e-07,0.0,1.7439809596453415e-07
1827,6.323049319689744e-07,0.0,3.594736597278825e-07
1828,7.658871368221298e-07,0.0,3.953261966671562e-07
1829,1.161665409199486e-06,0.0,4.149417236476438e-07
1830,9.403589160683623e-07,2.0873671680021744e-09,4.1538606865287875e-07
1831,8.263339168479433e-07,0.0,2.47900175054383e-07
1832,8.334461085723888e-07,0.0,3.2336626532014634e-07
1833,9.533326306154777e-07,0.0,4.1121882077277405e-07
1834,8.699782938492717e-07,0.0,4.209873338822945e-07
1835,7.918553137642448e-07,2.2689263801112247e-09,3.0554875252164493e-07
1836,6.801399194955593e-07,2.016224964762614e-09,3.7972236555106065e-07
1837,9.163542245005374e-07,2.7831563720326358e-09,3.8685874415023136e-07
1838,8.862275535648223e-07,1.8936485712828244e-09,4.159714706020168e-07
1839,7.75354578763654e-07,6.9914751765765e-10,3.978149436534295e-07
1840,9.064066830433148e-07,4.458782232319436e-09,3.961946219988022e-07
1841,8.070629746725899e-07,6.420548537278137e-10,3.4927785463878536e-07
1842,8.204208370443666e-07,1.341653010911159e-09,3.481589487819292e-07
1843,7.696705210946675e-07,4.134837805480629e-09,4.058047977650858e-07
1844,9.665355946708587e-07,5.488561272137815e-10,4.901285137748346e-07
1845,8.744217439016211e-07,1.674068439427856e-09,6.199633162395912e-07
1846,8.044085006986279e-07,0.0,4.3557488993428706e-07
1847,9.368029623146867e-07,3.235934187273415e-09,4.999518523618462e-07
1848,9.058919658855302e-07,8.045221711050488e-10,4.827132897844422e-07
1849,1.0189368140345323e-06,3.3517659758786067e-09,5.010890049561567e-07
1850,7.169179525590152e-07,4.752297222410107e-09,4.0598195027996553e-07
1851,8.21658488803223e-07,1.2898877521649865e-09,3.637483416696341e-07
1852,8.32047703624994e-07,6.510545436100301e-10,3.7630951510436716e-07
1853,8.414451713179005e-07,1.7915795513800958e-09,4.3236786950728856e-07
1854,7.788300990796415e-07,1.0391328908454511e-09,3.31483391846632e-07
1855,9.483496796747204e-07,5.306937111981824e-10,3.237231567254639e-07
1856,7.998757496352482e-07,5.177189232874468e-10,2.728378660776798e-07
1857,9.377379228681093e-07,4.881509085841174e-10,3.871036824421026e-07
1858,8.201801051654911e-07,1.468102750479261e-09,3.1906768072076375e-07
1859,9.186280749418074e-07,1.5276520048956854e-09,4.083923101916298e-07
1860,8.486098863613734e-07,4.577183909670879e-10,4.0004587731345964e-07
1861,7.767192187202454e-07,4.715963730639317e-10,4.3999941112815577e-07
1862,8.38086464227672e-07,1.3553959066214816e-09,3.5059574088336376e-07
1863,9.160134482044668e-07,0.0,4.3802825189231953e-07
1864,8.165421832018183e-07,1.9178911792039344e-09,3.452203998222103e-07
1865,8.067531211963797e-07,1.882737743486018e-09,4.278521430478577e-07
1866,8.61213493408286e-07,1.4596839292835284e-09,4.116308502943866e-07
1867,8.807853077996697e-07,1.94112459439566e-09,3.7318119439078146e-07
1868,7.157877348618058e-07,2.4699371437009177e-09,3.314655430131097e-07
1869,7.872233140915341e-07,1.953407657850903e-09,4.619809033101774e-07
1870,8.738690553400374e-07,1.1468097582678638e-09,3.446163248099765e-07
1871,8.316382036355208e-07,2.1242354542039266e-09,3.6749273135683325e-07
1872,8.702121476744651e-07,2.4189357183956872e-09,4.4810784061155573e-07
1873,7.739903935544135e-07,5.986004469882289e-10,3.4838546980608953e-07
1874,8.639285056233348e-07,5.974609140757536e-10,3.9312928379331424e-07
1875,9.989786349251517e-07,1.1443054281912168e-09,3.226941203138267e-07
1876,7.829589208085963e-07,1.209202959984168e-09,3.3313540370727424e-07
1877,7.310452474484919e-07,2.4739263970730008e-09,3.209919441360398e-07
1878,6.950991178200638e-07,6.039088673581716e-10,3.61741399501625e-07
1879,8.113183866953477e-07,1.832797580370027e-09,4.0504826870346733e-07
1880,8.080068596427736e-07,6.417846254436199e-10,3.8186183815014374e-07
1881,7.27232531971822e-07,1.3945015142624584e-09,3.7163465549383545e-07
1882,8.385785008613311e-07,2.6621540527571597e-09,3.7336710079216573e-07
1883,7.343072070398193e-07,1.2638677882037541e-09,4.0317382854482275e-07
1884,7.730587299192848e-07,1.9805090900604227e-09,3.914806256943848e-07
1885,6.916167194503942e-07,1.2891271383708158e-09,3.6675666592600464e-07
1886,7.273054052348016e-07,0.0,3.4655101899261354e-07
1887,7.129585810616845e-07,1.3057849246322917e-09,2.787850803542824e-07
1888,7.710187333032081e-07,0.0,3.1639666531191324e-07
1889,6.860324788249272e-07,0.0,3.408234476864891e-07
1890,6.783790240660892e-07,0.0,2.857712502191134e-07
1891,6.986145422160916e-07,1.9122659011827636e-09,3.269974797603936e-07
1892,6.958048857086396e-07,0.0,3.2658948612152017e-07
1893,7.223822535706859e-07,0.0,2.9745152119176055e-07
1894,7.290880716936954e-07,6.301539290376468e-10,3.3776251484596287e-07
1895,7.402895789709873e-07,6.018614495673091e-10,3.3222752904293884e-07
1896,6.899524009895686e-07,5.89702897624278e-10,2.9131322776265733e-07
1897,5.989861620037118e-07,0.0,3.350360202603042e-07
1898,6.088390023251122e-07,1.6975064687230201e-09,3.196970510543906e-07
1899,6.544652819684416e-07,5.527578395003729e-10,3.0401682238334615e-07
1900,7.044259291433264e-07,0.0,2.834314898336743e-07
1901,6.4046946590679e-07,5.588738916095792e-10,3.4594293651935004e-07
1902,5.582992912422924e-07,9.820567692386817e-10,2.150704290215799e-07
1903,6.410061246242549e-07,5.400220270956879e-10,2.9917219990238664e-07
1904,6.578541160706664e-07,0.0,2.72493508646221e-07
1905,6.327090318336559e-07,0.0,2.9106681154189573e-07
1906,6.687440077257634e-07,1.5432553013283723e-09,3.5700639955393854e-07
1907,6.855410106254567e-07,5.142843373384665e-10,2.417136499843764e-07
1908,7.082223305587831e-07,4.911389073214423e-10,2.966478973576159e-07
1909,6.887231620567036e-07,0.0,2.9540282753259817e-07
1910,6.717597216265858e-07,5.344150677544235e-10,3.2385554504799074e-07
1911,6.693030627502594e-07,0.0,2.4154499556061637e-07
1912,6.141907533674384e-07,1.0418842455450772e-09,3.19337516430096e-07
1913,6.236315925889357e-07,0.0,2.683312914086855e-07
1914,6.395390528268763e-07,0.0,2.8729030532304023e-07
1915,7.033115139165602e-07,1.1780761921542648e-09,3.0865595590512385e-07
1916,6.427665084629552e-07,0.0,2.5710662043820776e-07
1917,7.742295906609797e-07,1.0966424435210342e-09,2.7635388732960564e-07
1918,6.294534387052408e-07,0.0,3.8823952763777925e-07
1919,7.357070899161045e-07,0.0,2.421664078156027e-07
1920,6.40610778646078e-07,0.0,2.70328683882326e-07
1921,6.853336458334525e-07,7.572747429129834e-10,2.968517094359413e-07
1922,7.119707561287214e-07,1.4755870969551665e-09,3.083977162532392e-07
1923,7.038373723844416e-07,0.0,2.4098201834021893e-07
1924,7.283767899934901e-07,0.0,2.990856842188805e-07
1925,6.037999469299393e-07,2.1996355847875293e-09,2.793537134948565e-07
1926,7.412182299049164e-07,0.0,2.808826877753745e-07
1927,8.306172389893618e-07,2.2298449753321847e-09,3.567751889477222e-07
1928,5.9415413034003e-07,0.0,2.7536759716895176e-07
1929,6.87363069573621e-07,1.1140406375176326e-09,2.751680483470409e-07
1930,6.008061177453783e-07,0.0,2.8359730208649125e-07
1931,5.771110522800882e-07,1.1405356659111021e-09,2.5776105871955224e-07
1932,6.367490641423501e-07,3.287861094491973e-09,2.717964946441498e-07
1933,6.148275133455172e-07,0.0,3.2461974797115545e-07
1934,5.978808417239634e-07,0.0,2.1447029041610222e-07
1935,5.816585826323717e-07,1.196828414151696e-09,2.022640046561719e-07
1936,5.528870019588794e-07,0.0,1.8550812797002436e-07
1937,5.703776650989312e-07,1.2591118148108649e-09,2.744863820680621e-07
1938,5.743589781559422e-07,1.2965214457594243e-09,2.51525165140265e-07
1939,5.857621090399334e-07,0.0,2.3858717668190366e-07
1940,5.198355097491003e-07,0.0,2.1807733219247893e-07
1941,6.552335776177642e-07,2.9515025978810172e-09,2.803927543482132e-07
1942,6.038081323822553e-07,0.0,2.1542903994031803e-07
1943,7.867767521929636e-07,0.0,2.554847071678523e-07
1944,6.329976827146311e-07,3.2131861615880553e-09,3.116790594503982e-07
1945,8.86651150722173e-07,0.0,3.4856066122301854e-07
1946,6.960552241253026e-07,2.7842208538686464e-09,3.480276120626513e-07
1947,7.367098078248091e-07,0.0,2.9325343575692386e-07
1948,6.979752242841641e-07,1.0871887834440486e-09,2.641868661612534e-07
1949,6.400689471774967e-07,0.0,2.532788130338304e-07
1950,6.583288723049918e-07,0.0,2.8928184292453807e-07
1951,7.420335350616369e-07,0.0,2.30286275382241e-07
1952,5.831276439494104e-07,0.0,2.6151113274863746e-07
1953,6.475070222222712e-07,0.0,2.596492265638517e-07
1954,6.743049993929162e-07,0.0,2.677674899587146e-07
1955,6.232043574527779e-07,0.0,2.61858446037877e-07
1956,6.200731945682492e-07,0.0,2.6076213544001803e-07
1957,6.113846211519558e-07,2.6505113659425206e-09,2.6328413582632493e-07
1958,6.080098842176085e-07,0.0,2.374133885041374e-07
1959,6.037832349647942e-07,0.0,2.6817588150152005e-07
1960,6.90699152983143e-07,0.0,2.636837450609164e-07
1961,6.378410262186662e-07,1.3896318540318475e-09,2.445752045332483e-07
1962,6.957126288398285e-07,6.341956404476434e-10,2.790460769119818e-07
1963,6.634170404140605e-07,0.0,2.7092764298686234e-07
1964,6.126555831542646e-07,6.083968329129164e-10,3.0298161846076255e-07
1965,6.353042181217461e-07,0.0,2.9932076017757936e-07
1966,6.968156185394037e-07,2.769537488234164e-09,2.763998168120452e-07
1967,7.040518994472222e-07,4.930335584241163e-10,2.889176755616063e-07
1968,7.514138928854663e-07,3.5931326802796093e-09,2.9508601073757745e-07
1969,6.481088234977506e-07,1.3625273131978588e-09,2.579718341166881e-07
1970,6.327845767373219e-07,0.0,2.717846427913173e-07
1971,6.515488166769501e-07,1.0276794970565106e-09,2.6976587719218514e-07
1972,6.053573429198877e-07,3.5911027485013847e-09,2.6933270191875636e-07
1973,6.19132777046616e-07,5.513203782392395e-10,2.8613527547349804e-07
1974,5.64807407954504e-07,5.625571675160757e-10,2.7058999307882914e-07
1975,5.78001788653637e-07,1.1422960355389478e-09,3.1184680437945644e-07
1976,5.896359880352975e-07,1.142705374768127e-09,2.3025513939956e-07
1977,5.912042411182483e-07,2.3507127355770763e-09,2.779717931389314e-07
1978,6.582175160474435e-07,0.0,2.863365011762653e-07
1979,6.817548978688137e-07,5.851973350345929e-10,2.498792639471503e-07
1980,6.469701361311309e-07,1.1370301367108482e-09,2.6492801907807007e-07
1981,6.521641466861183e-07,0.0,2.650405122039956e-07
1982,7.175872838161013e-07,0.0,2.495415856174077e-07
1983,6.580559102076222e-07,2.5261264191556165e-09,2.860838037577196e-07
1984,7.034197437860712e-07,0.0,2.818318023400934e-07
1985,7.314918661904812e-07,1.2031116103372597e-09,2.8092657089473505e-07
1986,7.403189670185384e-07,1.7983456945813714e-09,3.213044124095177e-07
1987,6.990774750192941e-07,6.110816852533674e-10,2.786532604659442e-07
1988,6.122481295278703e-07,1.1993107618124554e-09,2.8363700721456553e-07
1989,7.732764402135217e-07,1.6464366536794728e-09,3.018467111814971e-07
1990,7.192219300122815e-07,4.358920779878872e-09,3.1493203778154566e-07
1991,7.004450708336663e-07,5.861465202094962e-10,2.9131481937838544e-07
1992,6.903960070303583e-07,1.65298330578878e-09,2.8321113632046035e-07
1993,7.389302822957688e-07,1.661762283333701e-09,3.151808982693183e-07
1994,7.210824719550146e-07,5.274926606624319e-10,3.222980069494952e-07
1995,7.667345585105068e-07,1.0844901643380922e-09,2.6732681135399616e-07
1996,7.430624577864364e-07,0.0,2.759793744644412e-07
1997,7.307419309654506e-07,4.79489448146353e-10,2.948860071683157e-07
1998,7.423977308462781e-07,4.768129224785866e-10,3.089747622198047e-07
1999,7.344313530666113e-07,0.0,3.2311322684108745e-07
2000,6.794932687625987e-07,2.2090156370779823e-09,3.0882040391588816e-07
2001,7.855512649257435e-07,1.3143635069212678e-09,2.948555390958063e-07
2002,8.039541512516735e-07,4.38122149670761e-10,3.036186626559356e-07
2003,8.313011221616762e-07,8.333845835650777e-10,3.425210763907671e-07
2004,8.056363185460214e-07,0.0,3.2110926895256853e-07
2005,8.489568017466809e-07,9.007499190971657e-10,3.301248341358587e-07
2006,9.137597771768924e-07,1.2353669198716943e-09,3.685511558160215e-07
2007,9.227247801391059e-07,0.0,3.750816119918454e-07
2008,1.0022013157140464e-06,4.257439678578834e-10,3.2526838822377613e-07
2009,1.0966842864945647e-06,0.0,3.9528316619907855e-07
2010,1.2418852293194504e-06,4.723793023408973e-10,4.03884314437164e-07
2011,1.276441821573826e-06,7.64794394481072e-10,4.1069458234233025e-07
2012,1.4195734365785029e-06,0.0,3.82978441848536e-07
2013,1.4771205769648077e-06,2.789125042035323e-10,4.576954211188422e-07
2014,1.7065873407773324e-06,0.0,4.597240206294373e-07
2015,1.5496078731302987e-06,0.0,4.371086674836988e-07
2016,1.4768654637009604e-06,6.214020409345267e-10,4.1903209080373927e-07
2017,1.4296218751042034e-06,0.0,4.1155402641379624e-07
2018,1.632003204576904e-06,1.5488800242380307e-09,4.4117265929344285e-07
2019,1.5691125554440077e-06,0.0,3.9820918118493864e-07
