year,veut_VERB hériter_VERB,veut_VERB mériter_VERB
1848,8.045221711050488e-10,1.850401076808339e-08
1849,0.0,1.9272654583346593e-08
1850,0.0,2.1724787302446202e-08
1851,3.2247193804124663e-09,1.2898877521649865e-08
1852,1.3021090872200602e-09,4.557381672043448e-08
1853,6.569124799682413e-09,2.20961471342207e-08
1854,3.63696517347023e-09,2.5978321716024766e-08
1855,2.653468555990912e-09,3.290301009428731e-08
1856,2.0708756931497874e-09,2.5368226630462232e-08
1857,1.4644527812635033e-09,4.051652524594829e-08
1858,2.4468380654951716e-09,2.104280660830682e-08
1859,2.5460866748261424e-09,1.9859475841599306e-08
1860,1.373155145145688e-09,2.5632230560290736e-08
1861,1.8863854922557266e-09,3.5369726703038395e-08
1862,9.035972525772706e-10,1.490935552794781e-08
1863,1.4983863039219614e-09,1.9978482868054925e-08
1864,9.589455896019672e-10,2.9727313943794798e-08
1865,7.0602665935837194e-09,3.106517354467542e-08
1866,7.298419202328432e-09,1.9949013108089275e-08
1867,6.308654931785895e-09,3.688136729351754e-08
1868,1.975949626142892e-09,1.679557115608077e-08
1869,1.953407657850903e-09,3.3696283763262613e-08
1870,4.587239033071455e-09,2.2362790730312554e-08
1871,0.0,5.3105884134652115e-09
1872,6.047339295989218e-10,2.297988987987054e-08
1873,1.0176207432266438e-08,1.6760813181804224e-08
1874,4.182226565063729e-09,1.6131444624534197e-08
1875,4.577221712764867e-09,1.3731664694205392e-08
1876,4.232210137899983e-09,9.673623679873344e-09
1877,6.80329748092845e-09,3.64904160221613e-08
1878,1.3889904337816006e-08,1.7513357875031943e-08
1879,6.720257683667796e-09,2.871382953628654e-08
1880,0.0,1.4119261537715033e-08
1881,1.3945015142624584e-09,1.324776466304911e-08
1882,1.9966155395678697e-09,2.6621540527571597e-08
1883,1.2638677882037541e-09,2.8437025179073316e-08
1884,2.6406787867472303e-09,2.5746617282607076e-08
1885,1.933690763067375e-09,1.0957580620640783e-08
1886,4.5174246565693466e-09,1.2261581083805595e-08
1887,5.223139698529167e-09,2.285123557044244e-08
1888,0.0,1.521747527988282e-08
1889,2.5060546970934183e-09,1.3156786771162388e-08
1890,0.0,1.6385966361553983e-08
1891,2.5496880162734215e-09,4.461953917456185e-09
1892,6.268512375839919e-10,1.1283322498556458e-08
1893,3.695050043717174e-09,2.9560400349737392e-08
1894,6.301539290376468e-10,1.1342770278588432e-08
1895,1.2037228991346183e-09,1.5648398132839247e-08
1896,2.358811590497112e-09,1.7691086706683734e-08
1897,2.330685422435863e-09,1.2236098356765979e-08
1898,1.6975064687230201e-09,1.810673566637888e-08
1899,3.3165470370022376e-09,1.2713430308508578e-08
1900,1.5573159428683425e-09,1.7130474816440255e-08
1901,0.0,1.7325090695408107e-08
1902,0.0,2.3569362295194907e-08
1903,1.0800440541913758e-09,9.1803746826713e-09
1904,2.6873125946735854e-09,2.5260739278110123e-08
1905,3.096455536422127e-09,3.096455325479752e-08
1906,3.600929110447737e-09,2.623534101076075e-08
1907,2.057137349353866e-09,2.828563872014911e-08
1908,2.9468334439286537e-09,1.7189861978295085e-08
1909,2.2003934230241384e-09,2.4204327431220918e-08
1910,5.344150677544235e-10,2.4583092894658876e-08
1911,2.128149656499545e-09,1.9685383989553884e-08
1912,2.6047106693738442e-09,1.927485904218429e-08
1913,2.121195885607108e-09,1.96210621083992e-08
1914,3.3483718020477227e-09,1.7411533548283842e-08
1915,3.534228465440492e-09,2.0027295377644805e-08
1916,1.0987461607214755e-08,1.9777431248257926e-08
1917,2.1932848870420685e-09,1.7546279096336548e-08
1918,3.44591288836682e-09,1.2635013924011673e-08
1919,1.8415696745321952e-09,3.9593746947730324e-08
1920,0.0,1.8930579770426448e-08
1921,3.7863738810983705e-09,1.060184651180407e-08
1922,2.2133805899215986e-09,1.475587119159627e-08
1923,0.0,1.0615948120573648e-08
1924,1.289162443462999e-09,1.5469948877466777e-08
1925,1.0998177923937646e-09,1.7597084678300234e-08
1926,5.57306911730393e-09,1.0031524944054127e-08
1927,3.3447675740205796e-09,1.2264147031260109e-08
1928,2.2852082448565625e-09,1.2568645679778001e-08
1929,5.570202965543558e-09,2.2280811862174232e-08
1930,0.0,1.1553964007759987e-08
1931,0.0,1.0264820993199919e-08
1932,0.0,1.8631212128639163e-08
1933,1.1470662197865522e-09,1.0323596200123575e-08
1934,5.990790086229936e-09,1.4377896206951846e-08
1935,3.590485242455088e-09,1.6755597798123745e-08
1936,1.2124714565686645e-09,2.3036957230715416e-08
1937,2.5182236296217297e-09,1.3850230295986421e-08
1938,1.2965214457594243e-09,2.3337385357535823e-08
1939,7.647025235257843e-09,6.117620188206274e-09
1940,5.0715658339584024e-09,7.607348528892999e-09
1941,0.0,3.246652724442356e-08
1942,3.034211770724937e-09,2.730790527039062e-08
1943,2.9032352077962287e-09,2.322588166236983e-08
1944,3.2131861615880553e-09,1.927911696952833e-08
1945,6.535512131478072e-09,3.921307367704685e-08
1946,0.0,2.5057987684817817e-08
1947,1.1920870957027319e-09,2.7418003867296648e-08
1948,0.0,3.261566305923225e-08
1949,2.945102384188658e-09,1.0798709482173763e-08
1950,5.317680518146517e-09,3.19060831088791e-08
1951,2.1322803522849654e-09,1.0661401539380222e-08
1952,7.381362632230548e-09,1.687168627029223e-08
1953,1.0773827385790469e-09,1.723812381726475e-08
1954,0.0,3.322662323057557e-08
1955,4.6928039232341234e-09,1.1262729415761896e-08
1956,0.0,1.9186511934776718e-08
1957,1.7670075402875796e-09,8.835037590415595e-09
1958,0.0,7.445019267748876e-09
1959,7.750747821333448e-10,1.9376869886400527e-08
1960,6.920833350854139e-10,2.07624992754063e-08
1961,6.948159270159238e-10,1.111705483225478e-08
1962,8.8787386332001e-09,6.341956293454132e-09
1963,2.5864212993553792e-09,2.0691370394843034e-08
1964,1.2167936658258327e-09,1.7035111099517053e-08
1965,1.0944086747954884e-09,1.9699356812452606e-08
1966,2.769537488234164e-09,1.273987226824147e-08
1967,2.465167847631733e-09,1.9721343169631922e-08
1968,2.245707841908029e-09,2.6050211709982563e-08
1969,1.3625273131978588e-09,1.4987801222332564e-08
1970,5.058597540852361e-09,1.8854771965948203e-08
1971,1.541519245584766e-09,1.490135304038631e-08
1972,3.0780880067027283e-09,2.0520587895589415e-08
1973,1.6539611902288698e-09,1.2129047988196362e-08
1974,2.2502286700643026e-09,1.3501372464475025e-08
1975,1.1422960355389478e-09,8.567219822452898e-09
1976,8.570290255249802e-09,1.8283285996290033e-08
1977,1.7630346071939584e-09,1.1165885105413054e-08
1978,1.1881182704343018e-09,9.504946163474415e-09
1979,3.5111840102075575e-09,1.1118749476679568e-08
1980,3.411090521154847e-09,1.591842213599648e-08
1981,2.5302198114474095e-09,1.2651098835192442e-08
1982,4.966001831974154e-09,1.0552754226011984e-08
1983,1.89459470334441e-09,1.136756910824488e-08
1984,2.8995041922996734e-09,1.5077421977593986e-08
1985,7.218669662023558e-09,6.015557829641693e-09
1986,2.3977941854269602e-09,1.6185110141009318e-08
1987,6.110816852533674e-10,1.2221633483022742e-08
1988,5.996553809062277e-10,6.596209356501959e-09
1989,3.2928733073589456e-09,6.585746614717891e-09
1990,4.358920779878872e-09,1.3076762783725826e-08
1991,4.68917216167597e-09,5.2753188484189195e-09
1992,4.958949695321735e-09,1.322386644631024e-08
1993,4.985286850001103e-09,1.3294098266669607e-08
1994,2.1099706426497278e-09,7.384897138251745e-09
1995,7.0491861237087505e-09,1.138714633697191e-08
1996,6.939520069693117e-09,1.0676184380997711e-08
1997,9.58978896292706e-10,1.1507746755512471e-08
1998,2.3840645013706308e-09,9.536258005482523e-09
1999,3.1991407301035224e-09,1.416762351880152e-08
2000,2.6508188977203417e-09,1.3254094710646314e-08
2001,2.190605918883648e-09,1.226739296256163e-08
2002,2.1906108038649563e-09,7.886198361006791e-09
2003,3.333538334260311e-09,7.91715315529018e-09
2004,2.2023955992267474e-09,9.250062049659391e-09
2005,6.305249655724765e-09,1.216012357474483e-08
2006,4.941467679486777e-09,1.070651389767363e-08
2007,5.192823504529542e-09,8.388406774750834e-09
2008,4.6831836186811415e-09,8.940623352771127e-09
2009,2.860915504498962e-09,1.192048149079028e-08
2010,2.3618964561933353e-09,1.322662068758973e-08
2011,2.6767803529281764e-09,1.0707121411712706e-08
2012,2.7234021704458655e-09,1.0893608681783462e-08
2013,5.857162754807632e-09,6.693900100884775e-09
2014,1.7323561474213989e-09,9.961047986450922e-09
2015,3.989835573037226e-09,1.219116452233493e-08
2016,4.142679976837371e-09,1.2428040069289992e-08
2017,5.534344982294215e-09,9.30776167251679e-09
2018,4.3884935685412074e-09,5.421080029321956e-09
2019,5.612172948588068e-09,6.632568272380013e-09
