year,excellent_ADJ auteur_NOUN,excellent_ADJ moteur_NOUN
1893,3.879802523698572e-08,6.158416554491453e-10
1894,1.6384001710889606e-08,0.0
1895,2.5278181325916194e-08,6.6204757231957956e-09
1896,3.361306633031802e-08,0.0
1897,3.379494017963225e-08,2.9133566670225264e-09
1898,4.2437662717276226e-08,0.0
1899,2.984892333302014e-08,1.6582735185011188e-09
1900,5.7620688664883346e-08,5.191053142894475e-10
1901,3.6326803121156104e-08,0.0
1902,2.4060391012881155e-08,0.0
1903,5.130209146386733e-08,5.400220270956879e-10
1904,2.4723275870996986e-08,2.6873125946735854e-09
1905,2.7352022868853965e-08,0.0
1906,3.2922780945909835e-08,1.0288369045596824e-09
1907,2.674278576364486e-08,0.0
1908,2.2101251717643322e-08,4.911389073214423e-09
1909,2.0353638774395222e-08,6.0510818578052294e-09
1910,1.977335806202518e-08,0.0
1911,3.1922244403403965e-08,5.320374141248863e-10
1912,3.229841283314272e-08,1.5628263128064646e-09
1913,3.2878535449754054e-08,4.242391771214216e-09
1914,4.419850796466562e-08,2.678697486047099e-09
1915,1.767114277129167e-08,0.0
1916,3.4061130804730055e-08,0.0
1917,1.315970976634162e-08,0.0
1918,2.6418664589300533e-08,0.0
1919,2.5781975665495338e-08,1.8415696745321952e-09
1920,3.256059510903242e-08,1.514446346106979e-09
1921,4.770830841493989e-08,5.300923255902035e-09
1922,2.951174182808103e-08,4.426761179843197e-09
1923,2.9724654293517005e-08,0.0
1924,2.1915761649893284e-08,1.289162443462999e-09
1925,2.859526304632709e-08,1.0998177923937646e-09
1926,3.678225690695314e-08,0.0
1927,4.571182032897525e-08,0.0
1928,4.34189573184085e-08,0.0
1929,4.121950514246464e-08,0.0
1930,4.621585603103995e-08,5.2518016602221e-09
1931,4.219981875053236e-08,0.0
1932,3.3974561830518724e-08,3.287861094491973e-09
1933,2.7529589274877253e-08,1.1470662197865522e-09
1934,3.714289675826876e-08,1.1981580172459871e-09
1935,3.949533677882755e-08,0.0
1936,3.6374143697059935e-09,0.0
1937,3.903246792447135e-08,1.2591118148108649e-09
1938,2.7226949583791793e-08,2.5930428915188486e-09
1939,2.2941076593951948e-08,0.0
1940,1.5214697057785997e-08,0.0
1941,1.4757513433494296e-08,0.0
1942,4.24789639019707e-08,6.068423541449874e-09
1943,3.483882360377777e-08,0.0
1944,3.213186161588055e-08,0.0
1945,3.0499055725385915e-08,2.178504043826024e-09
1946,2.9234318077442367e-08,0.0
1947,3.3378440233988727e-08,3.5762612871081956e-09
1948,3.152847383169899e-08,1.0871887834440486e-09
1949,3.828633132751946e-08,9.817008317369869e-10
1950,3.509669355139522e-08,0.0
1951,2.1322803078760444e-08,1.0661401761424827e-09
1952,1.2653764258629963e-08,1.0544803918932644e-09
1953,2.154765532669245e-08,0.0
1954,1.4658803948464083e-08,9.772536113672459e-10
1955,3.566531070475776e-08,0.0
1956,2.616342520411763e-08,0.0
1957,1.0602045130703175e-08,0.0
1958,2.8952852115793348e-08,3.3088973783179654e-09
1959,4.030388911502314e-08,0.0
1960,1.7994165935064643e-08,0.0
1961,3.196153341988861e-08,0.0
1962,5.200404196159525e-08,0.0
1963,2.1337976496837996e-08,6.466053248388448e-10
1964,3.467861903194702e-08,1.2167936658258327e-09
1965,4.049312085641077e-08,5.472043373977442e-10
1966,3.9881339120029224e-08,0.0
1967,4.5852120322820156e-08,0.0
1968,3.772789369804741e-08,0.0
1969,2.634219586905573e-08,0.0
1970,3.081145827366072e-08,0.0
1971,2.6719667367558486e-08,3.5968783507200897e-09
1972,2.667676390899487e-08,1.0260293725750103e-09
1973,3.473318344049403e-08,1.102640756478479e-09
1974,2.2502287200243387e-08,2.812785782069227e-09
1975,1.9990181510110006e-08,5.711480177694739e-10
1976,1.656922776760439e-08,5.713526873840635e-10
1977,1.5279633558407113e-08,5.876781838942691e-10
1978,2.7920779466228396e-08,5.940591352171509e-10
1979,2.7504275523781985e-08,1.1703946700691858e-09
1980,1.3644362084619388e-08,0.0
1981,2.213942412732095e-08,6.325549528618524e-10
1982,1.9864007327896616e-08,0.0
1983,2.3998201648112172e-08,6.315316047889041e-10
1984,2.319603464862041e-08,2.3196033982486597e-09
1985,2.7671566815712367e-08,1.2031116103372597e-09
1986,2.2779044428489215e-08,0.0
1987,1.1610552352880887e-08,1.8332451112712533e-09
1988,1.7989661260653378e-08,0.0
1989,1.4269117443177493e-08,5.488122178931576e-10
1990,1.253189690908485e-08,1.089730194969718e-09
1991,1.6998248419941575e-08,0.0
1992,1.9284805363728452e-08,2.7549720282848966e-09
1993,1.772546376344053e-08,5.539207426075166e-10
1994,1.2132331361769388e-08,1.5824779264761446e-09
1995,1.626735279813829e-08,1.626735190995987e-09
1996,2.5622841626216086e-08,4.804283193493575e-09
1997,1.1507746755512471e-08,1.438468344439059e-09
1998,1.5258013741359377e-08,1.9072516899143466e-09
1999,1.5538683950655496e-08,4.570201161957499e-10
2000,1.7230322946204524e-08,2.6508188977203417e-09
2001,1.1391150772643854e-08,1.3143635069212678e-09
2002,1.5772397166102792e-08,1.3143663935011318e-09
2003,1.2917461433836763e-08,1.6667691671301554e-09
2004,1.4976290263479797e-08,4.404791253964646e-10
2005,1.6213498321704378e-08,0.0
2006,1.935408233677549e-08,3.294311934354255e-09
2007,1.5977918016440995e-08,0.0
2008,1.745550209930613e-08,4.257439678578834e-10
2009,1.8595951001287858e-08,1.430457752249481e-09
2010,1.5588516810716158e-08,9.447586046817946e-10
2011,1.4913490858914358e-08,1.529588788962144e-09
2012,1.4638286638390952e-08,6.808505426114664e-10
2013,1.1156499724052082e-08,5.578250084070646e-10
2014,1.3858849179371191e-08,6.496335691608124e-10
2015,1.374276764609661e-08,6.649726325136385e-10
2016,1.3670844012381167e-08,6.214020409345267e-10
2017,1.2326495379966218e-08,1.0062445321423752e-09
2018,1.1874746796980418e-08,1.0325866828253538e-09
2019,7.90806176098613e-09,1.2754939326953263e-09
