year,fallait_VERB hériter_VERB,fallait_VERB mériter_VERB
1966,0.0,2.215629901769489e-09
1967,4.930335584241163e-10,8.381570104631919e-09
1968,0.0,2.6948494546985557e-09
1969,9.083515606356229e-10,5.450109252791435e-09
1970,4.5987250119061684e-10,1.8394900047624674e-09
1971,0.0,8.735275613958038e-09
1972,0.0,6.156176013405457e-09
1973,0.0,3.3079223804577396e-09
1974,0.0,3.3753431161187564e-09
1975,0.0,7.996072248772634e-09
1976,1.142705374768127e-09,6.8562320265641574e-09
1977,0.0,7.639816779203557e-09
1978,1.1881182704343018e-09,1.7821774056514528e-09
1979,0.0,3.5111840102075575e-09
1980,1.1370301367108482e-09,3.411090521154847e-09
1981,6.325549528618524e-10,6.325549417596221e-09
1982,0.0,4.345251713999687e-09
1983,0.0,5.052252838311233e-09
1984,0.0,1.4497521405587577e-08
1985,0.0,7.218669662023558e-09
1986,0.0,9.591176741707841e-09
1987,0.0,1.099947066762752e-08
1988,0.0,6.596209356501959e-09
1989,0.0,6.036934507847036e-09
1990,0.0,5.993515905799995e-09
1991,0.0,1.7584396161396398e-09
1992,0.0,7.713921945651236e-09
1993,0.0,4.4313659408601325e-09
1994,1.0549853213248639e-09,5.802419433820205e-09
1995,0.0,1.1929391696696712e-08
1996,0.0,7.473328622609188e-09
1997,4.79489448146353e-10,6.7128524960935465e-09
1998,0.0,8.10582001520288e-09
1999,4.570201161957499e-10,3.1991407301035224e-09
2000,1.3254094488601709e-09,7.510653432518666e-09
2001,0.0,3.5049694258049158e-09
2002,2.1906108038649563e-09,6.133709984368352e-09
2003,8.333845835650777e-10,6.250384210204629e-09
2004,0.0,1.1011977996133737e-08
2005,0.0,9.457874483587148e-09
2006,0.0,4.941467679486777e-09
2007,0.0,4.393927444112933e-09
2008,4.257439678578834e-10,8.089135583588813e-09
2009,0.0,7.629108011997232e-09
2010,0.0,8.97520635589899e-09
2011,0.0,1.185431308670104e-08
2012,0.0,9.19148224198807e-09
2013,0.0,1.1156499724052082e-08
2014,0.0,1.1909948582911056e-08
2015,2.2165753954528356e-10,1.0196246513771712e-08
2016,4.1426800878596737e-10,1.118523584864306e-08
2017,0.0,1.1320251402935355e-08
2018,7.744400121190154e-10,8.26069346260283e-09
2019,5.1019755087367e-10,6.632568272380013e-09
