year,soit_VERB orale_ADJ,soit_VERB morale_ADJ
1894,6.301539290376468e-10,1.827446460822557e-08
1895,1.8055843487019274e-09,1.6852119699706236e-08
1896,1.179405795248556e-09,1.533227589334274e-08
1897,1.7480140668268973e-09,1.4566784223291052e-08
1898,0.0,2.0370077180587032e-08
1899,3.3165470370022376e-09,7.738609753005221e-09
1900,2.595526460424935e-09,1.661137005726232e-08
1901,5.029864968975062e-09,2.4031576728589243e-08
1902,1.4730852093691738e-09,1.5712908307818907e-08
1903,5.400220270956879e-10,1.1340462791054051e-08
1904,9.674325340824907e-09,1.1824175416563776e-08
1905,3.096455536422127e-09,1.3417973399043603e-08
1906,1.5432553013283723e-09,9.773950537805831e-09
1907,3.599990305858114e-09,2.7257069490360664e-08
1908,1.4734167219643268e-09,2.3083527977973972e-08
1909,1.320236009405562e-08,2.640472018811124e-08
1910,1.6032452032632705e-09,1.870452770447173e-08
1911,7.448523575703803e-09,1.3300935464144459e-08
1912,1.5628263128064646e-09,2.344239469209697e-08
1913,3.71209285532359e-09,1.6439267724877027e-08
1914,9.37544086809794e-09,1.2054139020278853e-08
1915,2.3561523843085297e-09,2.238344798399794e-08
1916,9.888715624128963e-09,1.4283700444650549e-08
1917,1.0966424435210342e-09,2.631941953268324e-08
1918,1.1486376294556067e-09,4.594550517822427e-09
1919,4.603924352863942e-09,1.1970202606903513e-08
1920,7.572231730534895e-10,2.7260034229925623e-08
1921,2.2718242842501013e-09,2.6504615391331754e-08
1922,7.377935484775833e-10,1.696925089333945e-08
1923,2.1231896241147297e-09,2.229349149729387e-08
1924,1.289162443462999e-09,7.734974438733389e-09
1925,5.499089184013428e-09,1.2097995494286806e-08
1926,3.343841648018042e-09,1.0031524944054127e-08
1927,2.2298449753321847e-09,2.0068604555945058e-08
1928,9.14083297942625e-09,1.4853853258500749e-08
1929,3.342121912552898e-09,1.0026365515614089e-08
1930,3.1510811737689437e-09,1.6805765667982087e-08
1931,0.0,1.710803587684495e-08
1932,0.0,3.287861094491973e-09
1933,1.1470662197865522e-09,1.261772819560747e-08
1934,2.3963160344919743e-09,5.990790086229936e-09
1935,4.787313656606784e-09,4.787313656606784e-09
1936,1.2124714565686645e-09,1.33371855781661e-08
1937,2.5182236296217297e-09,2.1404900962807005e-08
1938,2.5930428915188486e-09,5.186085783037697e-09
1939,1.5294050470515685e-09,1.5294050470515685e-08
1940,2.028626333583361e-08,3.296517903095264e-08
1941,2.9515025978810172e-09,2.3612020783048138e-08
1942,3.034211770724937e-09,1.8205270180260413e-08
1943,2.9032352077962287e-09,1.7419411690866582e-08
1944,0.0,3.2131861615880553e-09
1945,0.0,2.3963544037997053e-08
1946,4.1763312808029696e-09,1.8097434661967782e-08
1947,0.0,1.6689218895749036e-08
1948,9.784699273041042e-09,1.195907639583993e-08
1949,5.890204768377316e-09,1.1780409536754632e-08
1950,7.444753258312176e-09,1.1698897850465073e-08
1951,2.1322803522849654e-09,7.462981344019681e-09
1952,2.1089607837865287e-09,2.1089607837865287e-09
1953,5.386913581872932e-09,7.54167928107563e-09
1954,6.840775057526116e-09,1.07497895029951e-08
1955,2.815682353940474e-09,5.631364707880948e-09
1956,4.360570571293465e-09,1.1337483840634377e-08
1957,4.417518795207798e-09,1.767007518083119e-08
1958,4.1361216673863055e-09,1.7371711180658167e-08
1959,5.425523585955716e-09,1.7826719656000023e-08
1960,6.920833239831836e-09,2.076250060767393e-09
1961,3.47407969059077e-09,1.250668635321972e-08
1962,6.341956293454132e-09,6.341956293454132e-09
1963,8.405868889838075e-09,6.466053470433053e-09
1964,3.6503808864551957e-09,9.734349326606662e-09
1965,6.0192477668863376e-09,1.4227312661319047e-08
1966,2.769537488234164e-09,9.416426749453422e-09
1967,6.902469706915326e-09,1.232583901611406e-08
1968,2.245707841908029e-09,1.7067380397861598e-08
1969,6.358460868938209e-09,1.6350327314285096e-08
1970,4.598724956395017e-09,1.1956685419534097e-08
1971,5.652237344833111e-09,1.7470551227916076e-08
1972,3.5911027485013847e-09,6.156176013405457e-09
1973,1.0475087464101307e-08,1.268036875501366e-08
1974,7.313243344242437e-09,9.00091468025721e-09
1975,5.711480177694739e-09,1.770558810676448e-08
1976,6.8562320265641574e-09,1.1427053969725876e-08
1977,1.23412418062685e-08,1.057820764316375e-08
1978,1.6039596317796168e-08,1.4257419245211622e-08
1979,7.022368020415115e-09,1.580032815695631e-08
1980,1.0801786132219604e-08,1.1370301145063877e-08
1981,2.6567308353264707e-08,1.0120879245789638e-08
1982,1.2415004135846175e-08,1.6139505731871395e-08
1983,1.705135410645653e-08,1.3893695083311286e-08
1984,9.278413592994639e-09,1.4497521405587577e-08
1985,9.624892882698077e-09,1.3234227935754461e-08
1986,7.1933827783254856e-09,8.991728250862252e-09
1987,9.166225112267057e-09,1.4054879038383206e-08
1988,1.0793796967334401e-08,2.2187249371086182e-08
1989,7.134558721588746e-09,1.0427432250992297e-08
1990,9.80757164370516e-09,1.0352437129768077e-08
1991,1.2895223555631219e-08,1.1722930182145319e-08
1992,1.0468894195980738e-08,1.597883780846132e-08
1993,1.4955860550003308e-08,1.661762283333701e-08
1994,1.002236071911966e-08,1.5297286992677073e-08
1995,1.2471637056421514e-08,2.060531301140145e-08
1996,2.4021414191111035e-08,1.8149513891785318e-08
1997,9.110299181713799e-09,1.6782131240233866e-08
1998,1.3350762273489636e-08,2.0979769033147022e-08
1999,1.3710603319339043e-08,2.6507166239753133e-08
2000,1.2812291672048559e-08,1.6346715980830595e-08
2001,1.095302959441824e-08,2.6725391677473453e-08
2002,1.3143664823189738e-08,1.752488643091965e-08
2003,2.1251306492331423e-08,1.8751153518792307e-08
2004,1.805964444656638e-08,2.686922684347337e-08
2005,2.0266872624574717e-08,2.1167622321627277e-08
2006,1.317724773741702e-08,2.635449547483404e-08
2007,1.997239706952314e-08,2.3167981311189578e-08
2008,1.0643598891135753e-08,1.6178271167177627e-08
2009,1.2397300963584712e-08,1.907277002999308e-08
2010,1.7005655550406118e-08,1.4643758206034363e-08
2011,1.4531093661673822e-08,1.2619107536693264e-08
2012,9.19148224198807e-09,1.191488419038933e-08
2013,1.0319762822064149e-08,1.338780020176955e-08
2014,9.961047986450922e-09,1.0394137106572998e-08
2015,1.1304534197620342e-08,1.3521109565317602e-08
2016,8.699628573083373e-09,1.6984987638579696e-08
2017,1.33327402451755e-08,1.2326495379966218e-08
2018,8.518839855753413e-09,1.5746946857575495e-08
2019,6.377469219387422e-09,1.2754938438774843e-08
