year,voulaient_VERB être_VERB,voulaient_VERB etre_VERB,voulaient_VERB mettre_VERB
1800,1.760732146749433e-07,3.144164484325529e-09,3.772997558826319e-08
1801,1.9525697325661895e-07,0.0,1.04772034603684e-07
1802,1.4098392853156838e-07,0.0,2.0140561218795483e-08
1803,1.7748087088875764e-07,0.0,2.3404069793286908e-08
1804,2.84262853256223e-07,0.0,4.449331569844617e-08
1805,1.7910129201936797e-07,0.0,2.842877755426798e-08
1806,1.181484350354367e-07,2.881669125542885e-09,3.1698359492793315e-08
1807,3.4448157748556696e-07,5.693910232196231e-09,4.555128185756985e-08
1808,1.0877155176558517e-07,0.0,1.5862518409903714e-08
1809,2.1234886560250743e-07,0.0,2.4849335034105025e-08
1810,1.0764583180389309e-07,0.0,4.680253340438867e-08
1811,1.0780430415024966e-07,0.0,1.504245972228091e-08
1812,8.001624962616916e-08,0.0,1.8670457180292033e-08
1813,2.5594101771275746e-07,0.0,2.8757416004054903e-08
1814,2.3285410577500443e-07,0.0,5.664018942752591e-08
1815,3.560334960184264e-07,0.0,7.821948599939788e-08
1816,1.7845549393769033e-07,0.0,8.806894413737609e-08
1817,2.9113533628333244e-07,1.556873407970727e-09,6.383181272440197e-08
1818,3.0875850143274874e-07,0.0,1.227881227805483e-07
1819,3.9230479842444765e-07,1.035105001712111e-09,1.1903707530791507e-07
1820,4.0108704979502363e-07,1.1866481131050932e-09,1.0679833195581523e-07
1821,3.1852607662585797e-07,1.97229765852569e-09,1.4200543319020653e-07
1822,3.819759513135068e-07,5.012807946513931e-09,3.709477880420309e-08
1823,3.557767342954321e-07,0.0,9.190898708766326e-08
1824,2.6947560627377243e-07,0.0,1.1873768812620256e-07
1825,3.2051812581812555e-07,0.0,8.629334047327575e-08
1826,2.9506747978302883e-07,0.0,1.3035817403306282e-07
1827,3.3274355359935726e-07,9.217273055917019e-10,1.5300673794627073e-07
1828,3.3570623259038257e-07,0.0,7.704733206992387e-08
1829,3.93508770457629e-07,0.0,1.2688300898844318e-07
1830,2.4422195110673783e-07,0.0,1.669893663347466e-07
1831,2.9155555125726096e-07,3.1182412207897414e-09,6.704218691311326e-08
1832,4.51900973530428e-07,4.058990921151917e-09,9.065079353831607e-08
1833,2.837988972714811e-07,0.0,8.340212787061319e-08
1834,3.957840988277894e-07,9.334530925997342e-10,1.4095141409598e-07
1835,3.932805725526123e-07,7.563087933704082e-10,1.4369867074037757e-07
1836,3.2394015647696506e-07,4.704525213838906e-09,8.938597773067158e-08
1837,4.7452815010728955e-07,6.957890930081589e-10,7.097048637660919e-08
1838,4.071344505973684e-07,0.0,8.900148174006972e-08
1839,2.754641172941774e-07,0.0,8.669429263363782e-08
1840,4.783636313732131e-07,0.0,1.9363854164566874e-07
1841,3.6404509273779695e-07,0.0,1.0850727250044656e-07
1842,4.621994662556972e-07,1.341653010911159e-09,1.40202743637019e-07
1843,3.579588110369514e-07,1.1813822142769936e-09,8.801297468608027e-08
1844,4.165817983903253e-07,5.488561272137815e-10,1.0977122855138077e-07
1845,3.688530796353007e-07,5.580227946389016e-10,9.653794563746487e-08
1846,3.893243274433189e-07,0.0,1.0772282621474005e-07
1847,3.742897263236955e-07,5.393223645455691e-10,1.380665253236657e-07
1848,3.7892993987043155e-07,0.0,9.573813741781123e-08
1849,3.02496886206427e-07,8.379414939696517e-10,1.4999152142536332e-07
1850,4.718352215604682e-07,0.0,8.757805147752151e-08
1851,3.211820569504198e-07,1.2898877521649865e-09,1.238292242078387e-07
1852,2.8385977657308104e-07,1.3021090872200602e-09,1.0937716155012822e-07
1853,3.648850395165937e-07,5.971931837933653e-10,1.1525828114145042e-07
1854,3.29405139609662e-07,5.195664454227256e-10,9.300239156573298e-08
1855,3.927133320758003e-07,0.0,8.17268315245201e-08
1856,3.308223881504091e-07,1.0354378465748937e-09,9.784887566866018e-08
1857,3.01677260949873e-07,9.763018171682347e-10,6.004255936886693e-08
1858,3.748555741367454e-07,0.0,1.0129909355782729e-07
1859,3.864959694510617e-07,0.0,1.3137807286511816e-07
1860,3.9684184116595134e-07,1.3731551729012637e-09,1.1122556742293455e-07
1861,3.6784516055377026e-07,0.0,1.108251481696243e-07
1862,3.5917992136091925e-07,0.0,1.0029929597976661e-07
1863,3.5062237202510005e-07,4.994620828036034e-10,9.09020982930997e-08
1864,3.063831286453933e-07,0.0,8.294879449977088e-08
1865,3.572494904346968e-07,0.0,8.707662146889561e-08
1866,3.4059289077958965e-07,9.731225825149181e-10,1.1920751319394185e-07
1867,3.4309377383578976e-07,4.85281148598915e-10,8.104195359237565e-08
1868,2.1241459080556524e-07,4.93987406535723e-10,1.1065317551128828e-07
1869,2.8910432092743577e-07,9.767038289254515e-10,1.0450730769662187e-07
1870,3.3716207781253615e-07,5.734048791339319e-10,9.346499751927695e-08
1871,3.3987765846177354e-07,1.0621177271019633e-09,1.0939812256083314e-07
1872,3.62840353318461e-07,2.4189357183956872e-09,7.317280648067026e-08
1873,2.7056739781983197e-07,0.0,7.84166616085713e-08
1874,2.820015652105212e-07,0.0,9.021659508334778e-08
1875,3.0610169687861344e-07,0.0,8.696721209844327e-08
1876,3.125789760360931e-07,0.0,7.13429741949767e-08
1877,3.2779524872239563e-07,0.0,9.957553714912137e-08
1878,3.061817892557883e-07,0.0,8.817069385713694e-08
1879,2.7491964260661916e-07,0.0,8.675242213485035e-08
1880,2.573556230345275e-07,6.417846254436199e-10,6.802917340564818e-08
1881,2.2033124480458355e-07,0.0,8.645909588267386e-08
1882,2.509080161416932e-07,6.655385131892899e-10,6.921600714804299e-08
1883,2.3444746943823702e-07,0.0,6.5721124542506e-08
1884,2.581263629508612e-07,0.0,8.714239640994492e-08
1885,2.146396695934527e-07,0.0,6.123353557541122e-08
1886,2.5942924253286037e-07,0.0,6.647067607445933e-08
1887,1.9978509158136148e-07,6.528924623161458e-10,4.570247114088488e-08
1888,2.1241059755539027e-07,0.0,4.6920547447371064e-08
1889,2.1364115809774376e-07,0.0,6.891650627949275e-08
1890,2.5889826815728156e-07,0.0,7.275369284798217e-08
1891,2.148112088207199e-07,0.0,7.075384189647593e-08
1892,2.269201502258511e-07,0.0,4.4506439422775657e-08
1893,2.087703165898347e-07,0.0,8.991288069637449e-08
1894,1.928271018414307e-07,0.0,4.285046628638156e-08
1895,1.9319752198043716e-07,0.0,5.717683748684976e-08
1896,1.8752551511624915e-07,0.0,5.071444775239797e-08
1897,2.1150970042072004e-07,0.0,5.7684463428131494e-08
1898,2.4613842697363e-07,0.0,8.034864151795773e-08
1899,2.061786688045686e-07,5.527578395003729e-10,6.356714976618605e-08
1900,2.0297018465953443e-07,1.038210628578895e-09,4.9315005412609025e-08
1901,2.095777063004789e-07,0.0,7.209473551483825e-08
1902,1.7431507615128794e-07,0.0,4.615666782115113e-08
1903,1.9278786567156203e-07,0.0,8.532347806067264e-08
1904,2.12297692314678e-07,5.374625189347171e-10,6.073326375144461e-08
1905,2.2346087291680305e-07,2.5803795211665204e-09,5.728442431518488e-08
1906,1.7747436231729807e-07,5.144184522798412e-10,7.047533046034005e-08
1907,2.0777086717771454e-07,0.0,4.6285588695127444e-08
1908,1.8466822382379178e-07,0.0,3.97822503828138e-08
1909,2.2499023089039838e-07,5.500983557560346e-10,7.646367095048845e-08
1910,2.0307773240801907e-07,1.068830135508847e-09,5.50447509795049e-08
1911,1.910014333361687e-07,0.0,5.7460042057755345e-08
1912,2.406752628303366e-07,5.209421227725386e-10,6.199211100010871e-08
1913,2.7045248884860484e-07,0.0,5.037840367094759e-08
1914,1.982236170761098e-07,0.0,5.424362470307642e-08
1915,2.1676602557363367e-07,1.1780761921542648e-09,6.243804051564439e-08
1916,2.5710662043820776e-07,0.0,4.614734194774428e-08
1917,2.3139155302942527e-07,0.0,9.979446247143642e-08
1918,3.422940153541276e-07,0.0,5.513460621386912e-08
1919,2.35720918340121e-07,0.0,8.01082791213048e-08
1920,2.0520748478247697e-07,7.572231730534895e-10,7.799398815677705e-08
1921,1.7568774524079345e-07,7.572747429129834e-10,5.982470696608289e-08
1922,1.7780824634883174e-07,0.0,5.75478971143184e-08
1923,2.4735157921895734e-07,0.0,6.688047449188161e-08
1924,2.3720589581444074e-07,0.0,6.961477083677892e-08
1925,1.9906701709260233e-07,0.0,6.488924952918751e-08
1926,2.140058654731547e-07,0.0,5.238685218955652e-08
1927,1.995711187419147e-07,0.0,6.801027296887696e-08
1928,1.8967227788380114e-07,0.0,5.713020456710183e-08
1929,1.5930781671613659e-07,0.0,7.01845621620123e-08
1930,2.0061882821664767e-07,1.0503603542488804e-09,5.461873797685257e-08
1931,2.2810712607679307e-07,0.0,4.5621426636444085e-08
1932,1.6768090915775247e-07,0.0,5.698959171240858e-08
1933,1.7320699896572478e-07,0.0,4.244144946596862e-08
1934,1.4737344145032694e-07,1.1981580172459871e-09,4.912448048344231e-08
1935,1.8790206013363786e-07,1.196828414151696e-09,3.949533677882755e-08
1936,1.5034646594358492e-07,1.2124714565686645e-09,5.2136272188363364e-08
1937,1.8005299295964505e-07,0.0,5.288269733227935e-08
1938,1.58175609499267e-07,2.5930428915188486e-09,3.8895642262559704e-08
1939,1.8352861275161558e-07,0.0,5.505858169385647e-08
1940,1.4707541140523972e-07,0.0,3.0429394115571995e-08
1941,2.036536841387715e-07,0.0,4.427253941230447e-08
1942,2.3363431012057845e-07,0.0,4.5513175450651033e-08
1943,1.9741999324196513e-07,0.0,5.516146828199453e-08
1944,1.702988612350964e-07,0.0,2.5705489292704442e-08
1945,2.766700220036e-07,0.0,5.664110602765504e-08
1946,2.1299290153820039e-07,0.0,7.099762910911522e-08
1947,2.2768863061628508e-07,1.1920870957027319e-09,5.4836007734593295e-08
1948,1.8373489751866146e-07,0.0,5.6533817627268945e-08
1949,1.7081595160561847e-07,0.0,3.6322930441201606e-08
1950,1.8292821835075301e-07,2.1270722960764488e-09,5.424034199563721e-08
1951,2.0256663901818683e-07,0.0,4.157946520422229e-08
1952,1.7504375193766464e-07,0.0,5.166953798152463e-08
1953,1.4867882214275596e-07,0.0,4.955960619668076e-08
1954,1.2997473675113724e-07,0.0,2.443134050622575e-08
1955,1.914663982915954e-07,1.8771215692936494e-09,2.9095383879962355e-08
1956,1.805276355071328e-07,0.0,2.8779767902165077e-08
1957,1.7405024266281544e-07,8.835037701437898e-10,6.007825703591152e-08
1958,1.6130874769260117e-07,0.0,4.1361218450219894e-08
1959,1.6974138361547375e-07,1.5501495642666896e-09,4.5729411368711226e-08
1960,1.8132583079477627e-07,0.0,4.15249985508126e-08
1961,1.7231434412678936e-07,6.948159270159238e-10,3.752005994783758e-08
1962,1.9406387252729473e-07,6.341956404476434e-10,5.390662849436012e-08
1963,1.8169609461438085e-07,1.2932106496776896e-09,5.237503231114715e-08
1964,1.5453279900157213e-07,0.0,5.7189303959148674e-08
1965,1.7729421131207346e-07,1.6416130677043839e-09,5.362602450986742e-08
1966,1.8500509213481564e-07,1.6617224263271169e-09,5.428293192721867e-08
1967,1.814363486118964e-07,0.0,5.1768523690043367e-08
1968,2.3220620448682894e-07,8.982831700699023e-10,5.075299824852664e-08
1969,1.8575789795249875e-07,0.0,5.677197378872734e-08
1970,1.535974121225081e-07,9.197450023812337e-10,5.334521091526767e-08
1971,1.8087159503465955e-07,5.138397485282553e-10,4.624557803367679e-08
1972,1.6108661782254785e-07,0.0,4.9762423515176124e-08
1973,1.758712073751667e-07,0.0,6.119655893144227e-08
1974,1.5189043267582747e-07,0.0,5.62557183059198e-08
1975,1.6963096527433663e-07,0.0,5.5401358167728176e-08
1976,1.7654798512012349e-07,0.0,5.027903782206522e-08
1977,1.4104276147008932e-07,0.0,5.465406971438824e-08
1978,1.7168308374948538e-07,0.0,4.514849294423584e-08
1979,1.4688453120470513e-07,0.0,3.862302477841695e-08
1980,1.4724540164934297e-07,0.0,4.832378053265529e-08
1981,1.5687362520111492e-07,2.5302198114474095e-09,4.617651327976091e-08
1982,1.5829131427835819e-07,0.0,4.4694015599588965e-08
1983,1.5914596929178515e-07,6.315316047889041e-10,6.567928778622445e-08
1984,1.780295662001663e-07,1.739702604197646e-09,6.610869718315371e-08
1985,1.377562739435234e-07,0.0,6.015557829641693e-08
1986,1.6484834475249954e-07,0.0,5.994485263727256e-08
1987,1.4849284468709811e-07,0.0,3.788706592899871e-08
1988,1.8349454933286324e-07,5.996553809062277e-10,5.696726290693732e-08
1989,1.8110803523541108e-07,5.488122178931576e-10,6.64062795863174e-08
1990,1.5964546662416979e-07,1.089730194969718e-09,6.701840504774736e-08
1991,1.6470717412175873e-07,5.861465202094962e-10,5.5683919697457895e-08
1992,1.7466523161147052e-07,1.1019888335184191e-09,5.0691486563891885e-08
1993,1.6617622122794273e-07,5.539207426075166e-10,4.154405530698568e-08
1994,1.751275675587749e-07,1.0549853213248639e-09,5.485923537662529e-08
1995,1.7894087989134277e-07,2.7112254108452305e-09,4.880205750623645e-08
1996,1.8096132237133133e-07,0.0,5.711758532811473e-08
1997,1.7117773154495808e-07,4.79489448146353e-10,4.4592518122499314e-08
1998,2.0646000109536544e-07,4.768129224785866e-10,6.15088637800909e-08
1999,1.7458168599659984e-07,4.570201161957499e-10,5.8498574873055986e-08
2000,1.5463109548363718e-07,8.836062992401139e-10,5.964342619790841e-08
2001,1.862015039932885e-07,0.0,6.046072087428911e-08
2002,1.721819984368267e-07,0.0,6.440395594609072e-08
2003,2.004289854085073e-07,4.1669229178253886e-10,6.542069286297192e-08
2004,1.9909656145955523e-07,8.809582507929292e-10,6.166708033106261e-08
2005,1.941116067882831e-07,0.0,6.755624326615361e-08
2006,1.976587213903258e-07,0.0,8.153421759971025e-08
2007,1.8734108664375526e-07,0.0,6.590891388214004e-08
2008,1.9499073289352964e-07,0.0,6.556457066153598e-08
2009,2.155223057798139e-07,9.53638501499654e-10,7.009243319089364e-08
2010,2.0595737737494346e-07,0.0,7.321879280652865e-08
2011,2.0114092080802948e-07,7.64794394481072e-10,5.7741978309877595e-08
2012,2.546381097090489e-07,0.0,6.672335217672298e-08
2013,2.4851104285517067e-07,5.578250084070646e-10,7.251725264723063e-08
2014,2.6353467319495394e-07,2.1654451842767486e-10,7.882220387500638e-08
2015,2.854949059383216e-07,2.2165753954528356e-10,7.647184929737705e-08
2016,2.661672056092357e-07,2.0713400439298368e-10,6.545434416693752e-08
2017,2.4527210484848183e-07,0.0,7.043711747201087e-08
