year,tout_DET archer_NOUN,tout_DET marché_NOUN
1893,0.0,6.220000692280792e-08
1894,0.0,6.931693086187352e-08
1895,0.0,5.476939080040211e-08
1896,0.0,5.7790883190023123e-08
1897,1.1653427112179315e-09,1.0662886040790909e-07
1898,5.6583548957434e-10,7.29927798204244e-08
1899,0.0,7.849161320905296e-08
1900,1.038210628578895e-09,7.319384565107612e-08
1901,0.0,8.047783950360099e-08
1902,0.0,8.59299671418512e-08
1903,1.0800440541913758e-09,9.72039639890454e-08
1904,0.0,9.405594170175391e-08
1905,0.0,7.947569002908494e-08
1906,5.144184522798412e-10,6.018695763998494e-08
1907,0.0,1.0182829868199406e-07
1908,0.0,8.693158370931542e-08
1909,1.1001967115120692e-09,7.92141641170474e-08
1910,0.0,4.5959695604835815e-08
1911,2.128149656499545e-09,6.54406013822495e-08
1912,0.0,9.533240685755118e-08
1913,0.0,6.681766961946778e-08
1914,0.0,7.098548415740424e-08
1915,1.1780761921542648e-09,5.183535334296607e-08
1916,0.0,5.273981829034824e-08
1917,0.0,1.1734073801505929e-07
1918,0.0,8.959374042660784e-08
1919,0.0,6.077179781627251e-08
1920,7.572231730534895e-10,5.3005622113744266e-08
1921,0.0,5.073740672045801e-08
1922,0.0,5.164554800485277e-08
1923,0.0,6.369568694708505e-08
1924,0.0,5.9301473065431765e-08
1925,0.0,8.138651796940621e-08
1926,0.0,5.795992130686045e-08
1927,0.0,5.797597069090443e-08
1928,0.0,5.827281146508767e-08
1929,0.0,2.785101571589621e-08
1930,0.0,6.617270109643414e-08
1931,1.1405356659111021e-09,4.904303274599897e-08
1932,0.0,4.1646237569636924e-08
1933,1.1470662197865522e-09,6.652984119170924e-08
1934,0.0,6.949316500026725e-08
1935,0.0,6.343190772639673e-08
1936,1.2124714565686645e-09,4.12240299674238e-08
1937,0.0,7.302848592516398e-08
1938,5.186085783037697e-09,9.853562943362704e-08
1939,0.0,8.411727669965785e-08
1940,0.0,4.3108308922512606e-08
1941,0.0,2.9515025978810172e-08
1942,0.0,6.978686917236132e-08
1943,0.0,6.09679391416762e-08
1944,0.0,2.5705489292704442e-08
1945,0.0,6.97121262938083e-08
1946,0.0,5.707653016884251e-08
1947,0.0,3.9338874380234756e-08
1948,0.0,3.587722940956439e-08
1949,0.0,5.2030141972636557e-08
1950,0.0,4.4668517773516214e-08
1951,0.0,6.610069336332458e-08
1952,0.0,5.061505836678748e-08
1953,0.0,4.84822229029902e-08
1954,0.0,5.668071034747868e-08
1955,0.0,3.0972505893345215e-08
1956,0.0,4.011725107666564e-08
1957,0.0,6.096175875214271e-08
1958,0.0,5.376958123193276e-08
1959,0.0,5.115493539875615e-08
1960,0.0,6.57479135579564e-08
1961,2.08444772553662e-09,4.44682184408407e-08
1962,0.0,5.0735650347633054e-08
1963,0.0,4.33225566531803e-08
1964,0.0,4.076258930396648e-08
1965,1.6416130677043839e-09,7.606140428606523e-08
1966,0.0,4.3204783306549643e-08
1967,9.860671168482327e-10,4.88103237827886e-08
1968,0.0,6.467638780094376e-08
1969,0.0,5.8588676132842465e-08
1970,4.5987250119061684e-10,5.840380912225385e-08
1971,5.138397485282553e-10,4.3676380068191634e-08
1972,5.130146862875051e-10,7.284808223317896e-08
1973,0.0,6.285052167598337e-08
1974,0.0,4.162923183947953e-08
1975,0.0,6.853776124415845e-08
1976,5.713526873840635e-10,5.3135800648362874e-08
1977,0.0,4.2900507146725886e-08
1978,0.0,6.594056234376922e-08
1979,1.1703946700691858e-09,4.388979846225993e-08
1980,0.0,6.139962627216278e-08
1981,0.0,5.503228017733619e-08
1982,0.0,4.903926686949944e-08
1983,0.0,7.325766482324525e-08
1984,5.799008495621649e-10,6.030968702219752e-08
1985,0.0,5.594469065783869e-08
1986,0.0,6.294209642376813e-08
1987,0.0,6.416357889449387e-08
1988,0.0,6.176450551009793e-08
1989,0.0,5.81740948746301e-08
1990,0.0,9.099247311183944e-08
1991,0.0,8.20605143836417e-08
1992,0.0,7.603722718130257e-08
1993,0.0,6.924009010589316e-08
1994,0.0,8.492631975443032e-08
1995,5.422450821690461e-10,8.947044083384981e-08
1996,0.0,1.0569422670414497e-07
1997,4.79489448146353e-10,8.007473839555246e-08
1998,0.0,9.202489703596939e-08
1999,4.570201161957499e-10,9.00329650832532e-08
2000,0.0,9.277866119816736e-08
2001,0.0,8.893859582137509e-08
2002,4.38122149670761e-10,1.0120621585230083e-07
2003,0.0,1.0250630388952686e-07
2004,4.404791253964646e-10,8.58934261493971e-08
2005,4.5037495954858286e-10,8.557124342445377e-08
2006,4.1178899179428186e-10,7.000412960422864e-08
2007,1.5977917877663117e-09,7.70934507343668e-08
2008,2.1287198670449925e-09,8.003986762261661e-08
2009,0.0,9.297975456235008e-08
2010,0.0,1.0486820567479072e-07
2011,0.0,9.406970757908084e-08
2012,0.0,5.923399548635189e-08
2013,0.0,7.670093538081346e-08
2014,4.330890368553497e-10,5.868356511840034e-08
2015,1.329945265027277e-09,5.918256196224547e-08
2016,2.0713400439298368e-10,5.79975196757232e-08
2017,7.54683426862357e-10,5.685281578848844e-08
2018,7.744400121190154e-10,5.214562803779188e-08
2019,7.65296326310505e-10,5.7652322915657805e-08
