year,tout_DET or_NOUN,tout_DET mort_ADJ
1800,9.432493452976587e-09,0.0
1801,4.286128785224719e-08,2.3811825844433088e-09
1802,2.4616241489638924e-08,0.0
1803,4.290746380419819e-08,0.0
1804,1.9774807569206132e-08,0.0
1805,2.842877755426798e-08,0.0
1806,4.3225035994964855e-08,0.0
1807,1.9928686256776018e-08,0.0
1808,2.4926814390369145e-08,0.0
1809,8.35841271751292e-08,0.0
1810,1.8721014516387413e-08,0.0
1811,4.512738271955641e-08,0.0
1812,1.8670456736202823e-08,0.0
1813,5.7514832008109806e-08,0.0
1814,2.2026739543434815e-08,0.0
1815,2.6972236000233352e-08,0.0
1816,3.476405829871965e-08,0.0
1817,3.89218364205135e-08,0.0
1818,3.21871784780825e-08,0.0
1819,3.415846616672269e-08,0.0
1820,2.0173017922786585e-08,0.0
1821,1.6764530097468366e-08,0.0
1822,2.4061478143266868e-08,1.0025615893027862e-09
1823,6.819054299000982e-08,9.882686891060644e-10
1824,1.7684337549894735e-08,8.421112696055388e-10
1825,7.132408930132783e-08,8.805443041381977e-10
1826,2.6423953580767545e-08,0.0
1827,1.4747637222534138e-08,0.0
1828,2.5682442839070063e-08,0.0
1829,9.430493719264632e-09,0.0
1830,2.5048406016026092e-08,0.0
1831,7.951515157422762e-08,0.0
1832,1.0823975493678972e-08,0.0
1833,4.865124036967927e-08,0.0
1834,4.013848342587778e-08,0.0
1835,2.7227116561334697e-08,0.0
1836,2.0834324654384062e-08,0.0
1837,4.3834712526447106e-08,6.957890930081589e-10
1838,4.418513199766494e-08,0.0
1839,1.1466019300687691e-07,0.0
1840,3.7581163736533085e-08,0.0
1841,3.467096254539115e-08,0.0
1842,5.2324466537356784e-08,0.0
1843,3.3078700778510495e-08,0.0
1844,2.1405388628270572e-08,0.0
1845,3.459741143574391e-08,0.0
1846,2.868705673009231e-08,5.854501328173001e-10
1847,3.289866423727972e-08,0.0
1848,1.850401076808339e-08,0.0
1849,1.5920888163378777e-08,0.0
1850,2.5798185809833285e-08,0.0
1851,2.257303544084266e-08,0.0
1852,3.711010876372711e-08,0.0
1853,3.1054045557254994e-08,0.0
1854,3.1693553004252806e-08,0.0
1855,2.812676669350367e-08,0.0
1856,2.174419438949471e-08,0.0
1857,2.4407545762272775e-08,4.881509085841174e-10
1858,8.808616835942473e-09,0.0
1859,1.9859475397510096e-08,0.0
1860,3.249800462068464e-08,0.0
1861,4.527325092595902e-08,0.0
1862,3.433669720775967e-08,0.0
1863,5.494082988555249e-08,0.0
1864,1.726102105692462e-08,0.0
1865,4.0008176604988677e-08,0.0
1866,4.4763639239775443e-08,0.0
1867,2.7661025470138156e-08,0.0
1868,2.2723420589620957e-08,0.0
1869,3.5161337064160136e-08,0.0
1870,2.5803219116937726e-08,0.0
1871,4.991953339583688e-08,0.0
1872,2.9027229508926666e-08,0.0
1873,2.7535620672480832e-08,0.0
1874,3.405527093658378e-08,0.0
1875,2.059749715233039e-08,0.0
1876,1.8138044177717916e-08,0.0
1877,4.329371305900054e-08,0.0
1878,2.596808079680102e-08,0.0
1879,5.437299632760073e-08,0.0
1880,1.8611755026043397e-08,0.0
1881,2.8587281097891548e-08,0.0
1882,5.257754431831074e-08,0.0
1883,2.0853819060473455e-08,0.0
1884,2.77271263726675e-08,0.0
1885,2.7716233141905633e-08,0.0
1886,6.51799884066051e-08,0.0
1887,2.415702088365279e-08,0.0
1888,2.4728396885720372e-08,1.268122939990235e-09
1889,2.8193114509633688e-08,1.8795409673089125e-09
1890,3.9981758626073116e-08,0.0
1891,1.8485237118781583e-08,0.0
1892,3.949162885596991e-08,0.0
1893,2.2786141251618375e-08,0.0
1894,3.465846609707057e-08,0.0
1895,3.4306102847381226e-08,0.0
1896,1.6511681522057842e-08,0.0
1897,1.8062812245922544e-08,0.0
1898,2.2067583871354657e-08,0.0
1899,1.4371703827009696e-08,0.0
1900,2.1283317441778138e-08,0.0
1901,2.2913829722526202e-08,0.0
1902,3.338992993207057e-08,0.0
1903,2.8621168546294484e-08,0.0
1904,8.599400302955473e-09,0.0
1905,2.8384175565498992e-08,0.0
1906,2.1605575106775632e-08,0.0
1907,2.674278520853335e-08,0.0
1908,3.3397447030125704e-08,0.0
1909,1.9253442284927758e-08,0.0
1910,1.8704527149360217e-08,0.0
1911,2.6601871261355825e-08,0.0
1912,2.7088990162127402e-08,0.0
1913,3.6590627860988434e-08,0.0
1914,1.9420556107707654e-08,0.0
1915,9.424609426211816e-09,0.0
1916,1.7579939504130948e-08,0.0
1917,1.5352993543160665e-08,0.0
1918,1.1486376294556067e-08,0.0
1919,1.2890987610703064e-08,0.0
1920,2.1202248845497706e-08,0.0
1921,2.9533714807072897e-08,0.0
1922,3.09873291470808e-08,0.0
1923,3.1847843917631735e-08,0.0
1924,1.160246199116699e-08,0.0
1925,4.069325765243548e-08,0.0
1926,1.4489979549558996e-08,0.0
1927,4.5711820995109065e-08,0.0
1928,1.8281665736807895e-08,0.0
1929,1.7824650200282122e-08,0.0
1930,2.520864939015155e-08,2.100720708497761e-09
1931,2.737285598186645e-08,0.0
1932,1.0959536833610173e-08,0.0
1933,1.9500125736371388e-08,0.0
1934,2.6359476379411717e-08,0.0
1935,2.5133397585364037e-08,0.0
1936,1.9399543305098632e-08,0.0
1937,1.3850229851897211e-08,0.0
1938,3.630259959308546e-08,0.0
1939,1.6823455517567254e-08,0.0
1940,2.7893612308815818e-08,0.0
1941,3.246652813260198e-08,0.0
1942,1.2136847082899749e-08,0.0
1943,8.709705623388686e-09,0.0
1944,3.855823393905666e-08,0.0
1945,1.9606535950345005e-08,0.0
1946,3.062642850437669e-08,0.0
1947,3.337843845763189e-08,0.0
1948,3.37028520647209e-08,0.0
1949,1.3743811755340118e-08,1.9634016634739737e-09
1950,1.5953042220573366e-08,0.0
1951,4.0513328247726577e-08,0.0
1952,2.10896083929768e-08,0.0
1953,1.7238123595220145e-08,0.0
1954,1.5636057337786724e-08,0.0
1955,2.627970330237872e-08,0.0
1956,2.703553958482985e-08,0.0
1957,1.855357939506419e-08,0.0
1958,1.4062814079895958e-08,0.0
1959,1.8601794327111065e-08,0.0
1960,1.7994166823243063e-08,0.0
1961,2.0844478365589225e-08,6.948159270159238e-10
1962,2.5367825173816527e-08,0.0
1963,1.9398158968009227e-08,0.0
1964,2.8594651091395917e-08,0.0
1965,2.188817349590977e-08,0.0
1966,1.9940669560014612e-08,0.0
1967,4.240088674611897e-08,0.0
1968,2.470278670507753e-08,0.0
1969,1.4533625192214572e-08,0.0
1970,1.6095537624938316e-08,4.5987250119061684e-10
1971,2.1067429578636165e-08,0.0
1972,2.872882304272295e-08,0.0
1973,3.08739407373082e-08,0.0
1974,1.4626486244395664e-08,0.0
1975,1.3707552870556583e-08,0.0
1976,1.9997343725375316e-08,0.0
1977,1.469195476389018e-08,0.0
1978,5.04950251611902e-08,0.0
1979,1.287434114871644e-08,0.0
1980,9.096241204709088e-09,0.0
1981,8.855769562110538e-09,0.0
1982,1.80017563078394e-08,0.0
1983,1.8945948587756334e-08,0.0
1984,1.7976925670293298e-08,0.0
1985,1.564045115642898e-08,0.0
1986,1.3187867797803676e-08,0.0
1987,1.466596055710312e-08,0.0
1988,1.9188972077976985e-08,0.0
1989,9.329807593161377e-09,0.0
1990,1.6345952813523468e-08,0.0
1991,1.875668864670388e-08,0.0
1992,1.9284805363728452e-08,0.0
1993,1.8833305692744773e-08,0.0
1994,1.5297287436766283e-08,0.0
1995,1.7894087323000463e-08,0.0
1996,2.5622842514394506e-08,0.0
1997,1.438468300030138e-08,0.0
1998,1.287394890692184e-08,4.768129224785866e-10
1999,7.769341975327748e-09,0.0
2000,1.5904913719388958e-08,0.0
2001,1.6648604495017594e-08,0.0
2002,1.1391175447350577e-08,0.0
2003,1.1667383725821878e-08,0.0
2004,1.8940602419803554e-08,0.0
2005,1.1709748504173945e-08,0.0
2006,1.8530504686253835e-08,0.0
2007,1.3980677865399471e-08,0.0
2008,1.5326782676350348e-08,0.0
2009,1.3350938576905946e-08,0.0
2010,1.2754240996670774e-08,4.723793023408973e-10
2011,9.942326711920302e-09,0.0
2012,9.19148274158843e-09,0.0
2013,1.171432484348145e-08,0.0
2014,1.0827226060161621e-08,0.0
2015,1.551602757388082e-08,0.0
2016,1.1806638028355465e-08,0.0
2017,7.0437116417298995e-09,0.0
2018,1.110030711792831e-08,0.0
2019,1.0714148235280163e-08,0.0
