year,est_VERB annuelle_ADJ,est_VERB manuelle_ADJ
1900,6.540727071069341e-08,1.038210628578895e-09
1901,7.2653605798223e-08,0.0
1902,9.034922499040476e-08,0.0
1903,5.022204874194358e-08,1.6200660812870638e-09
1904,6.449550227216605e-08,1.6123875568041512e-09
1905,4.489860216949637e-08,5.160759042333041e-10
1906,8.847997179373124e-08,1.0288369045596824e-09
1907,5.348557152728972e-08,6.1714118260169926e-09
1908,5.206072373198367e-08,0.0
1909,6.051082124258755e-08,0.0
1910,5.6647998292191915e-08,4.275320542035388e-09
1911,6.278041553287039e-08,5.852411444351446e-09
1912,4.688478938419394e-08,3.125652625612929e-09
1913,6.257528184505645e-08,0.0
1914,5.089525245693949e-08,6.696743715117748e-10
1915,2.9451904026700504e-08,1.1780761921542648e-09
1916,4.614734194774428e-08,0.0
1917,3.728584374584898e-08,0.0
1918,7.810736235569493e-08,0.0
1919,4.788081042761405e-08,9.207848372660976e-10
1920,4.0132828615924154e-08,7.572231730534895e-10
1921,5.83101567031008e-08,1.5145494858259667e-09
1922,4.648099505288883e-08,0.0
1923,2.9724654737606215e-08,0.0
1924,5.414482373566898e-08,1.289162443462999e-09
1925,6.048998102414771e-08,9.898360353588487e-09
1926,5.3501466368288675e-08,3.343841648018042e-09
1927,7.692965198202728e-08,0.0
1928,6.627104198742018e-08,2.2852082448565625e-09
1929,6.572840050012019e-08,0.0
1930,8.928063266466779e-08,0.0
1931,7.299428261831054e-08,2.2810713318222042e-09
1932,6.575722011348262e-08,0.0
1933,5.964744076436546e-08,1.1470662197865522e-09
1934,6.470052937856963e-08,0.0
1935,5.864459140525469e-08,1.196828414151696e-08
1936,7.274828561776303e-08,0.0
1937,4.1550688223424004e-08,1.0072894518486919e-08
1938,6.352954784460962e-08,5.186085783037697e-09
1939,6.576441791139587e-08,4.588215141154706e-09
1940,7.353770570261986e-08,2.5357829169792012e-09
1941,6.493305448884712e-08,5.9030051957620344e-09
1942,6.371844563091145e-08,0.0
1943,4.645176332473966e-08,0.0
1944,5.7837350908584995e-08,0.0
1945,3.921307367704685e-08,0.0
1946,5.4292307538617024e-08,2.7842208538686464e-09
1947,6.437270627657199e-08,1.1920870957027319e-09
1948,8.045196864259196e-08,3.2615663503321457e-09
1949,6.086545312200542e-08,6.8719057111366055e-09
1950,7.338399399259288e-08,4.2541445921528975e-09
1951,6.396840745992449e-08,6.396841278899501e-09
1952,7.065018792218325e-08,8.435843135146115e-09
1953,3.878577814475648e-08,8.619061908632375e-09
1954,7.231676590890856e-08,7.818028890937967e-09
1955,4.129667274810345e-08,6.569925492527773e-09
1956,8.546718532898012e-08,8.72114114258693e-09
1957,6.449577227840564e-08,1.1485549400447326e-08
1958,7.196851470325782e-08,1.9026160202884057e-08
1959,5.425523497137874e-08,5.425523585955716e-09
1960,4.844583401109048e-08,1.1073333361366622e-08
1961,5.628008992175637e-08,1.459113452284555e-08
1962,5.327243357555744e-08,1.0147130247162295e-08
1963,5.043521511538529e-08,1.2285501505004959e-08
1964,3.9545792418493875e-08,7.909158661334459e-09
1965,4.4323552828018364e-08,8.755269398363907e-09
1966,4.597432123887302e-08,1.8278946356531378e-08
1967,5.719189388742052e-08,1.1832804958089582e-08
1968,3.0092486724697665e-08,1.2126823101255013e-08
1969,6.358460780120367e-08,1.407944960618579e-08
1970,4.322801672174137e-08,1.3796174869185052e-08
1971,4.984245549621846e-08,1.3873672877195986e-08
1972,4.9762423515176124e-08,1.6416469961200164e-08
1973,5.017015425323734e-08,2.260413545229767e-08
1974,5.344293185771676e-08,2.0814615808717463e-08
1975,4.854758017813765e-08,2.8557401776652114e-08
1976,6.284879816575994e-08,1.428381679602353e-08
1977,3.584836960612847e-08,1.1753563455840776e-08
1978,3.029701645118621e-08,1.841583241457556e-08
1979,4.9741775143274936e-08,1.287434159280565e-08
1980,3.524793257270176e-08,6.822181042309694e-09
1981,3.858585273519566e-08,1.2651098835192442e-08
1982,4.903926864585628e-08,1.8622506203769262e-08
1983,4.2312617409834274e-08,1.8314416649900522e-08
1984,4.813177056917084e-08,1.5657322549600394e-08
1985,4.030423994549892e-08,2.466378745680231e-08
1986,4.615753823600244e-08,2.0980699844130868e-08
1987,6.110816741511371e-08,1.4665960890170027e-08
1988,5.756691479064102e-08,9.594486094499644e-09
1989,5.3234785468703194e-08,1.2622680678475717e-08
1990,5.993516083435679e-08,1.3076762783725826e-08
1991,5.1580894222524876e-08,1.52398094144246e-08
1992,4.628353167390742e-08,1.322386644631024e-08
1993,5.649991408063215e-08,1.1632335983335906e-08
1994,5.749669895749321e-08,1.160483886764041e-08
1995,4.5006341764519675e-08,9.760411145975922e-09
1996,4.697520950003309e-08,1.5480466686312866e-08
1997,5.082588216964723e-08,1.7741109914481967e-08
1998,3.57609692969163e-08,1.8118891276230897e-08
1999,4.6159030375747534e-08,1.0054442611817649e-08
2000,6.406146013659964e-08,9.719669513685858e-09
2001,5.126017654788484e-08,9.638665865452367e-09
2002,4.9069679874946814e-08,1.0514931148009055e-08
2003,4.958638299967788e-08,8.333845613606172e-09
2004,5.1536058975898413e-08,1.5857247959161214e-08
2005,4.3686370077011816e-08,9.457874483587148e-09
2006,3.1295964930677656e-08,1.523619275189958e-08
2007,2.995859560428471e-08,1.1583990655594789e-08
2008,4.9386301270715194e-08,1.6604014163590364e-08
2009,3.337734710839868e-08,2.0026408975581944e-08
2010,4.393127639445993e-08,1.4643758206034363e-08
2011,2.9444583660165335e-08,2.7150200310188666e-08
2012,3.540422710557323e-08,2.3489343803362317e-08
2013,3.5700800538052135e-08,1.617692468869336e-08
2014,2.793424336289263e-08,1.017759210242275e-08
2015,4.0563328695952805e-08,1.0861219479352258e-08
2016,3.024156569608749e-08,9.942432654952427e-09
2017,3.7482607240235666e-08,1.3835862233690932e-08
2018,3.071945542387766e-08,1.6005094138904497e-08
2019,2.3469088006322636e-08,1.3775333762566788e-08
