year,grand_ADJ être_NOUN,grand_ADJ maître_NOUN,grand_ADJ etre_NOUN
1800,3.26993106369855e-07,2.829747916877068e-06,2.138031867104928e-07
1801,4.5718705377062463e-07,3.1574481944574018e-06,1.8573224491724716e-07
1802,1.969299319171114e-07,2.128185968786056e-06,1.3427040812530322e-07
1803,2.067359599067231e-07,2.574447872660812e-06,2.0868629491133106e-07
1804,1.9774807991090881e-07,3.322167740904547e-06,1.9527621963888464e-07
1805,3.781027506644108e-07,5.594783188733743e-06,1.9047279997685962e-07
1806,1.6713680928148733e-07,4.368610382776694e-06,1.0085841939400098e-07
1807,2.3914423152859854e-07,2.9095881490803777e-06,1.2811297844805836e-07
1808,9.290903291159225e-08,4.076667114549792e-06,1.540930347765368e-07
1809,1.0391540161691637e-07,3.594117645278061e-06,1.4005989457110957e-07
1810,2.1763178414957451e-07,3.5640131241798656e-06,5.148278781064164e-08
1811,5.0141533591840926e-08,3.7305303215440233e-06,2.5070767684098882e-08
1812,1.4936366010687152e-07,2.81657186107509e-06,1.6269969727034095e-07
1813,1.6391727308828763e-07,4.152571160265239e-06,1.3228410944421398e-07
1814,6.922689443911167e-08,3.420438066115139e-06,6.922689888000377e-08
1815,4.315557666778602e-08,2.6810402751209494e-06,1.2407228311417384e-07
1816,1.205154021022281e-07,3.5250754635285375e-06,2.595716406261772e-07
1817,2.9580594951283956e-07,2.772791519944917e-06,4.405951701258459e-07
1818,2.2888661033171331e-07,2.616698346002977e-06,5.006894698844633e-07
1819,9.843848740587191e-07,3.550410095698453e-06,1.4284448746071376e-07
1820,2.3139638472002844e-07,3.1196979222158916e-06,1.495176551458144e-07
1821,4.3193318388645707e-07,3.093548851751393e-06,9.861488337037372e-08
1822,4.862423708118513e-07,3.212207232650144e-06,1.5639960793123464e-07
1823,2.3520794789622101e-07,2.697973495724426e-06,8.30145694408202e-08
1824,3.1494961039157943e-07,2.8783364314222126e-06,5.810567760278218e-08
1825,4.931048123157922e-07,3.482552640932113e-06,1.866753871482274e-07
1826,3.8402810620397076e-07,2.8467404407095387e-06,1.5413971954369998e-07
1827,2.921875520978112e-07,2.1172075714837035e-06,1.1429418717012751e-07
1828,2.990170125949376e-07,2.151821804519116e-06,1.1373653541202344e-07
1829,3.9265146445366383e-07,3.554438808173188e-06,2.2118794229530891e-07
1830,2.4213459259847525e-07,3.2291569826981004e-06,1.2524202475105994e-07
1831,4.2096255836732155e-07,4.512094820441348e-06,1.7618063452573551e-07
1832,1.0891625177311681e-06,3.8587473607520906e-06,3.544851874259791e-07
1833,2.9306580051624564e-07,2.1777221483887388e-06,1.1351955875316122e-07
1834,2.58566507982394e-07,2.083467205871159e-06,1.362841561824979e-07
1835,2.2764894680449288e-07,2.342288269119308e-06,1.3008511245971022e-07
1836,2.1237569591825434e-07,2.1667698444360894e-06,5.511015038761613e-08
1837,2.9779772325877474e-07,3.054514145617304e-06,6.679575370593938e-08
1838,2.0767012487432623e-07,3.5499599064792164e-06,6.56464820281144e-08
1839,2.6218031390357055e-07,4.872358968732726e-06,6.222412984868697e-08
1840,1.4522890534607313e-07,4.790005680987974e-06,8.344292279360843e-08
1841,1.3033713575083539e-07,5.350243071688965e-06,6.292137699759337e-08
1842,1.1068636940336773e-07,4.464350610078327e-06,4.762868055507852e-08
1843,2.209184764567773e-07,5.043911251334521e-06,1.2817997085967647e-07
1844,1.547774243215727e-07,5.200411797190441e-06,4.281077847778647e-08
1845,1.0769840042001988e-07,5.694622631224888e-06,3.348136745628949e-08
1846,1.5104612804961448e-07,4.935344598777647e-06,4.917780960234097e-08
1847,2.7181846995461e-07,5.491919505828946e-06,5.662884650092792e-08
1848,3.08131994586347e-07,9.214192594697579e-06,7.160247550430654e-08
1849,1.432879936924536e-07,5.580690503492747e-06,3.10038348327879e-08
1850,1.4664230985061977e-07,3.5010852359462774e-06,7.875235574772432e-08
1851,1.7671462027024631e-07,3.88578691890018e-06,5.0305623666702104e-08
1852,2.356817445647863e-07,8.03336178734071e-06,6.119912798752125e-08
1853,1.827411111321453e-07,5.627948556963247e-06,9.256494593046227e-08
1854,1.2729377713016632e-07,6.035283986349782e-06,3.273268589509826e-08
1855,1.3744967120032925e-07,6.5795405461699374e-06,5.1477289986223695e-08
1856,2.091584434538163e-07,6.298050701403213e-06,6.626802129261478e-08
1857,1.1959697610031128e-07,5.438489093734233e-06,4.88150893040995e-08
1858,2.6132230152020597e-07,5.160870902187753e-06,5.383043732987147e-08
1859,1.1864763904689823e-07,4.807011812602013e-06,3.819130123261516e-08
1860,2.435061878247602e-07,6.107794362719687e-06,6.408057373619158e-08
1861,1.2638783219998118e-07,5.430432199915458e-06,4.197207781331258e-08
1862,1.0843167275176313e-07,5.970970820001753e-06,3.9306481736112175e-08
1863,1.7181495159945825e-07,5.835215588945175e-06,2.4973104473247076e-08
1864,1.8651491862087255e-07,4.672462605270766e-06,7.479775465668581e-08
1865,1.892151373361628e-07,4.999610087708106e-06,2.494627460158938e-08
1866,1.8586640893047957e-07,4.129445667189202e-06,3.5518973540149545e-08
1867,1.3393760056601423e-07,5.5132791185741326e-06,4.4160586298858107e-08
1868,2.0451078697192315e-07,3.449514053954772e-06,1.1855697845675195e-07
1869,1.8362032161434172e-07,4.3727032235096885e-06,8.69266413294767e-08
1870,1.6743422337484049e-07,4.505242340968607e-06,5.332665242718804e-08
1871,5.8416476100831005e-08,2.683971384698225e-06,1.911811908783534e-08
1872,1.0401423544692534e-07,3.358087580451752e-06,1.511834801792844e-08
1873,8.140966140102179e-08,4.560736659442455e-06,1.4366410283628284e-08
1874,9.49962863927567e-08,4.324422022250474e-06,1.732636678575261e-08
1875,1.5905845474062374e-07,4.553191374156995e-06,2.6891177951071654e-08
1876,1.1245587638875065e-07,3.9293049844957295e-06,1.3905833817773328e-08
1877,1.9172929588417986e-07,3.819742470767551e-06,2.9687116986920614e-08
1878,1.1534659699607985e-07,3.6935066063392696e-06,4.348143956001138e-08
1879,7.294534452029211e-07,5.318167705326005e-06,6.048231993016628e-08
1880,1.405508349705542e-07,4.977039761655533e-06,2.9522092326317306e-08
1881,1.3038588875247115e-07,3.889264723611063e-06,4.392679642251096e-08
1882,1.3710093482721675e-07,3.7689445946398337e-06,1.5307386025398273e-08
1883,8.847074650653042e-08,5.632426773871657e-06,1.7062215196261832e-08
1884,1.1486952722350452e-07,3.847468942552723e-06,3.630933420595284e-08
1885,1.3729204084711455e-07,7.199774865185304e-06,1.9336907408629145e-08
1886,1.0325542199041138e-07,5.436397863434195e-06,3.291266548188787e-08
1887,7.89999879957648e-08,4.608767849134665e-06,8.487601843576442e-09
1888,6.97467608112845e-08,4.6280146790422805e-06,2.0924028731883482e-08
1889,7.079604341653223e-08,3.6607194573434754e-06,2.0674950640398038e-08
1890,1.0093755370421675e-07,3.41745717946651e-06,1.6385966361553983e-08
1891,1.274843972609574e-07,3.1698996174611693e-06,3.952016558450566e-08
1892,1.322656117963561e-07,3.935372156149697e-06,3.196941200656056e-08
1893,8.49861488405601e-08,3.906283659205201e-06,1.9091091818523864e-08
1894,1.3170217316726962e-07,4.010929771425253e-06,2.6466465463670374e-08
1895,1.2277973482355264e-07,3.9295534861594206e-06,3.4306102847381226e-08
1896,7.843048255296026e-08,3.133681175881975e-06,3.3023362711048776e-08
1897,8.157398845298758e-08,3.2670384015887066e-06,2.330685422435863e-08
1898,7.978280436304885e-08,3.206023915680589e-06,2.9423445901954892e-08
1899,5.9145088826539904e-08,3.097654911243808e-06,1.6029977345510815e-08
1900,1.0122553639746457e-07,3.122418533507698e-06,3.8932897794552446e-08
1901,9.892067964756279e-08,3.0385974589819398e-06,3.800342440740678e-08
1902,7.070808782927429e-08,2.3633196004624324e-06,5.106695405432404e-08
1903,1.6092656229815816e-07,2.741691890406628e-06,3.024123440553694e-08
1904,9.190609162601504e-08,3.334954872258322e-06,4.622177662838567e-08
1905,1.1095632146407297e-07,3.449451362769196e-06,4.489860394585321e-08
1906,6.893207249447642e-08,3.0479293364749083e-06,5.761486754352063e-08
1907,1.32685354869988e-07,2.7185070834434555e-06,4.319988455847579e-08
1908,6.679489161776075e-08,2.849587836806222e-06,3.781769564170645e-08
1909,1.0616898443727152e-07,3.150413231622906e-06,3.300590023513905e-08
1910,7.80245983378336e-08,3.370021516957422e-06,4.916618745465229e-08
1911,1.532267775994356e-07,3.6034893966530035e-06,1.0906767400342687e-07
