year,grand_ADJ être_NOUN,grand_ADJ maître_NOUN,grand_ADJ etre_NOUN
1912,1.1721197523684168e-07,3.542406510348428e-06,5.2094211611120045e-08
1913,7.636305188185588e-08,2.853538791924848e-06,5.3560196278112926e-08
1914,9.509376219796195e-08,3.2780561589618173e-06,7.232483262287204e-08
1915,7.657495348922794e-08,2.7402052467095928e-06,2.8273828611702356e-08
1916,1.5821945553717853e-07,2.7688405452863663e-06,5.933229552113062e-08
1917,2.0287885860170718e-07,2.2316673842226464e-06,3.3995916304263574e-08
1918,7.351280917333725e-08,2.7716626291862667e-06,1.8378202071289707e-08
1919,9.576162263158494e-08,2.4667826359348055e-06,7.274200086726523e-08
1920,9.995346061941746e-08,2.8183847362583947e-06,1.2872793764273638e-07
1921,8.860114519837481e-08,2.792829221220927e-06,2.3475516641724425e-08
1922,8.484625951821201e-08,2.502595641828975e-06,4.869437475463201e-08
1923,1.061594820939149e-07,2.982019807973302e-06,4.88333622428172e-08
1924,1.0828964547293651e-07,2.9354227937261612e-06,7.477142105472012e-08
1925,7.258797429798847e-08,2.713250445651738e-06,7.03883369368441e-08
1926,7.022066983441988e-08,3.013915748084628e-06,4.7928393698271066e-08
1927,7.692965020567044e-08,2.9523148210586214e-06,7.246996247545212e-08
1928,9.712134918515858e-08,3.0336139218434255e-06,5.3702393532084614e-08
1929,8.132496831514402e-08,2.8441457793348945e-06,3.4535259096912796e-08
1930,8.928063266466779e-08,3.15948392426435e-06,7.457558837131728e-08
1931,1.0835088470884102e-07,2.4498706281406157e-06,4.790249708008787e-08
1932,4.3838146113195364e-08,3.1037407808298667e-06,6.246935857490143e-08
1933,7.914756849913829e-08,2.501751410477482e-06,3.4411987037685776e-08
1934,6.470053115492647e-08,3.4303264300206138e-06,4.4331846638101524e-08
1935,7.659701939388697e-08,3.142871371153433e-06,4.787313656606784e-08
1936,7.517322897498957e-08,2.6759246125607206e-06,3.8799086610197264e-08
1937,4.5328025777280345e-08,2.805301072328348e-06,2.895957162962759e-08
1938,7.649476607696215e-08,3.2387106330133975e-06,5.70469449456823e-08
1939,6.8823228005499e-08,2.557165267091932e-06,5.6587989405443295e-08
1940,1.7496901505431595e-07,2.117378791410829e-06,3.296517814277422e-08
1941,5.017554549624492e-08,2.2962690451322487e-06,9.739958883869804e-08
1942,1.2743689370431355e-07,2.6883115111786537e-06,3.944475324146879e-08
1943,1.0451646925702107e-07,3.951303177984755e-06,1.0161323515944787e-07
1944,1.0924832949399388e-07,3.062166406664346e-06,6.105053707017305e-08
1945,8.060465228609814e-08,2.4486386394073634e-06,5.66411042512982e-08
1946,8.631084558174962e-08,2.452898488769506e-06,9.883983764780169e-08
1947,7.152522707443154e-08,2.4080159271022694e-06,5.36439177523107e-08
1948,7.827759218592689e-08,2.6027299142583615e-06,1.0002137074138773e-07
1949,6.282885367525637e-08,1.8878107166386826e-06,5.693864757461142e-08
1950,9.146411139582256e-08,2.03667178233502e-06,3.828730044119766e-08
1951,6.610069047674472e-08,2.1706614532490676e-06,3.944718685033877e-08
1952,9.173979353960249e-08,1.869593713621498e-06,1.8980647276123364e-08
1953,6.572034472185351e-08,2.359468155077593e-06,4.5250073910096944e-08
1954,9.47935978601322e-08,2.5525863556197237e-06,3.127211556375187e-08
1955,9.479464058159692e-08,2.5416226243635265e-06,4.223523397683948e-08
1956,8.808353202383046e-08,2.225635256536407e-06,4.360570837746991e-08
1957,7.068030233314815e-08,2.716774133659783e-06,4.59421976017893e-08
1958,1.3566478962445672e-07,2.1176942794909337e-06,6.121460138786006e-08
1959,8.525822536853411e-08,2.441485523974052e-06,3.410328996977796e-08
1960,1.0104416731104848e-07,2.2381975171015256e-06,6.228749882541962e-08
1961,8.268309592551759e-08,3.466436709231857e-06,6.114380290966892e-08
1962,8.498221665265149e-08,2.284372676797375e-06,5.517502082996728e-08
1963,7.694603165742109e-08,2.626510838155127e-06,3.9442925370281046e-08
1964,8.578395482849999e-08,2.641658994662066e-06,5.1713731963332066e-08
1965,6.785333739323107e-08,2.627675240063354e-06,6.511731776015495e-08
1966,8.364003067917736e-08,2.5147399185243557e-06,4.043524626240469e-08
1967,1.0896041580110705e-07,2.790076905512251e-06,4.437302081328198e-08
1968,8.758261002550505e-08,3.2531326255025306e-06,4.177016721396143e-08
1969,6.994307122365484e-08,2.655565769060786e-06,4.9505159083196304e-08
1970,1.0117195081704722e-07,2.830055315428126e-06,3.7709545708253245e-08
1971,9.506035092421428e-08,2.2732270856806736e-06,4.110717999328273e-08
1972,6.771794075488557e-08,3.0498722018990065e-06,6.207477554198704e-08
1973,5.105226721369149e-07,2.7532940336527645e-06,9.923766697284009e-08
1974,3.206575938108358e-08,3.5120443371283727e-06,6.019361636910858e-08
1975,5.6543652426910285e-08,2.915710659578963e-06,4.39783978123387e-08
1976,4.113739249245185e-08,2.197422439564889e-06,5.9420681708388656e-08
1977,3.114694424599662e-08,2.3266179880465643e-06,1.7630345738872677e-08
1978,5.702967609266807e-08,5.621581649961627e-06,6.891086012927872e-08
1979,7.607565244427406e-08,2.097347191920562e-06,2.7504274302536658e-08
1980,5.059783991789857e-08,2.613463742306976e-06,7.902359300260287e-08
1981,4.1748626777859954e-08,2.7288419808257913e-06,3.415796673289506e-08
1982,4.2831765689754775e-08,2.128552480940016e-06,6.08335231078172e-08
1983,4.7996402408045924e-08,2.292459669206437e-06,4.2312617853923484e-08
1984,4.929157260136208e-08,2.366575309054042e-06,3.6533753799972146e-08
1985,4.451513024861242e-08,2.4874332282820433e-06,3.4890236477735925e-08
1986,4.675698678235918e-08,2.753866745308642e-06,1.558566253834215e-08
1987,7.82184543801634e-08,3.2491213275420705e-06,4.522004459772688e-08
1988,4.49741524022329e-08,2.3392557011447934e-06,3.058242459275107e-08
1989,4.939310083162951e-08,2.6167366655727164e-06,3.347754606863873e-08
1990,5.2307050246724884e-08,2.7744530548545754e-06,2.5063793707147397e-08
1991,4.513328227817581e-08,2.838707537478058e-06,1.992898157610057e-08
1992,5.1242480980651095e-08,2.3455832760532758e-06,2.644773200444206e-08
1993,4.819110649423308e-08,2.51092275505016e-06,4.099013573011234e-08
1994,8.650879657068344e-08,2.7049823643210402e-06,6.857404599713846e-08
1995,5.639348960029267e-08,2.487278226936951e-06,3.3076949179644544e-08
1996,8.060519096630969e-08,2.691999888781993e-06,3.256236280613223e-08
1997,7.863627105031412e-08,2.407995999931245e-06,3.5002729603661464e-08
1998,5.054216956068558e-08,3.215149440904952e-06,2.7178336026167926e-08
1999,5.6670494796851045e-08,2.5935891869721672e-06,1.2339543165040823e-08
2000,7.996636774976196e-08,2.7749655551190244e-06,1.281229122795935e-08
2001,4.731708802552248e-08,2.98579579549596e-06,2.5849148765910712e-08
2002,4.950780319035175e-08,3.5496656209943467e-06,3.066854947775255e-08
2003,7.25044602134517e-08,2.6180777155104806e-06,1.6667691227212345e-08
2004,9.954828145142258e-08,3.159556719367629e-06,1.3654852804023676e-08
2005,6.260212082054295e-08,2.9508566647962198e-06,1.4862373554080932e-08
2006,1.4371436307669683e-07,3.1044772867971915e-06,1.770692659164297e-08
2007,7.549566252706974e-08,3.0917272155761566e-06,1.4380126422963713e-08
2008,6.045564349133059e-08,2.6515334710097704e-06,1.0643599113180358e-08
2009,6.055604484522803e-08,2.988703144524152e-06,1.573503483065508e-08
2010,1.1148151540796292e-07,2.842306237482717e-06,1.2754240774626169e-08
2011,8.412738411456289e-08,3.5291437470164055e-06,1.1471915639660324e-08
2012,8.851056915171185e-08,2.8667211751098876e-06,8.170206289292992e-09
2013,8.395266409833013e-08,2.534477982152339e-06,1.1156499724052082e-08
2014,1.2537927329692167e-07,3.2737200896804097e-06,1.3425760059249114e-08
2015,1.052873326301551e-07,2.9096985798560127e-06,3.768178102880881e-09
2016,1.1102382702077307e-07,3.450645316149803e-06,1.0770968117412849e-08
2017,7.395897166917464e-08,2.532465870785927e-06,3.5218558902538888e-09
2018,8.570469711699502e-08,2.9281576452433455e-06,5.421080029321956e-09
2019,1.0433539898713207e-07,3.1244497762372703e-06,3.5713829671379926e-09
