year,était_VERB annuelle_ADJ,était_VERB manuelle_ADJ
1973,7.1671650836435674e-09,3.3079223804577396e-09
1974,9.563471792262135e-09,1.1251143350321513e-09
1975,9.709516746170266e-09,1.7134440533084216e-09
1976,9.712995741040231e-09,0.0
1977,5.289103821581875e-09,1.7630346071939584e-09
1978,1.128712323605896e-08,1.1881182704343018e-09
1979,7.607565244427406e-09,1.7555920051037788e-09
1980,1.4781392110307934e-08,0.0
1981,1.138598904049104e-08,1.2651099057237047e-09
1982,1.1794254461960918e-08,1.8622506869903077e-09
1983,1.1999100379966876e-08,5.052252838311233e-09
1984,9.278413592994639e-09,2.3196033982486597e-09
1985,8.421781494405423e-09,2.4062232206745193e-09
1986,5.395036861699509e-09,2.3977941854269602e-09
1987,1.099947066762752e-08,3.0554083707556856e-09
1988,4.797243047249822e-09,5.996553809062277e-10
1989,5.488121956886971e-09,3.841685636274406e-09
1990,6.538381391862913e-09,4.358920779878872e-09
1991,5.8614650910726596e-09,2.344586080837985e-09
1992,5.509944056569793e-09,3.856960972825618e-09
1993,3.877445031719162e-09,2.7696036575264316e-09
1994,8.439882570598911e-09,3.6924485691258724e-09
1995,5.4224509327127635e-09,5.422450821690461e-10
1996,7.473328622609188e-09,2.6690460952494277e-09
1997,5.274384040632185e-09,9.58978896292706e-10
1998,4.7681290027412615e-09,2.3840645013706308e-09
1999,7.769341614505265e-09,1.3710603763428253e-09
2000,8.394259509714175e-09,1.7672125984802278e-09
2001,8.324302136486494e-09,3.5049694258049158e-09
2002,6.133709984368352e-09,0.0
2003,8.333845613606172e-09,8.333845835650777e-10
2004,1.4535810777260849e-08,1.7619165015858584e-09
2005,1.170974872621855e-08,2.251874686720612e-09
2006,8.235780057930242e-09,2.0589450144825605e-09
2007,6.7906151812735516e-09,7.589511241690161e-09
2008,9.79211112195344e-09,3.8316958494988285e-09
2009,8.105927484791664e-09,2.384096253749135e-09
2010,4.2514138876015295e-09,1.8895172093635892e-09
2011,5.7359579308524644e-09,3.4415748029203996e-09
2012,1.0212758416727752e-09,2.382976926895708e-09
2013,3.3469500504423877e-09,2.7891249310130206e-09
2014,4.547434873103384e-09,1.2992671383216248e-09
2015,2.438232948875907e-09,1.994917786518613e-09
2016,3.1070099826280284e-09,2.6927420293532123e-09
2017,1.2578056374223934e-09,3.5218559180094644e-09
2018,1.5488800242380307e-09,1.290733298020541e-09
2019,4.3366790158927415e-09,2.5509878653906526e-09
