year,était_VERB annuelle_ADJ,était_VERB manuelle_ADJ
1800,2.2009151834367913e-08,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,1.9774807569206132e-08,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,4.27043254092041e-08,0.0
1808,0.0,0.0
1809,3.388545621874073e-08,0.0
1810,0.0,0.0
1811,1.2535384286138651e-08,0.0
1812,2.1337665856435706e-08,0.0
1813,3.738464116054274e-08,0.0
1814,0.0,0.0
1815,2.697223555614414e-09,0.0
1816,2.3176038865813098e-09,0.0
1817,1.2454987263765815e-08,0.0
1818,9.536941902865692e-09,0.0
1819,2.2772310259711048e-08,0.0
1820,1.0679833017945839e-08,0.0
1821,1.4792232327920374e-08,0.0
1822,2.4061478143266868e-08,0.0
1823,2.3718449426723964e-08,0.0
1824,9.263223965660927e-09,0.0
1825,7.924898959288385e-09,0.0
1826,1.9377566218281572e-08,0.0
1827,6.452091305675367e-09,0.0
1828,2.0179061976932644e-08,0.0
1829,4.286587973467704e-09,0.0
1830,1.6698937344017395e-08,0.0
1831,2.9623292263636358e-08,0.0
1832,1.352996914505411e-08,0.0
1833,2.0850531967653296e-08,0.0
1834,1.7735608537350345e-08,0.0
1835,2.7983425354705105e-08,0.0
1836,2.083432448785061e-08,0.0
1837,1.3915782304252389e-08,0.0
1838,2.019891809368346e-08,0.0
1839,9.788065469251706e-09,0.0
1840,2.5478755105723394e-08,0.0
1841,3.0818632978935057e-08,0.0
1842,3.957876515414682e-08,0.0
1843,1.9492807368237663e-08,0.0
1844,2.305195678786731e-08,0.0
1845,2.8459162138005922e-08,0.0
1846,3.922516000898213e-08,0.0
1847,5.123562374365065e-08,4.853901280910122e-09
1848,1.769948809737798e-08,0.0
1849,1.1731181359664333e-08,0.0
1850,1.2899092460827433e-08,0.0
1851,3.676180071465751e-08,0.0
1852,2.3437962681782665e-08,0.0
1853,1.970737528722566e-08,0.0
1854,1.558699302961486e-08,0.0
1855,2.2819829581521844e-08,0.0
1856,1.863788057221427e-08,0.0
1857,2.3431244500216053e-08,0.0
1858,1.1744822003834088e-08,0.0
1859,2.036869339860914e-08,0.0
1860,1.327383358784573e-08,0.0
1861,1.6034276129062164e-08,0.0
1862,2.6204320491274302e-08,0.0
1863,2.6970951694238465e-08,0.0
1864,1.7740493518658695e-08,0.0
1865,1.0825742080555756e-08,9.41368871743009e-10
1866,3.405929049904444e-08,0.0
1867,1.649955905236311e-08,0.0
1868,2.420538258718352e-08,0.0
1869,1.2697149998075474e-08,0.0
1870,2.465641024684828e-08,0.0
1871,3.186353225714811e-08,0.0
1872,2.6003558417642125e-08,0.0
1873,1.7958013742713774e-08,0.0
1874,2.6885741633009275e-08,0.0
1875,2.0597497041308088e-08,0.0
1876,8.464420275799966e-09,0.0
1877,1.4225077116236662e-08,0.0
1878,2.0532901601200138e-08,0.0
1879,1.7717043832021773e-08,6.10932526790009e-10
1880,2.3746030919369332e-08,0.0
1881,1.045876096839038e-08,0.0
1882,1.9966154951589488e-08,0.0
1883,1.1374810426900694e-08,0.0
1884,1.7824582698722224e-08,0.0
1885,1.353583467533781e-08,0.0
1886,2.0005737511041843e-08,6.453463874400711e-10
1887,3.3297514079322355e-08,0.0
1888,4.56524276160053e-08,6.340614699951175e-10
1889,1.566284169030041e-08,0.0
1890,3.6704562944578356e-08,0.0
1891,1.8485238229004608e-08,1.9122659011827636e-09
1892,3.0715710863660206e-08,0.0
1893,1.6627724974682678e-08,0.0
1894,1.449354058991048e-08,1.2603078580752936e-09
1895,2.9491211250842753e-08,0.0
1896,1.0024948871034667e-08,0.0
1897,1.631479840114025e-08,0.0
1898,1.2448380992680086e-08,0.0
1899,1.2160672469008205e-08,5.527578395003729e-10
1900,5.19105292084987e-09,1.5573159428683425e-09
1901,3.912117296778206e-09,0.0
1902,9.329538919189417e-09,9.820567692386817e-10
1903,1.0260418292773466e-08,0.0
1904,9.674325340824907e-09,0.0
1905,5.160758931310738e-09,0.0
1906,8.230695236477459e-09,0.0
1907,5.65712765521198e-09,1.028568674676933e-09
1908,7.858222517143076e-09,9.822778146428846e-10
1909,3.850688656825696e-09,0.0
1910,6.412980813053082e-09,0.0
1911,1.4365010514438836e-08,0.0
1912,6.251305251225858e-09,0.0
1913,8.484783542428431e-09,1.590896969716482e-09
1914,1.2054139020278853e-08,6.696743715117748e-10
1915,3.534228465440492e-09,0.0
1916,1.4283700444650549e-08,0.0
1917,6.57985488317081e-09,0.0
1918,5.743188147278033e-09,0.0
1919,1.8415696745321952e-09,0.0
1920,9.843901693784574e-09,0.0
1921,5.300923255902035e-09,0.0
1922,1.623145884366295e-08,0.0
1923,5.307974060286824e-09,0.0
1924,3.0939897754933554e-08,0.0
1925,9.898360353588487e-09,1.0998177923937646e-09
1926,1.4489979882625903e-08,0.0
1927,1.2264147031260109e-08,1.1149224876660924e-09
1928,1.3711249025050165e-08,0.0
1929,6.684243825105796e-09,0.0
1930,3.1510811737689437e-09,0.0
1931,1.1405356659111021e-08,0.0
1932,1.4247397928102146e-08,0.0
1933,6.882397318719313e-09,0.0
1934,7.188948103475923e-09,0.0
1935,7.180970484910176e-09,0.0
1936,2.424942913137329e-09,0.0
1937,1.1332006444320086e-08,0.0
1938,5.186085783037697e-09,1.2965214457594243e-09
1939,1.5294050470515685e-09,4.588215141154706e-09
1940,1.2678914806940611e-08,7.607348528892999e-09
1941,1.1806010391524069e-08,2.9515025978810172e-09
1942,6.068423541449874e-09,3.034211770724937e-09
1943,1.7419411690866582e-08,0.0
1944,0.0,0.0
1945,8.714016175304096e-09,6.535512131478072e-09
1946,1.9489545977080525e-08,0.0
1947,8.344609447874518e-09,0.0
1948,9.784699273041042e-09,1.0871887834440486e-09
1949,1.2762110479513922e-08,3.9268033269479474e-09
1950,3.190608444114673e-09,0.0
1951,1.0661401761424827e-09,0.0
1952,3.1634410646574906e-09,1.0544803918932644e-09
1953,8.619061908632375e-09,1.0773827385790469e-09
1954,6.840775057526116e-09,2.9317608341017376e-09
1955,6.569925492527773e-09,9.385607846468247e-10
1956,4.360570571293465e-09,8.72114158667614e-10
1957,7.068030161150318e-09,0.0
1958,4.1361216673863055e-09,8.272243445794913e-10
1959,7.750747599288843e-09,7.750747821333448e-10
1960,1.1765417085030094e-08,2.7683333403416555e-09
1961,3.47407969059077e-09,4.16889545107324e-09
1962,2.5367825617905737e-09,1.2683912808952869e-09
1963,1.1638896069143811e-08,6.466053248388448e-10
1964,8.517555549758526e-09,3.041984220075733e-09
1965,1.2585699593614663e-08,5.472043373977442e-10
1966,8.862519607077957e-09,5.539074754423723e-10
1967,6.902469706915326e-09,0.0
1968,1.2126823101255013e-08,2.245707841908029e-09
1969,9.537691525451919e-09,1.8167031212712459e-09
1970,9.657322941336588e-09,1.8394900047624674e-09
1971,9.24911525146399e-09,1.0276794970565106e-09
1972,1.1799337507056862e-08,5.130146862875051e-10
