year,petit_ADJ hôtel_NOUN,petit_ADJ motel_NOUN
1800,1.1947824418712116e-07,0.0
1801,2.143064286030949e-07,0.0
1802,4.475680270843441e-09,0.0
1803,7.996390927189623e-08,0.0
1804,7.168368010290749e-08,0.0
1805,1.307723720422871e-07,0.0
1806,8.933174200365102e-08,0.0
1807,1.366538526781369e-07,0.0
1808,9.064296024874352e-08,0.0
1809,5.873479391738101e-08,0.0
1810,1.6380887757350138e-08,0.0
1811,4.011322829455821e-08,0.0
1812,6.668020802180763e-08,0.0
1813,6.039057609541487e-08,0.0
1814,5.664018587481223e-08,0.0
1815,1.3755840200246894e-07,0.0
1816,3.244645441213834e-08,0.0
1817,1.0742426548304707e-07,0.0
1818,1.1205906957911793e-07,0.0
1819,5.796588153916815e-08,0.0
1820,3.441279616822612e-08,0.0
1821,5.226588806195309e-08,0.0
1822,4.8122956286533736e-08,0.0
1823,3.063632869615418e-08,0.0
1824,5.810567671460376e-08,0.0
1825,9.33376937961583e-08,0.0
1826,6.694067877788257e-08,0.0
1827,9.03292765030983e-08,0.0
1828,1.311639034051737e-07,0.0
1829,2.211879372993053e-07,0.0
1830,1.1689255940972032e-07,0.0
1831,6.080570313926614e-08,0.0
1832,9.065079353831607e-08,0.0
1833,8.108539673035153e-08,0.0
1834,1.23215812664057e-07,0.0
1835,1.1798417176578369e-07,0.0
1836,5.9142601482875534e-08,0.0
1837,6.749154302099214e-08,6.957890930081589e-10
1838,1.401299982717319e-07,0.0
1839,1.0067723932305483e-07,0.0
1840,1.2484589140271396e-07,0.0
1841,1.380417922192123e-07,0.0
1842,1.1471133198881489e-07,0.0
1843,1.772073254802109e-07,0.0
1844,2.0197905170604713e-07,0.0
1845,1.2164896645572298e-07,0.0
1846,1.5982788625912292e-07,5.854501328173001e-10
1847,7.981970995274423e-08,0.0
1848,2.019350660020791e-07,0.0
1849,1.441259422918506e-07,0.0
1850,1.6361479904247744e-07,0.0
1851,9.867641281857686e-08,0.0
1852,1.067729435977327e-07,0.0
1853,1.6960286952638626e-07,0.0
1854,1.1794158005784539e-07,0.0
1855,2.6322408785972584e-07,0.0
1856,1.698118016757455e-07,0.0
1857,2.0307077863712664e-07,0.0
1858,2.0944932854760623e-07,0.0
1859,2.1488971291283576e-07,0.0
1860,2.151276385364831e-07,0.0
1861,1.6222915633079538e-07,0.0
1862,1.6264751045991233e-07,0.0
1863,2.1726600035743004e-07,0.0
1864,3.0734207379090606e-07,0.0
1865,2.3157674206020218e-07,0.0
1866,2.505790586693202e-07,0.0
1867,3.173738782891178e-07,0.0
1868,2.672471968168111e-07,0.0
1869,2.681052126973782e-07,0.0
1870,2.666332754586165e-07,0.0
1871,1.6887671794307835e-07,0.0
1872,2.485456507272943e-07,0.0
1873,3.549700758886942e-07,0.0
1874,2.8618376707312265e-07,0.0
1875,3.976461284693755e-07,0.0
1876,3.0290534946963987e-07,0.0
1877,3.747998438274891e-07,0.0
1878,3.049739893401515e-07,0.0
1879,4.850804287137578e-07,0.0
1880,4.068914516430766e-07,0.0
1881,4.636717410022584e-07,0.0
1882,5.224477415133322e-07,0.0
1883,4.385621283908847e-07,0.0
1884,5.320967870758864e-07,0.0
1885,3.9640658894279923e-07,0.0
1886,3.6074862008739217e-07,0.0
1887,4.570247327251309e-07,0.0
1888,4.964701274534633e-07,0.0
1889,3.4458251763069825e-07,0.0
1890,4.1423721564015636e-07,0.0
1891,5.481829470355137e-07,0.0
