year,voudraient_VERB être_VERB,voudraient_VERB etre_VERB,voudraient_VERB mettre_VERB
1800,4.087413785214267e-08,0.0,4.7162465932615305e-08
1801,3.333655484993869e-08,0.0,9.524730337773235e-09
1802,5.147032311469957e-08,0.0,4.475680270843441e-09
1803,5.655983770225248e-08,0.0,1.1702034896643454e-08
1804,6.179627121127851e-08,0.0,1.2359254952798437e-08
1805,6.822906328807221e-08,0.0,1.421438877713399e-08
1806,6.627838899930794e-08,0.0,3.7461699520235925e-08
1807,1.9928686256776018e-08,0.0,1.7081731584767113e-08
1808,9.064295980465431e-09,0.0,1.1330369531492579e-08
1809,7.454800510231507e-08,0.0,2.4849335034105025e-08
1810,8.424456154898508e-08,0.0,4.680253518074551e-09
1811,7.52123057168319e-08,0.0,3.760615285841595e-08
1812,2.9339290108509886e-08,0.0,4.000812481308458e-08
1813,2.5881675469463516e-08,0.0,5.7514832008109806e-08
1814,8.181360300341112e-08,0.0,1.2586708564299443e-08
1815,5.933891955578474e-08,0.0,2.966945977789237e-08
1816,2.7811246638975717e-08,0.0,3.0128852301913867e-08
1817,1.323342360137758e-07,0.0,1.401186100480345e-08
1818,1.2517236314124602e-07,0.0,2.2650237241350624e-08
1819,8.79839276990424e-08,0.0,2.2772310259711048e-08
1820,1.0561168295453172e-07,0.0,7.238553223487543e-08
1821,1.1735171057125626e-07,0.0,1.7750679148775816e-08
1822,8.421517350143404e-08,0.0,1.804610860745015e-08
1823,6.621399961659336e-08,0.0,4.644862983127496e-08
1824,6.652678763430231e-08,0.0,1.0105335235266466e-08
1825,9.069606221601134e-08,8.805443041381977e-10,2.8177417732422327e-08
1826,7.310627125889368e-08,0.0,2.2019960965735663e-08
1827,9.032927295038462e-08,0.0,4.2399456390285195e-08
1828,9.080578422526742e-08,0.0,2.659967357487858e-08
1829,6.086955295359076e-08,0.0,6.258418494553553e-08
1830,7.410153557430021e-08,0.0,1.7742621594152297e-08
1831,6.080570358335535e-08,0.0,2.0268567268999504e-08
1832,5.0060886991332154e-08,0.0,1.2176972319366541e-08
1833,9.382738852536932e-08,0.0,1.2741991461950875e-08
1834,8.027696907220161e-08,0.0,5.787409307345115e-08
1835,1.2479094380069e-07,7.563087933704082e-10,2.571449897459388e-08
1836,7.392824841190304e-08,0.0,3.091545153210973e-08
1837,9.671468603755784e-08,0.0,3.478945487245255e-08
1838,6.94337813911261e-08,0.0,4.102905393210676e-08
1839,9.997809513606626e-08,0.0,2.3771015378315496e-08
1840,1.044628916702095e-07,0.0,2.93005673057678e-08
1841,1.0529699778771828e-07,0.0,2.1829865914924085e-08
1842,8.385331540239349e-08,1.341653010911159e-09,4.159124245006751e-08
1843,1.1518476839000868e-07,0.0,4.0757687003178944e-08
1844,9.989181393166291e-08,0.0,1.866110821424627e-08
1845,1.3559953515596135e-07,0.0,4.51998474204629e-08
1846,9.191567329480677e-08,0.0,2.2832555401919308e-08
1847,1.1649363074184294e-07,5.393223645455691e-10,2.9662729161827883e-08
1848,1.2711450381175382e-07,0.0,3.057184372323718e-08
1849,9.971503800443315e-08,0.0,5.446619866233959e-08
1850,1.1405513333784256e-07,6.788996032014438e-10,2.1724787302446202e-08
1851,7.15887722435582e-08,6.449438760824933e-10,3.805168802273329e-08
1852,9.244974563671349e-08,0.0,2.278690836021724e-08
1853,8.898178549543445e-08,0.0,4.41922942684414e-08
1854,1.1690244861028987e-07,0.0,2.5458755104068587e-08
1855,1.5337047898356104e-07,5.306937111981824e-10,2.7596072982305486e-08
1856,1.009551908737194e-07,0.0,3.572260709461261e-08
1857,9.030792114117503e-08,0.0,2.39193944651106e-08
1858,8.563932851757272e-08,4.893676019968041e-10,2.1532175153993194e-08
1859,1.1406468303221118e-07,0.0,1.171199848215565e-08
1860,1.1580275582900867e-07,0.0,3.707518914097818e-08
1861,1.0139321915403343e-07,0.0,1.744906619194353e-08
1862,1.1520864973135758e-07,0.0,3.072230825296174e-08
1863,8.790532746161261e-08,0.0,1.9978482868054925e-08
1864,1.2418345818332455e-07,0.0,3.1165733105353866e-08
1865,8.048704103202908e-08,4.706844358715045e-10,2.871175119878444e-08
1866,9.536601197623895e-08,9.731225825149181e-10,1.4596838404656864e-08
1867,1.2811422323011357e-07,0.0,2.814630661873707e-08
1868,8.447184995930002e-08,0.0,3.359114231216154e-08
1869,1.001121390231674e-07,0.0,6.25090450512289e-08
1870,1.1353416340398326e-07,0.0,2.3509599600401998e-08
1871,1.5931766483845422e-07,0.0,4.991953161948004e-08
1872,1.1006157762949442e-07,0.0,1.0280476914203973e-08
1873,8.79942660958477e-08,0.0,1.9155214303623325e-08
1874,1.0933534611012874e-07,0.0,1.7326366119618797e-08
1875,9.783811094621342e-08,0.0,2.4030413214859436e-08
1876,9.06902215547234e-08,6.04601479992084e-10,3.929909553335165e-08
1877,8.411349483594677e-08,0.0,3.3398006138440905e-08
1878,9.300196524009152e-08,0.0,7.850815109122777e-09
1879,8.797428563411813e-08,0.0,3.4823152361695975e-08
1880,8.343199908722454e-08,0.0,3.914886193001621e-08
1881,1.052848617177915e-07,0.0,3.067903264764027e-08
1882,1.0715169906916344e-07,0.0,2.728707926280549e-08
1883,9.668588774047748e-08,0.0,2.5909288936531993e-08
1884,9.506443632290029e-08,0.0,2.3105940272216685e-08
1885,1.121540620374617e-07,0.0,2.707166935067562e-08
1886,9.292988067954866e-08,0.0,3.1621972595985426e-08
1887,1.0707436359780331e-07,0.0,3.4603299781110763e-08
1888,9.384109489474213e-08,6.340614699951175e-10,2.028996703984376e-08
1889,1.1151943368759021e-07,0.0,2.5060547415023393e-08
1890,9.962667490981403e-08,0.0,1.2453334363726754e-08
1891,1.1919791376158173e-07,0.0,1.2748440525456317e-08
1892,9.089342967172342e-08,0.0,1.7551833764173352e-08
1893,9.607129669575443e-08,0.0,3.1407925149551374e-08
1894,1.1720862858055625e-07,0.0,3.150769600779313e-08
1895,1.1254809351157746e-07,0.0,3.1296796265678495e-08
1896,1.2265820714674192e-07,5.89702897624278e-10,3.184395680477792e-08
1897,9.264474698511549e-08,0.0,2.3889525024856084e-08
1898,9.902120723381813e-08,0.0,2.3765091228256097e-08
1899,9.396883626777708e-08,0.0,3.537650172802387e-08
1900,8.66905907059845e-08,5.191053142894475e-10,2.5436159845071415e-08
1901,6.762373772062347e-08,0.0,2.9620316865930363e-08
1902,1.0213390311264448e-07,0.0,2.7988617645746672e-08
1903,1.225850070341039e-07,0.0,4.104167317109386e-08
1904,1.1017981904615226e-07,0.0,2.364835083312755e-08
1905,1.0785986148675875e-07,0.0,1.5482276793932215e-08
1906,8.847997179373124e-08,0.0,2.211999294843281e-08
1907,9.205689366353909e-08,0.0,2.1599941391059474e-08
1908,1.2966067686193128e-07,0.0,1.7680999775393502e-08
1909,1.4082517907354486e-07,5.500983557560346e-10,3.245580160182726e-08
1910,1.3360376271975838e-07,0.0,2.672075360976578e-08
1911,1.2768897761361586e-07,5.320374141248863e-10,3.405039450399272e-08
1912,1.1356538465179256e-07,0.0,3.3861237369592345e-08
1913,8.855992916778632e-08,5.30298971401777e-10,2.1742257771961704e-08
1914,1.1920203490944914e-07,0.0,2.276892807628883e-08
1915,1.5197183245163615e-07,0.0,5.0657277483878715e-08
1916,1.7799688123432134e-07,1.0987462051303964e-09,4.1752354462687435e-08
1917,1.5901315464361687e-07,0.0,3.61891991929042e-08
1918,1.6310654871176666e-07,0.0,2.1824114071478107e-08
1919,1.3535536425024475e-07,0.0,3.038589824200244e-08
1920,1.5068741276991204e-07,0.0,2.953170330499688e-08
1921,1.0904756209129118e-07,0.0,2.3475516641724425e-08
1922,1.165713783279898e-07,7.377935484775833e-10,2.87739485571592e-08
1923,1.0828266994167279e-07,2.1231896241147297e-09,2.653987074552333e-08
1924,1.2247043912338995e-07,0.0,2.4494086758863887e-08
1925,1.1878032069034816e-07,0.0,2.1996356736053713e-08
1926,1.2818058792163356e-07,0.0,4.0126099776216506e-08
1927,1.0926240179287561e-07,0.0,1.5608915049369898e-08
1928,9.940655587570291e-08,1.1426041224282812e-09,2.399468712610542e-08
1929,8.912324744869693e-08,0.0,2.2280811862174232e-08
1930,7.982738736700412e-08,0.0,1.7856125467119455e-08
1931,1.0835088914973312e-07,0.0,3.763767608688795e-08
1932,1.2713061892100086e-07,0.0,2.082311922890767e-08
1933,8.144170493551428e-08,0.0,2.6382522833046096e-08
1934,1.0423974572404404e-07,0.0,1.1981580172459871e-08
1935,1.2686381012372294e-07,0.0,2.8723881939640705e-08
1936,7.517323297179246e-08,0.0,1.091224355320719e-08
1937,1.1961562051965302e-07,0.0,2.0145789036973838e-08
1938,1.1798345411762057e-07,0.0,1.5558256905023882e-08
1939,9.023489866422096e-08,0.0,1.3764645423464117e-08
1940,6.593035806190528e-08,2.5357829169792012e-09,7.607348528892999e-09
1941,8.854507882460894e-08,0.0,2.6563522936839945e-08
1942,1.1833425617169269e-07,0.0,6.068423541449874e-09
1943,9.580676163523094e-08,0.0,2.6129116648121453e-08
1944,9.639558129492798e-08,0.0,6.4263723231761105e-09
1945,1.0456819410364915e-07,0.0,3.485606470121638e-08
1946,1.225057246756478e-07,0.0,1.6705325123211878e-08
1947,9.894323227399582e-08,0.0,2.26496545963073e-08
1948,1.0654449766889229e-07,0.0,1.7395020535104777e-08
1949,6.675565344949064e-08,0.0,1.2762110479513922e-08
1950,1.0422654384001362e-07,0.0,9.571825110299415e-09
1951,8.742349422163898e-08,0.0,1.5992101864981123e-08
1952,8.014050933979888e-08,0.0,1.687168627029223e-08
1953,1.023513576114965e-07,0.0,1.4005975934594517e-08
1954,1.1531592747360264e-07,0.0,2.5408594339637602e-08
1955,8.91632723210023e-08,0.0,2.815682265122632e-08
1956,1.1686329770554948e-07,0.0,1.1337483840634377e-08
1957,8.835037590415595e-08,0.0,2.3854601849393475e-08
1958,9.016745394774262e-08,0.0,1.5717262158432277e-08
1959,9.533420097795897e-08,0.0,2.2477168570844697e-08
1960,1.0796500049536917e-07,0.0,1.4533750203327145e-08
1961,9.935867950616739e-08,6.948159270159238e-10,1.528595028332802e-08
1962,1.1478940820097705e-07,0.0,2.1562652108286784e-08
1963,1.0216363932613604e-07,0.0,2.0044765847160306e-08
1964,9.795189015449068e-08,0.0,2.251068309533366e-08
1965,9.521355792685426e-08,5.472043373977442e-10,2.134096988015699e-08
1966,9.139473178265689e-08,1.1078149508847446e-09,1.7725039214155913e-08
1967,1.09946483917156e-07,0.0,9.367637332502454e-09
1968,1.2036994689879066e-07,0.0,2.919420261093819e-08
1969,1.3216515526437433e-07,0.0,1.725867981861029e-08
1970,1.2922417624849913e-07,0.0,2.575285940054073e-08
1971,1.192108243230905e-07,0.0,2.569198720436816e-08
1972,9.952484703035225e-08,1.5390440033513642e-09,2.3085661382538092e-08
1973,9.317314209056349e-08,0.0,2.7014698034122375e-08
1974,7.538265833773039e-08,0.0,2.306484425673716e-08
1975,9.252597976683319e-08,0.0,1.4278700888326057e-08
1976,8.284614239073562e-08,0.0,1.656922776760439e-08
1977,8.580101251709493e-08,0.0,1.7630345183761165e-08
1978,1.0277223339016928e-07,5.940591352171509e-10,2.0198010375338527e-08
1979,9.129078648584255e-08,5.851973350345929e-10,1.8141117053005473e-08
1980,8.584577670944782e-08,5.685150683554241e-10,1.762396628635088e-08
1981,8.79251373930856e-08,0.0,1.8976647808699454e-08
1982,1.1111428932508716e-07,6.207502289967692e-10,1.4898005495922462e-08
1983,9.851893167933667e-08,1.2630632095778083e-09,2.084054351314535e-08
1984,8.234592030476051e-08,5.799008495621649e-10,2.3196033538397387e-08
1985,8.000692020004863e-08,0.0,1.3234227935754461e-08
1986,7.612996455463872e-08,0.0,1.8582904104391673e-08
1987,6.721898415662508e-08,0.0,1.9554613928107756e-08
1988,8.814934204792735e-08,5.996553809062277e-10,1.9788627625416666e-08
1989,8.890757641211167e-08,0.0,1.3720305780395847e-08
1990,9.153733770972394e-08,0.0,1.471135746555774e-08
1991,9.319729343815197e-08,0.0,2.1687421636329418e-08
1992,7.769020982095753e-08,0.0,1.2672871640972971e-08
1993,9.970573700002205e-08,5.539207426075166e-10,1.550978012687665e-08
1994,8.91462619279082e-08,5.274926606624319e-10,2.004472143823932e-08
1995,8.079451419007455e-08,0.0,8.133675954979935e-09
1996,7.580091221370822e-08,5.338092190498855e-10,2.6690461396583487e-08
1997,7.959524594980394e-08,0.0,1.965906726297817e-08
1998,7.00915023799098e-08,0.0,1.2397135762398648e-08
1999,8.180660415746388e-08,1.3710603763428253e-09,2.0108885223635298e-08
2000,7.554833558742757e-08,0.0,1.4137700787841823e-08
2001,7.404248236753119e-08,0.0,1.3581756164171566e-08
2002,7.053766637454828e-08,4.38122149670761e-10,1.4019908789464353e-08
2003,6.208715319644398e-08,4.1669229178253886e-10,2.1667998950647416e-08
2004,7.664336720836218e-08,0.0,1.4095332012686868e-08
2005,7.611336627633136e-08,4.5037495954858286e-10,1.261049931144953e-08
2006,8.482853530722423e-08,8.235779835885637e-10,2.0177660431386357e-08
2007,8.907689164061594e-08,3.994479469415779e-10,2.077129401811817e-08
2008,8.514879112908602e-08,0.0,1.575252639440805e-08
2009,7.67678969282315e-08,9.53638501499654e-10,1.5258216023994464e-08
2010,7.699782855752346e-08,0.0,1.747803501928047e-08
2011,9.712888981994183e-08,0.0,1.4531093661673822e-08
2012,8.98722731790258e-08,0.0,1.191488419038933e-08
2013,9.09254751491062e-08,0.0,2.0360612751346707e-08
2014,1.0307518749641531e-07,0.0,1.3425760059249114e-08
2015,1.2368491297820583e-07,0.0,1.0417904761084174e-08
2016,1.0190993293690553e-07,0.0,1.6156452176119274e-08
2017,7.899019749402214e-08,0.0,1.2074934829797712e-08
2018,7.899288334556331e-08,0.0,1.6779534206534663e-08
2019,1.2091682322079578e-07,0.0,1.0714148679369373e-08
