year,tout_DET être_NOUN,tout_DET maître_NOUN,tout_DET etre_NOUN
1878,9.964496783254617e-08,1.1776222746950893e-07,0.0
1879,1.044694606378016e-07,7.819936342912115e-08,6.10932526790009e-10
1880,1.1937193922229028e-07,8.022307729227407e-08,0.0
1881,1.0458761678933115e-07,9.970685610483088e-08,6.972507571312292e-10
1882,8.385785355002895e-08,1.3909755125496304e-07,0.0
1883,9.605395084877344e-08,9.858168503740217e-08,0.0
1884,8.450172117591137e-08,1.2081105627004263e-07,6.601696966868076e-10
1885,8.637151838186696e-08,9.797365946306869e-08,1.2891271383708158e-09
1886,8.066830226027832e-08,6.259859908208654e-08,0.0
1887,5.4842967112112007e-08,1.0119833071531303e-07,0.0
1888,1.528088138247341e-07,1.0462013988465912e-07,0.0
1889,9.961567365435187e-08,1.0400126981835456e-07,6.265136742733546e-10
1890,1.0224842839079429e-07,9.04505323973126e-08,1.3108772956016423e-09
1891,8.22274408562862e-08,8.732681422429778e-08,1.2748440081367107e-09
1892,1.2286284523099766e-07,9.026657821209483e-08,6.268512375839919e-10
1893,1.244000121802813e-07,8.929703909643649e-08,6.158416554491453e-10
1894,1.1846893599454233e-07,6.679631603390135e-08,0.0
1895,1.0111272685797701e-07,8.907549409187254e-08,5.416752824061177e-09
1896,1.3209344945641632e-07,9.199365180734276e-08,1.7691086373616827e-09
1897,1.2003030036566997e-07,8.565268816429494e-08,5.826713556089658e-10
1898,1.312738335812469e-07,5.262270041939132e-08,5.6583548957434e-10
1899,1.122098414185757e-07,8.236091986191241e-08,1.1055156790007459e-09
1900,1.3444827695607842e-07,1.0537838091018159e-07,5.191053142894475e-10
1901,1.2574662744402332e-07,1.3636523032989345e-07,0.0
1902,8.936716788809917e-08,8.00376263043745e-08,1.9641135384773634e-09
1903,1.209649340694341e-07,7.884321662210425e-08,1.6200660812870638e-09
1904,1.3544055299519187e-07,1.2576623120708064e-07,1.0749250378694342e-09
1905,1.3263150933084944e-07,9.134543743627432e-08,1.0321518084666081e-09
1906,1.4300832845703937e-07,1.1574415381687686e-07,2.0576737536082135e-09
1907,1.0645685399879312e-07,8.897118775053059e-08,5.142843373384665e-10
1908,1.3702775447654858e-07,8.103792126235021e-08,4.911389073214423e-10
1909,1.672299037025482e-07,1.0561888519333706e-07,1.6502950117569526e-09
1910,1.6085893150830088e-07,9.67291251541269e-08,3.740905363258662e-09
1911,1.686558633862134e-07,1.0055507004835817e-07,1.5961122423746588e-09
1912,1.4169625961457655e-07,9.27276992968018e-08,3.6465949149189214e-09
1913,1.2727175185967e-07,8.696903264215905e-08,1.060597942803554e-09
1914,1.7813337854777345e-07,7.701255277936525e-08,1.3393487430235496e-09
1915,1.060268557395716e-07,9.07118669069007e-08,2.3561523843085297e-09
1916,1.42837009775576e-07,6.372727945347378e-08,4.394984820521586e-09
1917,1.2063067134082672e-07,5.812205072786014e-08,0.0
1918,1.0337738842736144e-07,4.709414369585829e-08,0.0
1919,9.299926873040931e-08,6.16925843743843e-08,0.0
1920,1.5750242132739345e-07,4.5433391715477e-08,8.329454903588385e-09
1921,1.1283394052430396e-07,4.695103505980569e-08,2.27182422873895e-09
1922,1.3206504634322158e-07,6.787700534971464e-08,3.6889677978990676e-09
1923,2.7176826611352567e-07,8.59891819970926e-08,1.0615948120573648e-09
1924,1.6501279231917465e-07,4.1253197302637545e-08,0.0
1925,1.7817047748280856e-07,8.248633620588919e-08,5.499089184013428e-09
1926,1.54931320772711e-07,6.6876831184004e-08,5.573069339348535e-09
1927,1.8173236160379247e-07,5.90908921793698e-08,0.0
1928,1.8967228854194218e-07,6.512843409023361e-08,3.4278122562625413e-09
1929,1.4928144764780882e-07,7.018455905338783e-08,0.0
1930,1.649065701769814e-07,6.827342247106571e-08,2.100720708497761e-09
1931,1.437074956811557e-07,6.957267562057723e-08,1.1405356659111021e-09
1932,1.7425663589865081e-07,4.055028590688181e-08,1.0959536611565568e-09
1933,1.365008799325551e-07,4.817677989876756e-08,0.0
1934,1.3659001574239937e-07,4.7926318913482646e-08,1.1981580172459871e-09
1935,1.1130504162792931e-07,3.8298507476497434e-08,1.196828414151696e-09
1936,1.2003467197985174e-07,7.274829050274434e-08,0.0
1937,8.561960029851434e-08,6.79920377777421e-08,1.2591118148108649e-09
1938,1.2576258145990948e-07,6.871563495991495e-08,3.8895642262559704e-09
1939,1.5599931657561683e-07,6.423501375252272e-08,1.5294050470515685e-09
1940,1.5214697413057365e-07,5.8323005980298603e-08,0.0
1941,1.918476684181769e-07,8.264207096431164e-08,0.0
1942,1.9115534644065235e-07,3.6410540360520827e-08,1.517105907566929e-08
1943,1.6838764693716257e-07,4.935499831049128e-08,8.709705845433291e-09
1944,2.1849665898798776e-07,7.390328171652527e-08,0.0
1945,1.829943343523155e-07,7.40691366019064e-08,0.0
1946,3.410670679215855e-07,5.568441618919451e-08,0.0
1947,3.123268259574985e-07,5.12597464474851e-08,2.3841741914054637e-09
1948,2.3265840365382928e-07,6.958008036406227e-08,0.0
1949,1.7081594672063716e-07,3.7304630384760173e-08,9.817008317369869e-10
1950,2.3823209627238384e-07,5.9558022513783726e-08,2.1270722960764488e-09
1951,1.6098716093537746e-07,5.224086940813777e-08,7.462981344019681e-09
1952,2.0140575318627896e-07,7.27591451532561e-08,1.0544803918932644e-09
1953,2.1008963912994005e-07,6.03334324722482e-08,5.386913581872932e-09
1954,2.1206402989193407e-07,6.449873879432744e-08,1.9545072227344917e-09
1955,2.534114145191779e-07,5.0682281038660904e-08,0.0
1956,1.9622567970500882e-07,2.9651882282877295e-08,6.104799332717903e-09
1957,1.7581724875981308e-07,3.7107157180304995e-08,8.835037701437898e-10
1958,1.679265470011515e-07,4.549733889636087e-08,2.4816730892496253e-09
1959,1.7671705210275945e-07,7.51822565314697e-08,9.300897829689347e-09
1960,1.7924958278792147e-07,4.290916510996112e-08,6.920833350854139e-10
1961,2.1469812699903557e-07,6.600751190077858e-08,1.3896318540318475e-09
1962,1.7630639137511395e-07,5.961439031310078e-08,8.244543714397423e-09
1963,1.467794104037523e-07,6.724695467141828e-08,0.0
1964,1.6305035344110763e-07,3.7112207973422073e-08,3.6503808864551957e-09
1965,2.1012645956552944e-07,5.089000387759057e-08,9.302473458205895e-09
1966,1.6783396750152946e-07,4.542041265320762e-08,4.431259803538978e-09
1967,1.646732123439243e-07,4.979638990043611e-08,4.437301970305896e-09
1968,1.5360641714146084e-07,5.2100422531786705e-08,5.838840522187638e-09
1969,1.4806130133049322e-07,6.313043443562094e-08,9.083515606356229e-10
1970,1.5681651677201813e-07,5.334520936095544e-08,1.2876430144359574e-08
1971,1.4130592718153423e-07,7.090988507485463e-08,6.166077093361366e-09
1972,1.569824952252219e-07,4.565830769021062e-08,2.0520587451500205e-09
1973,1.1632860286159286e-07,5.954260040574866e-08,6.615844538870874e-09
1974,1.7608038677119353e-07,3.712877300054984e-08,3.937900228123681e-09
1975,1.1765648810779794e-07,4.6262989439327384e-08,0.0
1976,1.6340687369886808e-07,6.170609068156807e-08,4.570821499072508e-09
1977,1.37516692477746e-07,4.1725151167515406e-08,2.3507127355770763e-09
1978,1.3722766056822877e-07,5.7623737781398177e-08,1.7821774056514528e-09
1979,1.2581742658834827e-07,5.91049315046277e-08,2.3407893401383717e-09
1980,1.2507331392797028e-07,4.491269200990189e-08,7.959210845953635e-09
1981,1.486504178083159e-07,4.7441621797705835e-08,2.5302198114474095e-09
1982,2.0795132182893639e-07,3.5382763385882754e-08,2.483000915987077e-09
1983,1.9072254175966918e-07,4.483874249672226e-08,5.052252838311233e-09
1984,1.6237224037540798e-07,5.50905821516956e-08,3.479405208395292e-09
1985,1.4738117004586826e-07,5.353846521671812e-08,1.8046674155058895e-09
1986,1.4087040711707743e-07,5.994485485771861e-08,1.1988970927134801e-09
1987,1.8149125297073354e-07,4.5831127892803636e-08,6.110816852533674e-10
1988,1.4091901845425525e-07,4.3175186870136883e-08,2.99827696004229e-09
1989,1.3994711345333144e-07,5.0490724379237406e-08,2.7440609784434855e-09
1990,1.9506169834926368e-07,3.97751539482627e-08,5.44865097484859e-10
1991,1.5122579510862266e-07,4.982245221940573e-08,1.52398094144246e-08
1992,1.5207446524279078e-07,6.44663456506045e-08,2.754972083796048e-09
1993,1.3958802941305137e-07,5.262247049220292e-08,1.1078414852150331e-09
1994,1.5508284068044276e-07,4.4309383606666586e-08,0.0
1995,1.567088294684993e-07,4.825981203548935e-08,4.337960657352369e-09
1996,1.6067658004104146e-07,6.085425185986537e-08,4.270473752399084e-09
1997,1.9898812753105233e-07,3.883864652109992e-08,1.917957792585412e-09
1998,1.6259321000688942e-07,5.435667116415743e-08,1.9072516899143466e-09
1999,1.6909744263160498e-07,5.3471354122258674e-08,3.1991407856146736e-09
2000,1.7893027193238709e-07,7.068850305103069e-08,1.3254094488601709e-09
2001,1.8926834521870717e-07,5.783199386044657e-08,6.1336963841363e-09
2002,2.2256604381709622e-07,5.3889023909903244e-08,1.0076809386916352e-08
2003,1.7834430643404175e-07,5.958699977881565e-08,8.333845835650777e-10
2004,1.5725105095842906e-07,4.272647402547847e-08,4.404791115186768e-09
2005,1.6303572836218194e-07,4.188487046086209e-08,4.5037495954858286e-10
2006,1.655391816401952e-07,4.52967889863487e-08,8.235779835885637e-10
2007,1.8334661233687655e-07,6.43111208731284e-08,2.7961355453243186e-09
2008,1.8306990801075784e-07,4.214865184648531e-08,4.257439678578834e-10
2009,2.026481782380074e-07,5.960240612168377e-08,2.860915504498962e-09
2010,1.95092659360796e-07,4.2514138431926085e-08,4.2514138876015295e-09
2011,1.9464016709491716e-07,4.282848498071701e-08,2.6767803529281764e-09
2012,2.233189837497207e-07,4.2893583795944323e-08,4.765953909302567e-09
2013,2.0332721684113153e-07,5.299337679787186e-08,8.367375126105969e-10
2014,2.1719415599363856e-07,5.1537595968653704e-08,1.7323561751769745e-09
2015,1.7134128560414297e-07,5.164620620057292e-08,2.2165753954528356e-10
2016,2.0899821784325923e-07,5.654758261641746e-08,1.4499380585064614e-09
2017,2.1583945475356359e-07,4.6790371133198505e-08,4.52810045015184e-09
2018,2.3233200607819526e-07,5.3178214720617234e-08,2.323319980845895e-09
2019,1.7576305921807034e-07,5.663192759186586e-08,1.5305927081321613e-09
