year,était_VERB orale_ADJ,était_VERB morale_ADJ
1800,0.0,0.0
1801,0.0,2.3811825844433088e-09
1802,8.951360541686881e-09,0.0
1803,1.950339223455444e-09,0.0
1804,0.0,2.4718509461507665e-09
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,2.2660739951163578e-09
1809,0.0,2.259030518203531e-09
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,2.6672082320544632e-09
1813,0.0,2.8757416448144113e-09
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,1.556873407970727e-09,0.0
1818,0.0,1.1921177378582115e-09
1819,0.0,2.070210003424222e-09
1820,5.933240565525466e-09,0.0
1821,0.0,0.0
1822,0.0,1.303330066093622e-08
1823,0.0,1.2847492847356534e-08
1824,6.736890156844311e-09,1.0105335235266466e-08
1825,0.0,1.7610886082763955e-09
1826,0.0,8.80798456392995e-09
1827,0.0,5.530363722527909e-09
1828,0.0,1.8344602503717056e-09
1829,8.57317605795771e-10,8.573175946935407e-09
1830,0.0,2.0873670791843324e-08
1831,0.0,9.354723218280014e-09
1832,1.3529969367098715e-09,0.0
1833,1.1583628500844156e-09,1.0425265983826648e-08
1834,0.0,0.0
1835,0.0,5.294161553592858e-09
1836,0.0,1.3441500135158435e-09
1837,0.0,4.174734336004349e-09
1838,1.2624323808552163e-08,1.1361890983607736e-08
1839,0.0,9.088918062616358e-09
1840,0.0,3.1848443882154243e-09
1841,7.0626033910059505e-09,5.778493683550323e-09
1842,1.341653010911159e-09,6.037438549100216e-09
1843,3.5441467538532834e-09,1.4176587015413133e-08
1844,1.097712254427563e-09,1.866110821424627e-08
1845,2.2320911785556063e-09,7.254296274794569e-09
1846,1.7563503984519002e-09,2.9272506640865004e-09
1847,0.0,2.6966118227278457e-09
1848,8.045221711050488e-10,7.24069959545659e-09
1849,0.0,5.865590679832167e-09
1850,6.788996032014438e-10,1.4935791270431764e-08
1851,1.9348316282474798e-09,9.029214709244116e-09
1852,4.557382027314816e-09,4.557382027314816e-09
1853,2.9859659189668264e-09,9.555090940693844e-09
1854,2.0782657816909023e-09,6.754363734984281e-09
1855,0.0,3.1841622671890946e-09
1856,0.0,8.801221973442352e-09
1857,6.345961978126979e-09,5.369659827891837e-09
1858,5.3830437884982985e-09,6.361778659424999e-09
1859,5.092173349652285e-10,1.171199848215565e-08
1860,9.15436793036406e-09,1.1442959468865865e-08
1861,1.4147891747029462e-09,9.903524222920623e-09
1862,0.0,7.228778020618165e-09
1863,0.0,9.989241434027463e-09
1864,4.794727948009836e-10,9.109982990196386e-09
1865,2.8241067262513297e-09,2.3534221238463715e-09
1866,1.9462451650298362e-09,7.784980660119345e-09
1867,2.91168689159349e-09,3.88224918879132e-09
1868,4.939874287401835e-09,3.951899252285784e-09
1869,6.8369265804335555e-09,7.813630631403612e-09
1870,3.4404292748035914e-09,1.7202146374017957e-09
1871,2.1242354542039266e-09,6.37270636261178e-09
1872,1.0280476914203973e-08,4.23313739617015e-09
1873,3.591602570907071e-09,1.1373408881354408e-08
1874,7.766991494406739e-09,1.0156835372754358e-08
1875,2.8607636259891933e-09,3.432916173551348e-09
1876,0.0,1.813804439976252e-09
1877,3.0924081073635534e-09,8.040260901509555e-09
1878,0.0,6.6429977074733415e-09
1879,1.221865053580018e-09,2.5659165459046562e-08
1880,3.2089231272180996e-09,6.417846254436199e-10
1881,7.669758161910067e-09,2.7890030285249168e-09
1882,2.7952617998039386e-08,1.0648616211028639e-08
1883,0.0,1.2638677659992936e-08
1884,5.941527270181268e-09,2.6406787867472303e-09
1885,9.023890079618013e-09,8.379326565943757e-09
1886,3.2267319927115068e-09,1.936039106809062e-09
1887,1.3057849246322917e-09,6.528924512139156e-09
1888,7.60873763994141e-09,4.4384300679212174e-09
1889,0.0,9.397704836544563e-09
1890,1.3108772956016423e-09,7.865263995654459e-09
1891,6.374220040683554e-10,3.1871101313640793e-09
1892,6.8953633913793055e-09,8.775916882086676e-09
1893,6.15841644346915e-09,5.542574843531156e-09
1894,8.822155450616265e-09,4.411077725308132e-09
1895,7.22233739480771e-09,3.611168697403855e-09
1896,4.1279202278587945e-09,7.076434549446731e-09
1897,5.2440420894583895e-09,8.157399200570126e-09
1898,1.1316709347397591e-08,2.8291773368493978e-09
1899,1.6582735185011188e-09,8.291367592505594e-09
1900,6.22926377147337e-09,5.19105292084987e-09
1901,2.794369402536745e-09,3.353243460679778e-09
1902,3.928227076954727e-09,4.910283735171106e-09
1903,2.1600881083827517e-09,1.0800440541913758e-09
1904,1.6123875568041512e-09,2.6873125946735854e-09
1905,2.0643036169332163e-09,3.6125313851442797e-09
1906,1.5432553013283723e-09,3.0865106026567446e-09
1907,3.599990305858114e-09,4.6285588695127444e-09
1908,2.4556945366072114e-09,3.437972351250096e-09
1909,0.0,8.801573692096554e-09
1910,1.068830135508847e-09,4.809735720812114e-09
1911,9.576673676292558e-09,3.1922244847493175e-09
1912,2.6047106693738442e-09,3.646594803896619e-09
1913,1.590896969716482e-09,5.833288518886093e-09
1914,6.027069510139427e-09,7.366418142140674e-09
1915,0.0,0.0
1916,0.0,1.0987462051303964e-09
1917,0.0,3.289927441585405e-09
1918,4.594550517822427e-09,2.2972752589112133e-09
1919,9.207848372660976e-10,9.207848705727883e-09
1920,2.2716695191604686e-09,3.028892692213958e-09
1921,7.572747429129834e-10,6.815472630705699e-09
1922,2.951174193910333e-09,6.640141769764796e-09
1923,1.0615948120573648e-09,2.1231896241147297e-09
1924,2.578324886925998e-09,1.1602462102189293e-08
1925,5.499089184013428e-09,3.299453377181294e-09
1926,6.687683296036084e-09,6.687683296036084e-09
1927,7.804457524684949e-09,3.3447675740205796e-09
1928,4.570416489713125e-09,4.570416489713125e-09
1929,1.1140406375176326e-09,7.798284684668033e-09
1930,4.201441416995522e-09,9.453243521306831e-09
1931,2.2810713318222042e-09,1.9389105432310316e-08
1932,1.0959536611565568e-09,1.2055489939655217e-08
1933,5.735331320977366e-09,1.0323596200123575e-08
1934,8.38710612072191e-09,5.990790086229936e-09
1935,0.0,1.196828414151696e-09
1936,6.0623572828433225e-09,1.2124714565686645e-09
1937,6.295559185076627e-09,6.295559185076627e-09
1938,3.8895642262559704e-09,7.779128452511941e-09
1939,4.588215141154706e-09,3.058810094103137e-09
1940,7.607348528892999e-09,5.0715658339584024e-09
1941,1.4757512545315876e-08,5.9030051957620344e-09
1942,3.034211770724937e-09,1.8205270180260413e-08
1943,0.0,1.1612940831184915e-08
1944,0.0,0.0
1945,0.0,6.535512131478072e-09
1946,5.568441707737293e-09,1.3921104269343232e-08
1947,8.344609447874518e-09,1.0728784083369192e-08
1948,2.174377566888097e-09,1.0871888278529696e-08
1949,9.817008539414473e-09,1.3743811422273211e-08
1950,2.1270722960764488e-09,4.2541445921528975e-09
1951,9.595261474260042e-09,6.396841278899501e-09
1952,5.272402070488624e-09,2.1089607837865287e-09
1953,6.464296653518886e-09,3.232148326759443e-09
1954,2.9317608341017376e-09,1.2704297169818801e-08
1955,6.569925492527773e-09,7.508486277174597e-09
1956,3.488456634670456e-09,7.849027205963921e-09
1957,4.417518795207798e-09,4.417518795207798e-09
1958,9.099467845885556e-09,5.790570245522986e-09
1959,1.5501495198577686e-08,6.200598257066758e-09
1960,7.612916519406099e-09,2.076250060767393e-09
1961,6.25334317660986e-09,7.64297514166401e-09
1962,2.5367825617905737e-09,1.0781326054143392e-08
1963,4.526237162849611e-09,7.759263453976928e-09
1964,4.258777774879263e-09,7.300761772910391e-09
1965,4.924839203113152e-09,2.73602163147757e-09
1966,4.431259803538978e-09,3.3234448526542337e-09
1967,3.944268467392931e-09,1.3804939413830652e-08
1968,1.1677681044375277e-08,9.431973424511852e-09
1969,3.1792304344691047e-09,5.904285060864822e-09
1970,5.978342709767048e-09,9.657322941336588e-09
1971,6.679916619845017e-09,7.707596338946132e-09
1972,8.721249500354133e-09,2.0520587451500205e-09
1973,3.859242703185828e-09,9.37244681864513e-09
1974,5.06301445213353e-09,3.3753431161187564e-09
1975,4.569184142155791e-09,3.998036124386317e-09
1976,5.142174241967723e-09,1.142705374768127e-09
1977,2.3507127355770763e-09,8.815172591880582e-09
1978,1.0693064211864112e-08,6.534650598410963e-09
1979,7.022368020415115e-09,4.681578680276743e-09
1980,3.97960553399912e-09,7.95921106799824e-09
1981,7.590659656386833e-09,5.060439622894819e-09
1982,1.0552754226011984e-08,8.069752865935698e-09
1983,8.209910973278056e-09,5.052252838311233e-09
1984,9.858314165001048e-09,5.219107812592938e-09
1985,6.617113967877231e-09,7.820225356169885e-09
1986,4.7955883708539204e-09,6.593933843390687e-09
1987,2.4443267410134695e-09,1.0388388815840699e-08
1988,1.0793796967334401e-08,2.99827696004229e-09
1989,6.585746614717891e-09,6.036934507847036e-09
1990,9.262707045820662e-09,7.628111475810329e-09
1991,8.7921980806982e-09,1.1722930182145319e-08
1992,6.060938417817852e-09,9.91789939064347e-09
1993,1.0524494165053966e-08,2.7696036575264316e-09
1994,1.1077346151466827e-08,7.384897138251745e-09
1995,5.964695848348356e-09,1.1929391696696712e-08
1996,8.007138063703678e-09,6.939520069693117e-09
1997,1.4864173003559245e-08,6.233362714880286e-09
1998,9.536258005482523e-09,6.198567881199324e-09
1999,8.683382013430219e-09,8.226361813967742e-09
2000,5.743440834038438e-09,1.0161472552283612e-08
2001,8.324302136486494e-09,1.0514908055370142e-08
2002,7.886198361006791e-09,5.6955880012310445e-09
2003,1.2084076850271686e-08,8.750538071922165e-09
2004,7.047666006343434e-09,8.80958239690699e-09
2005,9.007498746882447e-09,4.954124666056714e-09
2006,7.000412693969338e-09,5.353256948836815e-09
2007,9.98619853476157e-09,5.592271090648637e-09
2008,6.3861596011349775e-09,8.089135583588813e-09
2009,6.675469510497578e-09,6.198650481792356e-09
2010,3.7790344187271785e-09,1.0392344762522043e-08
2011,3.823971805871906e-09,6.118355155848576e-09
2012,4.425528388196653e-09,8.170206733382201e-09
2013,7.2517249982695375e-09,4.183687618564136e-09
2014,7.362513709807672e-09,9.311413862178597e-09
2015,6.206410940734486e-09,6.64972610309178e-09
2016,5.799752234025846e-09,7.042556315894899e-09
2017,5.282783988036499e-09,5.0312225496895735e-09
2018,5.162933192082164e-09,5.421080029321956e-09
2019,5.101975730781305e-09,5.3570743396846865e-09
