year,veut_VERB être_VERB,veut_VERB etre_VERB,veut_VERB mettre_VERB
1875,3.6640660709963413e-06,5.149374260327022e-09,5.984717290630215e-07
1876,3.544173978298204e-06,6.04601479992084e-09,5.598609504886554e-07
1877,3.22599998980877e-06,8.040260790487253e-09,5.393159767663747e-07
1878,3.016524715349078e-06,6.039088784604019e-09,6.196104891387222e-07
1879,3.1432477953785565e-06,7.331190321480108e-09,6.359807684930274e-07
1880,2.9714628908550367e-06,5.134277003548959e-09,4.832638182961091e-07
1881,3.019792984559899e-06,4.8807553554297556e-09,5.166627943253843e-07
1882,2.9736261240032036e-06,8.652000893505374e-09,5.95656956647872e-07
1883,2.895520992751699e-06,7.58320695126713e-09,4.360343837106484e-07
1884,2.861835582734784e-06,1.9805090900604227e-09,5.505815465767228e-07
1885,2.703299514905666e-06,1.0313017106966527e-08,5.511018343895557e-07
1886,2.763373231573496e-06,5.1627709884982664e-09,5.278933485897142e-07
1887,2.8433466923161177e-06,7.1818169189441505e-09,5.601817179012869e-07
1888,2.713783032959327e-06,5.706553452000662e-09,5.294413085721317e-07
1889,2.9627831281686667e-06,6.265136742733546e-09,5.362957153920433e-07
1890,2.7436660730018048e-06,1.9663159989136147e-09,5.512238772098499e-07
1891,2.723704255913617e-06,7.649063604731055e-09,5.328847691998817e-07
1892,2.830860239555477e-06,1.0656471260972467e-08,5.372115197133098e-07
1893,2.5612855552026303e-06,8.005941687372342e-09,5.363980903894117e-07
1894,2.6750033157441067e-06,1.0082463086646953e-08,4.7450589590880554e-07
1895,2.658422090462409e-06,5.416753268150387e-09,5.308418167260243e-07
1896,2.5587207801436307e-06,7.076434549446731e-09,5.507824880623957e-07
1897,2.668634806468617e-06,9.905413378419325e-09,5.19160153089615e-07
1898,2.885760977733298e-06,7.921696965063063e-09,4.6681427079420246e-07
1899,2.6537904886936303e-06,7.738609753005221e-09,6.074808425182709e-07
1900,2.831719484674977e-06,5.1910532539167775e-09,5.217008265390177e-07
1901,3.0195956242096145e-06,2.235495566438317e-09,5.354011705094308e-07
1902,2.3530080852651736e-06,7.856453987376e-09,5.612454287984292e-07
1903,2.791373844956979e-06,8.100330184390714e-09,4.6603901182606933e-07
1904,2.7028991098632105e-06,4.837162670412454e-09,4.982277346243791e-07
1905,2.8327406198513927e-06,7.2250627702885595e-09,5.13495535869879e-07
1906,2.839589797076769e-06,5.144184522798412e-09,5.185337954571878e-07
1907,2.817763970597298e-06,7.199980611716228e-09,4.119417553738458e-07
1908,3.1501649573328905e-06,7.858222517143076e-09,4.3465792032293393e-07
1909,2.9875841391913127e-06,3.850688656825696e-09,4.7418478743566084e-07
1910,3.053113232454052e-06,4.275320542035388e-09,5.04487843500101e-07
1911,2.9554678349086316e-06,3.7242617878519013e-09,5.022433242629631e-07
1912,3.356951083333115e-06,3.125652625612929e-09,5.417797979134775e-07
1913,3.174369567204849e-06,5.302989658506618e-09,5.536321054933069e-07
1914,3.0858595891913865e-06,1.1384464593255927e-08,4.473424723983044e-07
1915,2.5705621737870388e-06,1.295883844676382e-08,4.193951212982938e-07
1916,3.2478938010171987e-06,5.493730803607377e-09,4.7355962351502967e-07
1917,3.146267090414767e-06,4.3865698851064394e-09,5.296782887853624e-07
1918,2.9049044769635657e-06,9.189101035644853e-09,4.3418501149972144e-07
1919,3.1076488085091114e-06,3.6831394045755417e-09,4.2264022681592905e-07
1920,3.2295567962137284e-06,2.2716695191604686e-09,5.020389721721585e-07
1921,3.010924274349236e-06,3.0290989716519334e-09,4.2786024323504535e-07
1922,3.044136292373878e-06,2.951174193910333e-09,4.456273074993078e-07
1923,3.3886105939018307e-06,4.246379248229459e-09,4.777176627612789e-07
1924,3.1713395856058924e-06,5.156649773851996e-09,5.44026534043951e-07
1925,3.2334642128262203e-06,1.5397449093512705e-08,4.960178330293274e-07
1926,3.0696464818902314e-06,4.458455493683289e-09,5.695677032235835e-07
1927,3.3180092486873036e-06,6.689535148041159e-09,4.983703547623008e-07
1928,3.13073519464524e-06,6.8556245125250825e-09,4.684677037403162e-07
1929,3.110401394224027e-06,1.1140406375176326e-09,4.834936362385633e-07
1930,3.056548621316324e-06,7.352522590764465e-09,5.419859689936857e-07
1931,2.803436700560269e-06,9.124285327288817e-09,4.824465804631473e-07
1932,2.8187928364786785e-06,4.383814644626227e-09,4.931791295348376e-07
1933,2.8034298793500056e-06,1.1470662197865522e-09,3.934437131647428e-07
1934,2.8456252039177343e-06,5.990790086229936e-09,5.03226374348742e-07
1935,2.9693312626477564e-06,4.787313656606784e-09,4.4522016651171725e-07
1936,2.794746706058504e-06,7.274828739411987e-09,4.4861442916044325e-07
1937,2.709608679651865e-06,7.554670666820584e-09,3.7899266658314446e-07
1938,3.1492506877839332e-06,3.8895642262559704e-09,4.4729989667757764e-07
1939,2.8339875370875234e-06,3.058810094103137e-09,4.2823342027986655e-07
1940,2.490138740540715e-06,2.5357829169792012e-09,3.8797477941443503e-07
1941,2.6976733806804987e-06,8.854507793643052e-09,5.342219537851634e-07
1942,3.0493829399347305e-06,0.0,5.309870516612136e-07
1943,3.4345273434155388e-06,5.806470415592457e-09,4.441949954525626e-07
1944,3.2581708637735574e-06,9.639558484764166e-09,3.7594278978758666e-07
1945,3.3832168355729664e-06,6.535512131478072e-09,4.182727764145966e-07
1946,3.6375845411384944e-06,0.0,4.816702130483463e-07
1947,3.69427789337351e-06,8.344609447874518e-09,4.2199883409921313e-07
1948,3.411598299862817e-06,3.2615663503321457e-09,4.957580586051336e-07
1949,3.0913759019313147e-06,8.83530737461058e-09,4.0053393490779854e-07
1950,3.205497932867729e-06,3.190608444114673e-09,5.381492655942566e-07
1951,3.1717670481157256e-06,8.529121409139861e-09,4.360513230494689e-07
1952,2.955708623630926e-06,5.272402070488624e-09,4.007025609098491e-07
1953,2.9962013741169358e-06,3.232148326759443e-09,4.2341142147961364e-07
1954,3.0890987545717508e-06,6.840775279570721e-09,4.5442291707331606e-07
1955,2.790341113723116e-06,1.8771215692936494e-08,3.7354718074311677e-07
1956,3.0628648346464615e-06,7.849027650053131e-09,4.5873204612689733e-07
1957,2.8298625238676323e-06,5.301022731885041e-09,4.832765512219339e-07
1958,2.9416098641377175e-06,1.1581141212690937e-08,4.1940273831642116e-07
1959,2.8755273433489492e-06,7.750747599288843e-09,4.7667100488979486e-07
1960,3.059008349737269e-06,4.152500121534786e-09,4.803058573088492e-07
1961,3.383753664820688e-06,1.806521465752553e-08,5.162482352716324e-07
1962,3.2984514746203786e-06,1.0147130080628841e-08,5.111616587782919e-07
1963,3.0759015317016747e-06,1.1638895625054602e-08,4.558567638923705e-07
1964,3.2427551559521817e-06,1.2776333491171243e-08,5.122701054460777e-07
1965,3.4315185075683985e-06,3.7757098170221326e-08,5.105416676087771e-07
1966,3.1251458949554944e-06,6.646889594286165e-09,5.123644086779677e-07
1967,3.4458114441804355e-06,3.451234797946512e-09,5.655094810208539e-07
1968,3.4947706808452494e-06,1.2575964047911725e-08,5.645709961754619e-07
1969,2.9344296308408957e-06,9.537690970340407e-09,5.418316959548974e-07
1970,3.231984010199085e-06,1.4256047370375668e-08,5.550660944209085e-07
1971,3.2120121886691777e-06,5.138397263237948e-09,5.256580379864317e-07
1972,2.9241837182780728e-06,6.156176013405457e-09,5.73550437366066e-07
1973,2.7284845600661356e-06,9.372446596600525e-09,5.579362323260284e-07
1974,2.619828819661052e-06,1.0688586238316589e-08,5.186777229937434e-07
1975,2.579875626906869e-06,1.3707552870556583e-08,4.569184284264338e-07
1976,2.831052597684902e-06,1.4855169983007954e-08,4.987908823750331e-07
1977,2.689215307327686e-06,1.7630345183761165e-08,4.924743279843824e-07
1978,2.727325409068726e-06,1.9603951351143678e-08,5.09108701862715e-07
1979,2.869222498702584e-06,1.7555919384903973e-08,4.985881218999566e-07
1980,2.658376388353645e-06,1.7055452161685025e-08,5.088209604764415e-07
1981,2.724414116528351e-06,1.138598904049104e-08,5.496902417689853e-07
1982,2.7592348033067537e-06,1.551875572491923e-08,4.972209239895165e-07
1983,2.6442228318046546e-06,1.7051353551345017e-08,5.481694529407832e-07
1984,2.6188322408415843e-06,1.4497521405587577e-08,6.152748142085329e-07
1985,2.6715092644735705e-06,3.6093349864430024e-08,5.353846859179612e-07
1986,2.7844384931086097e-06,2.2779045372178786e-08,5.730727821173787e-07
1987,2.5732649646670325e-06,1.1610552186347434e-08,5.273635110825126e-07
1988,2.637884108480648e-06,8.994830547059962e-09,5.59478451123141e-07
1989,2.7050953121943166e-06,1.5366741656919203e-08,5.795457127533155e-07
1990,2.651858494573389e-06,1.1442166825137434e-08,6.026207870490907e-07
1991,2.584906042102375e-06,7.619904818234602e-09,5.52150027033349e-07
1992,2.6921586595562985e-06,1.708082664197974e-08,5.609123263639049e-07
1993,2.755755758698797e-06,1.1632335983335906e-08,5.500432962435298e-07
1994,2.712367177082342e-06,2.637463358823311e-09,5.406799914453586e-07
1995,2.7952733034908306e-06,9.218166396873784e-09,6.235818545974325e-07
1996,2.725629883570946e-06,1.9217132551929694e-08,6.400372285497724e-07
1997,2.6750715278467396e-06,1.5343662784772505e-08,5.960054068054887e-07
1998,2.7512105589266866e-06,6.198567881199324e-09,5.879103355255211e-07
1999,2.6895634164247895e-06,8.226361813967742e-09,5.881848892386188e-07
2000,2.7519918148755096e-06,1.1045078740501424e-08,6.476834073509963e-07
2001,2.6926927603199147e-06,7.009938934876558e-09,6.011022719576431e-07
2002,2.8675094654317945e-06,7.448076377869484e-09,6.129328653514676e-07
2003,2.7235007564740954e-06,8.750537905388711e-09,6.604572604373971e-07
2004,2.859150072254124e-06,1.0131019578807354e-08,6.056587835701066e-07
2005,2.7036007850256283e-06,1.2610498645315715e-08,6.026016876603535e-07
2006,2.823225258907769e-06,4.941467679486777e-09,6.469205118264654e-07
2007,2.7278299512545345e-06,1.0385646842525631e-08,6.231388169908314e-07
2008,2.7801081614597933e-06,1.6178270362265934e-08,6.203089810696838e-07
2009,2.7364656034478685e-06,4.291373256748443e-09,6.422755518542544e-07
2010,2.626429022711818e-06,8.502827775203059e-09,5.267029337119311e-07
2011,2.59571220340149e-06,7.265546830836911e-09,5.342088797988254e-07
2012,2.7206788217881694e-06,4.425528443707805e-09,5.017868716095109e-07
2013,2.6750499273475725e-06,1.952387529424726e-09,4.666206336878531e-07
2014,2.8926017421326833e-06,1.5158116151159362e-09,4.7444905248994473e-07
2015,2.788230176520301e-06,2.2165753954528356e-10,4.5905275669611e-07
2016,3.0032358608877985e-06,8.285360453275104e-10,4.834507763007423e-07
2017,2.676107442312059e-06,4.024978267347379e-09,4.724318216631218e-07
2018,2.767848627627245e-06,4.130346731301415e-09,4.3652602244037553e-07
2019,2.7925661925110035e-06,1.53059265262101e-09,4.425963879839401e-07
