year,tout_DET arrêt_NOUN,tout_DET marais_NOUN
1914,1.238897597843902e-07,4.018046340092951e-09
1915,2.049852536600838e-07,0.0
1916,1.2745455801876915e-07,0.0
1917,1.239205928982301e-07,0.0
1918,1.2175559049865115e-07,1.1486376294556067e-09
1919,1.427216549387822e-07,0.0
1920,1.734041061851599e-07,0.0
1921,1.8098866227944654e-07,0.0
1922,1.741192754423082e-07,2.21338064543275e-09
1923,1.295145715118906e-07,0.0
1924,8.379555715976039e-08,1.289162443462999e-09
1925,1.198801378166081e-07,3.299453377181294e-09
1926,1.0477370082639936e-07,1.1146138456652466e-09
1927,9.922810129125992e-08,1.1149224876660924e-09
1928,9.369353826116367e-08,2.2852082448565625e-09
1929,1.749043789800453e-07,2.2280812750352652e-09
1930,1.6700728977525614e-07,0.0
1931,8.66807079447085e-08,0.0
1932,8.767629644523822e-08,0.0
1933,9.061823380562828e-08,0.0
1934,1.1861764548370957e-07,2.3963160344919743e-09
1935,1.0891138657598276e-07,0.0
1936,6.91108743566815e-08,0.0
1937,1.6872098029807603e-07,3.777335333410292e-09
1938,1.1668693034039279e-07,3.8895642262559704e-09
1939,1.3917585661715748e-07,0.0
1940,8.621662050956047e-08,2.5357829169792012e-09
1941,7.969056881051984e-08,0.0
1942,9.709477932773325e-08,0.0
1943,1.2774234825485564e-07,0.0
1944,1.4459337727146249e-07,0.0
1945,1.982438604386516e-07,2.178504043826024e-09
1946,8.63108446935712e-08,2.7842208538686464e-09
1947,9.775114406807006e-08,1.1920870957027319e-09
1948,8.80622899046557e-08,2.174377566888097e-09
1949,9.03164725229999e-08,9.817008317369869e-10
1950,8.614642688087315e-08,4.2541445921528975e-09
1951,9.488647378930182e-08,0.0
1952,9.173979087506723e-08,0.0
1953,1.4005975756958833e-07,2.1547654771580937e-09
1954,1.0554339269219781e-07,9.772536113672459e-10
1955,1.0230312241787942e-07,4.6928039232341234e-09
1956,9.157198910259012e-08,8.72114158667614e-10
1957,8.569986853501632e-08,8.835037701437898e-10
1958,1.0092137081585406e-07,0.0
1959,1.0153479834684731e-07,0.0
1960,7.889750008871488e-08,6.920833350854139e-10
1961,1.000534926021146e-07,0.0
1962,1.2493654288903144e-07,1.2683912808952869e-09
1963,8.405869245109443e-08,6.466053248388448e-10
1964,7.909158838970143e-08,0.0
1965,9.411914803081345e-08,2.736021686988721e-09
1966,8.696347286729633e-08,2.7695373772118614e-09
1967,8.923907479641002e-08,3.451234797946512e-09
1968,8.084548674958114e-08,8.982831700699023e-10
1969,9.446856452655084e-08,1.3625273131978588e-09
1970,9.059488448315278e-08,4.5987250119061684e-10
1971,7.861748230197918e-08,2.0553589941130213e-09
1972,8.259536699029013e-08,0.0
1973,8.324937894599316e-08,1.102640756478479e-09
1974,9.507215814608116e-08,1.1251143350321513e-09
1975,7.482039166006871e-08,1.7134440533084216e-09
1976,7.48472031020242e-08,5.713526873840635e-10
1977,9.22654752599783e-08,5.876781838942691e-10
1978,1.0158410823635222e-07,1.7821774056514528e-09
1979,6.905328664430499e-08,5.851973350345929e-10
1980,7.333844642687382e-08,0.0
1981,7.337637342175185e-08,0.0
1982,6.952402564763815e-08,6.207502289967692e-10
1983,6.441622435460204e-08,6.315316047889041e-10
1984,5.0451371969018055e-08,5.799008495621649e-10
1985,8.301470089122631e-08,6.015558051686298e-10
1986,6.414099384954852e-08,5.994485463567401e-10
1987,7.516304911803218e-08,1.2221633705067347e-09
1988,5.037105266225694e-08,1.1993107618124554e-09
1989,6.640627780996056e-08,1.0976244357863152e-09
1990,7.028759618776803e-08,1.089730194969718e-09
1991,6.09592376576984e-08,5.861465202094962e-10
1992,5.344645970239981e-08,5.509944167592096e-10
1993,5.317638995805396e-08,0.0
1994,5.907917621783554e-08,5.274926606624319e-10
1995,5.530899738204198e-08,0.0
1996,6.886139036765826e-08,3.2028553142993132e-09
1997,5.178486084389533e-08,1.438468344439059e-09
1998,5.292623583841305e-08,0.0
1999,5.255731494457905e-08,9.140402323914998e-10
2000,6.450325873430529e-08,0.0
2001,4.8193331103618675e-08,0.0
2002,6.615644565499679e-08,0.0
2003,5.0003073681637034e-08,1.2500769308587678e-09
2004,5.5059892645203945e-08,4.404791253964646e-10
2005,6.260211904418611e-08,4.5037495954858286e-10
2006,6.465087043494577e-08,0.0
2007,5.392547475224774e-08,7.988958938831558e-10
2008,6.130713003926758e-08,8.514879357157668e-10
2009,4.720510382583143e-08,4.76819250749827e-10
2010,4.440365319879902e-08,0.0
2011,6.156594700712503e-08,0.0
2012,4.22127328647548e-08,6.808505426114664e-10
2013,4.0721223726336575e-08,1.1156500168141292e-09
2014,4.8722517576038626e-08,8.661780737106994e-10
2015,4.433150913030204e-08,1.1082877116042056e-09
2016,4.6812285603436976e-08,1.2428040818690533e-09
2017,4.251383067810366e-08,2.515611330355938e-10
2018,4.311049295324665e-08,1.0325866828253538e-09
2019,4.872386583087973e-08,7.65296326310505e-10
