year,tout_DET arrêt_NOUN,tout_DET marais_NOUN
1800,1.5720821977538435e-08,0.0
1801,2.3811825844433088e-09,0.0
1802,3.8043282302169246e-08,2.0140561218795483e-08
1803,2.9255089017965474e-08,3.1205427575287104e-08
1804,2.7190360185613827e-08,0.0
1805,8.528632911009026e-09,0.0
1806,1.152667650217154e-08,0.0
1807,1.395008020210753e-07,0.0
1808,1.1330369886763947e-07,1.3596443970698147e-08
1809,1.7620438086396462e-07,0.0
1810,1.9189039335287816e-07,2.3401267590372754e-09
1811,1.0529722160868005e-07,0.0
1812,1.680341199516988e-07,0.0
1813,1.236568909490643e-07,0.0
1814,5.3493510066005e-08,0.0
1815,9.979727177977793e-08,0.0
1816,4.1716871734820415e-08,0.0
1817,4.514932783195036e-08,4.670620334934483e-09
1818,2.8610825708597076e-08,0.0
1819,7.452756101145042e-08,0.0
1820,6.526564710895855e-08,8.306536791735653e-09
1821,5.1279740453935574e-08,7.88919063410276e-09
1822,6.917674966189225e-08,0.0
1823,6.127265805844218e-08,0.0
1824,6.905312588401102e-08,1.2631669044083083e-08
1825,1.0126259653020497e-07,6.163809906922779e-09
1826,1.241925815520517e-07,3.5231937367541377e-09
1827,1.8065854590076924e-07,1.8434546111834038e-09
1828,1.0089530988466322e-07,0.0
1829,1.2516836989107105e-07,0.0
1830,8.245100246995207e-08,0.0
1831,1.496755785979076e-07,0.0
1832,9.741577855493233e-08,6.764984572527055e-09
1833,6.950177144915415e-08,4.6334514003376626e-09
1834,9.894603181237471e-08,0.0
1835,7.865611451052246e-08,7.563087933704082e-10
1836,5.981467765536763e-08,2.688300027031687e-09
1837,4.661786778825672e-08,3.478945576063097e-09
1838,6.312161815458239e-08,6.9433778726590845e-09
1839,8.669429263363782e-08,8.38977065598101e-09
1840,7.579929572898436e-08,4.458782232319436e-09
1841,5.971110184077588e-08,1.926164561183441e-09
1842,6.641182181965632e-08,6.708265054555795e-10
1843,5.316219997553162e-08,1.7720733769266417e-09
1844,5.653218160261986e-08,2.7442805805577564e-09
1845,5.0780073479472776e-08,5.580227946389016e-10
1846,7.552306868774394e-08,1.7563503984519002e-09
1847,1.1595431104183263e-07,2.1572894581822766e-09
1848,1.0458787969014338e-07,6.436177313329239e-09
1849,1.3239476004400785e-07,3.3517659758786067e-09
1850,1.765138968323754e-07,7.467895635215882e-09
1851,1.5091686833557105e-07,1.0319102017319892e-08
1852,4.7526981461487594e-08,6.510545436100301e-10
1853,3.0456853039595444e-08,3.5831591027601917e-09
1854,8.988499544670958e-08,3.1173986725363534e-09
1855,4.82931277190346e-08,4.776243400783642e-09
1856,7.351608743988436e-08,3.1063134287023786e-09
1857,6.931743001814539e-08,6.8341128311999455e-09
1858,7.487324182875454e-08,5.3830437884982985e-09
1859,5.4995471288066256e-08,1.0693564256314403e-08
1860,5.355305177090486e-08,3.661747127736703e-09
1861,5.234719591129533e-08,0.0
1862,2.755971673096269e-08,4.517986262886353e-10
1863,7.791608602758515e-08,2.4973103585068657e-09
1864,4.554991583916035e-08,1.0548401263577034e-08
1865,5.036323535989595e-08,1.4120533631256649e-09
1866,6.47126512376417e-08,1.4596839292835284e-09
1867,8.492420100481013e-08,1.94112459439566e-09
1868,9.039969128821213e-08,5.9278488784286765e-09
1869,9.181015947490323e-08,6.836926913500463e-09
1870,6.135432339959834e-08,8.601073631098188e-09
1871,4.779529660936532e-08,8.496941816815706e-09
1872,6.773020100325766e-08,4.23313739617015e-09
1873,6.105724281724179e-08,1.7958012854535355e-09
1874,1.194921814828831e-07,3.5847653734322193e-09
1875,7.83849216645649e-08,6.293679799540541e-09
1876,3.748529131542e-08,9.673623679873344e-09
1877,6.122967821653447e-08,3.0924081073635534e-09
1878,5.495570754021628e-08,6.039088673581716e-10
1879,1.0508039505197075e-07,1.0385853066452455e-08
1880,7.508879740214525e-08,3.8507077526617195e-09
1881,1.268996374648168e-07,7.669758161910067e-09
1882,7.653693234743741e-08,2.6621540527571597e-09
1883,4.92908434068795e-08,6.319338941018771e-10
1884,5.809493330843907e-08,5.281357573494461e-09
1885,6.123353823994648e-08,0.0
1886,5.2918403881108134e-08,1.936039106809062e-09
1887,9.466940475988395e-08,6.528924623161458e-10
1888,8.179392807505792e-08,0.0
1889,7.267558643775374e-08,3.759081934617825e-09
1890,1.0880281742231546e-07,2.621754646714436e-09
1891,9.242619114502304e-08,1.9122659011827636e-09
1892,1.3038505386475663e-07,3.1342561879199593e-09
1893,1.133148632703751e-07,6.774258043407144e-09
1894,9.26326286787571e-08,0.0
1895,1.0592761334748957e-07,3.611168697403855e-09
1896,7.960988845923112e-08,1.179405795248556e-09
1897,1.1129022858824555e-07,5.2440420894583895e-09
1898,8.261198125580904e-08,3.3950129374460403e-09
1899,8.125540063019798e-08,1.6582735185011188e-09
1900,9.655359178850631e-08,1.245852754294674e-08
1901,9.109644416582796e-08,9.5008563238963e-09
1902,1.3748795169021832e-07,7.856454153909453e-09
1903,1.4202579556865658e-07,2.7001101354784396e-09
1904,1.1501697727567262e-07,1.6123875568041512e-09
1905,9.599011718819384e-08,0.0
1906,8.539346652014501e-08,5.144184522798412e-10
1907,1.1314255665695327e-07,1.028568674676933e-09
1908,9.086069496788696e-08,1.4734167219643268e-09
1909,1.0231829428164474e-07,1.1001967115120692e-09
1910,8.283433494682413e-08,0.0
1911,1.0640748371315567e-07,5.320374141248863e-10
1912,1.2085856937460449e-07,1.5628263683176158e-09
1913,1.2090816525756054e-07,3.181793939432964e-09
