year,tout_ADV orale_ADJ,tout_ADV morale_ADJ
1800,0.0,3.144164484325529e-09
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,2.8469551160981155e-09
1808,0.0,2.2660739951163578e-09
1809,0.0,2.259030518203531e-09
1810,0.0,1.4040760554223652e-08
1811,2.5070767684098882e-09,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,0.0
1819,0.0,0.0
1820,0.0,0.0
1821,0.0,0.0
1822,0.0,1.0025615893027862e-09
1823,0.0,0.0
1824,0.0,2.5263338088166165e-09
1825,0.0,8.805443041381977e-10
1826,0.0,0.0
1827,0.0,0.0
1828,0.0,0.0
1829,0.0,0.0
1830,0.0,1.0436835840010872e-09
1831,1.091384405071949e-08,0.0
1832,0.0,0.0
1833,4.6334514003376626e-09,3.4750886612755494e-09
1834,0.0,0.0
1835,3.781543966852041e-09,7.563087933704082e-10
1836,2.688300027031687e-09,4.704525213838906e-09
1837,0.0,1.6698937344017395e-08
1838,0.0,3.787297142565649e-09
1839,0.0,1.4682098203877558e-08
1840,0.0,2.229391071750797e-08
1841,0.0,6.420548537278137e-09
1842,0.0,2.0124795163667386e-09
1843,5.906911071384968e-10,0.0
1844,3.2931368743049916e-09,2.7442805805577564e-09
1845,0.0,2.2320911785556063e-09
1846,0.0,3.5127007969038004e-09
1847,0.0,5.9325460100012606e-09
1848,0.0,7.24069959545659e-09
1849,0.0,5.865590679832167e-09
1850,0.0,1.3577992064028876e-09
1851,0.0,4.514607354622058e-09
1852,0.0,1.3021090872200602e-09
1853,0.0,7.166318205520383e-09
1854,0.0,0.0
1855,0.0,4.776243400783642e-09
1856,0.0,2.5885946719483854e-09
1857,0.0,3.4170564155999728e-09
1858,0.0,5.3830437884982985e-09
1859,0.0,7.129042689513199e-09
1860,0.0,5.492620580582752e-09
1861,0.0,3.3011746669586728e-09
1862,0.0,7.680577063240435e-09
1863,0.0,1.748117206545885e-08
1864,1.9178911792039344e-09,7.671564716815737e-09
1865,0.0,1.3179164426446732e-08
1866,3.4059290943133647e-09,4.379051787850585e-09
1867,0.0,3.396968040192405e-09
1868,0.0,2.4699371437009177e-09
1869,0.0,7.325278605918584e-09
1870,0.0,5.734048791339319e-09
1871,0.0,1.0621177271019633e-09
1872,1.2094678591978436e-09,7.256807155187062e-09
1873,1.1972008939764578e-09,1.1972008939764578e-09
1874,2.9873046258899194e-09,8.961913877669758e-09
1875,0.0,1.2587359599081083e-08
1876,0.0,6.04601479992084e-10
1877,0.0,5.566334504436554e-09
1878,0.0,1.2078177347163432e-09
1879,0.0,6.109325489944695e-09
1880,1.2835692508872398e-09,3.8507077526617195e-09
1881,1.3945015142624584e-09,1.3945015142624584e-09
1882,2.6621540527571597e-09,1.9966155395678697e-09
1883,0.0,6.951272890631799e-09
1884,0.0,1.9805090900604227e-09
1885,6.445635691854079e-10,6.445635691854079e-10
1886,3.872078213618124e-09,5.162771099520569e-09
1887,0.0,4.570247291724172e-09
1888,0.0,3.804368819970705e-09
1889,1.8795409673089125e-09,3.759081934617825e-09
1890,6.554386478008212e-10,7.209825181320184e-09
1891,3.824531802365527e-09,1.2748440081367107e-09
1892,2.5074049503359674e-09,9.402768341715273e-09
1893,0.0,1.4780200174868696e-08
1894,0.0,2.0164925729204697e-08
1895,0.0,7.824199066419624e-09
1896,1.179405795248556e-09,1.533227589334274e-08
1897,0.0,1.3401440845939305e-08
1898,0.0,1.0185038590293516e-08
1899,0.0,2.4874102777516782e-08
1900,0.0,9.34389543516545e-09
1901,0.0,1.117747761014698e-08
1902,0.0,1.3748794991386148e-08
1903,0.0,7.020286574288548e-09
1904,0.0,1.1824175416563776e-08
1905,1.5482277682110634e-09,1.0321517862621477e-08
1906,0.0,8.745113966313056e-09
1907,0.0,7.199980611716228e-09
1908,0.0,9.331639461152008e-09
1909,0.0,4.950885035270858e-09
1910,5.344150677544235e-10,8.550641084070776e-09
1911,3.7242617878519013e-09,1.0108711201439746e-08
1912,0.0,3.0735584743979416e-08
1913,0.0,7.42418571064718e-09
1914,0.0,8.036092680185902e-09
1915,0.0,4.005459075528961e-08
1916,0.0,1.0987461607214755e-08
1917,0.0,8.773139548168274e-09
1918,0.0,2.067547733020092e-08
1919,0.0,9.207848705727883e-09
1920,0.0,1.590168707821249e-08
1921,0.0,9.844571380313027e-09
1922,0.0,9.591316185719734e-09
1923,4.246379248229459e-09,1.6985516992917837e-08
1924,0.0,1.804827398643738e-08
1925,1.0998177923937646e-09,7.698724324711748e-09
1926,0.0,7.802296586589819e-09
1927,1.1149224876660924e-09,4.4596899506643695e-09
1928,0.0,1.2568645679778001e-08
1929,1.1140406375176326e-09,7.798284684668033e-09
1930,1.0503603542488804e-09,5.2518016602221e-09
1931,1.1405356659111021e-09,1.3686427990933225e-08
1932,0.0,6.575722188983946e-09
1933,0.0,1.0323596200123575e-08
1934,0.0,1.1981580172459871e-08
1935,0.0,1.555876849579363e-08
1936,0.0,1.33371855781661e-08
1937,0.0,1.0072894518486919e-08
1938,1.2965214457594243e-09,6.482607339819424e-09
1939,0.0,6.117620188206274e-09
1940,0.0,1.2678914806940611e-08
1941,8.854508237732261e-09,5.9030051957620344e-09
1942,0.0,1.517105907566929e-08
1943,0.0,8.709705845433291e-09
1944,0.0,3.213186161588055e-08
1945,0.0,1.089252066321933e-08
1946,0.0,1.5313215584455975e-08
1947,0.0,1.7881307101674793e-08
1948,0.0,9.784699273041042e-09
1949,9.817008317369869e-10,1.3743811422273211e-08
1950,5.317680518146517e-09,1.2762433776458693e-08
1951,0.0,1.2793682557799002e-08
1952,0.0,7.381362632230548e-09
1953,0.0,1.4005975934594517e-08
1954,0.0,2.052232517257835e-08
1955,0.0,1.0324168187025862e-08
1956,0.0,1.657016923672927e-08
1957,0.0,5.301022731885041e-09
1958,4.9633461784992505e-09,1.1581140491045971e-08
1959,0.0,1.0851047171911432e-08
1960,3.460416619915918e-09,1.5225833038812198e-08
1961,0.0,1.111705483225478e-08
1962,0.0,1.5220695814832652e-08
1963,0.0,1.2932106940866106e-08
1964,0.0,1.2776333768727e-08
1965,0.0,1.4227312661319047e-08
1966,0.0,5.539074976468328e-09
1967,0.0,7.888536934785861e-09
1968,8.982831700699023e-10,6.287982134978165e-09
1969,0.0,8.175163657142548e-09
1970,1.3796175313274261e-09,1.9314645882673176e-08
1971,0.0,1.5929032315398217e-08
1972,0.0,7.69522046084603e-09
1973,0.0,1.598829157956061e-08
1974,5.625571675160757e-10,9.00091468025721e-09
1975,0.0,4.569184142155791e-09
1976,0.0,9.712995741040231e-09
1977,1.7630346071939584e-09,1.1165885105413054e-08
1978,2.970295565063452e-09,1.6633656230169436e-08
1979,0.0,1.404473604083023e-08
1980,1.1370301367108482e-09,9.664756106531058e-09
1981,0.0,1.138598904049104e-08
1982,0.0,2.483000827169235e-08
1983,0.0,1.6419821946556112e-08
1984,0.0,1.797692661398287e-08
1985,0.0,1.7445119127046382e-08
1986,2.997242676272549e-09,1.6784559520033326e-08
1987,1.2221633705067347e-09,1.1610551631235921e-08
1988,1.798966087207532e-09,1.4991384134077634e-08
1989,0.0,1.5915555096057687e-08
1990,0.0,1.5256222951620657e-08
1991,0.0,2.05151273746651e-08
1992,0.0,2.8651710337612712e-08
1993,0.0,1.1632335983335906e-08
1994,0.0,1.2659823411809157e-08
1995,5.422450821690461e-10,2.2232049090575856e-08
1996,0.0,1.975094043871195e-08
1997,0.0,1.6782131240233866e-08
1998,0.0,1.6688451509594415e-08
1999,4.570201161957499e-10,1.553868322901053e-08
2000,0.0,2.474097726690161e-08
2001,1.3143635069212678e-09,2.1467938537966802e-08
2002,0.0,1.3143664823189738e-08
2003,8.333845835650777e-10,1.2917460878725251e-08
2004,1.3214374039449694e-09,1.6738207264666016e-08
2005,1.3511248786457486e-09,1.6663873836364473e-08
2006,4.1178899179428186e-10,2.2236605445868918e-08
2007,0.0,1.917350189728495e-08
2008,8.514879357157668e-10,2.4693150635357597e-08
2009,4.76819250749827e-10,1.1443662017995848e-08
2010,4.723793023408973e-10,1.4171378737160012e-08
2011,3.82397197240536e-10,1.0707121411712706e-08
2012,0.0,7.489355802192676e-09
2013,8.367375126105969e-10,8.08846234434668e-09
2014,0.0,9.744502982300673e-09
2015,6.649726325136385e-10,9.752931795503628e-09
2016,2.0713400439298368e-10,8.492493819289848e-09
2017,0.0,8.804639684001359e-09
2018,5.162933414126769e-10,8.002547069452248e-09
2019,5.1019755087367e-10,6.377469219387422e-09
